episode,timestep,reward,steps,visibility_pct,survived,mean_action_mag,mean_action_jerk,r_track_sum,r_alive_sum,r_jerk_sum,term_reason
65,18889,1399.96,3000,98.6,0,0.4718,0.6052,1099.957,300.0,0.0,
66,19223,128.62,334,96.1,0,0.4801,0.5467,97.222,33.4,0.0,altitude_low
67,21295,854.11,2072,95.5,0,0.4674,0.5853,648.913,207.2,0.0,altitude_low
68,21805,58.14,510,69.6,0,0.4925,0.5617,7.144,51.0,0.0,lost_target
69,22418,197.65,613,83.0,0,0.4946,0.5657,136.35,61.3,0.0,lost_target
70,22749,127.65,331,78.5,0,0.5005,0.5456,94.551,33.1,0.0,
71,24000,550.01,1251,92.0,0,0.4876,0.6243,424.915,125.1,0.0,lost_target
72,24099,61.92,99,100.0,0,0.5539,0.4704,54.023,9.9,0.0,altitude_high
73,24224,64.58,125,92.0,0,0.5425,0.4682,54.079,12.5,0.0,altitude_high
74,24544,-33.18,320,63.1,0,0.5487,0.5084,-65.184,32.0,0.0,
75,26503,789.11,1959,94.9,0,0.4737,0.6245,593.211,195.9,0.0,lost_target
76,26788,41.86,285,64.9,0,0.4569,0.6385,13.358,28.5,0.0,lost_target
77,27063,-10.77,275,63.6,0,0.4883,0.5327,-38.275,27.5,0.0,lost_target
78,27324,-55.46,261,61.7,0,0.4516,0.5093,-81.561,26.1,0.0,lost_target
79,27619,-2.77,295,71.5,0,0.5339,0.5329,-32.265,29.5,0.0,
80,27879,2.41,260,61.5,0,0.4984,0.5119,-23.587,26.0,0.0,lost_target
81,28154,-17.04,275,66.2,0,0.5334,0.4738,-42.54,27.5,0.0,altitude_high
82,28325,-50.6,171,41.5,0,0.4764,0.5497,-67.704,17.1,0.0,lost_target
83,28509,-59.67,184,45.7,0,0.4415,0.5586,-78.071,18.4,0.0,lost_target
84,28710,-44.17,201,50.2,0,0.474,0.6083,-64.265,20.1,0.0,lost_target
85,28919,61.44,209,95.7,0,0.4731,0.596,42.538,20.9,0.0,altitude_high
86,29181,27.9,262,61.8,0,0.4783,0.5992,1.7,26.2,0.0,lost_target
87,29408,-44.66,227,55.9,0,0.4644,0.5529,-67.36,22.7,0.0,lost_target
88,29733,-23.61,325,64.9,0,0.4853,0.6439,-56.106,32.5,0.0,lost_target
89,30209,14.27,476,76.3,0,0.4389,0.6158,-33.327,47.6,0.0,lost_target
90,30403,-52.4,194,48.5,0,0.4537,0.5968,-71.8,19.4,0.0,lost_target
91,31994,364.21,1591,92.4,0,0.4449,0.6395,205.114,159.1,0.0,lost_target
92,32180,-48.82,186,46.2,0,0.4759,0.598,-67.417,18.6,0.0,lost_target
93,32457,-6.66,277,63.9,0,0.4509,0.6102,-34.361,27.7,0.0,lost_target
94,32765,-11.5,308,67.5,0,0.4524,0.5906,-42.302,30.8,0.0,lost_target
95,33030,-3.5,265,62.3,0,0.4757,0.6262,-29.998,26.5,0.0,lost_target
96,33225,-56.82,195,48.7,0,0.4619,0.6222,-76.32,19.5,0.0,lost_target
97,33409,-50.27,184,45.7,0,0.4686,0.5618,-68.665,18.4,0.0,lost_target
98,33974,167.48,565,88.1,0,0.4688,0.6002,112.983,56.5,0.0,altitude_low
99,34337,45.34,363,72.5,0,0.4911,0.5987,9.045,36.3,0.0,lost_target
100,35123,347.54,786,100.0,0,0.4439,0.6144,270.939,78.6,0.0,altitude_low
101,35357,-46.27,234,57.3,0,0.5074,0.5695,-69.674,23.4,0.0,lost_target
102,35532,-67.1,175,42.9,0,0.5144,0.56,-84.601,17.5,0.0,lost_target
103,35874,60.16,342,70.8,0,0.4819,0.6027,25.958,34.2,0.0,lost_target
104,36857,231.89,983,89.8,0,0.452,0.6212,133.59,98.3,0.0,lost_target
105,37119,-20.83,262,61.8,0,0.4588,0.6792,-47.032,26.2,0.0,lost_target
106,37506,40.75,387,66.9,0,0.5033,0.5922,2.045,38.7,0.0,lost_target
107,37813,172.31,307,100.0,0,0.446,0.5931,141.609,30.7,0.0,
108,39737,370.38,1924,94.6,0,0.4273,0.6421,177.975,192.4,0.0,lost_target
109,40239,33.71,502,67.9,0,0.4611,0.6103,-16.492,50.2,0.0,lost_target
110,40832,328.17,593,99.5,0,0.4709,0.6443,270.873,59.3,0.0,altitude_high
111,41181,-6.13,349,68.2,0,0.4782,0.6545,-41.032,34.9,0.0,lost_target
112,41868,72.23,687,83.1,0,0.4528,0.6277,3.53,68.7,0.0,lost_target
113,42104,-23.74,236,49.6,0,0.4959,0.6326,-47.335,23.6,0.0,lost_target
114,42408,-38.36,304,67.1,0,0.4766,0.63,-68.761,30.4,0.0,lost_target
115,42634,-51.46,226,50.4,0,0.4951,0.6169,-74.063,22.6,0.0,lost_target
116,43029,-99.5,395,54.9,0,0.4703,0.6224,-138.997,39.5,0.0,lost_target
117,43283,-38.1,254,53.5,0,0.4674,0.6065,-63.503,25.4,0.0,lost_target
118,43834,-99.9,551,59.7,0,0.4547,0.56,-155.003,55.1,0.0,lost_target
119,44248,106.44,414,81.9,0,0.4726,0.6108,65.038,41.4,0.0,
120,44859,225.98,611,83.6,0,0.4573,0.6372,164.88,61.1,0.0,lost_target
121,45052,-18.66,193,48.2,0,0.4904,0.6127,-37.962,19.3,0.0,lost_target
122,45533,149.15,481,95.4,0,0.4526,0.6457,103.055,48.1,0.0,altitude_low
123,45715,-47.27,182,45.1,0,0.462,0.5771,-65.469,18.2,0.0,lost_target
124,46053,-33.05,338,67.8,0,0.4576,0.6616,-66.854,33.8,0.0,lost_target
125,46222,-37.55,169,51.5,0,0.443,0.5788,-54.447,16.9,0.0,
126,46524,152.5,302,95.4,0,0.4625,0.5525,124.303,30.2,0.0,altitude_low
127,46856,91.8,332,69.9,0,0.4665,0.542,58.601,33.2,0.0,lost_target
128,47173,65.93,317,68.5,0,0.4475,0.6141,34.231,31.7,0.0,lost_target
129,47365,127.96,192,100.0,0,0.4287,0.6077,110.762,19.2,0.0,altitude_high
130,47628,-16.76,263,62.0,0,0.4494,0.5932,-43.064,26.3,0.0,lost_target
131,47866,-2.58,238,54.2,0,0.4567,0.5956,-26.379,23.8,0.0,lost_target
132,48168,77.22,302,66.9,0,0.4508,0.6313,47.022,30.2,0.0,lost_target
133,48371,-20.42,203,50.7,0,0.4459,0.5948,-40.72,20.3,0.0,lost_target
134,48760,29.65,389,74.3,0,0.4502,0.6631,-9.245,38.9,0.0,lost_target
135,49090,47.7,330,69.7,0,0.4661,0.5438,14.696,33.0,0.0,lost_target
136,49383,10.31,293,65.9,0,0.4417,0.6255,-18.99,29.3,0.0,lost_target
137,49676,120.76,293,78.2,0,0.4992,0.5851,91.46,29.3,0.0,
138,49970,30.93,294,66.0,0,0.4537,0.5724,1.527,29.4,0.0,lost_target
