episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,r_stability,r_centering,r_scale,phase,target_offset,init_pos,init_vel,init_ang
439,146811,5553.49,1500,100.0,0.1767,0.2075,0.3624,0.9964,1.7935,0.9124,A,0.296,0.298,0.149,0.05
440,148134,4459.51,1323,100.0,0.2396,0.1643,0.3762,0.9814,1.6627,0.7342,A,0.298,0.299,0.149,0.05
441,148897,2312.52,763,100.0,0.3107,0.1563,0.3877,0.8723,1.4773,0.6944,A,0.299,0.299,0.15,0.05
442,149943,2731.29,1046,100.0,0.4225,0.1063,0.3868,0.9304,1.1932,0.4972,A,0.3,0.3,0.15,0.05
443,150274,848.61,331,100.0,0.5107,0.1794,0.4187,0.8761,0.9238,0.7941,B,0.3,0.3,0.15,0.05
444,150952,1795.07,678,100.0,0.4659,0.1725,0.4117,0.875,1.0569,0.7304,B,0.301,0.301,0.15,0.05
445,152452,4703.63,1500,100.0,0.3633,0.1902,0.3677,0.9951,1.324,0.8167,B,0.304,0.302,0.151,0.051
446,153489,2885.37,1037,100.0,0.4505,0.2032,0.3959,0.917,1.0941,0.781,B,0.305,0.303,0.152,0.051
447,154170,262.24,681,20.4,0.6007,0.1793,0.4389,0.8907,0.1403,0.1647,B,0.306,0.304,0.152,0.051
448,155270,1143.7,1100,41.4,0.471,0.1526,0.4407,0.9325,0.4274,0.2753,B,0.308,0.305,0.153,0.051
449,155658,910.59,388,100.0,0.563,0.1618,0.4332,0.851,0.7892,0.7325,B,0.308,0.306,0.153,0.051
450,156617,2764.18,959,100.0,0.3987,0.1687,0.3792,0.9289,1.2404,0.7235,B,0.31,0.307,0.153,0.052
451,157072,1057.46,455,100.0,0.4199,0.0609,0.4211,0.8005,1.2364,0.3092,B,0.311,0.307,0.154,0.052
452,157490,955.54,418,100.0,0.5767,0.1702,0.4416,0.8068,0.7778,0.7254,B,0.311,0.307,0.154,0.052
453,158610,3444.95,1120,100.0,0.2836,0.1375,0.4,0.9228,1.5357,0.6263,B,0.313,0.309,0.154,0.052
454,159041,1000.27,431,100.0,0.4422,0.0905,0.4392,0.7977,1.1004,0.4458,B,0.314,0.309,0.155,0.052
455,160541,4678.63,1500,100.0,0.4054,0.2154,0.3771,0.9849,1.2298,0.9044,B,0.316,0.311,0.155,0.053
456,160860,830.24,319,100.0,0.4588,0.1765,0.4381,0.8324,1.0627,0.7388,B,0.316,0.311,0.155,0.053
457,161105,556.62,245,100.0,0.517,0.1394,0.4487,0.7585,0.905,0.6492,B,0.317,0.311,0.156,0.053
458,161572,292.32,467,41.5,0.5884,0.0755,0.4206,0.7562,0.3216,0.1542,B,0.317,0.312,0.156,0.053
459,162901,3999.84,1329,100.0,0.3984,0.2393,0.365,0.9348,1.261,0.8215,B,0.319,0.313,0.156,0.053
460,163422,997.85,521,100.0,0.7561,0.1337,0.4315,0.8403,0.4904,0.6038,B,0.32,0.313,0.157,0.053
461,164209,2214.61,787,100.0,0.3252,0.0933,0.41,0.9407,1.4357,0.4502,B,0.321,0.314,0.157,0.054
462,165140,2581.1,931,100.0,0.407,0.1395,0.4149,0.9371,1.209,0.6371,B,0.323,0.315,0.158,0.054
463,165642,858.29,502,100.0,0.8541,0.1318,0.4299,0.8575,0.2566,0.6155,B,0.323,0.316,0.158,0.054
464,166521,2069.21,879,94.7,0.5109,0.1182,0.4051,0.9092,0.9806,0.5292,B,0.325,0.317,0.158,0.054
465,166832,675.02,311,99.4,0.6361,0.1659,0.4145,0.8264,0.6387,0.7439,B,0.325,0.317,0.158,0.054
466,167240,804.34,408,100.0,0.5993,0.0876,0.3998,0.8557,0.7181,0.422,B,0.326,0.317,0.159,0.054
467,168079,2468.11,839,100.0,0.2595,0.1007,0.4067,0.9175,1.5721,0.4641,B,0.327,0.318,0.159,0.055
468,168899,2195.49,820,100.0,0.4429,0.1276,0.4113,0.9344,1.152,0.6033,B,0.328,0.319,0.159,0.055
469,169336,749.07,437,84.2,0.7396,0.1855,0.4586,0.8262,0.3761,0.6926,B,0.329,0.319,0.16,0.055
470,169737,871.09,401,100.0,0.5063,0.0932,0.4524,0.7842,0.9553,0.4577,B,0.33,0.32,0.16,0.055
471,170019,482.88,282,100.0,0.8448,0.1234,0.4375,0.8017,0.3619,0.5841,B,0.33,0.32,0.16,0.055
472,170830,1351.88,811,99.1,0.762,0.0716,0.4161,0.9177,0.4312,0.339,B,0.331,0.321,0.16,0.055
473,171273,896.56,443,100.0,0.611,0.0975,0.4232,0.8481,0.7494,0.4489,B,0.332,0.321,0.161,0.055
474,172769,4075.38,1496,100.0,0.3806,0.1073,0.3906,0.9565,1.2732,0.5012,B,0.334,0.323,0.161,0.056
475,173186,876.19,417,100.0,0.6065,0.1201,0.4584,0.8422,0.7224,0.5606,B,0.335,0.323,0.162,0.056
476,174326,3520.18,1140,99.1,0.2698,0.1424,0.3946,0.9362,1.533,0.6362,B,0.336,0.324,0.162,0.056
477,175340,2357.23,1014,97.8,0.4604,0.0987,0.4368,0.8541,1.0595,0.4427,B,0.338,0.325,0.163,0.056
478,176383,668.77,1043,38.2,0.7505,0.114,0.441,0.8908,0.1686,0.2098,B,0.34,0.326,0.163,0.057
479,177530,3431.45,1147,100.0,0.3817,0.2031,0.4,0.9424,1.2747,0.7833,B,0.341,0.328,0.164,0.057
480,179030,2216.76,1500,77.6,0.7964,0.117,0.4156,0.9795,0.3056,0.4168,B,0.344,0.329,0.165,0.057
481,179646,422.28,616,36.5,0.6455,0.159,0.4145,0.8487,0.2253,0.2625,B,0.344,0.33,0.165,0.057
482,181146,4751.85,1500,100.0,0.3073,0.1675,0.3927,0.9661,1.485,0.7168,B,0.347,0.331,0.166,0.058
483,181925,2029.01,779,99.7,0.4806,0.1637,0.3695,0.9094,0.9963,0.7143,B,0.348,0.332,0.166,0.058
484,183425,5104.02,1500,100.0,0.2536,0.1792,0.3659,0.9952,1.5815,0.8259,B,0.35,0.333,0.167,0.058
485,184318,1805.37,893,100.0,0.6966,0.1222,0.3902,0.9208,0.535,0.5771,B,0.351,0.334,0.167,0.059
486,185740,4174.99,1422,100.0,0.3704,0.167,0.3775,0.947,1.3098,0.6862,B,0.354,0.336,0.168,0.059
487,186808,1783.31,1068,77.0,0.7535,0.1943,0.3973,0.9531,0.3452,0.6111,B,0.355,0.337,0.168,0.059
488,187722,1794.21,914,100.0,0.6971,0.0959,0.3761,0.9248,0.5929,0.4563,B,0.357,0.338,0.169,0.059
489,187953,516.58,231,100.0,0.5964,0.1715,0.4153,0.7779,0.7241,0.7776,B,0.357,0.338,0.169,0.059
490,188987,1234.14,1034,46.0,0.5028,0.2042,0.4339,0.9177,0.4373,0.3879,B,0.358,0.339,0.169,0.06
491,189318,621.5,331,100.0,0.744,0.1328,0.3887,0.7912,0.527,0.5897,B,0.359,0.339,0.17,0.06
492,190032,1667.41,714,100.0,0.5894,0.1437,0.4208,0.9281,0.7655,0.6557,B,0.36,0.34,0.17,0.06
493,191442,750.99,1410,32.1,0.7255,0.1256,0.46,0.8844,0.1468,0.1879,B,0.362,0.341,0.171,0.06
494,192942,3552.99,1500,98.9,0.6876,0.2086,0.3824,0.9931,0.5221,0.8647,B,0.364,0.343,0.171,0.061
495,194265,2209.36,1323,66.8,0.5929,0.2251,0.4048,0.957,0.5182,0.5342,B,0.366,0.344,0.172,0.061
496,195264,1782.91,999,64.7,0.4411,0.1988,0.381,0.8699,0.7347,0.5434,B,0.368,0.345,0.173,0.061
497,195916,679.53,652,64.4,0.779,0.1086,0.4494,0.8428,0.2418,0.3288,B,0.369,0.346,0.173,0.061
498,197416,127.19,1500,11.7,0.9696,0.1066,0.4452,0.8917,0.0164,0.0594,B,0.371,0.347,0.174,0.062
499,198313,2374.12,897,100.0,0.408,0.1081,0.4005,0.9415,1.204,0.5124,B,0.372,0.348,0.174,0.062
500,199813,4955.33,1500,100.0,0.2518,0.1688,0.3823,0.9922,1.6208,0.6906,B,0.375,0.35,0.175,0.062
501,200892,2702.15,1079,100.0,0.442,0.0864,0.3774,0.9679,1.1358,0.4099,B,0.376,0.351,0.175,0.063
502,201580,36.56,688,11.0,0.6896,0.1902,0.4938,0.8161,0.0539,0.0873,B,0.377,0.352,0.176,0.063
503,202412,2348.27,832,100.0,0.3569,0.1239,0.3878,0.9034,1.3606,0.5705,B,0.379,0.352,0.176,0.063
504,203718,328.4,1306,23.5,0.891,0.1079,0.4694,0.8543,0.0499,0.1199,B,0.381,0.354,0.177,0.063
505,204657,1857.11,939,100.0,0.6433,0.0854,0.4205,0.9199,0.6544,0.4141,B,0.382,0.355,0.177,0.064
506,205424,1944.63,767,100.0,0.4068,0.084,0.4157,0.9233,1.2226,0.4025,B,0.383,0.355,0.178,0.064
507,206924,5402.88,1500,100.0,0.2179,0.205,0.3755,0.9947,1.7018,0.9054,B,0.385,0.357,0.178,0.064
508,208424,128.49,1500,15.5,0.9904,0.0665,0.4382,0.8612,0.0201,0.0491,B,0.388,0.358,0.179,0.065
509,209250,2527.17,826,100.0,0.2155,0.1019,0.4044,0.9214,1.6599,0.4903,B,0.389,0.359,0.18,0.065
510,210302,360.61,1052,21.8,0.7002,0.2005,0.453,0.8417,0.1023,0.1906,B,0.39,0.36,0.18,0.065
511,210995,1734.33,693,100.0,0.4542,0.1034,0.4085,0.9266,1.0946,0.4959,B,0.391,0.361,0.18,0.065
512,211849,1584.82,854,100.0,0.7215,0.089,0.3913,0.9142,0.5339,0.4194,B,0.393,0.362,0.181,0.065
513,213349,5568.67,1500,100.0,0.1924,0.2421,0.3834,0.9958,1.758,0.9586,B,0.395,0.363,0.182,0.066
514,214849,2934.04,1500,62.2,0.3229,0.1741,0.4133,0.9264,0.8995,0.5082,B,0.397,0.365,0.182,0.066
515,216349,5318.92,1500,100.0,0.169,0.1643,0.3728,0.9964,1.8227,0.7268,B,0.4,0.366,0.183,0.067
516,217032,1785.55,683,100.0,0.4151,0.1174,0.4345,0.8743,1.2102,0.5445,B,0.401,0.367,0.184,0.067
517,218110,2624.41,1078,100.0,0.4286,0.0736,0.4078,0.9175,1.1692,0.357,B,0.402,0.368,0.184,0.067
518,219610,4682.81,1500,100.0,0.2936,0.1347,0.3759,0.9939,1.5113,0.6166,B,0.404,0.37,0.185,0.067
519,221110,4835.41,1500,100.0,0.3612,0.2607,0.4165,0.9847,1.337,0.9019,B,0.407,0.371,0.186,0.068
520,222141,590.57,1031,36.4,0.8732,0.105,0.4022,0.9499,0.0874,0.1815,B,0.408,0.372,0.186,0.068
521,222305,194.02,164,100.0,0.9408,0.0783,0.4306,0.72,0.1488,0.3753,B,0.408,0.372,0.186,0.068
522,223044,284.52,739,29.6,0.941,0.107,0.4316,0.9118,0.0421,0.1483,B,0.41,0.373,0.187,0.068
523,224544,4735.3,1500,100.0,0.2614,0.1299,0.3778,0.9914,1.5778,0.5877,B,0.412,0.375,0.187,0.069
524,226044,4332.94,1500,100.0,0.3247,0.1011,0.3986,0.9907,1.4278,0.4701,B,0.414,0.376,0.188,0.069
525,227544,4060.53,1500,100.0,0.4041,0.1042,0.4042,0.9869,1.237,0.4831,B,0.416,0.378,0.189,0.069
526,229044,4463.31,1500,100.0,0.3324,0.1241,0.4054,0.9892,1.4101,0.5763,B,0.419,0.379,0.19,0.07
527,230544,3797.74,1500,100.0,0.45,0.0963,0.3959,0.9937,1.0973,0.4408,B,0.421,0.381,0.19,0.07
528,231232,31.56,688,8.6,0.938,0.0525,0.4134,0.9365,0.0153,0.0229,B,0.422,0.381,0.191,0.07
529,232732,5279.15,1500,100.0,0.2816,0.2317,0.397,0.9942,1.5591,0.9661,B,0.424,0.383,0.191,0.071
530,234232,5262.17,1500,100.0,0.2123,0.1801,0.3819,0.9941,1.7011,0.8129,B,0.426,0.384,0.192,0.071
531,235732,4473.25,1500,100.0,0.3727,0.1423,0.3642,0.996,1.3178,0.6683,B,0.429,0.386,0.193,0.071
532,237232,4566.31,1500,100.0,0.3202,0.1307,0.3789,0.9936,1.4525,0.5981,B,0.431,0.387,0.194,0.072
533,237914,1148.49,682,100.0,0.7131,0.0596,0.447,0.8596,0.5484,0.2906,B,0.432,0.388,0.194,0.072
534,239414,4780.96,1500,100.0,0.2469,0.127,0.3848,0.9941,1.6196,0.5736,B,0.434,0.389,0.195,0.072
535,240125,1343.42,711,100.0,0.6256,0.0557,0.4398,0.9365,0.6859,0.2811,B,0.435,0.39,0.195,0.073
536,241625,4165.44,1500,100.0,0.4813,0.1643,0.4109,0.9938,1.0165,0.7667,B,0.437,0.392,0.196,0.073
537,243075,2011.49,1450,47.9,0.4364,0.2292,0.4036,0.9288,0.5555,0.4312,B,0.44,0.393,0.197,0.073
538,244575,2878.21,1500,74.2,0.5107,0.1444,0.4107,0.9843,0.7084,0.484,B,0.442,0.395,0.197,0.074
539,245709,3620.0,1134,100.0,0.2417,0.1523,0.4122,0.9218,1.6101,0.6691,B,0.444,0.396,0.198,0.074
540,247209,4455.89,1500,100.0,0.3844,0.1546,0.3747,0.9962,1.275,0.6994,B,0.446,0.397,0.199,0.074
541,248133,1029.73,924,64.5,0.8658,0.1109,0.4124,0.9559,0.1917,0.3327,B,0.447,0.398,0.199,0.075
542,249633,4769.92,1500,100.0,0.3944,0.2168,0.3868,0.9954,1.2519,0.9327,B,0.449,0.4,0.2,0.075
543,250526,1211.87,893,54.0,0.5316,0.1392,0.4059,0.9608,0.5138,0.3539,B,0.451,0.401,0.2,0.075
544,251199,229.24,673,18.0,0.6972,0.1415,0.4168,0.9488,0.1067,0.1202,B,0.452,0.401,0.201,0.075
545,252699,3692.29,1500,100.0,0.6367,0.1825,0.394,0.9968,0.6559,0.8088,B,0.454,0.403,0.201,0.076
546,253592,1033.12,893,71.3,0.8226,0.106,0.4297,0.8855,0.2158,0.3535,B,0.455,0.404,0.202,0.076
547,254082,980.74,490,93.3,0.4605,0.078,0.46,0.7282,1.0018,0.3593,B,0.456,0.404,0.202,0.076
548,254536,1055.14,454,100.0,0.5266,0.1256,0.4475,0.8458,0.9151,0.5852,B,0.457,0.405,0.202,0.076
549,256036,5033.01,1500,100.0,0.2215,0.1572,0.4052,0.9812,1.6817,0.6925,B,0.459,0.406,0.203,0.077
550,256391,788.26,355,100.0,0.4771,0.0721,0.4775,0.8194,1.0819,0.3473,B,0.46,0.406,0.203,0.077
551,257891,2187.03,1500,60.3,0.5011,0.1488,0.4239,0.8258,0.6352,0.3937,B,0.462,0.408,0.204,0.077
552,258677,1804.38,786,89.3,0.4949,0.1519,0.3937,0.9085,0.9206,0.5862,B,0.463,0.409,0.204,0.077
553,259161,1087.57,484,98.3,0.5231,0.0982,0.4259,0.8969,0.9431,0.4442,B,0.464,0.409,0.205,0.077
554,260661,3799.53,1500,85.2,0.4022,0.1664,0.3994,0.9684,1.0705,0.6421,B,0.466,0.411,0.205,0.078
555,262161,580.51,1500,23.9,0.8489,0.1174,0.4348,0.9431,0.0725,0.132,B,0.468,0.412,0.206,0.078
556,262510,684.44,349,98.6,0.5632,0.0681,0.4656,0.8149,0.8727,0.3165,B,0.469,0.413,0.206,0.078
557,264010,4188.8,1500,100.0,0.4282,0.1357,0.3886,0.9968,1.1604,0.6353,B,0.471,0.414,0.207,0.079
558,265299,1559.84,1289,69.1,0.8203,0.127,0.4048,0.9088,0.2043,0.4135,B,0.473,0.415,0.208,0.079
559,266799,2458.71,1500,89.3,0.8214,0.1115,0.3993,0.9627,0.3161,0.467,B,0.475,0.417,0.208,0.079
560,268299,3407.19,1500,80.4,0.4951,0.2072,0.3988,0.9897,0.7978,0.68,B,0.477,0.418,0.209,0.08
561,269799,4194.87,1500,100.0,0.3808,0.1101,0.3884,0.9908,1.2928,0.5131,B,0.48,0.42,0.21,0.08
562,270438,1283.31,639,98.7,0.7669,0.1493,0.4367,0.9415,0.4107,0.6842,B,0.481,0.42,0.21,0.08
563,271938,4788.4,1500,100.0,0.3584,0.2119,0.3902,0.9942,1.3531,0.845,B,0.483,0.422,0.211,0.08
564,272371,610.92,433,87.1,0.7668,0.0965,0.5015,0.7616,0.393,0.4088,B,0.484,0.422,0.211,0.081
565,272834,524.24,463,70.0,0.7539,0.0858,0.4429,0.8349,0.3279,0.2913,B,0.484,0.423,0.211,0.081
566,274238,1792.7,1404,46.0,0.4829,0.2189,0.406,0.936,0.4794,0.4085,B,0.486,0.424,0.212,0.081
567,274856,1162.16,618,71.7,0.54,0.203,0.4135,0.8763,0.6739,0.6296,B,0.487,0.425,0.212,0.081
568,276356,477.07,1500,30.1,0.8824,0.1114,0.4234,0.7967,0.0644,0.1556,B,0.49,0.426,0.213,0.082
569,277856,2169.45,1500,75.1,0.8106,0.1478,0.4297,0.9518,0.2345,0.5094,B,0.492,0.428,0.214,0.082
570,279296,2201.86,1440,68.8,0.673,0.1472,0.4088,0.9511,0.4576,0.4391,B,0.494,0.429,0.215,0.082
571,280533,2274.87,1237,78.2,0.6095,0.1397,0.3979,0.9719,0.5801,0.5133,B,0.496,0.431,0.215,0.083
572,281909,741.89,1376,37.6,0.7242,0.068,0.4395,0.8443,0.2001,0.1255,B,0.498,0.432,0.216,0.083
573,282733,1152.52,824,93.8,0.8244,0.0425,0.4384,0.916,0.3405,0.2163,B,0.499,0.433,0.216,0.083
574,283729,1567.86,996,76.6,0.658,0.1103,0.4158,0.9175,0.5406,0.36,B,0.501,0.434,0.217,0.083
575,285229,4341.96,1500,100.0,0.487,0.1927,0.3988,0.9942,1.0255,0.875,B,0.503,0.435,0.218,0.084
576,286729,5209.46,1500,100.0,0.2933,0.2407,0.3565,0.9947,1.5292,0.949,B,0.505,0.437,0.218,0.084
577,287497,1962.67,768,100.0,0.4291,0.103,0.418,0.9263,1.1521,0.4902,B,0.506,0.437,0.219,0.084
578,288245,2096.85,748,100.0,0.3507,0.1064,0.4085,0.924,1.392,0.5007,B,0.507,0.438,0.219,0.085
579,289330,2342.1,1085,85.4,0.4784,0.1092,0.4228,0.9554,0.9271,0.4309,B,0.509,0.439,0.22,0.085
580,290830,2497.77,1500,76.2,0.6433,0.1036,0.4127,0.9748,0.5561,0.3723,B,0.511,0.441,0.22,0.085
581,292330,2889.49,1500,63.9,0.4146,0.1978,0.4123,0.9868,0.7826,0.5175,B,0.513,0.442,0.221,0.086
582,293000,1443.33,670,100.0,0.5526,0.0816,0.4392,0.9292,0.8416,0.3983,B,0.514,0.443,0.221,0.086
583,294500,1848.5,1500,56.2,0.745,0.1943,0.4227,0.9725,0.2168,0.4811,B,0.517,0.444,0.222,0.086
584,295678,1247.86,1178,60.0,0.7094,0.0804,0.3925,0.9171,0.3151,0.2354,B,0.519,0.446,0.223,0.086
585,297178,1599.7,1500,54.8,0.6873,0.0948,0.3803,0.9743,0.295,0.2491,B,0.521,0.447,0.224,0.087
586,298359,798.27,1181,35.1,0.7082,0.1172,0.4125,0.9534,0.1834,0.197,B,0.523,0.448,0.224,0.087
587,299290,257.44,931,17.9,0.8833,0.1258,0.3732,0.9667,0.0352,0.106,B,0.524,0.449,0.225,0.087
588,300790,5528.35,1500,100.0,0.1878,0.2581,0.3965,0.9946,1.7524,0.9386,B,0.526,0.451,0.225,0.088
589,301533,849.51,743,65.0,0.6466,0.0322,0.4237,0.9073,0.4656,0.1339,B,0.527,0.452,0.226,0.088
590,303033,3327.0,1500,100.0,0.5034,0.0502,0.4104,0.9434,1.0196,0.255,B,0.53,0.453,0.227,0.088
591,304052,2052.96,1019,92.1,0.6289,0.1269,0.4028,0.9417,0.6074,0.5538,B,0.531,0.454,0.227,0.089
592,304515,844.72,463,100.0,0.7551,0.1181,0.4139,0.8888,0.4016,0.5557,B,0.532,0.455,0.227,0.089
593,305420,2235.82,905,99.6,0.4845,0.1092,0.4155,0.9418,1.0428,0.5014,B,0.533,0.455,0.228,0.089
594,306920,3074.1,1500,96.7,0.6479,0.1171,0.403,0.9887,0.5657,0.5277,B,0.535,0.457,0.228,0.089
595,308420,155.97,1500,7.6,1.0165,0.0747,0.4252,0.9889,0.0099,0.0292,B,0.538,0.458,0.229,0.09
596,309476,2141.57,1056,100.0,0.7389,0.1519,0.4014,0.9357,0.4369,0.6649,B,0.539,0.459,0.23,0.09
597,310641,2787.61,1165,100.0,0.5626,0.1438,0.3979,0.9524,0.8138,0.6353,B,0.541,0.461,0.23,0.09
598,311603,1966.91,962,100.0,0.6192,0.0907,0.4087,0.9354,0.695,0.4246,B,0.542,0.462,0.231,0.09
599,313103,2912.23,1500,100.0,0.7289,0.1047,0.3814,0.9894,0.4627,0.4893,B,0.545,0.463,0.232,0.091
600,313884,1382.66,781,100.0,0.7325,0.0859,0.3731,0.9383,0.4322,0.4127,B,0.546,0.464,0.232,0.091
601,314491,1499.72,607,100.0,0.48,0.1038,0.3972,0.9663,1.0206,0.5003,B,0.547,0.464,0.232,0.091
602,315991,4178.4,1500,100.0,0.5261,0.2001,0.3866,0.9941,0.9147,0.8768,B,0.549,0.466,0.233,0.091
603,317016,1662.42,1025,89.3,0.7401,0.0983,0.3998,0.9254,0.4013,0.4122,B,0.551,0.467,0.234,0.092
604,318516,4231.7,1500,100.0,0.4079,0.1413,0.3886,0.9944,1.1821,0.6446,B,0.553,0.469,0.234,0.092
605,320016,5298.23,1500,100.0,0.2217,0.1861,0.3947,0.9963,1.6735,0.8623,B,0.555,0.47,0.235,0.093
606,320745,116.9,729,17.1,0.9173,0.0144,0.4088,0.9498,0.0276,0.0253,B,0.556,0.471,0.235,0.093
607,322245,5332.21,1500,100.0,0.2377,0.2272,0.3698,0.9954,1.6654,0.894,B,0.558,0.472,0.236,0.093
608,323555,2331.71,1310,76.1,0.6304,0.1616,0.4028,0.9658,0.5411,0.5196,B,0.56,0.474,0.237,0.093
609,324157,896.36,602,63.3,0.5916,0.1672,0.4457,0.9008,0.5221,0.4498,B,0.561,0.474,0.237,0.094
610,325657,5082.45,1500,100.0,0.2859,0.1992,0.3937,0.9961,1.5175,0.8746,B,0.563,0.476,0.238,0.094
611,327157,1444.1,1500,47.6,0.6678,0.1191,0.4258,0.9517,0.2936,0.2414,B,0.566,0.477,0.239,0.094
612,328657,542.95,1500,25.4,0.823,0.0805,0.4072,0.9159,0.0951,0.097,B,0.568,0.479,0.239,0.095
613,330157,2845.0,1500,73.2,0.5194,0.1377,0.3916,0.9914,0.7098,0.4635,B,0.57,0.48,0.24,0.095
614,331657,3703.61,1500,87.9,0.3553,0.1304,0.429,0.9211,1.198,0.4713,B,0.572,0.482,0.241,0.095
615,333157,2177.04,1500,79.5,0.7193,0.0755,0.4404,0.9603,0.3978,0.2979,B,0.575,0.483,0.242,0.096
616,334657,4923.69,1500,100.0,0.2681,0.156,0.3753,0.9952,1.5943,0.6929,B,0.577,0.485,0.242,0.096
617,336157,4586.14,1500,100.0,0.3383,0.1594,0.4231,0.9924,1.3877,0.6774,B,0.579,0.486,0.243,0.097
618,337657,2943.1,1500,100.0,0.683,0.0934,0.4056,0.9922,0.5393,0.4306,B,0.581,0.488,0.244,0.097
619,339157,3867.67,1500,100.0,0.5296,0.1482,0.4049,0.9923,0.8984,0.6877,B,0.584,0.489,0.245,0.097
620,340657,982.23,1500,37.1,0.7787,0.0727,0.415,0.9628,0.1927,0.128,B,0.586,0.491,0.245,0.098
621,342157,2167.15,1500,58.3,0.4037,0.0709,0.4005,0.9357,0.7297,0.1967,B,0.588,0.492,0.246,0.098
622,343657,968.3,1500,47.5,1.0074,0.063,0.4335,0.9705,0.0506,0.1491,B,0.59,0.494,0.247,0.098
623,345157,2792.26,1500,75.9,0.5138,0.0955,0.4331,0.9517,0.8022,0.349,B,0.593,0.495,0.248,0.099
624,346528,715.36,1371,45.6,1.0383,0.043,0.4289,0.9172,0.0466,0.1095,B,0.595,0.497,0.248,0.099
625,348028,2153.33,1500,61.6,0.5123,0.084,0.4511,0.962,0.6143,0.2433,B,0.597,0.498,0.249,0.1
626,348825,1349.83,797,81.9,0.6532,0.1146,0.4423,0.9273,0.5255,0.4341,B,0.598,0.499,0.249,0.1
627,350325,182.84,1500,16.7,1.184,0.0383,0.4187,0.9115,0.0061,0.037,C,0.601,0.501,0.25,0.1
628,351823,1212.01,1498,44.5,0.5915,0.0798,0.4349,0.8584,0.3473,0.1654,C,0.605,0.504,0.251,0.101
629,353323,4123.81,1500,100.0,0.4485,0.1476,0.3937,0.9936,1.1141,0.6415,C,0.609,0.507,0.252,0.101
630,353684,81.25,361,25.5,0.8615,0.0926,0.4311,0.8217,0.0656,0.1106,C,0.61,0.507,0.252,0.101
631,354476,539.61,792,51.5,1.0233,0.0791,0.4386,0.9317,0.0528,0.1943,C,0.612,0.509,0.253,0.101
632,355359,476.42,883,31.4,0.8094,0.14,0.4141,0.9291,0.1086,0.1995,C,0.614,0.511,0.254,0.102
633,356196,815.64,837,59.1,0.8513,0.1142,0.4074,0.9248,0.1474,0.3229,C,0.617,0.512,0.254,0.102
634,357696,4864.75,1500,100.0,0.3459,0.1927,0.3699,0.9961,1.4175,0.8295,C,0.621,0.515,0.255,0.103
635,359196,3760.38,1500,100.0,0.5345,0.1261,0.3999,0.9936,0.9321,0.5812,C,0.625,0.518,0.256,0.103
636,360696,2846.87,1500,100.0,0.7454,0.1054,0.4085,0.9946,0.4257,0.4776,C,0.629,0.521,0.257,0.104
637,361021,-0.83,325,12.0,1.2089,0.0234,0.4727,0.8848,0.0031,0.0203,C,0.629,0.522,0.257,0.104
638,362521,4186.87,1500,100.0,0.3924,0.1157,0.4141,0.9939,1.2618,0.5355,C,0.633,0.525,0.258,0.104
639,362823,142.09,302,27.5,0.6866,0.1684,0.4459,0.8377,0.1759,0.2152,C,0.634,0.526,0.259,0.104
640,364323,4913.89,1500,100.0,0.3403,0.1888,0.3677,0.9964,1.4079,0.8716,C,0.638,0.529,0.26,0.105
641,364579,41.92,256,22.7,0.8866,0.0638,0.475,0.8498,0.0534,0.073,C,0.639,0.529,0.26,0.105
642,365301,1225.93,722,100.0,0.7281,0.0672,0.4594,0.939,0.4513,0.3215,C,0.641,0.531,0.26,0.105
643,365540,61.04,239,31.8,1.019,0.0677,0.4347,0.8367,0.0384,0.1042,C,0.641,0.531,0.26,0.105
644,367040,3166.16,1500,100.0,0.6726,0.1124,0.4377,0.994,0.5968,0.52,C,0.645,0.534,0.261,0.106
645,368274,1944.28,1234,50.5,0.3567,0.2393,0.4196,0.9337,0.6767,0.4685,C,0.649,0.537,0.262,0.106
646,368609,12.08,335,10.7,0.8414,0.0687,0.4592,0.8924,0.0298,0.0363,C,0.65,0.537,0.262,0.106
647,370109,3316.34,1500,100.0,0.6211,0.1212,0.3882,0.9958,0.6522,0.5628,C,0.654,0.54,0.263,0.107
648,371609,4656.15,1500,100.0,0.2215,0.0925,0.3803,0.9955,1.6817,0.4268,C,0.658,0.543,0.264,0.107
649,371984,62.67,375,25.1,0.876,0.0736,0.4985,0.7803,0.0676,0.0952,C,0.659,0.544,0.265,0.107
650,372713,103.06,729,18.0,0.8488,0.0612,0.4226,0.8626,0.0561,0.0567,C,0.661,0.545,0.265,0.108
651,373057,48.7,344,18.3,0.8246,0.1085,0.4778,0.8328,0.0598,0.0948,C,0.661,0.546,0.265,0.108
652,373555,590.9,498,44.6,0.4641,0.2036,0.3869,0.9047,0.4984,0.3577,C,0.663,0.547,0.266,0.108
653,375055,2436.02,1500,69.5,0.5488,0.092,0.4179,0.938,0.6832,0.3074,C,0.667,0.55,0.267,0.108
654,376555,4722.81,1500,100.0,0.4145,0.2158,0.3622,0.9972,1.2028,0.9485,C,0.671,0.553,0.268,0.109
655,378055,5171.34,1500,100.0,0.1717,0.1425,0.3987,0.9957,1.7885,0.6633,C,0.675,0.556,0.269,0.109
656,379555,5095.93,1500,100.0,0.3319,0.2349,0.3869,0.9961,1.438,0.9632,C,0.679,0.559,0.27,0.11
