episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,r_stability,r_centering,r_scale,phase,target_offset,init_pos,init_vel,init_ang
218,35628,296.61,189,70.4,0.4673,0.2346,0.4522,0.5354,0.7982,0.585,A,0.147,0.224,0.112,0.05
219,35826,425.29,198,100.0,0.5238,0.1461,0.5323,0.6305,0.9162,0.6517,A,0.148,0.224,0.112,0.05
220,36030,331.66,204,65.2,0.3291,0.2328,0.4603,0.5358,0.9492,0.5379,A,0.148,0.224,0.112,0.05
221,36245,448.19,215,87.9,0.3771,0.1774,0.4557,0.4596,1.1501,0.6423,A,0.148,0.224,0.112,0.05
222,36381,281.8,136,86.0,0.4335,0.1877,0.4394,0.616,1.033,0.6363,A,0.149,0.224,0.112,0.05
223,36607,521.64,226,100.0,0.4363,0.1841,0.4846,0.5308,1.1532,0.6684,A,0.149,0.224,0.112,0.05
224,36796,339.58,189,81.5,0.3653,0.1361,0.4515,0.4826,1.0952,0.4571,A,0.149,0.225,0.112,0.05
225,37059,653.4,263,90.9,0.31,0.2131,0.3885,0.5829,1.341,0.6899,A,0.149,0.225,0.112,0.05
226,37278,544.92,219,100.0,0.388,0.1614,0.4678,0.5546,1.3042,0.6751,A,0.15,0.225,0.112,0.05
227,37470,455.76,192,94.8,0.3651,0.1553,0.4418,0.5805,1.2931,0.6043,A,0.15,0.225,0.112,0.05
228,37668,431.7,198,100.0,0.4945,0.1664,0.548,0.5005,1.0726,0.6577,A,0.15,0.225,0.113,0.05
229,37901,661.77,233,100.0,0.2967,0.1773,0.4454,0.6401,1.5262,0.7168,A,0.151,0.225,0.113,0.05
230,38135,474.95,234,78.6,0.4101,0.2046,0.4805,0.6442,0.9796,0.6623,A,0.151,0.225,0.113,0.05
231,38403,257.68,268,49.6,0.4308,0.2311,0.5203,0.4704,0.5919,0.4403,A,0.151,0.226,0.113,0.05
232,38593,387.28,190,100.0,0.6353,0.1526,0.3283,0.5841,0.8341,0.6728,A,0.151,0.226,0.113,0.05
233,38797,379.11,204,73.5,0.3906,0.2079,0.4126,0.639,0.9373,0.5958,A,0.152,0.226,0.113,0.05
234,39001,367.41,204,78.4,0.4395,0.1826,0.4843,0.5137,0.9616,0.5905,A,0.152,0.226,0.113,0.05
235,39111,195.29,110,74.5,0.4032,0.1951,0.4404,0.5451,0.9659,0.6097,A,0.152,0.226,0.113,0.05
236,39267,383.95,156,85.3,0.3358,0.2035,0.4017,0.7178,1.2486,0.7064,A,0.152,0.226,0.113,0.05
237,39448,341.8,181,74.0,0.3794,0.181,0.41,0.6229,0.9936,0.5867,A,0.153,0.226,0.113,0.05
238,39638,273.91,190,76.3,0.6184,0.1789,0.4169,0.634,0.5598,0.5373,A,0.153,0.226,0.113,0.05
239,39808,403.45,170,94.7,0.4438,0.2181,0.4429,0.6252,1.1213,0.7385,A,0.153,0.227,0.113,0.05
240,40027,409.27,219,75.8,0.3926,0.2145,0.4529,0.513,0.9774,0.6661,A,0.153,0.227,0.113,0.05
241,40236,398.54,209,80.9,0.5024,0.197,0.3645,0.675,0.7916,0.6795,A,0.154,0.227,0.113,0.05
242,40424,358.09,188,77.1,0.4598,0.1756,0.4175,0.7321,0.8663,0.5883,A,0.154,0.227,0.113,0.05
243,40591,309.3,167,77.2,0.4336,0.1703,0.3863,0.6687,0.9043,0.5665,A,0.154,0.227,0.114,0.05
244,40794,388.33,203,96.1,0.5258,0.169,0.3556,0.4723,0.933,0.5963,A,0.154,0.227,0.114,0.05
245,40986,311.49,192,74.0,0.5532,0.2351,0.3394,0.6886,0.6308,0.6154,A,0.155,0.227,0.114,0.05
246,41285,284.95,299,53.2,0.559,0.1547,0.4195,0.6185,0.4985,0.3377,A,0.155,0.228,0.114,0.05
247,41569,547.45,284,83.8,0.4877,0.1539,0.4096,0.7223,0.8873,0.5152,A,0.155,0.228,0.114,0.05
248,41939,204.04,370,37.6,0.4703,0.2196,0.5187,0.4963,0.405,0.3015,A,0.156,0.228,0.114,0.05
249,42126,416.49,187,100.0,0.463,0.1432,0.3495,0.5603,1.093,0.6274,A,0.156,0.228,0.114,0.05
250,42326,479.14,200,91.0,0.3136,0.1976,0.3877,0.5309,1.3173,0.6874,A,0.156,0.228,0.114,0.05
251,42692,404.31,366,51.9,0.3989,0.2255,0.442,0.5223,0.6547,0.4359,A,0.157,0.228,0.114,0.05
252,42923,572.87,231,100.0,0.4367,0.1684,0.3588,0.6682,1.1447,0.7103,A,0.157,0.229,0.114,0.05
253,43147,368.12,224,78.1,0.5505,0.1432,0.4339,0.6953,0.7341,0.4774,A,0.158,0.229,0.114,0.05
254,43354,490.16,207,100.0,0.4155,0.1439,0.4041,0.5773,1.2336,0.6053,A,0.158,0.229,0.114,0.05
255,43581,389.68,227,70.0,0.3786,0.2483,0.4339,0.5845,0.8992,0.5766,A,0.158,0.229,0.115,0.05
256,43858,468.85,277,62.5,0.2425,0.1964,0.453,0.6192,1.0176,0.4674,A,0.158,0.229,0.115,0.05
257,44040,291.55,182,74.7,0.5233,0.1985,0.4859,0.553,0.7595,0.5972,A,0.159,0.229,0.115,0.05
258,44239,300.98,199,69.3,0.5126,0.1927,0.4344,0.5827,0.728,0.5586,A,0.159,0.229,0.115,0.05
259,44446,431.91,207,100.0,0.6024,0.1133,0.4815,0.8221,0.8056,0.5071,A,0.159,0.23,0.115,0.05
260,44651,422.31,205,80.5,0.3834,0.1736,0.4271,0.6157,1.0924,0.5958,A,0.16,0.23,0.115,0.05
261,44892,419.64,241,62.2,0.326,0.2337,0.4509,0.7069,0.9204,0.533,A,0.16,0.23,0.115,0.05
262,45095,475.53,203,100.0,0.4709,0.1476,0.4358,0.6968,1.0487,0.6463,A,0.16,0.23,0.115,0.05
263,45324,296.22,229,61.1,0.4784,0.2149,0.5066,0.5309,0.6986,0.4964,A,0.16,0.23,0.115,0.05
264,45584,490.52,260,65.8,0.2618,0.2108,0.4538,0.6433,1.0486,0.5756,A,0.161,0.23,0.115,0.05
265,45763,456.79,179,100.0,0.3606,0.1448,0.4635,0.6662,1.3144,0.6271,A,0.161,0.231,0.115,0.05
266,45954,365.59,191,69.6,0.3575,0.221,0.3841,0.6997,0.9549,0.6155,A,0.161,0.231,0.115,0.05
267,46187,672.48,233,100.0,0.3013,0.1727,0.3979,0.6992,1.503,0.7268,A,0.162,0.231,0.115,0.05
268,46403,562.91,216,100.0,0.343,0.1141,0.5227,0.7381,1.3897,0.5246,A,0.162,0.231,0.115,0.05
269,46631,524.73,228,96.1,0.4465,0.1872,0.4632,0.6338,1.0857,0.6652,A,0.162,0.231,0.116,0.05
270,46861,442.15,230,70.0,0.2786,0.2016,0.4797,0.6032,1.0728,0.5899,A,0.162,0.231,0.116,0.05
271,47130,291.3,269,46.1,0.2795,0.2176,0.4716,0.5379,0.7058,0.4155,A,0.163,0.231,0.116,0.05
272,47438,566.31,308,63.0,0.3163,0.204,0.4679,0.8017,0.8972,0.5424,A,0.163,0.232,0.116,0.05
273,47657,277.62,219,54.3,0.3854,0.2442,0.4785,0.564,0.716,0.4899,A,0.164,0.232,0.116,0.05
274,47947,692.01,290,100.0,0.5053,0.1528,0.4232,0.7667,0.9777,0.6764,A,0.164,0.232,0.116,0.05
275,48210,332.07,263,49.4,0.2782,0.2206,0.5218,0.5784,0.7815,0.4464,A,0.164,0.232,0.116,0.05
276,48520,341.1,310,41.6,0.2161,0.2593,0.481,0.6604,0.7011,0.3549,A,0.165,0.232,0.116,0.05
277,48812,800.68,292,100.0,0.3604,0.1167,0.4577,0.928,1.3112,0.5372,A,0.165,0.233,0.116,0.05
278,49016,495.87,204,86.8,0.322,0.1742,0.4091,0.6879,1.2715,0.6527,A,0.165,0.233,0.116,0.05
279,49226,417.96,210,71.9,0.2428,0.1394,0.4848,0.7101,1.164,0.4448,A,0.166,0.233,0.116,0.05
280,49466,380.3,240,66.2,0.4295,0.1874,0.4553,0.6632,0.7743,0.5263,A,0.166,0.233,0.116,0.05
281,49732,291.96,266,43.6,0.2137,0.2186,0.4113,0.6148,0.7435,0.3408,A,0.166,0.233,0.117,0.05
282,49949,521.18,217,90.8,0.3326,0.1385,0.4969,0.7192,1.2849,0.5359,A,0.167,0.233,0.117,0.05
283,50171,510.27,222,85.6,0.2963,0.1234,0.4747,0.7301,1.2789,0.4787,A,0.167,0.233,0.117,0.05
284,50372,434.21,201,88.1,0.4505,0.134,0.5383,0.8257,0.9907,0.513,A,0.167,0.234,0.117,0.05
285,50611,185.48,239,44.4,0.4467,0.2411,0.468,0.4956,0.5023,0.3764,A,0.167,0.234,0.117,0.05
286,50792,446.78,181,100.0,0.3723,0.1205,0.4775,0.6746,1.2992,0.5498,A,0.168,0.234,0.117,0.05
287,51035,445.33,243,72.0,0.4973,0.2179,0.3696,0.7718,0.7468,0.635,A,0.168,0.234,0.117,0.05
288,51261,611.15,226,93.8,0.2724,0.1118,0.4339,0.8396,1.4883,0.4825,A,0.168,0.234,0.117,0.05
289,51613,473.03,352,55.4,0.4102,0.1669,0.3953,0.7206,0.6818,0.4159,A,0.169,0.234,0.117,0.05
290,51864,701.48,251,100.0,0.3252,0.1201,0.4486,0.8492,1.437,0.5484,A,0.169,0.235,0.117,0.05
291,52118,613.52,254,89.8,0.3409,0.11,0.4038,0.8515,1.2518,0.4539,A,0.169,0.235,0.117,0.05
292,52341,482.36,223,84.8,0.3431,0.1118,0.4436,0.7312,1.1969,0.4322,A,0.17,0.235,0.117,0.05
293,52562,261.52,221,53.4,0.4476,0.1861,0.4434,0.6606,0.6023,0.4318,A,0.17,0.235,0.118,0.05
294,52806,509.18,244,96.7,0.5144,0.1077,0.4417,0.7528,0.9362,0.4716,A,0.17,0.235,0.118,0.05
295,53006,412.27,200,88.0,0.4514,0.1352,0.401,0.7464,0.9642,0.5208,A,0.171,0.235,0.118,0.05
296,53296,176.52,290,35.2,0.3888,0.1926,0.434,0.543,0.4541,0.2943,A,0.171,0.236,0.118,0.05
297,53701,289.68,405,40.0,0.5296,0.1585,0.3969,0.6679,0.3893,0.2828,A,0.172,0.236,0.118,0.05
298,53968,694.78,267,100.0,0.3992,0.0953,0.3861,0.9539,1.2385,0.4472,A,0.172,0.236,0.118,0.05
299,54215,397.05,247,55.9,0.3355,0.192,0.3883,0.8255,0.7975,0.4662,A,0.172,0.236,0.118,0.05
300,54584,436.02,369,50.1,0.355,0.1785,0.4499,0.6104,0.7033,0.3937,A,0.173,0.236,0.118,0.05
301,54963,361.21,379,41.7,0.3306,0.1628,0.4736,0.6576,0.6005,0.3045,A,0.173,0.237,0.118,0.05
302,55358,481.65,395,52.9,0.3653,0.1405,0.4361,0.6513,0.7255,0.3388,A,0.174,0.237,0.118,0.05
303,55678,497.25,320,78.1,0.454,0.0769,0.5723,0.6561,0.8525,0.2952,A,0.174,0.237,0.119,0.05
304,55991,545.45,313,63.6,0.4583,0.2278,0.4484,0.8482,0.6894,0.6012,A,0.175,0.237,0.119,0.05
305,56203,647.68,212,100.0,0.1564,0.0995,0.5412,0.8048,1.8321,0.4653,A,0.175,0.237,0.119,0.05
306,56518,302.04,315,45.1,0.3563,0.2367,0.5056,0.5256,0.6177,0.3965,A,0.175,0.238,0.119,0.05
307,56814,397.6,296,62.8,0.4846,0.1529,0.4872,0.6533,0.6782,0.4171,A,0.176,0.238,0.119,0.05
308,57125,254.21,311,39.9,0.4884,0.199,0.4649,0.6876,0.4413,0.322,A,0.176,0.238,0.119,0.05
309,57522,347.23,397,43.8,0.378,0.1558,0.4691,0.5845,0.5742,0.3028,A,0.177,0.238,0.119,0.05
310,57884,327.24,362,52.5,0.5177,0.1433,0.514,0.5445,0.5333,0.3289,A,0.177,0.239,0.119,0.05
311,58055,431.93,171,100.0,0.4455,0.1173,0.5396,0.9356,1.1259,0.5229,A,0.177,0.239,0.119,0.05
312,58384,246.15,329,41.0,0.4301,0.2036,0.4724,0.5281,0.4767,0.3634,A,0.178,0.239,0.119,0.05
313,58777,383.81,393,44.5,0.4151,0.1775,0.4741,0.6547,0.5642,0.3378,A,0.178,0.239,0.12,0.05
314,59216,591.14,439,59.5,0.4365,0.1386,0.4841,0.7093,0.7188,0.3467,A,0.179,0.239,0.12,0.05
315,59523,379.64,307,45.6,0.3515,0.2642,0.5108,0.7624,0.6318,0.419,A,0.179,0.24,0.12,0.05
316,59888,499.91,365,50.7,0.3749,0.18,0.4374,0.8175,0.6691,0.4035,A,0.18,0.24,0.12,0.05
317,60174,326.56,286,45.1,0.2597,0.2576,0.4639,0.6101,0.7273,0.3883,A,0.18,0.24,0.12,0.05
318,60474,396.62,300,69.3,0.6028,0.1325,0.5453,0.7206,0.5423,0.3992,A,0.181,0.24,0.12,0.05
319,60954,74.63,480,18.1,0.2413,0.2519,0.4963,0.5299,0.2957,0.1694,A,0.181,0.241,0.12,0.05
320,61257,532.37,303,85.8,0.5419,0.0803,0.465,0.828,0.7786,0.3254,A,0.182,0.241,0.12,0.05
321,61486,675.3,229,100.0,0.3223,0.1348,0.4532,0.9824,1.4066,0.6036,A,0.182,0.241,0.12,0.05
322,61841,322.53,355,45.9,0.4319,0.1329,0.4867,0.66,0.5446,0.273,A,0.182,0.241,0.121,0.05
323,62093,387.21,252,57.5,0.3165,0.2028,0.4288,0.6726,0.82,0.5082,A,0.183,0.241,0.121,0.05
324,62326,325.22,233,56.2,0.3664,0.2054,0.4439,0.6331,0.7519,0.4914,A,0.183,0.242,0.121,0.05
325,62529,543.3,203,100.0,0.3561,0.1191,0.4995,0.8003,1.3861,0.5392,A,0.183,0.242,0.121,0.05
326,62767,694.84,238,100.0,0.2524,0.162,0.4487,0.7129,1.5432,0.7054,A,0.184,0.242,0.121,0.05
327,63393,325.73,626,24.9,0.3881,0.2109,0.4791,0.742,0.3291,0.216,A,0.185,0.242,0.121,0.05
328,63726,430.14,333,58.3,0.4299,0.1813,0.4958,0.5812,0.7118,0.4462,A,0.185,0.242,0.121,0.05
329,64008,348.52,282,45.7,0.3512,0.1944,0.4332,0.7896,0.6374,0.387,A,0.185,0.243,0.121,0.05
330,64290,771.71,282,100.0,0.3408,0.1361,0.449,0.7504,1.4194,0.6023,A,0.186,0.243,0.121,0.05
331,64762,441.11,472,47.2,0.4065,0.1051,0.5329,0.6533,0.6008,0.2291,A,0.186,0.243,0.122,0.05
332,64995,483.86,233,75.5,0.4059,0.1837,0.5581,0.8193,0.9633,0.5816,A,0.187,0.243,0.122,0.05
333,65240,436.29,245,61.6,0.2624,0.1999,0.4301,0.7155,0.9708,0.5189,A,0.187,0.243,0.122,0.05
334,65591,154.89,351,24.2,0.3505,0.2561,0.4405,0.6701,0.3347,0.2229,A,0.187,0.244,0.122,0.05
335,65956,535.25,365,63.8,0.4227,0.1091,0.4141,0.7806,0.7553,0.3196,A,0.188,0.244,0.122,0.05
336,66159,409.36,203,76.8,0.4332,0.179,0.4441,0.7455,0.9563,0.5956,A,0.188,0.244,0.122,0.05
337,66564,192.48,405,28.9,0.3755,0.2455,0.4598,0.5545,0.3789,0.2776,A,0.189,0.244,0.122,0.05
338,67064,486.66,500,44.4,0.4533,0.1721,0.4069,0.7091,0.5208,0.3194,A,0.189,0.245,0.122,0.05
339,67470,384.36,406,53.9,0.5125,0.1247,0.4765,0.6007,0.5347,0.2965,A,0.19,0.245,0.122,0.05
340,67878,355.52,408,37.3,0.446,0.2022,0.4458,0.7795,0.4219,0.322,A,0.191,0.245,0.123,0.05
341,68320,602.13,442,48.4,0.3793,0.2279,0.4405,0.7938,0.6579,0.449,A,0.191,0.246,0.123,0.05
342,68632,815.49,312,99.4,0.3832,0.1151,0.4597,0.8238,1.308,0.5204,A,0.192,0.246,0.123,0.05
343,69071,572.79,439,46.9,0.4191,0.2406,0.4522,0.8537,0.5599,0.4446,A,0.192,0.246,0.123,0.05
344,69351,594.24,280,86.1,0.5402,0.1547,0.4768,0.8909,0.8272,0.5792,A,0.192,0.246,0.123,0.05
345,69918,1391.38,567,74.1,0.2671,0.2112,0.4318,0.8835,1.169,0.6784,A,0.193,0.247,0.123,0.05
346,70237,615.28,319,78.7,0.5309,0.1404,0.4673,0.9359,0.765,0.4723,A,0.194,0.247,0.123,0.05
347,70797,1859.17,560,100.0,0.2521,0.1864,0.4025,0.968,1.5956,0.7742,A,0.194,0.247,0.124,0.05
348,71344,511.59,547,48.8,0.5414,0.1285,0.4673,0.7152,0.4778,0.2724,A,0.195,0.248,0.124,0.05
349,71834,1380.02,490,100.0,0.362,0.153,0.4364,0.8764,1.332,0.6284,A,0.196,0.248,0.124,0.05
350,72100,529.61,266,100.0,0.5845,0.0931,0.4485,0.7483,0.8612,0.4191,A,0.196,0.248,0.124,0.05
351,72460,758.83,360,100.0,0.536,0.1077,0.464,0.7304,0.9264,0.4788,A,0.197,0.248,0.124,0.05
352,72789,896.64,329,100.0,0.3126,0.1078,0.4199,0.81,1.4616,0.4841,A,0.197,0.249,0.124,0.05
353,73105,854.39,316,100.0,0.2929,0.0927,0.3933,0.8347,1.4853,0.4154,A,0.197,0.249,0.124,0.05
354,73659,769.48,554,55.4,0.5172,0.1839,0.4742,0.8903,0.5342,0.4284,A,0.198,0.249,0.125,0.05
355,73938,593.73,279,95.7,0.5216,0.1266,0.4523,0.7913,0.8753,0.5403,A,0.199,0.249,0.125,0.05
356,74286,763.94,348,100.0,0.5439,0.1234,0.4406,0.808,0.8785,0.5375,A,0.199,0.25,0.125,0.05
357,75119,319.57,833,13.7,0.3237,0.2207,0.4517,0.9339,0.2,0.1249,A,0.2,0.25,0.125,0.05
358,75417,344.74,298,39.3,0.3199,0.21,0.4965,0.8565,0.5905,0.3508,A,0.201,0.25,0.125,0.05
359,76534,240.24,1117,10.6,0.4994,0.1962,0.434,0.9262,0.1099,0.0823,A,0.202,0.251,0.126,0.05
360,76881,565.23,347,79.5,0.5776,0.1297,0.4741,0.7175,0.7156,0.4293,A,0.203,0.251,0.126,0.05
361,77113,581.85,232,100.0,0.3652,0.1369,0.4728,0.6214,1.3243,0.6054,A,0.203,0.251,0.126,0.05
362,77632,671.76,519,72.3,0.6156,0.0884,0.4936,0.7333,0.5665,0.2913,A,0.204,0.252,0.126,0.05
363,78507,346.18,875,18.7,0.5418,0.1851,0.4125,0.9042,0.1703,0.1451,A,0.205,0.252,0.126,0.05
364,79020,625.64,513,58.7,0.4859,0.1149,0.4826,0.7259,0.6204,0.306,A,0.205,0.253,0.126,0.05
365,79271,373.35,251,69.3,0.5824,0.1602,0.4823,0.7866,0.5858,0.4617,A,0.206,0.253,0.126,0.05
366,79699,516.15,428,54.9,0.5905,0.2219,0.4419,0.7811,0.4247,0.4744,A,0.206,0.253,0.127,0.05
367,79936,528.74,237,86.9,0.4973,0.1866,0.467,0.8623,0.8805,0.6612,A,0.207,0.253,0.127,0.05
368,81436,405.19,1500,20.8,0.6414,0.1278,0.4958,0.7959,0.1568,0.1094,A,0.209,0.254,0.127,0.05
369,82936,164.96,1500,13.3,0.5774,0.1885,0.4701,0.7564,0.1189,0.102,A,0.211,0.255,0.128,0.05
370,83166,455.05,230,100.0,0.5944,0.0964,0.4878,0.8291,0.7403,0.4525,A,0.211,0.255,0.128,0.05
371,83457,412.85,291,69.8,0.5477,0.1692,0.4719,0.6824,0.6657,0.4074,A,0.211,0.256,0.128,0.05
372,84038,404.96,581,34.8,0.6235,0.1728,0.4688,0.8354,0.2826,0.2485,A,0.212,0.256,0.128,0.05
373,84734,614.07,696,36.5,0.4525,0.1743,0.4401,0.8138,0.4526,0.2653,A,0.213,0.256,0.128,0.05
374,85276,181.0,542,34.5,0.6498,0.2074,0.5076,0.4956,0.2347,0.277,A,0.214,0.257,0.128,0.05
375,86171,164.8,895,13.6,0.5955,0.2015,0.4751,0.8359,0.1192,0.1039,A,0.215,0.257,0.129,0.05
376,87671,41.54,1500,10.7,0.6275,0.1201,0.487,0.7834,0.084,0.0537,A,0.217,0.258,0.129,0.05
377,89171,277.99,1500,8.5,0.5831,0.1928,0.4257,0.9635,0.0693,0.0678,A,0.219,0.259,0.13,0.05
378,89441,574.49,270,100.0,0.6163,0.1676,0.5113,0.6884,0.7617,0.7147,A,0.219,0.26,0.13,0.05
379,90941,329.8,1500,12.7,0.6227,0.1543,0.433,0.9089,0.1019,0.0824,A,0.221,0.261,0.13,0.05
380,92441,1443.37,1500,35.7,0.4597,0.1769,0.4305,0.9814,0.3931,0.231,A,0.223,0.262,0.131,0.05
381,93233,740.95,792,38.4,0.4172,0.1286,0.4473,0.8926,0.4597,0.212,A,0.224,0.262,0.131,0.05
382,93990,1536.33,757,77.3,0.4843,0.2422,0.4573,0.8037,0.8122,0.654,A,0.225,0.263,0.131,0.05
383,94893,368.7,903,26.2,0.6886,0.1571,0.4497,0.8155,0.1579,0.1835,A,0.227,0.263,0.132,0.05
384,95423,450.39,530,49.8,0.6563,0.1226,0.4812,0.764,0.3344,0.2721,A,0.227,0.264,0.132,0.05
385,96923,1118.06,1500,42.8,0.8517,0.0955,0.4267,0.9542,0.1788,0.1843,A,0.229,0.265,0.132,0.05
386,97651,666.07,728,46.8,0.6479,0.1079,0.4121,0.9095,0.325,0.2258,A,0.23,0.265,0.133,0.05
387,98329,279.12,678,19.6,0.4382,0.2089,0.4356,0.8385,0.2295,0.1623,A,0.231,0.266,0.133,0.05
388,99829,751.94,1500,19.8,0.4059,0.2037,0.4251,0.8751,0.2553,0.1729,A,0.233,0.267,0.133,0.05
389,100374,242.61,545,25.1,0.6759,0.1715,0.4372,0.8783,0.1451,0.1888,A,0.234,0.267,0.133,0.05
390,101180,526.86,806,32.6,0.5434,0.094,0.4194,0.9081,0.2916,0.1401,A,0.235,0.267,0.134,0.05
391,101580,548.84,400,61.2,0.4067,0.1106,0.4956,0.7163,0.7767,0.2915,A,0.235,0.268,0.134,0.05
392,101999,727.29,419,74.2,0.4022,0.1169,0.4955,0.7117,0.9325,0.3732,A,0.236,0.268,0.134,0.05
393,102458,478.79,459,56.2,0.5058,0.1197,0.5009,0.6524,0.5584,0.292,A,0.237,0.268,0.134,0.05
394,103177,756.16,719,42.6,0.4003,0.1379,0.472,0.8699,0.523,0.2471,A,0.238,0.269,0.134,0.05
395,104086,523.62,909,28.6,0.542,0.1264,0.4315,0.89,0.2662,0.1447,A,0.239,0.269,0.135,0.05
396,105129,686.47,1043,27.4,0.3821,0.1561,0.4793,0.8595,0.3578,0.1762,A,0.24,0.27,0.135,0.05
397,106629,612.92,1500,25.6,0.8299,0.1203,0.4428,0.9242,0.0912,0.1372,A,0.242,0.271,0.136,0.05
398,108129,697.19,1500,19.4,0.5644,0.199,0.4585,0.9527,0.1652,0.1528,A,0.244,0.272,0.136,0.05
399,108617,655.81,488,57.4,0.4278,0.1319,0.4786,0.7674,0.6996,0.3236,A,0.245,0.272,0.136,0.05
400,109772,2532.53,1155,63.5,0.2028,0.2007,0.4036,0.9192,1.0749,0.5727,A,0.246,0.273,0.137,0.05
401,110628,296.23,856,17.6,0.4971,0.2094,0.4335,0.8532,0.179,0.1491,A,0.247,0.274,0.137,0.05
402,111298,373.52,670,22.8,0.4522,0.2129,0.4752,0.8777,0.265,0.2013,A,0.248,0.274,0.137,0.05
403,112137,539.44,839,29.9,0.5078,0.157,0.4599,0.8221,0.3243,0.2093,A,0.25,0.275,0.137,0.05
404,113637,4087.43,1500,100.0,0.4749,0.1552,0.3967,0.9873,1.0334,0.7042,A,0.252,0.276,0.138,0.05
405,114854,2367.08,1217,69.1,0.4308,0.246,0.3885,0.8652,0.8143,0.5827,A,0.253,0.277,0.138,0.05
406,115924,301.6,1070,13.6,0.4875,0.2095,0.4588,0.8918,0.1445,0.1194,A,0.255,0.277,0.139,0.05
407,116427,1081.84,503,100.0,0.6237,0.1417,0.4011,0.8665,0.6829,0.6213,A,0.255,0.278,0.139,0.05
408,116601,429.32,174,100.0,0.439,0.2164,0.5277,0.5934,1.1288,0.8027,A,0.255,0.278,0.139,0.05
409,117334,1079.69,733,64.1,0.5729,0.1874,0.3953,0.8134,0.5172,0.5149,A,0.256,0.278,0.139,0.05
410,117983,730.45,649,41.6,0.3067,0.2521,0.4424,0.7115,0.6216,0.3918,A,0.257,0.279,0.139,0.05
411,118908,671.65,925,36.6,0.4728,0.0948,0.4534,0.8029,0.4041,0.1634,A,0.259,0.279,0.14,0.05
412,119552,860.9,644,63.0,0.4827,0.0652,0.441,0.8206,0.6873,0.2141,A,0.259,0.28,0.14,0.05
413,120483,2312.83,931,100.0,0.5869,0.1927,0.3961,0.9119,0.7486,0.8344,A,0.261,0.28,0.14,0.05
414,120834,667.66,351,100.0,0.6383,0.1005,0.4455,0.7693,0.6879,0.4735,A,0.261,0.281,0.14,0.05
415,121296,1048.12,462,99.8,0.4627,0.072,0.404,0.9005,1.0425,0.3495,A,0.262,0.281,0.14,0.05
416,122376,2710.31,1080,100.0,0.5127,0.1447,0.3973,0.9268,0.9257,0.6663,A,0.263,0.282,0.141,0.05
417,123876,5049.68,1500,100.0,0.3291,0.2102,0.3553,0.9953,1.44,0.9312,A,0.265,0.283,0.141,0.05
418,124701,1794.0,825,100.0,0.6738,0.1565,0.4082,0.9304,0.5345,0.7217,A,0.266,0.283,0.142,0.05
419,125035,867.32,334,100.0,0.3712,0.0805,0.4048,0.9222,1.3049,0.3996,A,0.267,0.283,0.142,0.05
420,126535,4891.66,1500,100.0,0.2865,0.1617,0.3713,0.9891,1.5243,0.7477,A,0.269,0.284,0.142,0.05
421,128035,5552.77,1500,100.0,0.1846,0.2109,0.3658,0.9973,1.7805,0.9241,A,0.271,0.285,0.143,0.05
422,129535,4233.51,1500,100.0,0.4946,0.2021,0.3464,0.9943,0.965,0.863,A,0.273,0.286,0.143,0.05
423,130119,1501.28,584,97.9,0.4525,0.1694,0.4057,0.8422,1.0575,0.7087,A,0.273,0.287,0.143,0.05
424,130929,2333.36,810,99.0,0.3496,0.1526,0.393,0.8889,1.3475,0.6665,A,0.275,0.287,0.144,0.05
425,131339,1069.11,410,100.0,0.4657,0.1722,0.3771,0.8308,1.0337,0.7674,A,0.275,0.288,0.144,0.05
426,132839,4347.08,1500,100.0,0.3749,0.1325,0.3831,0.9828,1.306,0.6093,A,0.277,0.289,0.144,0.05
427,134339,5524.55,1500,100.0,0.18,0.2758,0.3362,0.9964,1.7916,0.895,A,0.279,0.29,0.145,0.05
428,135230,2558.49,891,100.0,0.3125,0.1049,0.373,0.9259,1.4637,0.4931,A,0.28,0.29,0.145,0.05
429,136730,5739.29,1500,100.0,0.1148,0.2138,0.3567,0.9969,1.8869,0.9424,A,0.282,0.291,0.146,0.05
430,137299,1350.57,569,100.0,0.5588,0.1551,0.4343,0.8791,0.8456,0.6665,A,0.283,0.292,0.146,0.05
431,138799,4065.91,1500,100.0,0.5575,0.2108,0.3612,0.9955,0.8006,0.9145,A,0.285,0.293,0.146,0.05
432,139582,2175.24,783,100.0,0.3805,0.1302,0.4152,0.8888,1.2902,0.6118,A,0.286,0.293,0.147,0.05
433,140889,3107.69,1307,100.0,0.5577,0.1368,0.3835,0.9379,0.8052,0.6423,A,0.288,0.294,0.147,0.05
434,141630,1869.17,741,100.0,0.5223,0.1783,0.4063,0.8883,0.9249,0.7228,A,0.289,0.294,0.147,0.05
435,143130,5857.37,1500,100.0,0.0873,0.2564,0.3744,0.9973,1.9413,0.9663,A,0.291,0.295,0.148,0.05
436,143645,1027.08,515,100.0,0.6459,0.129,0.4377,0.784,0.62,0.6097,A,0.292,0.296,0.148,0.05
437,144036,844.15,391,100.0,0.5394,0.1107,0.4783,0.7695,0.9028,0.5123,A,0.292,0.296,0.148,0.05
438,145311,3577.67,1275,100.0,0.5058,0.204,0.386,0.9852,0.9445,0.8841,A,0.294,0.297,0.148,0.05
