episode,timestep,reward,steps,mean_pos_error,mean_alt_error,omega_scale,phase,r_tracking,r_velocity,r_altitude,r_stability,r_progress,r_off_track
246,52257,14.01,343,0.8183,0.6322,0.402,A,0.7804,0.8368,0.1873,0.7566,0.1,-0.2493
247,52606,13.82,349,1.6225,0.5473,0.402,A,0.4884,0.8925,0.3541,0.8035,0.1,-0.288
248,53001,13.79,395,0.7022,0.8554,0.402,A,0.4554,0.8777,0.1463,0.7546,0.1,-0.2582
249,53418,15.4,417,0.9055,1.0305,0.406,A,0.6376,0.714,0.0995,0.839,0.1,-0.193
250,53814,15.8,396,1.244,0.8911,0.406,A,0.8383,0.688,0.1386,0.8424,0.1,-0.2235
251,54195,13.19,381,0.9545,1.5947,0.406,A,0.4913,0.763,0.08,0.903,0.1,-0.2507
252,54639,17.57,444,0.6207,0.6882,0.406,A,0.7812,0.6252,0.2275,0.7499,0.1,-0.1014
253,55081,14.86,442,1.2507,1.1556,0.406,A,0.5476,0.7467,0.1116,0.8377,0.1,-0.3032
254,55409,9.26,328,1.0341,0.646,0.411,A,0.4254,0.4787,0.2116,0.7607,0.1,-0.25
255,55748,13.77,339,0.9868,0.6447,0.411,A,0.6988,0.9335,0.2088,0.745,0.1,-0.2168
256,56150,14.71,402,0.6821,0.8302,0.411,A,0.6246,0.7878,0.1372,0.7958,0.1,-0.2152
257,56580,18.59,430,0.9845,1.2883,0.411,A,1.0431,0.7043,0.0858,0.8903,0.1,-0.1791
258,56924,13.61,344,1.2129,0.5645,0.411,A,0.7181,0.8508,0.2664,0.7474,0.1,-0.2282
259,57297,13.96,373,0.7777,0.582,0.411,A,0.5691,0.9149,0.2644,0.7588,0.1,-0.2788
260,57711,12.16,414,0.8489,0.8413,0.415,A,0.4285,0.5404,0.1474,0.8168,0.1,-0.2005
261,58213,20.08,502,0.3182,1.3474,0.415,A,0.9491,0.649,0.0853,0.8342,0.1,-0.1305
262,58774,16.85,561,1.2797,1.2231,0.415,A,0.5388,0.4748,0.0744,0.9235,0.1,-0.2237
263,59222,14.41,448,0.7171,0.8132,0.415,A,0.6302,0.6296,0.1476,0.7472,0.1,-0.2232
264,59637,14.99,415,0.7858,0.6704,0.419,A,0.7868,0.6417,0.2017,0.7211,0.1,-0.1651
265,60175,16.12,538,0.8526,1.1793,0.419,A,0.5602,0.4544,0.0959,0.8758,0.1,-0.1849
266,60857,18.6,682,0.8406,1.5684,0.419,A,0.4581,0.5794,0.0625,0.8078,0.1,-0.2757
267,61398,19.47,541,0.7456,1.4685,0.419,A,0.7863,0.5813,0.0856,0.9103,0.1,-0.171
268,61967,15.47,569,1.3449,1.4241,0.423,A,0.4027,0.5772,0.0986,0.812,0.1,-0.2452
269,62608,17.33,641,0.932,0.7807,0.423,A,0.4575,0.5501,0.1222,0.7487,0.1,-0.2426
270,63107,13.09,499,1.2978,1.4221,0.423,A,0.2977,0.7545,0.0762,0.8295,0.1,-0.3697
271,63559,13.59,452,0.7719,1.7105,0.427,A,0.4735,0.6893,0.0756,0.8389,0.1,-0.2445
272,63964,11.54,405,0.6746,0.8307,0.427,A,0.5673,0.557,0.15,0.6904,0.1,-0.2284
273,64564,17.13,600,0.8441,1.5888,0.427,A,0.606,0.5538,0.0875,0.6892,0.1,-0.2008
274,64997,15.69,433,0.6001,0.6347,0.427,A,0.7616,0.6782,0.2808,0.6655,0.1,-0.1443
275,65427,16.63,430,0.486,1.3005,0.427,A,1.0526,0.5957,0.0846,0.8153,0.1,-0.1372
276,65872,17.37,445,0.3953,0.5717,0.431,A,0.8055,0.6331,0.346,0.8006,0.1,-0.136
277,66320,15.78,448,0.6782,0.868,0.431,A,0.9021,0.587,0.1465,0.7166,0.1,-0.1373
278,66852,20.15,532,0.5472,1.3622,0.431,A,0.928,0.5909,0.0868,0.9329,0.1,-0.1353
279,67285,11.74,433,0.9145,1.2193,0.431,A,0.4472,0.7021,0.0972,0.6622,0.1,-0.1975
280,67796,19.77,511,0.52,0.4954,0.435,A,0.617,0.6549,0.5179,0.8601,0.1,-0.1742
281,68371,15.48,575,0.9243,1.6796,0.435,A,0.5677,0.4485,0.0645,0.8267,0.1,-0.2078
282,68918,15.41,547,0.799,1.0301,0.435,A,0.6163,0.5711,0.2227,0.6177,0.1,-0.2413
283,69633,20.39,715,1.5409,0.8179,0.439,A,0.6708,0.4793,0.157,0.773,0.1,-0.2657
284,70059,16.38,426,0.5497,0.5274,0.439,A,0.7749,0.6585,0.3985,0.7785,0.1,-0.1092
285,70570,13.67,511,1.036,1.0594,0.439,A,0.4837,0.6752,0.2264,0.6066,0.1,-0.272
286,71099,15.35,529,0.9953,1.1389,0.439,A,0.557,0.5854,0.1096,0.7815,0.1,-0.1578
287,71753,17.51,654,1.2936,0.81,0.443,A,0.3201,0.4589,0.3602,0.8469,0.1,-0.2645
288,72124,14.27,371,0.3572,0.6586,0.443,A,0.7783,0.8304,0.1961,0.7945,0.1,-0.0741
289,72672,14.01,548,0.8643,0.8102,0.443,A,0.4335,0.6141,0.0995,0.8097,0.1,-0.3075
290,73122,14.33,450,1.0188,0.4931,0.443,A,0.4332,0.6953,0.3365,0.8311,0.1,-0.2156
291,73632,16.41,510,1.0983,0.4769,0.443,A,0.5006,0.7132,0.3456,0.8298,0.1,-0.2863
292,74103,17.91,471,0.5908,0.4231,0.447,A,0.7144,0.6418,0.4184,0.87,0.1,-0.1369
293,74616,16.53,513,0.7504,0.9027,0.447,A,0.7466,0.6986,0.2206,0.648,0.1,-0.1949
294,75167,15.47,551,0.6353,0.8999,0.447,A,0.5404,0.5903,0.1506,0.7972,0.1,-0.2377
295,75790,17.64,623,0.9694,1.0154,0.452,A,0.5674,0.5916,0.071,0.8253,0.1,-0.1958
296,76411,17.82,621,1.0507,0.9669,0.452,A,0.6616,0.5881,0.1028,0.7906,0.1,-0.2496
297,76955,18.85,544,0.7628,0.7974,0.452,A,0.7899,0.7047,0.1511,0.8044,0.1,-0.1314
298,77401,17.69,446,0.4979,0.4712,0.452,A,0.9058,0.7071,0.3368,0.8471,0.1,-0.111
299,77855,13.71,454,0.6025,1.0803,0.456,A,0.7031,0.7529,0.0868,0.7616,0.1,-0.2676
300,78596,22.82,741,0.8407,1.0152,0.456,A,0.804,0.6601,0.1161,0.7361,0.1,-0.2348
301,79223,17.69,627,1.1126,1.1873,0.456,A,0.7273,0.4873,0.0735,0.816,0.1,-0.1882
302,79971,20.92,748,1.2267,1.3651,0.46,A,0.6412,0.5643,0.0728,0.8833,0.1,-0.256
303,80655,16.11,684,0.8487,1.2149,0.46,A,0.3479,0.6726,0.2075,0.633,0.1,-0.2654
304,81425,21.91,770,1.4813,1.4711,0.46,A,0.6647,0.6113,0.0607,0.8541,0.1,-0.2429
305,82133,18.27,708,1.4276,0.553,0.464,A,0.5095,0.4756,0.1999,0.8385,0.1,-0.2571
306,82789,17.82,656,0.873,1.033,0.464,A,0.6107,0.5944,0.1015,0.7699,0.1,-0.2066
307,83562,19.15,773,1.2294,0.63,0.464,A,0.4173,0.6118,0.1695,0.7664,0.1,-0.2678
308,84332,23.19,770,1.1309,0.9655,0.468,A,0.7651,0.5788,0.066,0.893,0.1,-0.2175
309,85120,21.05,788,0.9853,0.6047,0.468,A,0.4616,0.6129,0.4227,0.6889,0.1,-0.3401
310,85828,17.31,708,1.3734,0.6708,0.468,A,0.5133,0.5578,0.1873,0.7363,0.1,-0.31
311,86607,23.85,779,1.1601,1.189,0.472,A,0.6456,0.6628,0.2163,0.8817,0.1,-0.267
312,87428,25.03,821,1.0412,0.8882,0.472,A,0.6646,0.6495,0.26,0.8646,0.1,-0.2935
313,87909,15.65,481,0.4989,0.4352,0.472,A,0.6766,0.5979,0.4654,0.7652,0.1,-0.1902
314,88788,19.61,879,1.0696,0.6895,0.476,A,0.3941,0.582,0.1957,0.6944,0.1,-0.3106
315,89274,16.65,486,0.6789,0.5738,0.476,A,0.8927,0.5376,0.3955,0.7395,0.1,-0.1142
316,90064,21.82,790,0.9992,0.918,0.476,A,0.6194,0.6653,0.113,0.8477,0.1,-0.2816
317,90719,22.52,655,0.9959,0.2867,0.48,A,0.632,0.6206,0.6338,0.8059,0.1,-0.2137
318,91247,19.9,528,0.6381,0.3872,0.48,A,0.8278,0.7119,0.4736,0.8777,0.1,-0.1477
319,91853,16.86,606,0.6727,0.8391,0.48,A,0.5367,0.6513,0.3283,0.6897,0.1,-0.1947
320,92365,14.9,512,0.6594,1.1807,0.484,A,0.7588,0.6543,0.2837,0.6385,0.1,-0.2197
321,92968,15.95,603,0.7064,0.5286,0.484,A,0.4075,0.59,0.4239,0.7566,0.1,-0.2612
322,93664,18.09,696,0.7788,0.7506,0.484,A,0.3815,0.5868,0.2765,0.8781,0.1,-0.2421
323,94224,19.1,560,0.641,0.4964,0.488,A,0.7746,0.6509,0.4186,0.7873,0.1,-0.1295
324,94998,18.45,774,1.0831,1.2268,0.488,A,0.3279,0.7279,0.1928,0.7461,0.1,-0.27
325,95915,24.58,917,1.1473,0.5644,0.488,A,0.4364,0.7237,0.2866,0.8109,0.1,-0.3081
326,96509,16.84,594,0.6979,1.0317,0.493,A,0.5739,0.641,0.381,0.6812,0.1,-0.2054
327,97356,20.99,847,1.0866,0.4924,0.493,A,0.3477,0.6333,0.2741,0.7944,0.1,-0.2515
328,98091,16.19,735,0.8974,1.2994,0.493,A,0.3259,0.7096,0.1597,0.689,0.1,-0.2946
329,98891,23.0,800,0.9445,0.5027,0.497,A,0.6025,0.6332,0.2904,0.8452,0.1,-0.2681
330,99650,25.16,759,0.9135,0.288,0.497,A,0.5222,0.6617,0.6214,0.8934,0.1,-0.2543
331,100476,24.41,826,1.2733,0.3677,0.501,A,0.4319,0.6976,0.4885,0.8295,0.1,-0.2748
332,101387,24.12,911,1.1055,0.5128,0.501,A,0.2924,0.7233,0.3531,0.8555,0.1,-0.2892
333,102062,15.89,675,0.9518,1.2389,0.501,A,0.533,0.6865,0.1077,0.6301,0.1,-0.2467
334,102887,24.53,825,1.1265,0.6726,0.505,A,0.6108,0.6785,0.2827,0.8773,0.1,-0.263
335,103458,14.19,571,0.7537,1.1235,0.505,A,0.5917,0.5743,0.2206,0.6623,0.1,-0.2268
336,103961,15.2,503,0.5615,0.4862,0.505,A,0.6019,0.6244,0.3056,0.8172,0.1,-0.1113
337,104588,15.86,627,0.8467,0.5131,0.509,A,0.3776,0.6724,0.2419,0.7869,0.1,-0.2241
338,105389,20.96,801,1.2429,0.7913,0.509,A,0.4689,0.6505,0.3213,0.7428,0.1,-0.2653
339,106291,26.93,902,1.0162,0.5688,0.509,A,0.6056,0.7344,0.3581,0.7722,0.1,-0.2672
340,107215,24.83,924,1.2027,0.5917,0.513,A,0.3827,0.6906,0.2998,0.9017,0.1,-0.3003
341,107914,12.59,699,0.683,1.2457,0.513,A,0.2863,0.5166,0.1286,0.6646,0.1,-0.3019
342,108885,29.28,971,0.676,0.3783,0.517,A,0.4462,0.6898,0.4929,0.8626,0.1,-0.2698
343,109489,16.23,604,0.791,1.0654,0.517,A,0.6674,0.5826,0.2217,0.7154,0.1,-0.2119
344,110530,28.22,1041,0.844,0.4359,0.517,A,0.3651,0.6322,0.4849,0.8173,0.1,-0.3093
345,111393,23.09,863,1.1385,0.9009,0.521,A,0.5341,0.727,0.2613,0.7239,0.1,-0.2804
346,112223,20.3,830,0.896,0.6752,0.521,A,0.3994,0.57,0.4443,0.6745,0.1,-0.2964
347,112906,20.42,683,0.4743,0.5194,0.525,A,0.617,0.6551,0.288,0.8703,0.1,-0.2182
348,114080,33.42,1174,0.6552,0.6376,0.525,A,0.4202,0.7447,0.2858,0.8775,0.1,-0.2296
349,114983,28.55,903,0.3836,0.5751,0.529,A,0.6291,0.7104,0.2311,0.9025,0.1,-0.1262
350,115819,26.49,836,0.5075,0.4947,0.529,A,0.6513,0.7611,0.3136,0.863,0.1,-0.2285
351,116748,30.75,929,0.3758,0.4701,0.533,A,0.5879,0.8142,0.2986,0.906,0.1,-0.1286
352,117575,25.03,827,0.4759,0.5106,0.533,A,0.6625,0.6822,0.3365,0.774,0.1,-0.1917
353,118685,28.91,1110,0.7411,0.8164,0.533,A,0.44,0.6711,0.3197,0.7747,0.1,-0.2712
354,119634,28.12,949,0.4979,0.4789,0.538,A,0.5182,0.6715,0.3928,0.8583,0.1,-0.2234
355,120486,23.24,852,0.7321,0.6844,0.538,A,0.5435,0.7233,0.3328,0.6979,0.1,-0.257
356,121307,25.46,821,0.6037,0.7509,0.542,A,0.7293,0.6768,0.4553,0.6801,0.1,-0.1991
357,121866,14.39,559,0.849,1.0073,0.542,A,0.5518,0.6815,0.2398,0.6413,0.1,-0.1735
358,122427,20.92,561,0.3447,0.399,0.542,A,0.7969,0.7313,0.5529,0.8239,0.1,-0.0535
359,123009,22.19,582,0.3166,0.3762,0.546,A,0.8578,0.8448,0.4604,0.8709,0.1,-0.1057
360,124102,26.04,1093,0.8673,0.8004,0.546,A,0.3501,0.6471,0.3176,0.8135,0.1,-0.3339
361,125069,20.81,967,0.7541,1.0237,0.55,A,0.3742,0.5962,0.2461,0.6756,0.1,-0.2802
362,125715,13.7,646,0.7104,0.7382,0.55,A,0.3822,0.5412,0.3351,0.6675,0.1,-0.3344
363,126392,18.85,677,0.6587,0.4525,0.55,A,0.4699,0.7528,0.3618,0.8178,0.1,-0.2858
364,126954,15.52,562,0.7285,0.6084,0.55,A,0.5287,0.6547,0.4934,0.7012,0.1,-0.2767
365,128026,30.44,1072,0.7718,0.702,0.554,A,0.5781,0.628,0.4305,0.7502,0.1,-0.2276
366,128683,15.49,657,0.6422,0.7219,0.554,A,0.503,0.5583,0.3165,0.6498,0.1,-0.2412
367,129694,26.99,1011,0.6477,0.6363,0.558,A,0.4326,0.6622,0.5183,0.6769,0.1,-0.2591
368,130397,20.4,703,0.4695,0.3445,0.558,A,0.5652,0.5867,0.5271,0.7442,0.1,-0.2027
369,131532,24.71,1135,1.1709,0.9326,0.562,A,0.3136,0.6325,0.3102,0.6655,0.1,-0.2828
370,132428,22.46,896,0.8045,0.6144,0.562,A,0.4015,0.5964,0.5294,0.6355,0.1,-0.2606
371,133063,13.73,635,0.6731,1.3712,0.562,A,0.4625,0.6568,0.1631,0.5951,0.1,-0.2457
372,134040,25.48,977,0.607,0.7159,0.566,A,0.3762,0.6831,0.3947,0.7142,0.1,-0.1878
373,134516,15.7,476,0.4222,0.3228,0.566,A,0.4077,0.8115,0.6285,0.845,0.1,-0.1534
374,135140,17.05,624,1.1026,0.735,0.566,A,0.3511,0.7289,0.5626,0.6829,0.1,-0.2412
375,135725,19.31,585,0.3989,0.2982,0.57,A,0.5167,0.727,0.633,0.8255,0.1,-0.1641
376,136871,27.97,1146,0.6595,0.5466,0.57,A,0.3349,0.6662,0.3423,0.7669,0.1,-0.2644
377,137898,22.21,1027,0.7111,0.9458,0.574,A,0.4061,0.6541,0.2346,0.6176,0.1,-0.2887
378,138493,16.57,595,0.9575,0.2755,0.574,A,0.2828,0.7069,0.6861,0.7606,0.1,-0.3143
379,139215,19.6,722,0.9905,1.5372,0.574,A,0.5184,0.7316,0.3344,0.7208,0.1,-0.2417
380,139834,18.61,619,0.4773,0.488,0.579,A,0.4593,0.8507,0.3371,0.8768,0.1,-0.2254
381,140665,21.52,831,1.1751,0.4882,0.579,A,0.4078,0.6529,0.4962,0.6733,0.1,-0.2659
382,141334,19.17,669,0.6843,0.4366,0.583,A,0.6329,0.6966,0.3398,0.7378,0.1,-0.2197
383,142162,19.71,828,0.5704,1.2415,0.583,A,0.5607,0.6349,0.2604,0.5688,0.1,-0.2228
384,143192,27.95,1030,0.5491,0.9551,0.583,A,0.536,0.6388,0.4099,0.6845,0.1,-0.2015
385,143869,19.81,677,0.5015,0.5888,0.587,A,0.543,0.7306,0.3751,0.831,0.1,-0.2326
386,144232,8.6,363,0.7441,0.9566,0.587,A,0.6697,0.5736,0.1869,0.5835,0.1,-0.1956
387,144818,12.05,586,0.7478,1.5464,0.587,A,0.3858,0.639,0.2765,0.5387,0.1,-0.2824
388,145546,18.73,728,0.5545,0.7267,0.591,A,0.6052,0.6861,0.2749,0.6549,0.1,-0.2541
389,146063,11.53,517,0.677,1.5034,0.591,A,0.4686,0.654,0.2454,0.5408,0.1,-0.2079
390,146736,15.11,673,0.5888,0.707,0.591,A,0.4551,0.5769,0.2385,0.6372,0.1,-0.1991
391,147008,8.9,272,0.3673,0.4627,0.591,A,0.6605,0.8718,0.4282,0.6832,0.1,-0.0919
392,148062,28.07,1054,0.6062,0.6753,0.595,A,0.471,0.6653,0.4643,0.6755,0.1,-0.2381
393,148966,20.79,904,0.7544,0.6247,0.595,A,0.4606,0.6076,0.3409,0.5942,0.1,-0.2539
394,149659,17.33,693,0.7202,1.1982,0.599,A,0.6427,0.65,0.227,0.6275,0.1,-0.233
395,150287,13.03,628,0.6155,1.4639,0.599,A,0.5047,0.5678,0.2087,0.5584,0.1,-0.2635
396,151080,24.53,793,0.5578,0.8066,0.599,A,0.7758,0.6444,0.412,0.7073,0.1,-0.1463
397,152274,36.74,1194,0.5014,0.5971,0.603,A,0.519,0.8381,0.27,0.9086,0.1,-0.1533
398,152854,16.89,580,0.4683,0.5149,0.603,A,0.6255,0.7176,0.3447,0.8331,0.1,-0.2621
399,153665,26.45,811,0.6919,0.5509,0.607,A,0.8707,0.7479,0.4071,0.7081,0.1,-0.193
400,154304,18.82,639,0.8954,0.5321,0.607,A,0.5395,0.7245,0.5082,0.7055,0.1,-0.1784
401,155340,26.88,1036,0.7192,0.9723,0.607,A,0.5765,0.7247,0.23,0.6857,0.1,-0.2037
402,156012,25.28,672,0.2426,0.5703,0.611,A,1.0479,0.8121,0.3219,0.8768,0.1,-0.0871
403,156930,17.52,918,0.8307,0.9719,0.611,A,0.3506,0.6556,0.2083,0.5379,0.1,-0.287
404,157974,25.59,1044,0.7797,0.858,0.615,A,0.4135,0.6888,0.3617,0.6749,0.1,-0.2318
405,158779,19.81,805,0.4906,0.5053,0.615,A,0.4092,0.6132,0.3581,0.7583,0.1,-0.2217
406,159515,22.85,736,0.4112,0.5018,0.615,A,0.7297,0.753,0.3361,0.7664,0.1,-0.1413
407,160077,10.82,562,0.6137,0.965,0.619,A,0.3859,0.631,0.1707,0.5847,0.1,-0.2847
408,160877,24.15,800,0.5107,0.9511,0.619,A,0.7943,0.7262,0.3807,0.6844,0.1,-0.2094
409,161827,21.18,950,0.6422,0.7447,0.624,A,0.39,0.6527,0.2647,0.6839,0.1,-0.2595
410,162720,27.76,893,0.4346,0.8502,0.624,A,0.8029,0.7654,0.2581,0.7767,0.1,-0.1506
411,163647,23.27,927,0.5676,0.855,0.624,A,0.3862,0.7301,0.2683,0.7548,0.1,-0.1748
412,164576,23.65,929,0.7568,0.9057,0.628,A,0.4876,0.6912,0.3732,0.6606,0.1,-0.218
413,165386,19.61,810,1.0043,0.666,0.628,A,0.5393,0.6495,0.236,0.6832,0.1,-0.213
414,166159,24.41,773,0.4193,0.4839,0.632,A,0.7265,0.7534,0.3453,0.8176,0.1,-0.1417
415,166999,25.18,840,0.5815,0.8102,0.632,A,0.7697,0.7462,0.2977,0.7349,0.1,-0.1756
416,168160,26.26,1161,0.7019,0.8377,0.636,A,0.1956,0.848,0.2258,0.8022,0.1,-0.3036
417,168775,16.69,615,0.7057,1.0644,0.636,A,0.6424,0.7002,0.276,0.6539,0.1,-0.1268
418,169293,17.85,518,0.3155,0.3847,0.636,A,0.8163,0.823,0.4414,0.7876,0.1,-0.1149
419,170154,23.3,861,0.4061,0.5612,0.64,A,0.5953,0.6756,0.2688,0.7548,0.1,-0.1545
420,171486,29.73,1332,0.9127,1.1459,0.64,A,0.4027,0.721,0.2092,0.7108,0.1,-0.2977
421,172239,23.52,753,0.4314,0.6234,0.644,A,0.76,0.8043,0.2386,0.8224,0.1,-0.1388
422,172826,14.51,587,0.9906,1.0376,0.644,A,0.4602,0.7147,0.2647,0.6807,0.1,-0.1652
423,173905,30.14,1079,0.458,0.9386,0.644,A,0.5717,0.7959,0.2187,0.7945,0.1,-0.1654
424,175701,38.38,1796,1.2227,0.7944,0.648,A,0.1886,0.7954,0.226,0.8037,0.1,-0.3458
425,176445,21.67,744,0.4954,0.501,0.652,A,0.4563,0.8736,0.3456,0.8427,0.1,-0.2063
426,177446,27.19,1001,1.0352,0.4595,0.652,A,0.2644,0.8729,0.3938,0.8336,0.1,-0.2193
427,178895,35.03,1449,1.1203,1.1125,0.656,A,0.2778,0.8479,0.2589,0.7743,0.1,-0.2643
428,179890,28.08,995,0.5904,0.6192,0.656,A,0.5178,0.7929,0.2557,0.8542,0.1,-0.192
429,180789,23.84,899,0.6003,0.8038,0.66,A,0.4696,0.7445,0.2965,0.7503,0.1,-0.1724
430,181809,32.38,1020,0.9407,0.4233,0.66,A,0.5469,0.8505,0.3855,0.9268,0.1,-0.1936
431,182865,29.77,1056,0.9246,0.4945,0.665,A,0.4592,0.7761,0.29,0.9012,0.1,-0.2017
432,183593,21.73,728,0.5187,0.6118,0.665,A,0.6929,0.8372,0.2454,0.782,0.1,-0.1937
433,184561,28.84,968,0.5052,0.8366,0.669,A,0.5821,0.8569,0.2824,0.8254,0.1,-0.1865
434,185947,41.11,1386,1.4678,0.6545,0.669,A,0.5021,0.9168,0.3052,0.8998,0.1,-0.2716
435,187565,45.12,1618,0.9962,0.4767,0.673,A,0.4772,0.8514,0.3059,0.8148,0.1,-0.2407
436,188488,19.45,923,1.0976,0.6977,0.677,A,0.1649,0.7851,0.2442,0.825,0.1,-0.3711
437,189840,37.0,1352,0.5525,0.6069,0.677,A,0.3141,0.9101,0.2794,0.9016,0.1,-0.2452
438,191058,32.45,1218,0.6867,0.7128,0.681,A,0.4405,0.802,0.3183,0.7231,0.1,-0.1851
439,192013,25.63,955,0.6396,0.8932,0.681,A,0.4391,0.797,0.3517,0.7059,0.1,-0.1785
440,193401,35.69,1388,0.5735,0.5349,0.685,A,0.3226,0.8357,0.3319,0.7764,0.1,-0.2504
441,194379,26.5,978,0.8043,0.4498,0.685,A,0.3837,0.786,0.4459,0.7811,0.1,-0.2684
442,195311,28.07,932,0.4009,0.4888,0.689,A,0.4805,0.8702,0.3471,0.8396,0.1,-0.1642
443,196090,18.43,779,0.9321,0.6262,0.689,A,0.2721,0.8347,0.3617,0.7412,0.1,-0.3639
444,197113,24.02,1023,1.4665,0.7759,0.693,A,0.1659,0.8415,0.247,0.7838,0.1,-0.2116
445,198034,26.29,921,1.1378,0.913,0.693,A,0.4395,0.8538,0.249,0.9149,0.1,-0.2166
446,198907,20.18,873,1.3618,1.3101,0.697,A,0.2014,0.8095,0.1399,0.9335,0.1,-0.2875
447,199827,18.22,920,1.7556,0.9716,0.697,A,0.1954,0.7412,0.2589,0.7157,0.1,-0.387
448,200566,18.57,739,0.6661,0.6206,0.697,A,0.3598,0.7727,0.3031,0.8201,0.1,-0.2963
449,201528,25.07,962,0.7628,0.4766,0.701,B,0.2266,0.8745,0.3987,0.8034,0.1,-0.2734
450,202514,26.14,986,1.3049,0.9569,0.701,B,0.3276,0.8598,0.2401,0.8844,0.1,-0.247
451,203614,26.56,1100,0.7298,0.5772,0.703,B,0.2991,0.8052,0.3222,0.7873,0.1,-0.3445
452,204340,20.31,726,0.4346,0.5885,0.703,B,0.3812,0.9121,0.1921,0.874,0.1,-0.1777
453,205877,42.77,1537,1.1866,0.7429,0.705,B,0.3896,0.886,0.2964,0.8299,0.1,-0.2394
454,206764,25.43,887,1.098,0.4079,0.705,B,0.235,0.9194,0.4899,0.9325,0.1,-0.3427
455,207756,31.1,992,1.1106,1.0359,0.707,B,0.622,0.9388,0.2179,0.8959,0.1,-0.2238
456,208693,27.96,937,1.0354,0.4597,0.707,B,0.5168,0.7938,0.4157,0.902,0.1,-0.2946
457,209477,21.06,784,0.5228,0.6982,0.709,B,0.366,0.838,0.2983,0.8219,0.1,-0.2296
458,210165,18.51,688,0.795,0.6241,0.709,B,0.2943,0.8991,0.3999,0.8199,0.1,-0.3147
459,211021,25.23,856,0.5683,0.5693,0.711,B,0.5157,0.9237,0.2725,0.8764,0.1,-0.2827
460,211783,21.12,762,0.6766,0.6166,0.711,B,0.4599,0.885,0.2812,0.8343,0.1,-0.2946
461,212471,15.72,688,1.3283,0.6741,0.711,B,0.2453,0.7636,0.3544,0.7635,0.1,-0.3554
462,213513,26.52,1042,0.7265,1.2569,0.713,B,0.5578,0.7484,0.288,0.6253,0.1,-0.2409
463,215050,44.35,1537,0.8285,0.5688,0.715,B,0.4385,0.9168,0.2808,0.8599,0.1,-0.2358
464,216210,31.8,1160,0.7719,0.5623,0.715,B,0.378,0.9056,0.2617,0.8158,0.1,-0.2159
465,216931,21.29,721,0.7372,0.4914,0.715,B,0.4903,0.9185,0.4124,0.7995,0.1,-0.2968
466,217844,22.33,913,0.8338,0.8064,0.717,B,0.3532,0.7914,0.3221,0.7383,0.1,-0.2979
467,219190,39.26,1346,1.036,0.5203,0.719,B,0.4062,0.9211,0.3582,0.8817,0.1,-0.2775
468,220764,41.44,1574,1.0427,0.7388,0.719,B,0.3275,0.893,0.3026,0.8243,0.1,-0.291
469,222764,58.93,2000,0.4739,0.4877,0.721,B,0.4492,0.9122,0.2909,0.849,0.1,-0.1938
470,224362,38.3,1598,0.7295,0.8628,0.723,B,0.3034,0.8308,0.2564,0.7518,0.1,-0.2797
471,225430,34.78,1068,0.8568,0.7429,0.725,B,0.6994,0.9355,0.2477,0.9037,0.1,-0.2163
472,226887,38.03,1457,1.2826,0.9586,0.725,B,0.3646,0.8261,0.2897,0.8392,0.1,-0.2769
473,227782,25.38,895,0.6284,0.954,0.727,B,0.5175,0.8501,0.2451,0.7766,0.1,-0.157
474,229187,40.02,1405,0.9764,0.7264,0.727,B,0.5295,0.8974,0.2603,0.847,0.1,-0.2918
475,231187,60.8,2000,0.4973,0.4917,0.729,B,0.425,0.9712,0.2917,0.9163,0.1,-0.2072
476,233187,54.93,2000,0.4451,0.4986,0.731,B,0.4103,0.8706,0.2981,0.7661,0.1,-0.1913
477,235187,57.32,2000,0.4961,0.5511,0.733,B,0.3274,0.9651,0.2839,0.9198,0.1,-0.2472
478,236640,43.95,1453,0.4524,0.6792,0.736,B,0.5211,0.8922,0.3036,0.8157,0.1,-0.1487
479,237863,34.1,1223,0.8285,0.898,0.738,B,0.5392,0.839,0.275,0.7258,0.1,-0.1852
480,239298,42.17,1435,0.4556,0.7614,0.738,B,0.5163,0.8804,0.3001,0.7802,0.1,-0.1551
481,241298,64.18,2000,0.4124,0.5424,0.74,B,0.5975,0.9605,0.2815,0.8903,0.1,-0.185
482,243298,45.17,2000,0.6763,0.7971,0.742,B,0.3286,0.8544,0.2106,0.6344,0.1,-0.266
483,245298,65.5,2000,0.3439,0.5095,0.744,B,0.5461,0.9696,0.2594,0.933,0.1,-0.1045
484,246816,48.8,1518,0.4166,0.6085,0.746,B,0.7189,0.9045,0.2793,0.8106,0.1,-0.1472
485,248816,67.31,2000,0.3482,0.4541,0.748,B,0.6044,0.9658,0.3549,0.9039,0.1,-0.1383
486,250816,61.55,2000,0.3682,0.4604,0.75,B,0.4358,0.9373,0.3115,0.8912,0.1,-0.1235
487,252816,65.02,2000,0.3496,0.4336,0.752,B,0.5697,0.9473,0.3651,0.85,0.1,-0.134
488,254816,67.34,2000,0.3383,0.4058,0.754,B,0.6628,0.9495,0.3743,0.8453,0.1,-0.1335
489,256816,64.01,2000,0.3624,0.4408,0.756,B,0.5092,0.9259,0.3885,0.8553,0.1,-0.117
490,258816,59.37,2000,0.4123,0.4483,0.758,B,0.4078,0.9561,0.3393,0.8725,0.1,-0.2065
491,260816,64.45,2000,0.3625,0.4238,0.76,B,0.5676,0.9346,0.3875,0.808,0.1,-0.1182
