episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,mean_action_jerk,r_stability,r_centering,r_scale,r_vel_damp,r_smooth,phase,target_speed,target_offset,init_pos,init_vel,init_ang
21,1722,-74.13,55,0.0,0.0,0.0,0.4551,0.6718,0.5472,0.0,0.0,0.3332,-0.7728,A,0.0652,0.204,0.202,0.101,0.03
22,1833,66.91,111,65.8,0.595,0.2004,0.4933,0.6737,0.676,0.6106,0.5526,0.3703,-0.803,A,0.0959,0.205,0.202,0.101,0.03
23,1921,-83.1,88,39.8,0.9968,0.0914,0.5213,0.704,0.5006,0.008,0.1735,0.2632,-0.8721,A,0.0541,0.205,0.202,0.101,0.03
24,2024,-101.76,103,29.1,1.0869,0.0416,0.5014,0.6691,0.6055,0.001,0.0651,0.2453,-0.7947,A,0.0698,0.205,0.203,0.101,0.031
25,2113,-132.39,89,6.7,1.3282,0.0037,0.4888,0.6735,0.3601,0.0,0.0082,0.1856,-0.8083,A,0.0886,0.205,0.203,0.101,0.031
26,2210,-140.28,97,0.0,0.0,0.0,0.5007,0.6417,0.3547,0.0,0.0,0.1953,-0.7157,A,0.0862,0.206,0.203,0.101,0.031
27,2322,-165.33,112,0.0,0.0,0.0,0.4961,0.6843,0.5132,0.0,0.0,0.1948,-0.8383,A,0.0864,0.206,0.203,0.101,0.031
28,2497,-244.83,175,0.0,0.0,0.0,0.5023,0.6606,0.6443,0.0,0.0,0.1298,-0.7938,A,0.0591,0.206,0.203,0.102,0.031
29,2587,-92.24,90,58.9,0.7008,0.0676,0.5184,0.6924,0.3088,0.3572,0.189,0.1919,-0.8722,A,0.0741,0.206,0.203,0.102,0.031
30,2650,-90.46,63,0.0,0.0,0.0,0.4806,0.7005,0.4888,0.0,0.0,0.2998,-0.8212,A,0.0531,0.207,0.203,0.102,0.031
31,2723,-72.29,73,24.7,0.8559,0.0594,0.4899,0.6571,0.6084,0.0589,0.0724,0.3334,-0.7493,A,0.0591,0.207,0.203,0.102,0.031
32,2781,-37.49,58,58.6,1.1496,0.0271,0.4866,0.6457,0.535,0.0035,0.1074,0.3249,-0.7423,A,0.0754,0.207,0.203,0.102,0.031
33,2869,-62.79,88,67.0,0.7696,0.0577,0.5229,0.6354,0.3937,0.4582,0.1888,0.1738,-0.7417,A,0.0955,0.207,0.204,0.102,0.031
34,2991,73.45,122,68.0,0.5383,0.2167,0.4824,0.6581,0.6147,0.7172,0.5001,0.3015,-0.7547,A,0.0785,0.207,0.204,0.102,0.031
35,3080,-77.25,89,32.6,0.8558,0.1128,0.4954,0.6529,0.5704,0.0468,0.1763,0.3256,-0.7692,A,0.0813,0.208,0.204,0.102,0.031
36,3149,-94.28,69,0.0,0.0,0.0,0.4782,0.6782,0.5612,0.0,0.0,0.2998,-0.8019,A,0.0968,0.208,0.204,0.102,0.031
37,3294,-210.3,145,0.0,0.0,0.0,0.4996,0.6309,0.4592,0.0,0.0,0.1133,-0.7242,A,0.0682,0.208,0.204,0.102,0.031
38,3368,-102.66,74,0.0,0.0,0.0,0.5007,0.6658,0.5119,0.0,0.0,0.2994,-0.8075,A,0.0862,0.208,0.204,0.102,0.031
39,3428,-86.28,60,0.0,0.0,0.0,0.5149,0.7003,0.4945,0.0,0.0,0.3266,-0.8452,A,0.0622,0.209,0.204,0.102,0.031
40,3577,-19.39,149,57.7,0.6649,0.1685,0.4773,0.6212,0.5723,0.2978,0.4393,0.1556,-0.7041,A,0.0794,0.209,0.204,0.102,0.031
41,3654,-115.68,77,5.2,1.3264,0.0042,0.5224,0.6987,0.4522,0.0,0.0064,0.223,-0.8798,A,0.0904,0.209,0.205,0.102,0.031
42,3705,-73.85,51,0.0,0.0,0.0,0.4941,0.6827,0.4541,0.0,0.0,0.3104,-0.7894,A,0.0977,0.209,0.205,0.102,0.031
43,3828,13.65,123,72.4,0.7647,0.1954,0.5048,0.6186,0.5946,0.2273,0.6098,0.2288,-0.7216,A,0.0736,0.21,0.205,0.102,0.031
44,3908,-83.62,80,38.8,0.8885,0.0623,0.4956,0.6958,0.4626,0.0557,0.1198,0.2609,-0.8395,A,0.0723,0.21,0.205,0.102,0.031
45,3977,-108.01,69,10.1,1.0324,0.0219,0.5383,0.7824,0.4905,0.0014,0.0168,0.2694,-1.0366,A,0.0614,0.21,0.205,0.102,0.031
46,4131,-70.61,154,87.0,0.7641,0.1086,0.5093,0.6933,0.3519,0.4043,0.4463,0.1354,-0.8718,A,0.0752,0.21,0.205,0.103,0.031
47,4214,-124.53,83,0.0,0.0,0.0,0.4872,0.6472,0.3934,0.0,0.0,0.1831,-0.7596,A,0.0642,0.211,0.205,0.103,0.031
48,4377,-243.98,163,0.0,0.0,0.0,0.5247,0.6992,0.5597,0.0,0.0,0.1567,-0.872,A,0.057,0.211,0.205,0.103,0.031
49,4491,-156.87,114,7.9,1.127,0.0272,0.487,0.6475,0.4212,0.0002,0.0143,0.157,-0.7348,A,0.091,0.211,0.206,0.103,0.031
50,4603,-168.2,112,0.0,0.0,0.0,0.5072,0.6888,0.4921,0.0,0.0,0.1863,-0.8449,A,0.0986,0.212,0.206,0.103,0.031
51,4721,-179.42,118,0.0,0.0,0.0,0.496,0.6736,0.4283,0.0,0.0,0.1478,-0.7977,A,0.0789,0.212,0.206,0.103,0.031
52,4803,-64.39,82,36.6,0.6441,0.0749,0.4843,0.5964,0.5353,0.3878,0.1295,0.2816,-0.654,A,0.0661,0.212,0.206,0.103,0.031
53,4915,-67.87,112,58.9,0.9101,0.0822,0.5218,0.6748,0.5215,0.0475,0.2419,0.213,-0.834,A,0.0711,0.212,0.206,0.103,0.031
54,4972,-81.6,57,0.0,0.0,0.0,0.4965,0.6381,0.4029,0.0,0.0,0.2636,-0.7211,A,0.0551,0.212,0.206,0.103,0.031
55,5086,-165.27,114,0.0,0.0,0.0,0.5276,0.6761,0.5707,0.0,0.0,0.1987,-0.8461,A,0.0647,0.213,0.206,0.103,0.031
56,5145,-88.01,59,0.0,0.0,0.0,0.5247,0.7096,0.5226,0.0,0.0,0.3066,-0.89,A,0.0797,0.213,0.206,0.103,0.031
57,5213,-80.11,68,16.2,0.9139,0.0637,0.5075,0.6795,0.5755,0.0098,0.0491,0.3201,-0.808,A,0.0681,0.213,0.207,0.103,0.031
58,5306,-151.22,93,0.0,0.0,0.0,0.4985,0.7015,0.3768,0.0,0.0,0.153,-0.8598,A,0.0649,0.213,0.207,0.103,0.031
59,5375,-89.98,69,0.0,0.0,0.0,0.4996,0.633,0.5012,0.0,0.0,0.2986,-0.7083,A,0.0882,0.213,0.207,0.103,0.031
60,5478,-134.02,103,4.9,1.2272,0.0057,0.4882,0.6278,0.5188,0.0,0.0061,0.197,-0.7119,A,0.0738,0.214,0.207,0.103,0.031
61,5606,-60.86,128,50.0,0.6915,0.1632,0.5099,0.6695,0.6053,0.3389,0.3603,0.1461,-0.7948,A,0.0934,0.214,0.207,0.104,0.031
62,5708,-103.36,102,15.7,1.066,0.0197,0.4624,0.6254,0.6578,0.0013,0.0251,0.308,-0.7112,A,0.0945,0.214,0.207,0.104,0.031
63,5853,-121.68,145,40.7,0.8753,0.1085,0.4978,0.6811,0.3365,0.1849,0.1921,0.1374,-0.8094,A,0.0588,0.215,0.207,0.104,0.031
64,6002,-216.47,149,0.0,0.0,0.0,0.4945,0.6709,0.5289,0.0,0.0,0.1443,-0.7944,A,0.0699,0.215,0.208,0.104,0.032
65,6128,-168.92,126,7.1,1.3077,0.0051,0.5099,0.6908,0.5997,0.0,0.0089,0.2057,-0.846,A,0.0754,0.215,0.208,0.104,0.032
66,6247,-169.32,119,0.0,0.0,0.0,0.5083,0.6819,0.5564,0.0,0.0,0.221,-0.8381,A,0.0927,0.216,0.208,0.104,0.032
67,6304,-60.28,57,33.3,1.119,0.0616,0.5208,0.6939,0.4795,0.0017,0.1036,0.2996,-0.8539,A,0.0674,0.216,0.208,0.104,0.032
68,6381,-105.54,77,0.0,0.0,0.0,0.5232,0.6917,0.563,0.0,0.0,0.3298,-0.852,A,0.0789,0.216,0.208,0.104,0.032
69,6549,-260.24,168,0.0,0.0,0.0,0.5048,0.6807,0.3552,0.0,0.0,0.1505,-0.8176,A,0.0859,0.216,0.208,0.104,0.032
70,6640,-112.8,91,0.0,0.0,0.0,0.4778,0.6277,0.5857,0.0,0.0,0.2705,-0.693,A,0.0907,0.217,0.208,0.104,0.032
71,6812,-256.82,172,0.0,0.0,0.0,0.501,0.6517,0.4247,0.0,0.0,0.1174,-0.7647,A,0.0642,0.217,0.209,0.104,0.032
72,6885,-93.82,73,0.0,0.0,0.0,0.4826,0.6612,0.5744,0.0,0.0,0.3351,-0.7704,A,0.098,0.217,0.209,0.104,0.032
73,7040,-96.96,155,63.2,0.93,0.0967,0.4809,0.6327,0.4039,0.046,0.2959,0.129,-0.7327,A,0.0668,0.218,0.209,0.104,0.032
74,7145,-79.3,105,61.0,0.7248,0.1158,0.4947,0.7056,0.3503,0.3625,0.334,0.1861,-0.8562,A,0.0805,0.218,0.209,0.104,0.032
75,7223,-94.26,78,0.0,0.0,0.0,0.4884,0.6773,0.6666,0.0,0.0,0.3797,-0.7933,A,0.068,0.218,0.209,0.105,0.032
76,7386,-267.6,163,0.0,0.0,0.0,0.5168,0.6738,0.2687,0.0,0.0,0.0951,-0.8098,A,0.0804,0.218,0.209,0.105,0.032
77,7488,-150.26,102,0.0,0.0,0.0,0.4886,0.6849,0.46,0.0,0.0,0.2082,-0.8133,A,0.0795,0.219,0.209,0.105,0.032
78,7609,-112.21,121,38.0,1.0032,0.0891,0.5048,0.6775,0.4941,0.0096,0.1645,0.198,-0.8318,A,0.0939,0.219,0.21,0.105,0.032
79,7667,-82.59,58,0.0,0.0,0.0,0.4872,0.629,0.415,0.0,0.0,0.273,-0.732,A,0.0742,0.219,0.21,0.105,0.032
80,7833,-251.22,166,0.0,0.0,0.0,0.4896,0.6507,0.3197,0.0,0.0,0.138,-0.751,A,0.0816,0.22,0.21,0.105,0.032
81,7943,-155.21,110,0.0,0.0,0.0,0.4975,0.6763,0.5149,0.0,0.0,0.2216,-0.7992,A,0.0692,0.22,0.21,0.105,0.032
82,8053,-144.56,110,0.0,0.0,0.0,0.4867,0.6725,0.6773,0.0,0.0,0.2283,-0.7902,A,0.0792,0.22,0.21,0.105,0.032
83,8137,-111.13,84,10.7,1.2823,0.003,0.5442,0.6985,0.5505,0.0,0.0129,0.2647,-0.8638,A,0.0962,0.22,0.21,0.105,0.032
84,8197,-88.46,60,0.0,0.0,0.0,0.4807,0.6831,0.4234,0.0,0.0,0.2774,-0.7967,A,0.08,0.22,0.21,0.105,0.032
85,8333,-15.71,136,50.7,0.7048,0.2143,0.5009,0.6706,0.6767,0.1729,0.432,0.3365,-0.801,A,0.0665,0.221,0.21,0.105,0.032
86,8389,-79.84,56,0.0,0.0,0.0,0.4917,0.6668,0.4891,0.0,0.0,0.2816,-0.7732,A,0.0582,0.221,0.21,0.105,0.032
87,8487,-121.96,98,9.2,0.9847,0.0152,0.498,0.6717,0.5721,0.0018,0.0136,0.2956,-0.8163,A,0.0823,0.221,0.211,0.105,0.032
88,8603,-153.54,116,12.9,0.638,0.0609,0.501,0.6513,0.4409,0.1203,0.0383,0.1845,-0.7725,A,0.0777,0.222,0.211,0.105,0.032
89,8789,-275.77,186,0.0,0.0,0.0,0.4936,0.6903,0.5471,0.0,0.0,0.1448,-0.8472,A,0.0642,0.222,0.211,0.105,0.032
90,8916,-197.76,127,2.4,0.9621,0.0143,0.5222,0.705,0.4874,0.0004,0.0035,0.1388,-0.8847,A,0.0623,0.222,0.211,0.106,0.032
91,8977,-8.59,61,75.4,0.9196,0.1219,0.4899,0.6203,0.5781,0.0821,0.4275,0.2906,-0.691,A,0.0585,0.222,0.211,0.106,0.032
92,9041,-95.09,64,0.0,0.0,0.0,0.4715,0.6323,0.3147,0.0,0.0,0.2262,-0.7131,A,0.1,0.223,0.211,0.106,0.032
93,9118,19.41,77,75.3,0.6633,0.1372,0.5107,0.7107,0.549,0.6729,0.4214,0.2548,-0.8858,A,0.1045,0.223,0.211,0.106,0.032
94,9175,-56.08,57,47.4,0.6476,0.0643,0.4732,0.642,0.3105,0.3267,0.1464,0.2518,-0.7371,A,0.1035,0.223,0.211,0.106,0.032
95,9252,-101.22,77,0.0,0.0,0.0,0.5003,0.6423,0.519,0.0,0.0,0.2944,-0.7385,A,0.0814,0.223,0.212,0.106,0.032
96,9322,-30.1,70,45.7,0.6614,0.1971,0.5232,0.6334,0.4273,0.3014,0.2997,0.2361,-0.7309,A,0.094,0.223,0.212,0.106,0.032
97,9491,-125.38,169,45.6,0.7367,0.1228,0.5032,0.6779,0.5209,0.2137,0.2653,0.1586,-0.797,A,0.1049,0.224,0.212,0.106,0.032
98,9562,-105.73,71,0.0,0.0,0.0,0.4982,0.6231,0.3029,0.0,0.0,0.2018,-0.7015,A,0.0883,0.224,0.212,0.106,0.032
99,9712,-145.23,150,43.3,0.904,0.1181,0.5233,0.6921,0.3515,0.028,0.2426,0.1231,-0.8489,A,0.0627,0.224,0.212,0.106,0.032
100,9775,-88.58,63,0.0,0.0,0.0,0.4898,0.6156,0.3691,0.0,0.0,0.2372,-0.6691,A,0.0684,0.224,0.212,0.106,0.032
101,9877,-129.14,102,14.7,1.0926,0.033,0.4974,0.6853,0.5399,0.0013,0.0291,0.2188,-0.8147,A,0.1041,0.225,0.212,0.106,0.032
102,9997,-159.94,120,18.3,0.9884,0.0207,0.5122,0.6747,0.4922,0.0034,0.0297,0.1493,-0.8396,A,0.0609,0.225,0.212,0.106,0.032
103,12997,-132.69,3000,28.9,0.6994,0.0746,0.4206,0.5756,0.9772,0.2481,0.1031,0.4387,-0.607,A,0.0589,0.232,0.216,0.108,0.033
104,15130,-394.17,2133,13.0,0.2798,0.0651,0.3942,0.5834,0.9754,0.3506,0.0444,0.4357,-0.6157,A,0.0811,0.238,0.219,0.109,0.034
105,15217,-4.69,87,52.9,0.8438,0.1184,0.5639,0.3789,0.6407,0.088,0.2947,0.3318,-0.3136,A,0.1045,0.238,0.219,0.11,0.034
106,16341,-147.77,1124,33.5,0.8546,0.1104,0.4205,0.5513,0.9582,0.0302,0.1735,0.4228,-0.5609,A,0.0814,0.241,0.22,0.11,0.034
107,16898,-331.42,557,11.0,1.0618,0.0486,0.442,0.554,0.9244,0.0302,0.0307,0.4029,-0.5783,A,0.0999,0.242,0.221,0.111,0.034
108,17549,840.89,651,75.7,0.5592,0.1716,0.4573,0.3882,0.8771,0.6379,0.5324,0.3414,-0.309,A,0.0927,0.244,0.222,0.111,0.034
109,19584,-3.12,2035,34.0,0.7534,0.1026,0.4258,0.5135,0.9386,0.1621,0.1535,0.4065,-0.5,A,0.0969,0.249,0.224,0.112,0.035
110,21362,820.12,1778,50.4,0.7048,0.1362,0.4405,0.4701,0.8946,0.2929,0.3069,0.3785,-0.4316,A,0.0807,0.253,0.227,0.113,0.035
111,22224,-554.45,862,4.3,1.0313,0.0331,0.481,0.5059,0.8408,0.0071,0.0089,0.3964,-0.497,A,0.102,0.256,0.228,0.114,0.036
112,22576,-266.05,352,0.0,0.0,0.0,0.4913,0.4555,0.6948,0.0,0.0,0.3387,-0.4135,A,0.0757,0.256,0.228,0.114,0.036
113,22727,-37.52,151,66.2,0.8453,0.0795,0.5271,0.4497,0.4425,0.1509,0.2586,0.2149,-0.4125,A,0.0736,0.257,0.228,0.114,0.036
114,22962,-249.62,235,0.4,0.8356,0.123,0.5431,0.4432,0.5343,0.0003,0.0024,0.131,-0.422,A,0.0907,0.257,0.229,0.114,0.036
115,23054,26.12,92,84.8,0.7281,0.0827,0.4708,0.526,0.768,0.1594,0.3313,0.2368,-0.5234,A,0.0829,0.258,0.229,0.114,0.036
116,23317,-164.23,263,27.8,1.0061,0.0754,0.5651,0.4305,0.6247,0.0047,0.103,0.1185,-0.391,A,0.0982,0.258,0.229,0.115,0.036
117,23587,-270.93,270,0.0,0.0,0.0,0.5444,0.465,0.7254,0.0,0.0,0.1077,-0.4368,A,0.0666,0.259,0.229,0.115,0.036
118,23942,-245.3,355,16.6,0.9486,0.0736,0.5237,0.4578,0.7857,0.0056,0.0604,0.1539,-0.4337,A,0.112,0.26,0.23,0.115,0.036
119,24001,1.5,59,81.4,0.7936,0.0892,0.4793,0.4477,0.5325,0.0817,0.3419,0.2007,-0.3882,A,0.1067,0.26,0.23,0.115,0.036
120,24187,-144.77,186,26.3,0.8328,0.0914,0.4987,0.489,0.6647,0.0476,0.1166,0.0815,-0.4786,A,0.0958,0.26,0.23,0.115,0.036
121,24399,-216.77,212,0.0,0.0,0.0,0.4562,0.4846,0.6729,0.0,0.0,0.1307,-0.4425,A,0.0699,0.261,0.23,0.115,0.036
122,24493,-39.81,94,75.5,0.8084,0.0539,0.5478,0.5303,0.4569,0.1452,0.2009,0.1419,-0.5507,A,0.0725,0.261,0.231,0.115,0.036
123,24636,141.3,143,95.1,0.6591,0.1351,0.4196,0.4774,0.7597,0.6374,0.544,0.183,-0.4149,A,0.085,0.262,0.231,0.115,0.036
124,24873,-244.3,237,11.8,0.9644,0.0549,0.4375,0.5723,0.7894,0.0024,0.0332,0.0677,-0.5925,A,0.1051,0.262,0.231,0.116,0.036
125,25179,-173.13,306,33.0,0.8598,0.0817,0.4736,0.5175,0.8379,0.018,0.1291,0.1026,-0.521,A,0.0996,0.263,0.231,0.116,0.036
126,25297,-143.81,118,0.0,0.0,0.0,0.4459,0.4685,0.3879,0.0,0.0,0.1091,-0.4371,A,0.0697,0.263,0.232,0.116,0.036
127,25670,-384.42,373,0.0,0.0,0.0,0.5008,0.4618,0.6949,0.0,0.0,0.0935,-0.4448,A,0.0847,0.264,0.232,0.116,0.036
128,25885,-206.43,215,13.0,0.9198,0.0646,0.4019,0.5191,0.7391,0.0057,0.0417,0.0541,-0.4893,A,0.0755,0.265,0.232,0.116,0.036
129,26108,-211.04,223,19.7,0.8248,0.0453,0.4781,0.4647,0.482,0.0479,0.0488,0.0561,-0.4196,A,0.1058,0.265,0.233,0.116,0.037
130,26340,-94.56,232,44.0,0.9749,0.0803,0.4553,0.5416,0.7929,0.0305,0.1669,0.1903,-0.5519,A,0.1012,0.266,0.233,0.116,0.037
131,26551,-194.7,211,10.4,1.0177,0.0636,0.4715,0.4247,0.6201,0.0021,0.0332,0.0716,-0.3796,A,0.1063,0.266,0.233,0.117,0.037
132,26757,-187.27,206,14.1,0.8776,0.0724,0.4576,0.448,0.5748,0.0068,0.0501,0.064,-0.3947,A,0.0836,0.267,0.233,0.117,0.037
133,26830,-40.0,73,67.1,0.932,0.045,0.503,0.5005,0.3378,0.0251,0.1579,0.1819,-0.4825,A,0.0764,0.267,0.234,0.117,0.037
134,27069,-97.14,239,37.7,0.9935,0.0838,0.4883,0.4747,0.7513,0.0051,0.1513,0.1864,-0.4507,A,0.0972,0.268,0.234,0.117,0.037
135,27341,56.55,272,74.3,0.8065,0.1021,0.5121,0.4173,0.6691,0.1758,0.3338,0.1387,-0.3761,A,0.095,0.268,0.234,0.117,0.037
136,27516,38.79,175,99.4,0.9924,0.0561,0.4376,0.5114,0.7675,0.0299,0.2823,0.1545,-0.5039,A,0.0694,0.269,0.234,0.117,0.037
137,27727,-181.73,211,17.1,0.8442,0.0782,0.5199,0.418,0.4865,0.0338,0.0637,0.0748,-0.3628,A,0.0683,0.269,0.235,0.117,0.037
138,27998,-293.2,271,0.0,0.0,0.0,0.4485,0.4867,0.6271,0.0,0.0,0.1005,-0.4591,A,0.0958,0.27,0.235,0.117,0.037
139,28250,-291.02,252,0.0,0.0,0.0,0.4685,0.5092,0.6294,0.0,0.0,0.0663,-0.4962,A,0.1,0.271,0.235,0.118,0.037
140,28490,-292.0,240,0.0,0.0,0.0,0.4922,0.5242,0.6069,0.0,0.0,0.0655,-0.544,A,0.1167,0.271,0.236,0.118,0.037
141,28767,-296.72,277,0.0,0.0,0.0,0.4429,0.568,0.9069,0.0,0.0,0.1109,-0.5994,A,0.0686,0.272,0.236,0.118,0.037
142,29000,-247.46,233,0.0,0.0,0.0,0.4931,0.4774,0.6634,0.0,0.0,0.0938,-0.4446,A,0.1115,0.272,0.236,0.118,0.037
143,29121,-120.87,121,0.0,0.0,0.0,0.4617,0.5082,0.6723,0.0,0.0,0.2192,-0.4716,A,0.0748,0.273,0.236,0.118,0.037
144,29349,-109.55,228,37.7,0.7806,0.1343,0.5408,0.4872,0.6332,0.06,0.2392,0.1187,-0.5047,A,0.0977,0.273,0.237,0.118,0.037
145,29585,-227.2,236,0.0,0.0,0.0,0.5661,0.4226,0.7084,0.0,0.0,0.115,-0.3896,A,0.0956,0.274,0.237,0.118,0.037
146,29660,-33.8,75,61.3,0.7567,0.0541,0.4841,0.471,0.4542,0.4248,0.1656,0.2044,-0.443,A,0.085,0.274,0.237,0.119,0.037
147,29753,40.16,93,95.7,0.7926,0.1052,0.4666,0.41,0.6675,0.2635,0.473,0.1698,-0.3501,A,0.0976,0.274,0.237,0.119,0.037
148,29880,-126.43,127,0.0,0.0,0.0,0.4974,0.449,0.6556,0.0,0.0,0.1565,-0.4011,A,0.0992,0.275,0.237,0.119,0.037
149,30144,-294.53,264,3.8,1.1209,0.0144,0.4606,0.5855,0.8811,0.0002,0.0055,0.0753,-0.6361,A,0.0821,0.275,0.238,0.119,0.038
150,30479,-382.89,335,0.0,0.0,0.0,0.4988,0.5106,0.6204,0.0,0.0,0.0844,-0.5077,A,0.0866,0.276,0.238,0.119,0.038
151,30962,91.9,483,52.4,0.6324,0.1047,0.4292,0.5455,0.8698,0.412,0.2456,0.1939,-0.552,A,0.0964,0.277,0.239,0.119,0.038
152,31216,-264.9,254,0.0,0.0,0.0,0.493,0.5257,0.8805,0.0,0.0,0.0948,-0.5386,A,0.0984,0.278,0.239,0.12,0.038
153,31568,164.8,352,60.2,0.564,0.0627,0.5037,0.5281,0.8208,0.7552,0.1974,0.1843,-0.5475,A,0.0949,0.279,0.239,0.12,0.038
154,31813,-14.31,245,62.4,0.7909,0.0753,0.6251,0.3918,0.6471,0.1939,0.2236,0.139,-0.4001,A,0.1066,0.28,0.24,0.12,0.038
155,32060,-196.91,247,29.1,0.8373,0.0968,0.5214,0.5329,0.6367,0.0274,0.1343,0.085,-0.5621,A,0.0987,0.28,0.24,0.12,0.038
156,32321,-158.92,261,39.1,0.9797,0.051,0.5099,0.5402,0.8202,0.0117,0.102,0.1084,-0.5828,A,0.0792,0.281,0.24,0.12,0.038
157,32667,-269.02,346,26.6,1.0183,0.0557,0.5983,0.4858,0.6919,0.0046,0.0782,0.084,-0.522,A,0.1071,0.282,0.241,0.12,0.038
158,33067,-442.93,400,0.0,0.0,0.0,0.5068,0.563,0.8917,0.0,0.0,0.0838,-0.612,A,0.1142,0.283,0.241,0.121,0.038
159,33440,-379.56,373,0.0,0.0,0.0,0.4827,0.5401,0.939,0.0,0.0,0.095,-0.5553,A,0.0912,0.284,0.242,0.121,0.038
160,33917,108.78,477,46.1,0.5472,0.0664,0.4865,0.5225,0.8383,0.6006,0.1557,0.1909,-0.5387,A,0.107,0.285,0.242,0.121,0.038
161,34467,-563.64,550,1.8,0.9497,0.0035,0.5238,0.5044,0.8231,0.0003,0.0022,0.0742,-0.5125,A,0.1214,0.286,0.243,0.122,0.039
162,34883,-468.1,416,0.2,1.1088,0.0088,0.4943,0.5214,0.7498,0.0,0.0003,0.0583,-0.5368,A,0.0887,0.287,0.244,0.122,0.039
163,35338,-481.98,455,0.0,0.0,0.0,0.547,0.4807,0.7806,0.0,0.0,0.06,-0.4876,A,0.0818,0.288,0.244,0.122,0.039
164,35639,-299.39,301,1.0,0.854,0.0169,0.5495,0.4542,0.7704,0.0007,0.0015,0.0837,-0.4403,A,0.108,0.289,0.245,0.122,0.039
165,36328,-614.36,689,0.0,0.0,0.0,0.4458,0.5394,0.8891,0.0,0.0,0.2261,-0.5479,A,0.1153,0.291,0.245,0.123,0.039
166,36924,-552.27,596,0.2,0.785,0.0283,0.4871,0.5321,0.8987,0.0002,0.0003,0.1963,-0.5571,A,0.1151,0.292,0.246,0.123,0.039
167,37521,-443.36,597,0.0,0.0,0.0,0.3952,0.5341,0.9431,0.0,0.0,0.3179,-0.5153,A,0.1156,0.294,0.247,0.123,0.039
