episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,mean_action_jerk,r_stability,r_centering,r_scale,r_vel_damp,r_smooth,phase,target_speed,target_offset,init_pos,init_vel,init_ang
391,259193,-36.27,1304,33.4,0.6306,0.1251,0.4561,0.5974,0.949,0.2711,0.1905,0.3779,-0.656,B,0.1942,0.624,0.449,0.262,0.087
392,259491,72.29,298,78.5,1.0166,0.0489,0.4534,0.5431,0.938,0.0207,0.202,0.3726,-0.5587,B,0.2074,0.624,0.45,0.262,0.087
393,260561,1417.24,1070,100.0,0.6851,0.0934,0.4123,0.5809,0.9702,0.7372,0.4231,0.3278,-0.6185,B,0.1647,0.626,0.45,0.263,0.088
394,261170,-351.29,609,14.3,0.9296,0.0342,0.4795,0.5327,0.8931,0.0376,0.0292,0.3529,-0.5485,B,0.1624,0.626,0.451,0.263,0.088
395,262037,488.21,867,58.7,0.6678,0.1251,0.4168,0.5819,0.9401,0.4483,0.3473,0.3418,-0.615,B,0.1392,0.628,0.452,0.264,0.088
396,262543,338.94,506,76.7,0.7926,0.0682,0.3906,0.5149,0.9551,0.274,0.2587,0.4029,-0.4859,B,0.147,0.628,0.452,0.264,0.088
397,264354,288.13,1811,47.0,0.7401,0.0917,0.4307,0.5841,0.9598,0.2576,0.2036,0.38,-0.6246,B,0.2006,0.63,0.454,0.265,0.088
398,264932,-499.82,578,0.0,0.0,0.0,0.4503,0.6044,0.9299,0.0,0.0,0.3486,-0.6609,B,0.182,0.631,0.454,0.266,0.089
399,266980,-394.55,2048,24.8,0.7697,0.0759,0.4227,0.579,0.9772,0.17,0.0921,0.4248,-0.6069,B,0.1727,0.634,0.456,0.267,0.089
400,267877,1211.19,897,93.2,0.7194,0.1187,0.4235,0.5697,0.9712,0.6404,0.5169,0.3899,-0.5907,B,0.211,0.635,0.457,0.267,0.089
401,269737,-550.02,1860,28.5,0.9099,0.0455,0.413,0.5975,0.9706,0.0789,0.0721,0.4263,-0.6388,B,0.2189,0.637,0.458,0.269,0.09
402,270141,389.1,404,88.9,0.8484,0.1039,0.4492,0.5867,0.9636,0.4133,0.4419,0.3911,-0.6311,B,0.1664,0.638,0.458,0.269,0.09
403,270583,-64.19,442,43.7,1.1104,0.0257,0.445,0.5251,0.937,0.0118,0.079,0.419,-0.5308,B,0.1964,0.638,0.459,0.269,0.09
404,273583,-1030.36,3000,20.6,0.9179,0.0877,0.404,0.5961,0.9851,0.0602,0.084,0.4502,-0.6366,B,0.2281,0.642,0.461,0.271,0.09
405,276547,1182.14,2964,57.6,0.8125,0.0941,0.3983,0.5675,0.9769,0.2238,0.2567,0.4404,-0.5829,B,0.1649,0.646,0.464,0.273,0.091
406,276668,110.97,121,100.0,0.8676,0.1206,0.424,0.5288,0.8954,0.0964,0.5526,0.4412,-0.515,B,0.1743,0.646,0.464,0.273,0.091
407,277305,271.25,637,66.9,0.8858,0.1067,0.4362,0.6122,0.9646,0.2375,0.3314,0.4138,-0.6817,B,0.1859,0.647,0.464,0.273,0.091
408,278269,34.41,964,39.3,0.8674,0.1056,0.4169,0.5701,0.9611,0.1635,0.1941,0.4328,-0.6043,B,0.1524,0.648,0.465,0.274,0.091
409,278802,291.93,533,80.1,0.7858,0.1295,0.4638,0.6023,0.9118,0.1782,0.4924,0.3365,-0.6676,B,0.1579,0.648,0.466,0.274,0.091
410,279178,-230.04,376,1.6,0.9001,0.0584,0.3723,0.5449,0.9655,0.0017,0.0048,0.454,-0.5381,B,0.2278,0.649,0.466,0.274,0.091
411,279288,-23.41,110,45.5,0.9867,0.0568,0.4866,0.54,0.9005,0.0102,0.134,0.4069,-0.5786,B,0.213,0.649,0.466,0.275,0.092
412,279968,-353.51,680,2.4,0.9104,0.1071,0.3459,0.5315,0.9821,0.0028,0.0123,0.4792,-0.503,B,0.2104,0.65,0.467,0.275,0.092
413,281210,179.12,1242,31.6,0.6356,0.1319,0.4205,0.5429,0.9373,0.3768,0.19,0.3761,-0.5435,B,0.2169,0.652,0.468,0.276,0.092
414,282237,-317.73,1027,24.1,0.9719,0.0476,0.3666,0.5645,0.9812,0.0086,0.0618,0.4724,-0.5643,B,0.1824,0.653,0.469,0.276,0.092
415,284459,460.69,2222,49.3,0.7876,0.0954,0.4102,0.5722,0.9752,0.1907,0.2212,0.412,-0.5904,B,0.1685,0.656,0.47,0.278,0.093
416,285255,-63.62,796,36.2,0.8608,0.0457,0.4043,0.5374,0.9636,0.1372,0.0878,0.3945,-0.5311,B,0.1999,0.657,0.471,0.278,0.093
417,285704,199.57,449,75.5,0.9037,0.0927,0.4242,0.5424,0.9582,0.0548,0.3356,0.3949,-0.5456,B,0.1591,0.657,0.471,0.279,0.093
418,288609,589.19,2905,40.9,0.6686,0.0917,0.403,0.5879,0.9825,0.3094,0.1789,0.4407,-0.6196,B,0.2349,0.661,0.474,0.28,0.093
419,288997,-242.45,388,0.0,0.0,0.0,0.387,0.5441,0.9593,0.0,0.0,0.455,-0.5337,B,0.2298,0.661,0.474,0.281,0.094
420,289539,-133.69,542,33.6,0.9317,0.0741,0.4015,0.5829,0.9652,0.0101,0.1181,0.4298,-0.6016,B,0.2357,0.662,0.475,0.281,0.094
421,290163,-137.41,624,34.3,0.9584,0.071,0.4028,0.5814,0.9667,0.01,0.1167,0.456,-0.603,B,0.1826,0.663,0.475,0.281,0.094
422,290259,0.37,96,71.9,1.1826,0.0132,0.5432,0.4491,0.8285,0.0008,0.1032,0.3185,-0.45,B,0.2315,0.663,0.475,0.281,0.094
423,290866,-51.15,607,46.1,0.982,0.0568,0.457,0.529,0.939,0.0125,0.131,0.3959,-0.5298,B,0.185,0.664,0.476,0.282,0.094
424,293077,32.96,2211,44.2,0.8928,0.0929,0.4124,0.5593,0.9683,0.0788,0.1963,0.3971,-0.5734,B,0.1613,0.666,0.478,0.283,0.094
425,293740,-293.12,663,18.7,0.9227,0.0465,0.3977,0.5726,0.9685,0.0093,0.0512,0.4421,-0.5886,B,0.1758,0.667,0.478,0.284,0.095
426,294091,556.13,351,72.9,0.4944,0.0739,0.4112,0.5256,0.9531,1.2115,0.2628,0.4565,-0.5106,B,0.196,0.668,0.478,0.284,0.095
427,294816,-482.07,725,0.8,0.972,0.0037,0.3852,0.5942,0.9785,0.0001,0.001,0.4756,-0.6253,B,0.2022,0.669,0.479,0.284,0.095
428,295361,536.54,545,74.9,0.6677,0.1574,0.4472,0.5599,0.964,0.5396,0.4927,0.3404,-0.5807,B,0.2185,0.669,0.479,0.285,0.095
429,297088,287.07,1727,37.0,0.6971,0.0886,0.4016,0.5415,0.9811,0.2631,0.1568,0.4458,-0.5495,B,0.1843,0.671,0.481,0.286,0.095
430,298631,-997.54,1543,0.8,1.071,0.0125,0.3775,0.593,0.9885,0.0001,0.0012,0.4763,-0.6202,B,0.2272,0.673,0.482,0.287,0.096
431,299020,221.01,389,56.0,0.5751,0.0908,0.3994,0.5921,0.9637,0.5111,0.2376,0.4397,-0.6275,B,0.1982,0.674,0.483,0.287,0.096
432,299516,-140.4,496,26.4,1.1539,0.0357,0.3859,0.511,0.9601,0.0005,0.0549,0.4233,-0.4854,B,0.2212,0.674,0.483,0.287,0.096
433,302516,-1861.27,3000,5.0,0.9616,0.0745,0.3915,0.5952,0.9839,0.0065,0.0184,0.4446,-0.6326,B,0.1799,0.678,0.485,0.289,0.096
434,302960,-254.43,444,0.0,0.0,0.0,0.379,0.5331,0.9733,0.0,0.0,0.4742,-0.5114,B,0.2022,0.679,0.486,0.289,0.096
435,302996,-34.2,36,11.1,0.8952,0.0674,0.6092,0.5119,0.7156,0.0085,0.0354,0.4145,-0.5565,B,0.181,0.679,0.486,0.289,0.096
436,303020,-25.58,24,0.0,0.0,0.0,0.6374,0.3787,0.5384,0.0,0.0,0.4325,-0.3508,B,0.1698,0.679,0.486,0.289,0.096
437,303144,-59.86,124,22.6,1.026,0.0511,0.5367,0.4833,0.8659,0.002,0.06,0.3638,-0.4857,B,0.2088,0.679,0.486,0.289,0.096
438,303192,42.91,48,97.9,0.6963,0.1351,0.5824,0.4541,0.7864,0.483,0.6224,0.3599,-0.4367,B,0.2148,0.679,0.486,0.289,0.096
439,303418,-179.17,226,0.0,0.0,0.0,0.4396,0.5031,0.9195,0.0,0.0,0.2871,-0.4954,B,0.1863,0.679,0.486,0.29,0.097
440,304003,-108.21,585,28.0,1.0585,0.0923,0.381,0.541,0.9766,0.0034,0.1269,0.4637,-0.5292,B,0.2348,0.68,0.487,0.29,0.097
441,304124,67.53,121,89.3,1.0069,0.0751,0.4412,0.4885,0.9097,0.0363,0.3307,0.3801,-0.449,B,0.2148,0.68,0.487,0.29,0.097
442,304204,-70.54,80,0.0,0.0,0.0,0.5054,0.5749,0.8728,0.0,0.0,0.4418,-0.6349,B,0.2169,0.68,0.487,0.29,0.097
443,304607,-220.13,403,17.6,1.1275,0.0321,0.4265,0.6292,0.9652,0.0014,0.0351,0.4714,-0.6885,B,0.2049,0.681,0.487,0.29,0.097
444,304689,42.61,82,100.0,1.0215,0.0625,0.5756,0.4251,0.8241,0.0255,0.3072,0.3807,-0.3847,B,0.2333,0.681,0.487,0.29,0.097
445,304714,-21.32,25,16.0,0.5957,0.0618,0.6135,0.3847,0.5891,0.1641,0.0474,0.4432,-0.3523,B,0.2333,0.681,0.487,0.29,0.097
446,305995,-383.92,1281,27.2,1.0469,0.0455,0.3863,0.5453,0.974,0.0032,0.0671,0.4216,-0.5423,B,0.173,0.682,0.488,0.291,0.097
447,306021,-6.49,26,65.4,0.9921,0.0651,0.6556,0.3832,0.5828,0.0077,0.2047,0.3812,-0.3844,B,0.1794,0.683,0.488,0.291,0.097
448,306782,-495.99,761,0.0,0.0,0.0,0.3779,0.5877,0.978,0.0,0.0,0.4772,-0.6048,B,0.2149,0.683,0.489,0.292,0.097
449,306853,-55.33,71,0.0,0.0,0.0,0.4827,0.5247,0.8247,0.0,0.0,0.4642,-0.515,B,0.2123,0.684,0.489,0.292,0.097
450,307016,134.59,163,98.8,0.8099,0.1082,0.4617,0.5301,0.9087,0.0927,0.5052,0.4225,-0.5268,B,0.1868,0.684,0.489,0.292,0.097
451,307525,570.58,509,61.7,0.5227,0.0393,0.4137,0.5581,0.9473,1.0481,0.1334,0.4246,-0.5599,B,0.2263,0.684,0.49,0.292,0.097
452,307857,440.67,332,73.8,0.6105,0.1052,0.4378,0.5424,0.938,0.9882,0.3405,0.4201,-0.5536,B,0.1897,0.685,0.49,0.292,0.097
453,307880,-23.52,23,0.0,0.0,0.0,0.7495,0.297,0.5225,0.0,0.0,0.44,-0.289,B,0.1719,0.685,0.49,0.292,0.097
454,309318,-448.68,1438,27.6,0.8488,0.067,0.4055,0.5918,0.9804,0.0276,0.0939,0.4269,-0.62,B,0.1801,0.687,0.491,0.293,0.098
455,310142,99.88,824,40.7,0.823,0.1073,0.4242,0.5435,0.9515,0.204,0.2103,0.4084,-0.5487,B,0.1946,0.688,0.492,0.294,0.098
456,310822,-486.64,680,0.0,0.0,0.0,0.3982,0.6157,0.9764,0.0,0.0,0.4773,-0.6664,B,0.2244,0.689,0.492,0.294,0.098
457,310861,-12.67,39,59.0,1.0436,0.0541,0.5937,0.4625,0.6252,0.0264,0.169,0.3961,-0.4699,B,0.2414,0.689,0.492,0.294,0.098
458,311452,-100.95,591,29.9,0.844,0.1075,0.398,0.5622,0.9703,0.0227,0.1523,0.4605,-0.5721,B,0.227,0.689,0.493,0.295,0.098
459,312203,123.43,751,47.9,0.8039,0.1097,0.4445,0.5457,0.95,0.1413,0.2467,0.4258,-0.5605,B,0.1604,0.69,0.493,0.295,0.098
460,312218,-22.45,15,0.0,0.0,0.0,0.7881,0.3545,0.4586,0.0,0.0,0.3394,-0.3987,B,0.158,0.69,0.494,0.295,0.098
461,312292,33.84,74,83.8,0.956,0.1014,0.4895,0.526,0.853,0.0491,0.4031,0.4126,-0.5258,B,0.1802,0.69,0.494,0.295,0.098
462,312453,-93.85,161,13.0,0.8157,0.0898,0.4174,0.545,0.8893,0.0124,0.0577,0.3997,-0.5432,B,0.1527,0.691,0.494,0.295,0.098
463,313327,-161.89,874,28.9,0.7289,0.0567,0.3981,0.596,0.9809,0.1369,0.0838,0.46,-0.6339,B,0.1742,0.692,0.494,0.296,0.099
464,313351,-19.27,24,20.8,0.6726,0.0684,0.7128,0.3129,0.5394,0.0869,0.0676,0.3988,-0.2633,B,0.2159,0.692,0.494,0.296,0.099
465,313390,-26.72,39,23.1,0.6479,0.1096,0.5892,0.4413,0.6963,0.1876,0.1202,0.4036,-0.4211,B,0.1592,0.692,0.494,0.296,0.099
466,313413,-29.41,23,0.0,0.0,0.0,0.727,0.3801,0.4074,0.0,0.0,0.3657,-0.4135,B,0.202,0.692,0.495,0.296,0.099
467,314246,-277.18,833,23.8,0.9009,0.0514,0.4032,0.5803,0.9598,0.0644,0.0634,0.4464,-0.6066,B,0.2053,0.693,0.495,0.296,0.099
468,314265,-20.34,19,10.5,1.1908,0.0068,0.6621,0.3952,0.5162,0.0001,0.0135,0.4578,-0.3784,B,0.1749,0.693,0.495,0.296,0.099
469,314674,-297.33,409,0.0,0.0,0.0,0.4207,0.6073,0.9723,0.0,0.0,0.4704,-0.659,B,0.1609,0.693,0.496,0.297,0.099
470,315047,-226.53,373,0.0,0.0,0.0,0.3829,0.5532,0.967,0.0,0.0,0.4878,-0.5518,B,0.2095,0.694,0.496,0.297,0.099
471,315074,-31.02,27,0.0,0.0,0.0,0.6569,0.4906,0.5619,0.0,0.0,0.4455,-0.5051,B,0.1879,0.694,0.496,0.297,0.099
472,315090,-21.56,16,0.0,0.0,0.0,0.6676,0.3489,0.4574,0.0,0.0,0.4062,-0.3576,B,0.236,0.694,0.496,0.297,0.099
473,315116,-19.66,26,15.4,0.5627,0.0718,0.7793,0.2729,0.6331,0.1845,0.0524,0.4088,-0.2517,B,0.172,0.694,0.496,0.297,0.099
474,317664,-251.05,2548,30.7,0.7891,0.1101,0.4116,0.559,0.9773,0.097,0.1539,0.449,-0.5812,B,0.2278,0.697,0.498,0.299,0.1
475,318424,76.91,760,33.6,0.7228,0.1349,0.4274,0.5919,0.9714,0.2527,0.2094,0.4674,-0.6296,B,0.2129,0.698,0.499,0.299,0.1
476,319403,499.83,979,70.1,0.8018,0.0849,0.4172,0.584,0.968,0.283,0.2899,0.3861,-0.6141,B,0.2238,0.699,0.499,0.3,0.1
477,319422,-23.92,19,0.0,0.0,0.0,0.679,0.3875,0.5053,0.0,0.0,0.3951,-0.3804,B,0.2418,0.699,0.5,0.3,0.1
478,321081,350.76,1659,38.9,0.684,0.092,0.4187,0.5609,0.9731,0.3395,0.1746,0.4109,-0.579,C,0.1935,0.707,0.504,0.304,0.101
479,321116,-30.15,35,34.3,1.1434,0.0072,0.7027,0.4707,0.626,0.0013,0.0443,0.3557,-0.6257,C,0.2089,0.707,0.504,0.304,0.101
480,321406,229.64,290,91.7,0.8402,0.1348,0.4345,0.5462,0.891,0.1011,0.5724,0.3657,-0.5542,C,0.1645,0.709,0.505,0.305,0.101
481,321787,129.0,381,62.5,0.8206,0.1207,0.4456,0.56,0.939,0.1488,0.3556,0.3636,-0.588,C,0.2011,0.711,0.507,0.307,0.101
482,321811,15.76,24,95.8,0.6907,0.1978,0.5565,0.4293,0.5393,0.3668,0.7878,0.4431,-0.3686,C,0.1993,0.711,0.507,0.307,0.101
483,321910,36.43,99,89.9,0.9508,0.0449,0.4566,0.4666,0.8174,0.0202,0.2256,0.3603,-0.4205,C,0.2073,0.712,0.507,0.307,0.101
484,321946,-35.41,36,0.0,0.0,0.0,0.539,0.4516,0.6146,0.0,0.0,0.4083,-0.4215,C,0.2063,0.712,0.507,0.307,0.101
485,321963,-14.87,17,35.3,0.9776,0.0482,0.7715,0.2965,0.3761,0.0109,0.0872,0.438,-0.2697,C,0.2314,0.712,0.507,0.307,0.101
486,321998,-39.23,35,0.0,0.0,0.0,0.6128,0.4028,0.4624,0.0,0.0,0.2858,-0.3523,C,0.1757,0.712,0.507,0.307,0.101
487,322029,7.18,31,90.3,0.9124,0.0801,0.6204,0.3991,0.5942,0.0577,0.3444,0.4029,-0.3616,C,0.1991,0.713,0.508,0.308,0.101
488,322133,-64.98,104,5.8,1.0076,0.0425,0.463,0.4911,0.8716,0.0006,0.0136,0.4409,-0.4644,C,0.2469,0.713,0.508,0.308,0.101
489,322149,-21.49,16,0.0,0.0,0.0,0.7188,0.3757,0.4519,0.0,0.0,0.474,-0.4178,C,0.1839,0.713,0.508,0.308,0.101
490,322323,120.11,174,100.0,0.9412,0.0692,0.4261,0.5528,0.9348,0.0634,0.3384,0.4752,-0.5636,C,0.2086,0.714,0.509,0.309,0.101
491,322394,55.44,71,100.0,0.8649,0.1056,0.552,0.442,0.8292,0.1354,0.4932,0.4652,-0.4134,C,0.168,0.715,0.509,0.309,0.101
492,322415,-14.33,21,33.3,0.6173,0.0946,0.5949,0.3597,0.5364,0.3952,0.152,0.4418,-0.2706,C,0.2087,0.715,0.509,0.309,0.102
493,322457,-38.21,42,0.0,0.0,0.0,0.5635,0.4515,0.654,0.0,0.0,0.4265,-0.4251,C,0.2224,0.715,0.509,0.309,0.102
494,322535,-49.14,78,10.3,0.6954,0.1072,0.4438,0.4736,0.8334,0.0605,0.0526,0.4197,-0.4441,C,0.2344,0.716,0.509,0.309,0.102
495,322554,-25.29,19,0.0,0.0,0.0,0.6253,0.4081,0.4034,0.0,0.0,0.3657,-0.372,C,0.1888,0.716,0.51,0.31,0.102
496,322588,-6.28,34,55.9,0.9437,0.0281,0.6773,0.3677,0.7193,0.0114,0.103,0.4502,-0.3772,C,0.2042,0.716,0.51,0.31,0.102
497,322605,-19.39,17,0.0,0.0,0.0,0.6734,0.3137,0.429,0.0,0.0,0.4829,-0.2497,C,0.2487,0.716,0.51,0.31,0.102
498,322626,-28.02,21,4.8,1.068,0.0029,0.7215,0.3877,0.4237,0.0002,0.0057,0.3242,-0.4477,C,0.2113,0.716,0.51,0.31,0.102
499,322643,-20.47,17,0.0,0.0,0.0,0.7407,0.2739,0.3622,0.0,0.0,0.3867,-0.1839,C,0.2374,0.716,0.51,0.31,0.102
500,322661,-23.82,18,0.0,0.0,0.0,0.78,0.307,0.2951,0.0,0.0,0.3711,-0.2863,C,0.1814,0.717,0.51,0.31,0.102
501,322682,-22.61,21,0.0,0.0,0.0,0.7159,0.3402,0.4268,0.0,0.0,0.471,-0.285,C,0.2225,0.717,0.51,0.31,0.102
502,322820,183.8,138,85.5,0.6389,0.1603,0.5422,0.4457,0.8393,0.703,0.6387,0.3315,-0.4293,C,0.2389,0.718,0.511,0.311,0.102
503,322922,-62.04,102,0.0,0.0,0.0,0.4327,0.4229,0.8532,0.0,0.0,0.4246,-0.3615,C,0.2281,0.718,0.511,0.311,0.102
504,323172,175.45,250,99.6,0.996,0.0877,0.4461,0.5696,0.9412,0.0243,0.4191,0.4428,-0.5929,C,0.2132,0.72,0.512,0.312,0.102
505,323202,-6.43,30,83.3,1.1186,0.0275,0.5944,0.4962,0.6387,0.0026,0.1524,0.359,-0.5214,C,0.2425,0.72,0.512,0.312,0.102
506,323221,-12.88,19,52.6,0.7655,0.1014,0.7021,0.3428,0.3244,0.3715,0.2587,0.4406,-0.3033,C,0.1785,0.72,0.512,0.312,0.102
507,323239,-19.65,18,5.6,1.1626,0.0049,0.6995,0.3355,0.4834,0.0001,0.0069,0.4713,-0.3049,C,0.1687,0.72,0.512,0.312,0.102
508,323305,19.04,66,90.9,0.8352,0.0556,0.5277,0.5071,0.8125,0.0678,0.2546,0.3266,-0.4991,C,0.181,0.721,0.512,0.312,0.102
509,323974,-82.66,669,30.3,0.7313,0.178,0.4585,0.5883,0.9442,0.1509,0.2162,0.4168,-0.6498,C,0.2176,0.725,0.515,0.315,0.102
510,324292,373.32,318,85.8,0.7285,0.1196,0.4371,0.5088,0.8916,0.5924,0.486,0.3455,-0.5071,C,0.1959,0.727,0.516,0.316,0.103
511,324541,247.68,249,88.0,0.8167,0.1326,0.5023,0.5488,0.9166,0.416,0.5427,0.3745,-0.5852,C,0.2083,0.728,0.517,0.317,0.103
512,325210,113.51,669,33.3,0.5623,0.1077,0.4084,0.5784,0.9588,0.3768,0.1645,0.4404,-0.6023,C,0.2388,0.733,0.52,0.32,0.103
513,325301,21.2,91,83.5,0.9518,0.0534,0.4845,0.5726,0.8651,0.0217,0.2401,0.4263,-0.6078,C,0.1985,0.733,0.52,0.32,0.103
514,325323,-23.67,22,0.0,0.0,0.0,0.7822,0.3108,0.5365,0.0,0.0,0.4794,-0.3691,C,0.222,0.733,0.52,0.32,0.103
515,325457,-103.59,134,0.0,0.0,0.0,0.4207,0.4984,0.8641,0.0,0.0,0.3333,-0.4638,C,0.2499,0.734,0.52,0.32,0.103
516,325709,-161.87,252,0.0,0.0,0.0,0.4101,0.5411,0.9353,0.0,0.0,0.4596,-0.5299,C,0.2319,0.736,0.521,0.321,0.104
517,325743,7.14,34,79.4,0.9925,0.0507,0.7524,0.3051,0.6647,0.0222,0.2085,0.4562,-0.2963,C,0.2235,0.736,0.522,0.322,0.104
518,325763,-21.49,20,0.0,0.0,0.0,0.81,0.2763,0.4971,0.0,0.0,0.4701,-0.2929,C,0.2042,0.736,0.522,0.322,0.104
519,325956,214.78,193,99.0,0.7991,0.1642,0.4607,0.5616,0.9301,0.2057,0.7311,0.4276,-0.6035,C,0.2305,0.737,0.522,0.322,0.104
520,326159,244.79,203,99.5,0.6911,0.1448,0.4647,0.5222,0.8903,0.3809,0.6305,0.3989,-0.5211,C,0.21,0.738,0.523,0.323,0.104
521,326497,66.83,338,44.7,0.7429,0.1361,0.4572,0.489,0.9272,0.1631,0.2761,0.3713,-0.4674,C,0.1885,0.741,0.524,0.324,0.104
522,326668,446.33,171,97.7,0.3657,0.1074,0.4451,0.5039,0.8844,1.9445,0.4635,0.4201,-0.4712,C,0.2231,0.742,0.525,0.325,0.104
523,326682,-18.67,14,0.0,0.0,0.0,0.757,0.2686,0.3754,0.0,0.0,0.4088,-0.2158,C,0.2299,0.742,0.525,0.325,0.104
524,326697,-19.97,15,0.0,0.0,0.0,0.7126,0.3321,0.365,0.0,0.0,0.4476,-0.2949,C,0.1666,0.742,0.525,0.325,0.104
525,326720,-20.86,23,21.7,0.8347,0.0531,0.6944,0.3606,0.3771,0.0391,0.0582,0.456,-0.3345,C,0.2488,0.742,0.525,0.325,0.104
526,326929,249.71,209,98.1,0.6886,0.1461,0.4602,0.5326,0.9121,0.4581,0.6476,0.2758,-0.5367,C,0.2404,0.743,0.526,0.326,0.104
527,327001,140.39,72,95.8,0.4724,0.1448,0.5154,0.4425,0.8328,1.2717,0.5774,0.3615,-0.4016,C,0.2142,0.744,0.526,0.326,0.104
528,327084,43.34,83,90.4,0.8581,0.111,0.4739,0.5474,0.8188,0.0657,0.4713,0.3921,-0.5671,C,0.1762,0.744,0.527,0.327,0.104
529,327100,-20.78,16,0.0,0.0,0.0,0.7463,0.2484,0.3106,0.0,0.0,0.3486,-0.1779,C,0.2386,0.744,0.527,0.327,0.104
530,327150,16.86,50,90.0,0.965,0.055,0.7472,0.3348,0.7813,0.2467,0.268,0.4008,-0.3396,C,0.2011,0.745,0.527,0.327,0.104
531,327320,47.86,170,97.6,1.0547,0.0524,0.4798,0.661,0.9113,0.0138,0.2575,0.4257,-0.7736,C,0.2135,0.746,0.527,0.327,0.105
532,327336,-6.8,16,75.0,1.04,0.054,0.677,0.3347,0.4134,0.0148,0.208,0.4443,-0.2735,C,0.1919,0.746,0.527,0.327,0.105
533,327354,-20.96,18,0.0,0.0,0.0,0.6822,0.3516,0.4867,0.0,0.0,0.4672,-0.3196,C,0.1852,0.746,0.528,0.328,0.105
534,327380,-29.3,26,0.0,0.0,0.0,0.6359,0.3499,0.4264,0.0,0.0,0.3625,-0.3178,C,0.1716,0.746,0.528,0.328,0.105
535,327446,-58.32,66,0.0,0.0,0.0,0.5325,0.411,0.6269,0.0,0.0,0.2958,-0.3414,C,0.1932,0.747,0.528,0.328,0.105
536,327510,19.43,64,79.7,0.894,0.0769,0.4857,0.485,0.7884,0.1084,0.2946,0.3596,-0.4651,C,0.159,0.747,0.528,0.328,0.105
537,327542,-29.59,32,0.0,0.0,0.0,0.5683,0.3978,0.6101,0.0,0.0,0.4537,-0.3708,C,0.2327,0.747,0.528,0.328,0.105
538,327593,-45.91,51,0.0,0.0,0.0,0.5224,0.3937,0.6673,0.0,0.0,0.2908,-0.3285,C,0.1799,0.747,0.528,0.328,0.105
539,327612,-22.89,19,5.3,1.0559,0.0098,0.663,0.3168,0.3723,0.0003,0.0071,0.3696,-0.287,C,0.2326,0.748,0.529,0.329,0.105
540,327629,-15.89,17,29.4,1.0166,0.0373,0.7772,0.2772,0.3758,0.0034,0.064,0.423,-0.2527,C,0.2498,0.748,0.529,0.329,0.105
541,327818,261.08,189,99.5,0.7779,0.1302,0.469,0.6168,0.9241,0.8438,0.5592,0.3623,-0.69,C,0.2375,0.749,0.529,0.329,0.105
542,327837,-22.32,19,0.0,0.0,0.0,0.6675,0.3741,0.5405,0.0,0.0,0.4327,-0.3513,C,0.225,0.749,0.529,0.329,0.105
543,327864,-28.72,27,0.0,0.0,0.0,0.5872,0.3538,0.4731,0.0,0.0,0.3497,-0.2796,C,0.2139,0.749,0.529,0.329,0.105
544,327881,-15.08,17,23.5,0.9627,0.0388,0.7388,0.2928,0.4016,0.0067,0.0523,0.4731,-0.2092,C,0.2014,0.749,0.53,0.33,0.105
545,327946,49.75,65,100.0,0.8784,0.1107,0.5891,0.38,0.8319,0.1387,0.5168,0.4005,-0.3256,C,0.2262,0.75,0.53,0.33,0.105
546,327980,-20.55,34,26.5,0.6953,0.1441,0.5356,0.4599,0.6562,0.1449,0.1804,0.4802,-0.4193,C,0.2066,0.75,0.53,0.33,0.105
547,327997,-20.77,17,11.8,0.7569,0.0635,0.7468,0.3079,0.4019,0.0253,0.0353,0.3559,-0.3084,C,0.2383,0.75,0.53,0.33,0.105
548,328260,278.1,263,93.9,0.8459,0.1478,0.446,0.5033,0.9431,0.232,0.5621,0.4046,-0.5,C,0.2194,0.752,0.531,0.331,0.105
549,328283,-25.37,23,0.0,0.0,0.0,0.6228,0.3579,0.436,0.0,0.0,0.4028,-0.289,C,0.2035,0.752,0.531,0.331,0.105
550,328302,-24.49,19,0.0,0.0,0.0,0.6739,0.4032,0.5071,0.0,0.0,0.3862,-0.4026,C,0.1756,0.752,0.531,0.331,0.105
551,328480,378.86,178,98.3,0.4766,0.1001,0.4167,0.4871,0.9297,1.3129,0.459,0.4521,-0.4484,C,0.1589,0.753,0.532,0.332,0.105
552,328687,156.11,207,87.4,0.8241,0.1311,0.4916,0.5621,0.9167,0.108,0.5251,0.4468,-0.5939,C,0.1771,0.754,0.533,0.333,0.105
553,328739,-41.71,52,0.0,0.0,0.0,0.5389,0.4566,0.7646,0.0,0.0,0.4351,-0.4272,C,0.2227,0.755,0.533,0.333,0.105
554,328755,-15.12,16,37.5,0.8494,0.0861,0.7427,0.3111,0.3559,0.0638,0.1524,0.4151,-0.2955,C,0.2139,0.755,0.533,0.333,0.105
555,328789,-21.8,34,20.6,1.0326,0.035,0.6293,0.4207,0.6716,0.0029,0.0418,0.4727,-0.3683,C,0.2403,0.755,0.533,0.333,0.105
556,328819,-20.19,30,40.0,0.7503,0.0827,0.6077,0.4092,0.4836,0.3397,0.159,0.3603,-0.3741,C,0.1766,0.755,0.533,0.333,0.106
557,328843,-29.5,24,0.0,0.0,0.0,0.6394,0.4061,0.3557,0.0,0.0,0.4011,-0.3916,C,0.1853,0.755,0.533,0.333,0.106
