episode,timestep,reward,steps,visibility_pct,survived,mean_action_mag,mean_action_jerk,r_track_sum,r_alive_sum,r_jerk_sum,term_reason
65,5970,24.21,101,84.2,0,0.5135,0.7135,14.108,10.1,0.0,
66,6030,-4.36,60,56.7,0,0.5301,0.7185,-10.358,6.0,0.0,
67,6127,-35.55,97,42.3,0,0.5472,0.707,-43.248,9.7,0.0,altitude_low
68,6245,-63.77,118,28.8,0,0.5208,0.6811,-73.574,11.8,0.0,altitude_low
69,6366,-14.79,121,60.3,0,0.5382,0.6694,-26.889,12.1,0.0,
70,6481,83.18,115,100.0,0,0.5029,0.64,73.683,11.5,0.0,altitude_low
71,6702,65.53,221,77.8,0,0.5332,0.6774,43.433,22.1,0.0,
72,6864,15.06,162,71.6,0,0.5487,0.6272,-1.14,16.2,0.0,
73,7032,110.85,168,100.0,0,0.5236,0.6239,96.048,16.8,0.0,altitude_low
74,7171,93.79,139,100.0,0,0.5236,0.6637,81.888,13.9,0.0,altitude_low
75,7402,203.6,231,100.0,0,0.5157,0.6428,180.497,23.1,0.0,
76,7572,134.48,170,100.0,0,0.493,0.665,119.478,17.0,0.0,altitude_low
77,7768,183.2,196,100.0,0,0.531,0.6462,165.602,19.6,0.0,altitude_high
78,7973,162.05,205,100.0,0,0.501,0.6507,141.549,20.5,0.0,
79,8201,197.03,228,100.0,0,0.5215,0.6451,174.229,22.8,0.0,
80,8417,202.99,216,100.0,0,0.5007,0.6083,183.388,21.6,0.0,altitude_low
81,8652,192.17,235,100.0,0,0.4968,0.6109,168.667,23.5,0.0,
82,8864,167.55,212,100.0,0,0.5169,0.6469,148.35,21.2,0.0,altitude_high
83,9048,136.37,184,100.0,0,0.4977,0.6809,117.969,18.4,0.0,
84,9247,169.2,199,100.0,0,0.5289,0.6406,149.302,19.9,0.0,
85,9517,137.33,270,97.8,0,0.5259,0.6976,110.335,27.0,0.0,
86,9720,135.54,203,100.0,0,0.5162,0.7071,115.244,20.3,0.0,
87,9960,195.93,240,100.0,0,0.5326,0.6785,171.931,24.0,0.0,
88,10189,175.18,229,99.6,0,0.5021,0.6432,152.275,22.9,0.0,
89,10368,140.53,179,100.0,0,0.5398,0.6948,122.626,17.9,0.0,
90,10580,178.12,212,100.0,0,0.5359,0.6705,158.924,21.2,0.0,altitude_low
91,10766,149.31,186,100.0,0,0.6042,0.6629,132.715,18.6,0.0,altitude_high
92,10977,190.73,211,100.0,0,0.5335,0.6412,171.626,21.1,0.0,altitude_low
93,11167,177.99,190,100.0,0,0.5492,0.6625,158.991,19.0,0.0,
94,11303,79.09,136,100.0,0,0.4772,0.6099,67.491,13.6,0.0,altitude_low
95,11540,193.05,237,100.0,0,0.5349,0.6515,171.351,23.7,0.0,altitude_low
96,11734,92.82,194,100.0,0,0.4793,0.6274,75.418,19.4,0.0,altitude_low
97,11915,92.65,181,100.0,0,0.5253,0.599,74.553,18.1,0.0,
98,12052,79.35,137,100.0,0,0.4942,0.6836,67.652,13.7,0.0,altitude_low
99,12229,112.9,177,100.0,0,0.5298,0.6609,97.197,17.7,0.0,altitude_low
100,12395,101.2,166,100.0,0,0.5022,0.5887,86.596,16.6,0.0,altitude_low
101,12529,44.08,134,100.0,0,0.5393,0.5649,32.677,13.4,0.0,altitude_low
102,12670,32.2,141,100.0,0,0.4782,0.5316,20.102,14.1,0.0,altitude_low
103,12837,65.01,167,99.4,0,0.4806,0.5892,50.307,16.7,0.0,altitude_low
104,12977,52.64,140,100.0,0,0.4835,0.6327,40.641,14.0,0.0,altitude_low
105,13120,54.03,143,100.0,0,0.5285,0.6267,41.732,14.3,0.0,altitude_low
106,13347,144.43,227,100.0,0,0.4765,0.5719,121.728,22.7,0.0,
107,13554,91.59,207,100.0,0,0.4838,0.5804,70.889,20.7,0.0,
108,13776,-36.45,222,55.0,0,0.473,0.5636,-58.645,22.2,0.0,lost_target
109,14018,-38.03,242,58.7,0,0.4939,0.5259,-62.234,24.2,0.0,lost_target
110,14211,-23.65,193,58.5,0,0.4625,0.5549,-42.951,19.3,0.0,
111,14386,73.21,175,100.0,0,0.5247,0.493,55.709,17.5,0.0,
112,14558,66.45,172,100.0,0,0.54,0.5416,49.248,17.2,0.0,
113,14771,-49.39,213,53.1,0,0.5257,0.6045,-70.689,21.3,0.0,lost_target
114,14970,76.58,199,100.0,0,0.5166,0.5481,56.681,19.9,0.0,
115,15156,78.01,186,100.0,0,0.5135,0.5471,59.406,18.6,0.0,
116,15324,79.89,168,100.0,0,0.5328,0.5936,63.091,16.8,0.0,
117,15522,82.32,198,100.0,0,0.5088,0.5482,62.518,19.8,0.0,
118,15703,95.24,181,100.0,0,0.5148,0.5827,77.144,18.1,0.0,
119,15852,48.08,149,100.0,0,0.5249,0.6343,33.181,14.9,0.0,
120,16041,110.68,189,100.0,0,0.5186,0.5693,91.783,18.9,0.0,
121,16225,106.0,184,100.0,0,0.5377,0.5579,87.598,18.4,0.0,
122,16415,80.76,190,92.1,0,0.5875,0.5142,61.762,19.0,0.0,
123,16631,37.89,216,66.7,0,0.5932,0.4986,16.286,21.6,0.0,
124,16811,111.2,180,100.0,0,0.4894,0.5268,95.198,18.0,0.0,altitude_high
125,17085,170.44,274,96.0,0,0.4807,0.4924,143.035,27.4,0.0,
126,17345,19.92,260,68.5,0,0.4887,0.6009,-6.078,26.0,0.0,
127,17639,136.37,294,88.1,0,0.4867,0.5931,106.973,29.4,0.0,
128,17857,124.66,218,100.0,0,0.5066,0.5893,102.861,21.8,0.0,
129,18095,156.96,238,98.7,0,0.5076,0.5582,133.157,23.8,0.0,
130,18328,134.28,233,99.1,0,0.4653,0.6068,110.976,23.3,0.0,
131,18539,-9.12,211,52.6,0,0.4325,0.5869,-30.215,21.1,0.0,lost_target
132,18851,100.26,312,91.7,0,0.4861,0.6242,69.057,31.2,0.0,
133,19110,-7.11,259,62.2,0,0.4719,0.573,-33.006,25.9,0.0,
134,19364,49.85,254,61.0,0,0.4711,0.5663,24.449,25.4,0.0,
135,19553,4.45,189,72.5,0,0.5139,0.4837,-14.45,18.9,0.0,
136,19755,36.21,202,69.8,0,0.4483,0.5463,16.008,20.2,0.0,
137,19908,13.99,153,80.4,0,0.5024,0.5005,-1.314,15.3,0.0,
138,20248,180.37,340,93.2,0,0.4834,0.5934,146.372,34.0,0.0,
139,20391,-4.21,143,69.9,0,0.5291,0.5308,-18.514,14.3,0.0,
140,20560,20.38,169,75.7,0,0.4905,0.5603,3.48,16.9,0.0,
141,20758,-2.05,198,49.5,0,0.4028,0.5789,-21.852,19.8,0.0,lost_target
142,20930,-54.65,172,49.4,0,0.4805,0.5387,-71.848,17.2,0.0,
143,21071,1.76,141,71.6,0,0.5275,0.4757,-12.342,14.1,0.0,
144,21234,-40.39,163,52.1,0,0.4811,0.517,-56.686,16.3,0.0,
145,21410,-51.96,176,53.4,0,0.4699,0.4895,-69.557,17.6,0.0,
146,21572,-24.77,162,59.9,0,0.4963,0.5229,-40.971,16.2,0.0,
147,21756,-58.11,184,46.7,0,0.4634,0.56,-76.515,18.4,0.0,
148,21972,155.22,216,100.0,0,0.4718,0.6144,133.62,21.6,0.0,
149,22153,-43.84,181,53.6,0,0.4647,0.5449,-61.939,18.1,0.0,
150,22353,19.03,200,59.0,0,0.4206,0.5624,-0.971,20.0,0.0,
151,22592,11.1,239,58.2,0,0.4244,0.5724,-12.805,23.9,0.0,lost_target
152,22777,141.4,185,100.0,0,0.446,0.5842,122.905,18.5,0.0,
153,23063,91.18,286,69.6,0,0.4427,0.5347,62.584,28.6,0.0,
154,23264,-51.02,201,50.2,0,0.3958,0.5155,-71.123,20.1,0.0,lost_target
155,23486,3.84,222,55.0,0,0.4291,0.5654,-18.355,22.2,0.0,lost_target
156,23769,26.85,283,64.7,0,0.4076,0.5331,-1.446,28.3,0.0,lost_target
157,23998,1.58,229,56.3,0,0.4466,0.6117,-21.316,22.9,0.0,lost_target
158,24203,-27.03,205,51.2,0,0.4229,0.5653,-47.535,20.5,0.0,lost_target
159,24445,17.57,242,58.7,0,0.4256,0.5801,-6.631,24.2,0.0,lost_target
160,24725,155.0,280,83.6,0,0.461,0.5989,126.995,28.0,0.0,
161,25011,175.93,286,93.7,0,0.4511,0.6356,147.326,28.6,0.0,
162,25215,121.14,204,94.6,0,0.513,0.6086,100.737,20.4,0.0,
163,25433,11.41,218,54.1,0,0.4151,0.5858,-10.387,21.8,0.0,lost_target
164,25665,11.4,232,56.9,0,0.4397,0.5742,-11.795,23.2,0.0,lost_target
165,25897,138.94,232,100.0,0,0.4862,0.5928,115.743,23.2,0.0,
166,26095,-3.58,198,49.5,0,0.4462,0.6109,-23.383,19.8,0.0,lost_target
167,26312,133.54,217,93.5,0,0.4726,0.586,111.845,21.7,0.0,
168,26540,40.89,228,62.3,0,0.4793,0.5811,18.093,22.8,0.0,
169,26716,22.6,176,79.5,0,0.5317,0.5239,4.998,17.6,0.0,
170,26973,45.76,257,61.1,0,0.4496,0.5954,20.064,25.7,0.0,lost_target
171,27156,134.81,183,100.0,0,0.4783,0.5529,116.513,18.3,0.0,
172,27374,24.05,218,68.8,0,0.4636,0.5806,2.25,21.8,0.0,
173,27575,131.91,201,100.0,0,0.47,0.5823,111.81,20.1,0.0,
174,27818,-1.27,243,56.8,0,0.4467,0.5713,-25.573,24.3,0.0,lost_target
175,28002,121.14,184,100.0,0,0.4559,0.5481,102.739,18.4,0.0,
176,28258,52.56,256,60.9,0,0.4551,0.6194,26.958,25.6,0.0,lost_target
177,28429,49.56,171,100.0,0,0.5408,0.5174,32.461,17.1,0.0,
178,28660,24.53,231,78.8,0,0.5281,0.5174,1.433,23.1,0.0,
179,28874,65.82,214,79.9,0,0.4976,0.5583,44.419,21.4,0.0,
180,29110,22.9,236,69.5,0,0.453,0.5825,-0.697,23.6,0.0,
181,29330,-11.34,220,70.0,0,0.4755,0.5958,-33.341,22.0,0.0,
182,29556,41.27,226,81.0,0,0.4972,0.558,18.671,22.6,0.0,
183,29741,6.3,185,67.0,0,0.4846,0.5264,-12.196,18.5,0.0,
184,29946,-26.8,205,51.2,0,0.4825,0.5312,-47.301,20.5,0.0,lost_target
185,30212,29.14,266,79.3,0,0.5336,0.5271,2.538,26.6,0.0,
186,30412,-5.76,200,50.0,0,0.4603,0.5405,-25.763,20.0,0.0,lost_target
187,30642,-0.51,230,56.5,0,0.4829,0.5712,-23.511,23.0,0.0,lost_target
188,30832,163.38,190,99.5,0,0.4664,0.6365,144.382,19.0,0.0,
189,31053,-48.29,221,54.8,0,0.4916,0.5964,-70.392,22.1,0.0,lost_target
190,31295,31.98,242,58.7,0,0.4652,0.5947,7.777,24.2,0.0,lost_target
191,31517,-17.93,222,55.0,0,0.4805,0.5822,-40.13,22.2,0.0,lost_target
192,31736,0.4,219,54.3,0,0.513,0.5669,-21.495,21.9,0.0,lost_target
193,31989,47.86,253,60.5,0,0.4304,0.5828,22.558,25.3,0.0,lost_target
194,32212,190.15,223,100.0,0,0.4773,0.6316,169.846,22.3,0.0,altitude_low
195,32430,7.44,218,54.1,0,0.4997,0.5758,-14.356,21.8,0.0,lost_target
196,32711,80.16,281,80.8,0,0.4778,0.5436,52.062,28.1,0.0,
197,32944,154.32,233,100.0,0,0.498,0.5893,131.025,23.3,0.0,
198,33174,201.64,230,100.0,0,0.4715,0.6026,178.636,23.0,0.0,
199,33386,173.31,212,100.0,0,0.4771,0.6127,152.115,21.2,0.0,
200,33577,-12.02,191,47.6,0,0.4579,0.6414,-31.118,19.1,0.0,lost_target
201,33794,7.98,217,53.9,0,0.4445,0.6367,-13.724,21.7,0.0,lost_target
202,34012,188.33,218,100.0,0,0.4663,0.6091,166.53,21.8,0.0,
203,34270,176.64,258,100.0,0,0.4904,0.6046,150.842,25.8,0.0,
204,34562,6.25,292,61.0,0,0.4564,0.62,-22.949,29.2,0.0,lost_target
205,34808,38.02,246,59.3,0,0.4048,0.5659,13.422,24.6,0.0,lost_target
206,35044,18.74,236,57.6,0,0.4287,0.5922,-4.864,23.6,0.0,lost_target
207,35296,49.13,252,65.1,0,0.4118,0.5689,23.933,25.2,0.0,
208,35466,133.37,170,100.0,0,0.4664,0.5784,116.369,17.0,0.0,
209,35692,11.44,226,55.8,0,0.4257,0.5552,-11.163,22.6,0.0,lost_target
210,35936,-15.55,244,59.0,0,0.4512,0.6372,-39.95,24.4,0.0,lost_target
211,36242,64.96,306,67.3,0,0.4621,0.6533,34.358,30.6,0.0,lost_target
212,36472,12.56,230,56.5,0,0.4323,0.5859,-10.436,23.0,0.0,lost_target
213,36707,-5.05,235,57.4,0,0.4505,0.5962,-28.551,23.5,0.0,lost_target
214,36944,-23.49,237,57.8,0,0.4576,0.6317,-47.187,23.7,0.0,lost_target
215,37149,-5.96,205,51.2,0,0.438,0.5764,-26.459,20.5,0.0,lost_target
216,37332,62.37,183,95.6,0,0.5185,0.5395,44.071,18.3,0.0,
217,37537,-13.26,205,63.4,0,0.5211,0.4948,-33.756,20.5,0.0,
218,37765,31.67,228,60.5,0,0.4738,0.6082,8.867,22.8,0.0,
219,37967,-37.33,202,51.0,0,0.5223,0.5315,-57.53,20.2,0.0,
220,38138,124.59,171,100.0,0,0.479,0.5641,107.486,17.1,0.0,
221,38332,-36.32,194,48.5,0,0.4827,0.5956,-55.724,19.4,0.0,lost_target
222,38514,36.1,182,73.1,0,0.4743,0.5005,17.902,18.2,0.0,
223,38713,-35.18,199,49.7,0,0.4775,0.5253,-55.08,19.9,0.0,lost_target
224,38924,-33.21,211,52.6,0,0.4853,0.5997,-54.311,21.1,0.0,lost_target
225,39125,-7.7,201,50.2,0,0.4793,0.6176,-27.8,20.1,0.0,lost_target
226,39316,-46.06,191,47.6,0,0.4969,0.5378,-65.158,19.1,0.0,lost_target
227,39509,-43.67,193,48.2,0,0.4998,0.5402,-62.968,19.3,0.0,lost_target
228,39728,-6.47,219,54.3,0,0.4847,0.6404,-28.371,21.9,0.0,lost_target
229,39918,-24.9,190,47.4,0,0.5063,0.5645,-43.898,19.0,0.0,lost_target
230,40193,-21.79,275,60.0,0,0.4886,0.5878,-49.293,27.5,0.0,lost_target
231,40473,-105.87,280,44.6,0,0.5199,0.5735,-133.872,28.0,0.0,lost_target
232,40708,27.65,235,57.4,0,0.4927,0.5886,4.146,23.5,0.0,lost_target
233,41042,14.34,334,70.1,0,0.4811,0.5774,-19.064,33.4,0.0,lost_target
234,41278,-37.69,236,45.8,0,0.5191,0.5252,-61.29,23.6,0.0,lost_target
235,41462,-66.74,184,45.7,0,0.4878,0.6041,-85.141,18.4,0.0,lost_target
236,41792,61.53,330,69.7,0,0.4439,0.5631,28.529,33.0,0.0,lost_target
237,41983,-64.76,191,47.6,0,0.4919,0.5689,-83.858,19.1,0.0,lost_target
238,42325,76.77,342,70.8,0,0.4378,0.6124,42.573,34.2,0.0,lost_target
239,42659,50.24,334,70.1,0,0.4629,0.5891,16.839,33.4,0.0,lost_target
240,42953,25.3,294,66.0,0,0.4484,0.6261,-4.102,29.4,0.0,lost_target
241,43187,160.0,234,99.6,0,0.4684,0.5542,136.598,23.4,0.0,
242,43392,133.83,205,100.0,0,0.4789,0.5058,115.329,20.5,0.0,altitude_high
243,43569,160.3,177,100.0,0,0.5241,0.5117,144.597,17.7,0.0,altitude_high
244,43776,103.53,207,94.7,0,0.4784,0.5873,84.832,20.7,0.0,altitude_low
245,44039,-11.77,263,62.0,0,0.4597,0.6296,-38.073,26.3,0.0,lost_target
246,44471,245.78,432,100.0,0,0.4892,0.5826,202.583,43.2,0.0,
