episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,mean_action_jerk,r_stability,r_centering,r_scale,r_vel_damp,r_smooth,phase,target_speed,target_offset,init_pos,init_vel,init_ang
18,1516,-26.76,53,43.4,0.6017,0.2043,0.5202,0.7261,0.3767,0.4792,0.3063,0.2698,-0.907,A,0.0633,0.000-0.118,0.202,0.101,0.03
19,1585,-92.24,69,20.3,1.0403,0.0412,0.4905,0.6719,0.3042,0.0015,0.0454,0.1754,-0.7688,A,0.0697,0.000-0.118,0.202,0.101,0.03
20,1667,-76.22,82,45.1,1.0488,0.0389,0.504,0.6725,0.4856,0.009,0.101,0.2286,-0.8174,A,0.0963,0.000-0.118,0.202,0.101,0.03
21,1722,-74.13,55,0.0,0.0,0.0,0.4551,0.6718,0.5472,0.0,0.0,0.3332,-0.7728,A,0.0652,0.000-0.118,0.202,0.101,0.03
22,1833,66.91,111,65.8,0.595,0.2004,0.4933,0.6737,0.676,0.6106,0.5526,0.3703,-0.803,A,0.0959,0.000-0.118,0.202,0.101,0.03
23,1921,-83.1,88,39.8,0.9968,0.0914,0.5213,0.704,0.5006,0.008,0.1735,0.2632,-0.8721,A,0.0541,0.000-0.118,0.202,0.101,0.03
24,2024,-101.76,103,29.1,1.0869,0.0416,0.5014,0.6691,0.6055,0.001,0.0651,0.2453,-0.7947,A,0.0698,0.000-0.118,0.203,0.101,0.031
25,2113,-132.39,89,6.7,1.3282,0.0037,0.4888,0.6735,0.3601,0.0,0.0082,0.1856,-0.8083,A,0.0886,0.000-0.118,0.203,0.101,0.031
26,2210,-140.28,97,0.0,0.0,0.0,0.5007,0.6417,0.3547,0.0,0.0,0.1953,-0.7157,A,0.0862,0.000-0.118,0.203,0.101,0.031
27,2322,-165.33,112,0.0,0.0,0.0,0.4961,0.6843,0.5132,0.0,0.0,0.1948,-0.8383,A,0.0864,0.000-0.118,0.203,0.101,0.031
28,2497,-244.83,175,0.0,0.0,0.0,0.5023,0.6606,0.6443,0.0,0.0,0.1298,-0.7938,A,0.0591,0.000-0.118,0.203,0.102,0.031
29,2587,-92.24,90,58.9,0.7008,0.0676,0.5184,0.6924,0.3088,0.3572,0.189,0.1919,-0.8722,A,0.0741,0.000-0.118,0.203,0.102,0.031
30,2650,-90.46,63,0.0,0.0,0.0,0.4806,0.7005,0.4888,0.0,0.0,0.2998,-0.8212,A,0.0531,0.000-0.118,0.203,0.102,0.031
31,2723,-72.29,73,24.7,0.8559,0.0594,0.4899,0.6571,0.6084,0.0589,0.0724,0.3334,-0.7493,A,0.0591,0.000-0.118,0.203,0.102,0.031
32,2781,-37.49,58,58.6,1.1496,0.0271,0.4866,0.6457,0.535,0.0035,0.1074,0.3249,-0.7423,A,0.0754,0.000-0.118,0.203,0.102,0.031
33,2869,-62.79,88,67.0,0.7696,0.0577,0.5229,0.6354,0.3937,0.4582,0.1888,0.1738,-0.7417,A,0.0955,0.000-0.118,0.204,0.102,0.031
34,2991,73.45,122,68.0,0.5383,0.2167,0.4824,0.6581,0.6147,0.7172,0.5001,0.3015,-0.7547,A,0.0785,0.000-0.118,0.204,0.102,0.031
35,3080,-77.25,89,32.6,0.8558,0.1128,0.4954,0.6529,0.5704,0.0468,0.1763,0.3256,-0.7692,A,0.0813,0.000-0.118,0.204,0.102,0.031
36,3149,-94.28,69,0.0,0.0,0.0,0.4782,0.6782,0.5612,0.0,0.0,0.2998,-0.8019,A,0.0968,0.000-0.118,0.204,0.102,0.031
37,3294,-210.3,145,0.0,0.0,0.0,0.4996,0.6309,0.4592,0.0,0.0,0.1133,-0.7242,A,0.0682,0.000-0.118,0.204,0.102,0.031
38,3368,-102.66,74,0.0,0.0,0.0,0.5007,0.6658,0.5119,0.0,0.0,0.2994,-0.8075,A,0.0862,0.000-0.118,0.204,0.102,0.031
39,3428,-86.28,60,0.0,0.0,0.0,0.5149,0.7003,0.4945,0.0,0.0,0.3266,-0.8452,A,0.0622,0.000-0.118,0.204,0.102,0.031
40,3577,-19.39,149,57.7,0.6649,0.1685,0.4773,0.6212,0.5723,0.2978,0.4393,0.1556,-0.7041,A,0.0794,0.000-0.118,0.204,0.102,0.031
41,3654,-115.68,77,5.2,1.3264,0.0042,0.5224,0.6987,0.4522,0.0,0.0064,0.223,-0.8798,A,0.0904,0.000-0.118,0.205,0.102,0.031
42,3705,-73.85,51,0.0,0.0,0.0,0.4941,0.6827,0.4541,0.0,0.0,0.3104,-0.7894,A,0.0977,0.000-0.118,0.205,0.102,0.031
43,3828,13.65,123,72.4,0.7647,0.1954,0.5048,0.6186,0.5946,0.2273,0.6098,0.2288,-0.7216,A,0.0736,0.000-0.118,0.205,0.102,0.031
44,3908,-83.62,80,38.8,0.8885,0.0623,0.4956,0.6958,0.4626,0.0557,0.1198,0.2609,-0.8395,A,0.0723,0.000-0.118,0.205,0.102,0.031
45,3977,-108.01,69,10.1,1.0324,0.0219,0.5383,0.7824,0.4905,0.0014,0.0168,0.2694,-1.0366,A,0.0614,0.000-0.118,0.205,0.102,0.031
46,4131,-70.61,154,87.0,0.7641,0.1086,0.5093,0.6933,0.3519,0.4043,0.4463,0.1354,-0.8718,A,0.0752,0.000-0.118,0.205,0.103,0.031
47,4214,-124.53,83,0.0,0.0,0.0,0.4872,0.6472,0.3934,0.0,0.0,0.1831,-0.7596,A,0.0642,0.000-0.118,0.205,0.103,0.031
48,4377,-243.98,163,0.0,0.0,0.0,0.5247,0.6992,0.5597,0.0,0.0,0.1567,-0.872,A,0.057,0.000-0.118,0.205,0.103,0.031
49,4491,-156.87,114,7.9,1.127,0.0272,0.487,0.6475,0.4212,0.0002,0.0143,0.157,-0.7348,A,0.091,0.000-0.118,0.206,0.103,0.031
50,4603,-168.2,112,0.0,0.0,0.0,0.5072,0.6888,0.4921,0.0,0.0,0.1863,-0.8449,A,0.0986,0.000-0.118,0.206,0.103,0.031
51,4721,-179.42,118,0.0,0.0,0.0,0.496,0.6736,0.4283,0.0,0.0,0.1478,-0.7977,A,0.0789,0.000-0.118,0.206,0.103,0.031
52,4803,-64.39,82,36.6,0.6441,0.0749,0.4843,0.5964,0.5353,0.3878,0.1295,0.2816,-0.654,A,0.0661,0.000-0.118,0.206,0.103,0.031
53,4915,-67.87,112,58.9,0.9101,0.0822,0.5218,0.6748,0.5215,0.0475,0.2419,0.213,-0.834,A,0.0711,0.000-0.118,0.206,0.103,0.031
54,4972,-81.6,57,0.0,0.0,0.0,0.4965,0.6381,0.4029,0.0,0.0,0.2636,-0.7211,A,0.0551,0.000-0.118,0.206,0.103,0.031
55,5086,-165.27,114,0.0,0.0,0.0,0.5276,0.6761,0.5707,0.0,0.0,0.1987,-0.8461,A,0.0647,0.000-0.118,0.206,0.103,0.031
56,5145,-88.01,59,0.0,0.0,0.0,0.5247,0.7096,0.5226,0.0,0.0,0.3066,-0.89,A,0.0797,0.000-0.118,0.206,0.103,0.031
57,5213,-80.11,68,16.2,0.9139,0.0637,0.5075,0.6795,0.5755,0.0098,0.0491,0.3201,-0.808,A,0.0681,0.000-0.118,0.207,0.103,0.031
58,5306,-151.22,93,0.0,0.0,0.0,0.4985,0.7015,0.3768,0.0,0.0,0.153,-0.8598,A,0.0649,0.000-0.118,0.207,0.103,0.031
59,5375,-89.98,69,0.0,0.0,0.0,0.4996,0.633,0.5012,0.0,0.0,0.2986,-0.7083,A,0.0882,0.000-0.118,0.207,0.103,0.031
60,5478,-134.02,103,4.9,1.2272,0.0057,0.4882,0.6278,0.5188,0.0,0.0061,0.197,-0.7119,A,0.0738,0.000-0.118,0.207,0.103,0.031
61,5606,-60.86,128,50.0,0.6915,0.1632,0.5099,0.6695,0.6053,0.3389,0.3603,0.1461,-0.7948,A,0.0934,0.000-0.118,0.207,0.104,0.031
62,5708,-103.36,102,15.7,1.066,0.0197,0.4624,0.6254,0.6578,0.0013,0.0251,0.308,-0.7112,A,0.0945,0.000-0.118,0.207,0.104,0.031
63,5853,-121.68,145,40.7,0.8753,0.1085,0.4978,0.6811,0.3365,0.1849,0.1921,0.1374,-0.8094,A,0.0588,0.000-0.118,0.207,0.104,0.031
64,6002,-216.47,149,0.0,0.0,0.0,0.4945,0.6709,0.5289,0.0,0.0,0.1443,-0.7944,A,0.0699,0.000-0.118,0.208,0.104,0.032
65,6128,-168.92,126,7.1,1.3077,0.0051,0.5099,0.6908,0.5997,0.0,0.0089,0.2057,-0.846,A,0.0754,0.000-0.118,0.208,0.104,0.032
66,6247,-169.32,119,0.0,0.0,0.0,0.5083,0.6819,0.5564,0.0,0.0,0.221,-0.8381,A,0.0927,0.000-0.118,0.208,0.104,0.032
67,6304,-60.28,57,33.3,1.119,0.0616,0.5208,0.6939,0.4795,0.0017,0.1036,0.2996,-0.8539,A,0.0674,0.000-0.118,0.208,0.104,0.032
68,6381,-105.54,77,0.0,0.0,0.0,0.5232,0.6917,0.563,0.0,0.0,0.3298,-0.852,A,0.0789,0.000-0.118,0.208,0.104,0.032
69,6549,-260.24,168,0.0,0.0,0.0,0.5048,0.6807,0.3552,0.0,0.0,0.1505,-0.8176,A,0.0859,0.000-0.118,0.208,0.104,0.032
70,6640,-112.8,91,0.0,0.0,0.0,0.4778,0.6277,0.5857,0.0,0.0,0.2705,-0.693,A,0.0907,0.000-0.118,0.208,0.104,0.032
71,6812,-256.82,172,0.0,0.0,0.0,0.501,0.6517,0.4247,0.0,0.0,0.1174,-0.7647,A,0.0642,0.000-0.118,0.209,0.104,0.032
72,6885,-93.82,73,0.0,0.0,0.0,0.4826,0.6612,0.5744,0.0,0.0,0.3351,-0.7704,A,0.098,0.000-0.118,0.209,0.104,0.032
73,7040,-96.96,155,63.2,0.93,0.0967,0.4809,0.6327,0.4039,0.046,0.2959,0.129,-0.7327,A,0.0668,0.000-0.118,0.209,0.104,0.032
74,7145,-79.3,105,61.0,0.7248,0.1158,0.4947,0.7056,0.3503,0.3625,0.334,0.1861,-0.8562,A,0.0805,0.000-0.118,0.209,0.104,0.032
75,7223,-94.26,78,0.0,0.0,0.0,0.4884,0.6773,0.6666,0.0,0.0,0.3797,-0.7933,A,0.068,0.000-0.118,0.209,0.105,0.032
76,7386,-267.6,163,0.0,0.0,0.0,0.5168,0.6738,0.2687,0.0,0.0,0.0951,-0.8098,A,0.0804,0.000-0.118,0.209,0.105,0.032
77,7488,-150.26,102,0.0,0.0,0.0,0.4886,0.6849,0.46,0.0,0.0,0.2082,-0.8133,A,0.0795,0.000-0.118,0.209,0.105,0.032
78,7609,-112.21,121,38.0,1.0032,0.0891,0.5048,0.6775,0.4941,0.0096,0.1645,0.198,-0.8318,A,0.0939,0.000-0.118,0.21,0.105,0.032
79,7667,-82.59,58,0.0,0.0,0.0,0.4872,0.629,0.415,0.0,0.0,0.273,-0.732,A,0.0742,0.000-0.118,0.21,0.105,0.032
80,7833,-251.22,166,0.0,0.0,0.0,0.4896,0.6507,0.3197,0.0,0.0,0.138,-0.751,A,0.0816,0.000-0.118,0.21,0.105,0.032
81,7943,-155.21,110,0.0,0.0,0.0,0.4975,0.6763,0.5149,0.0,0.0,0.2216,-0.7992,A,0.0692,0.000-0.118,0.21,0.105,0.032
82,8053,-144.56,110,0.0,0.0,0.0,0.4867,0.6725,0.6773,0.0,0.0,0.2283,-0.7902,A,0.0792,0.000-0.118,0.21,0.105,0.032
83,8137,-111.13,84,10.7,1.2823,0.003,0.5442,0.6985,0.5505,0.0,0.0129,0.2647,-0.8638,A,0.0962,0.000-0.118,0.21,0.105,0.032
84,8197,-88.46,60,0.0,0.0,0.0,0.4807,0.6831,0.4234,0.0,0.0,0.2774,-0.7967,A,0.08,0.000-0.118,0.21,0.105,0.032
85,8333,-15.71,136,50.7,0.7048,0.2143,0.5009,0.6706,0.6767,0.1729,0.432,0.3365,-0.801,A,0.0665,0.000-0.118,0.21,0.105,0.032
86,8389,-79.84,56,0.0,0.0,0.0,0.4917,0.6668,0.4891,0.0,0.0,0.2816,-0.7732,A,0.0582,0.000-0.118,0.21,0.105,0.032
87,8487,-121.96,98,9.2,0.9847,0.0152,0.498,0.6717,0.5721,0.0018,0.0136,0.2956,-0.8163,A,0.0823,0.000-0.118,0.211,0.105,0.032
88,8603,-153.54,116,12.9,0.638,0.0609,0.501,0.6513,0.4409,0.1203,0.0383,0.1845,-0.7725,A,0.0777,0.000-0.118,0.211,0.105,0.032
89,8789,-275.77,186,0.0,0.0,0.0,0.4936,0.6903,0.5471,0.0,0.0,0.1448,-0.8472,A,0.0642,0.000-0.118,0.211,0.105,0.032
90,8916,-197.76,127,2.4,0.9621,0.0143,0.5222,0.705,0.4874,0.0004,0.0035,0.1388,-0.8847,A,0.0623,0.000-0.118,0.211,0.106,0.032
91,8977,-8.59,61,75.4,0.9196,0.1219,0.4899,0.6203,0.5781,0.0821,0.4275,0.2906,-0.691,A,0.0585,0.000-0.118,0.211,0.106,0.032
92,9041,-95.09,64,0.0,0.0,0.0,0.4715,0.6323,0.3147,0.0,0.0,0.2262,-0.7131,A,0.1,0.000-0.118,0.211,0.106,0.032
93,9118,19.41,77,75.3,0.6633,0.1372,0.5107,0.7107,0.549,0.6729,0.4214,0.2548,-0.8858,A,0.1045,0.000-0.118,0.211,0.106,0.032
94,9175,-56.08,57,47.4,0.6476,0.0643,0.4732,0.642,0.3105,0.3267,0.1464,0.2518,-0.7371,A,0.1035,0.000-0.118,0.211,0.106,0.032
95,9252,-101.22,77,0.0,0.0,0.0,0.5003,0.6423,0.519,0.0,0.0,0.2944,-0.7385,A,0.0814,0.000-0.118,0.212,0.106,0.032
96,9322,-30.1,70,45.7,0.6614,0.1971,0.5232,0.6334,0.4273,0.3014,0.2997,0.2361,-0.7309,A,0.094,0.000-0.118,0.212,0.106,0.032
97,9491,-125.38,169,45.6,0.7367,0.1228,0.5032,0.6779,0.5209,0.2137,0.2653,0.1586,-0.797,A,0.1049,0.000-0.118,0.212,0.106,0.032
98,9562,-105.73,71,0.0,0.0,0.0,0.4982,0.6231,0.3029,0.0,0.0,0.2018,-0.7015,A,0.0883,0.000-0.118,0.212,0.106,0.032
99,9712,-145.23,150,43.3,0.904,0.1181,0.5233,0.6921,0.3515,0.028,0.2426,0.1231,-0.8489,A,0.0627,0.000-0.118,0.212,0.106,0.032
100,9775,-88.58,63,0.0,0.0,0.0,0.4898,0.6156,0.3691,0.0,0.0,0.2372,-0.6691,A,0.0684,0.000-0.118,0.212,0.106,0.032
101,9877,-129.14,102,14.7,1.0926,0.033,0.4974,0.6853,0.5399,0.0013,0.0291,0.2188,-0.8147,A,0.1041,0.000-0.118,0.212,0.106,0.032
102,9997,-159.94,120,18.3,0.9884,0.0207,0.5122,0.6747,0.4922,0.0034,0.0297,0.1493,-0.8396,A,0.0609,0.000-0.118,0.212,0.106,0.032
103,10529,-423.91,532,0.0,0.0,0.0,0.3926,0.5821,0.9416,0.0,0.0,0.3634,-0.6122,A,0.0912,0.000-0.118,0.213,0.107,0.033
104,10867,-269.6,338,3.6,1.1345,0.0036,0.4096,0.5445,0.8848,0.0002,0.0043,0.2936,-0.5456,A,0.083,0.000-0.118,0.214,0.107,0.033
105,11341,-368.0,474,11.4,1.2381,0.0081,0.4256,0.5238,0.8562,0.0001,0.015,0.2075,-0.5212,A,0.1062,0.000-0.118,0.214,0.107,0.033
106,11596,691.48,255,91.0,0.3146,0.0946,0.3723,0.4369,0.907,2.0332,0.4019,0.3615,-0.3562,A,0.0677,0.000-0.118,0.214,0.107,0.033
107,11843,-1.32,247,57.5,0.9892,0.0241,0.4272,0.4716,0.8944,0.014,0.1008,0.3254,-0.4303,A,0.1055,0.000-0.118,0.215,0.107,0.033
108,12339,-315.65,496,8.9,0.9711,0.0485,0.393,0.4763,0.9016,0.0019,0.0223,0.2478,-0.4269,A,0.0964,0.000-0.118,0.215,0.108,0.033
109,12599,277.07,260,76.2,0.5761,0.0821,0.3994,0.4874,0.8455,0.8435,0.3002,0.2436,-0.4446,A,0.076,0.000-0.118,0.216,0.108,0.033
110,12902,-252.85,303,0.0,0.0,0.0,0.447,0.4927,0.7561,0.0,0.0,0.2856,-0.4652,A,0.0831,0.000-0.118,0.216,0.108,0.033
111,14665,-1111.75,1763,4.1,0.7868,0.0617,0.4305,0.5391,0.9281,0.0107,0.013,0.3891,-0.543,A,0.1083,0.000-0.118,0.218,0.109,0.034
112,15409,-579.24,744,7.4,1.2475,0.0133,0.445,0.5415,0.8974,0.0,0.0107,0.2483,-0.5467,A,0.1064,0.000-0.118,0.219,0.11,0.034
113,15831,917.94,422,91.5,0.4427,0.1204,0.4273,0.4584,0.899,1.4249,0.4911,0.3418,-0.4006,A,0.0801,0.000-0.118,0.22,0.11,0.034
114,17046,-797.67,1215,6.4,1.2013,0.0178,0.478,0.5136,0.8785,0.0001,0.01,0.3491,-0.5114,A,0.063,0.000-0.118,0.221,0.111,0.034
115,18309,-696.61,1263,13.9,0.9562,0.0714,0.4576,0.5571,0.9136,0.0067,0.0506,0.3841,-0.5807,A,0.1063,0.000-0.118,0.223,0.111,0.035
116,19309,-741.15,1000,0.0,0.0,0.0,0.435,0.6247,0.9749,0.0,0.0,0.4727,-0.7013,A,0.0776,0.000-0.118,0.224,0.112,0.035
117,20309,-663.36,1000,0.0,0.0,0.0,0.4377,0.5785,0.9658,0.0,0.0,0.4635,-0.6098,A,0.0831,0.000-0.118,0.225,0.113,0.035
118,21309,-732.44,1000,0.0,0.0,0.0,0.4631,0.5479,0.9132,0.0,0.0,0.3796,-0.5687,A,0.0886,0.000-0.118,0.227,0.113,0.035
119,22423,-495.24,1114,21.0,1.1401,0.0219,0.4361,0.5082,0.9174,0.0009,0.0352,0.3599,-0.5022,A,0.096,0.000-0.118,0.228,0.114,0.036
120,22857,-243.16,434,23.0,1.0948,0.019,0.4486,0.5139,0.8469,0.0014,0.0366,0.2795,-0.5099,A,0.0897,0.000-0.118,0.229,0.114,0.036
121,23835,-617.48,978,0.0,0.0,0.0,0.4232,0.511,0.8936,0.0,0.0,0.4176,-0.4855,A,0.0746,0.000-0.118,0.23,0.115,0.036
122,24308,-428.41,473,8.7,0.8625,0.0349,0.5399,0.4865,0.7348,0.034,0.0179,0.1597,-0.514,A,0.1023,0.000-0.118,0.23,0.115,0.036
123,25495,-118.45,1187,35.7,0.7451,0.1399,0.511,0.461,0.8472,0.1282,0.2247,0.2556,-0.4503,A,0.0822,0.000-0.118,0.232,0.116,0.036
124,26019,-493.62,524,3.2,1.2037,0.0138,0.4947,0.4632,0.716,0.0,0.0047,0.1176,-0.434,A,0.0803,0.000-0.118,0.233,0.116,0.037
125,26316,-320.01,297,0.0,0.0,0.0,0.5016,0.5408,0.789,0.0,0.0,0.119,-0.5574,A,0.0875,0.000-0.118,0.233,0.116,0.037
126,26529,308.14,213,93.0,0.5906,0.1463,0.508,0.4226,0.7951,0.7844,0.6193,0.2363,-0.3944,A,0.1097,0.000-0.118,0.233,0.117,0.037
127,26751,-168.16,222,19.4,1.0112,0.0528,0.5277,0.4372,0.6193,0.004,0.0516,0.1302,-0.4023,A,0.0713,0.000-0.118,0.233,0.117,0.037
128,26878,-114.36,127,33.9,1.0529,0.0246,0.4837,0.537,0.5528,0.0046,0.0589,0.0806,-0.5537,A,0.097,0.000-0.118,0.234,0.117,0.037
129,27395,-469.25,517,12.4,1.1165,0.0343,0.5143,0.5166,0.7629,0.0005,0.0258,0.1254,-0.5452,A,0.0731,0.000-0.118,0.234,0.117,0.037
130,27948,410.48,553,92.0,0.8738,0.1056,0.4783,0.5348,0.9129,0.1883,0.4687,0.2989,-0.5549,A,0.0829,0.000-0.118,0.235,0.117,0.037
131,28676,-7.28,728,43.5,0.7583,0.105,0.5291,0.4604,0.8087,0.2298,0.2207,0.1978,-0.4576,A,0.079,0.000-0.118,0.236,0.118,0.037
132,29353,-464.78,677,27.3,1.0122,0.0372,0.5441,0.5767,0.8775,0.0578,0.0649,0.1752,-0.6752,A,0.091,0.000-0.118,0.237,0.118,0.037
133,29661,-281.33,308,13.3,0.7859,0.1141,0.4818,0.5916,0.8033,0.0848,0.0732,0.0769,-0.6478,A,0.0927,0.000-0.118,0.237,0.119,0.037
134,30047,-344.99,386,11.9,1.1018,0.0308,0.4769,0.5547,0.8467,0.0005,0.0231,0.1528,-0.5827,A,0.0855,0.000-0.118,0.238,0.119,0.038
135,30402,-147.31,355,38.3,0.823,0.1295,0.4724,0.5371,0.841,0.0313,0.2336,0.1016,-0.5446,A,0.0919,0.000-0.118,0.238,0.119,0.038
136,30723,-332.58,321,3.4,1.0844,0.0104,0.4752,0.5671,0.8315,0.0011,0.0047,0.1479,-0.6045,A,0.0777,0.000-0.118,0.238,0.119,0.038
137,31005,362.78,282,93.3,0.7023,0.1613,0.4049,0.4796,0.8996,0.5226,0.6546,0.2454,-0.4515,A,0.0804,0.000-0.118,0.239,0.119,0.038
138,31349,-340.23,344,17.4,1.1637,0.0206,0.4873,0.5867,0.8663,0.001,0.0287,0.0565,-0.6535,A,0.0703,0.000-0.118,0.239,0.12,0.038
139,32083,-50.6,734,38.1,0.625,0.1313,0.4831,0.5851,0.9099,0.2783,0.2338,0.2847,-0.6571,A,0.103,0.000-0.118,0.24,0.12,0.038
140,32449,-323.72,366,6.0,1.1459,0.0257,0.4496,0.513,0.8752,0.0002,0.0107,0.139,-0.5043,A,0.0816,0.000-0.118,0.241,0.12,0.038
141,32848,544.61,399,91.5,0.6176,0.1415,0.4589,0.4909,0.8488,0.6108,0.6,0.3868,-0.4725,A,0.0993,0.000-0.118,0.241,0.121,0.038
142,33238,-384.67,390,2.8,1.1536,0.007,0.4587,0.5537,0.8828,0.0001,0.0036,0.1425,-0.5762,A,0.0782,0.000-0.118,0.242,0.121,0.038
143,33452,-184.55,214,14.0,1.1647,0.0087,0.4749,0.5236,0.813,0.0004,0.0186,0.1527,-0.5329,A,0.116,0.000-0.118,0.242,0.121,0.038
144,33719,349.34,267,97.8,0.6611,0.1597,0.4596,0.4141,0.7938,0.5115,0.6721,0.3065,-0.3474,A,0.1096,0.000-0.118,0.242,0.121,0.038
145,34340,-249.44,621,25.8,0.7891,0.0968,0.4325,0.5139,0.8867,0.0469,0.1168,0.2517,-0.5011,A,0.0891,0.000-0.118,0.243,0.121,0.039
146,35007,-549.94,667,2.5,0.7102,0.0245,0.4246,0.5096,0.8815,0.016,0.0044,0.2106,-0.4909,A,0.074,0.000-0.118,0.244,0.122,0.039
147,35608,-577.11,601,0.0,0.0,0.0,0.4232,0.5339,0.8957,0.0,0.0,0.1426,-0.5341,A,0.1149,0.000-0.118,0.245,0.122,0.039
148,36159,-563.63,551,0.0,0.0,0.0,0.4557,0.5643,0.9054,0.0,0.0,0.1318,-0.5893,A,0.1219,0.000-0.118,0.245,0.123,0.039
149,36517,161.66,358,72.3,0.772,0.094,0.4769,0.4914,0.8878,0.257,0.3182,0.2279,-0.469,A,0.1025,0.000-0.118,0.246,0.123,0.039
150,36970,-402.24,453,0.4,1.1131,0.0171,0.4442,0.563,0.9054,0.0,0.0007,0.2673,-0.5903,A,0.0964,0.000-0.118,0.246,0.123,0.039
151,37261,-237.33,291,0.0,0.0,0.0,0.4644,0.412,0.6086,0.0,0.0,0.2543,-0.3398,A,0.1214,0.000-0.118,0.247,0.123,0.039
152,39393,-994.44,2132,12.7,1.037,0.0203,0.4391,0.4971,0.9367,0.0029,0.021,0.3924,-0.4702,A,0.1011,0.000-0.118,0.249,0.125,0.04
153,39819,-288.86,426,10.1,0.8867,0.0254,0.4748,0.5325,0.8793,0.0045,0.0178,0.3304,-0.5386,A,0.1216,0.000-0.118,0.25,0.125,0.04
154,40182,-279.71,363,0.0,0.0,0.0,0.4761,0.4268,0.8218,0.0,0.0,0.2159,-0.3698,A,0.0866,0.000-0.118,0.25,0.125,0.04
155,40572,-278.6,390,0.0,0.0,0.0,0.4362,0.4502,0.8392,0.0,0.0,0.282,-0.3904,A,0.1081,0.000-0.118,0.251,0.125,0.04
156,40966,-229.4,394,19.8,1.0638,0.0204,0.4239,0.4821,0.8413,0.0014,0.0319,0.2398,-0.4485,A,0.0822,0.000-0.118,0.251,0.126,0.04
157,41319,-225.73,353,26.6,1.0887,0.0481,0.4616,0.447,0.6636,0.0011,0.0659,0.1305,-0.406,A,0.0903,0.000-0.118,0.252,0.126,0.04
158,42319,-857.49,1000,0.0,0.0,0.0,0.4523,0.5901,0.902,0.0,0.0,0.3358,-0.6443,A,0.1258,0.000-0.118,0.253,0.126,0.041
159,42700,570.53,381,88.5,0.6788,0.116,0.3951,0.5147,0.9096,0.8516,0.47,0.3544,-0.4902,A,0.1141,0.000-0.118,0.253,0.127,0.041
