episode,timestep,reward,steps,mean_distance,visibility_pct,mean_fraction,mean_fraction_error,target_speed,phase,r_survival,r_stability,r_centering,r_scale,r_discovery,r_not_visible
444,353874,8.96,747,5.992,0.0,0.0,0.0,0.0383,B,0.05,0.8645,0.0,0.0,0.0,-0.5
445,354554,10.19,680,4.079,10.1,0.0271,-0.2229,0.039,B,0.05,0.8542,0.0103,0.0371,9.0,-0.4493
446,355114,5.51,560,4.879,0.0,0.0,0.0,0.039,B,0.05,0.7963,0.0,0.0,0.0,-0.5
447,355738,12.21,624,3.793,10.7,0.0747,-0.1753,0.039,B,0.05,0.7889,0.1958,0.0761,3.0,-0.4463
448,356512,8.99,774,6.015,0.0,0.0,0.0,0.0397,B,0.05,0.8511,0.0,0.0,0.0,-0.5
449,357311,9.66,799,6.831,0.0,0.0,0.0,0.0397,B,0.05,0.866,0.0,0.0,0.0,-0.5
450,357728,3.9,417,4.428,0.0,0.0,0.0,0.0397,B,0.05,0.7857,0.0,0.0,0.0,-0.5
451,358529,10.38,801,6.938,0.0,0.0,0.0,0.0404,B,0.05,0.8944,0.0,0.0,0.0,-0.5
452,359294,9.63,765,5.716,0.0,0.0,0.0,0.0404,B,0.05,0.8823,0.0,0.0,0.0,-0.5
453,360235,20.95,941,2.493,13.6,0.0685,-0.1815,0.0404,B,0.05,0.8617,0.1809,0.0891,3.0,-0.432
454,361064,10.33,829,6.835,0.0,0.0,0.0,0.0412,B,0.05,0.878,0.0,0.0,0.0,-0.5
455,361873,10.13,809,4.743,0.0,0.0,0.0,0.0412,B,0.05,0.8801,0.0,0.0,0.0,-0.5
456,362597,10.1,724,5.794,0.0,0.0,0.0,0.0419,B,0.05,0.9287,0.0,0.0,0.0,-0.5
457,363149,6.44,552,6.512,0.0,0.0,0.0,0.0419,B,0.05,0.8568,0.0,0.0,0.0,-0.5
458,363531,5.19,382,6.753,0.0,0.0,0.0,0.0419,B,0.05,0.9281,0.0,0.0,0.0,-0.5
459,363941,5.81,410,7.126,0.0,0.0,0.0,0.0419,B,0.05,0.9456,0.0,0.0,0.0,-0.5
460,364418,6.28,477,5.962,0.0,0.0,0.0,0.0419,B,0.05,0.9085,0.0,0.0,0.0,-0.5
461,364842,6.04,424,3.115,0.0,0.0,0.0,0.0426,B,0.05,0.9467,0.0,0.0,0.0,-0.5
462,365339,11.07,497,2.605,18.9,0.0513,-0.1987,0.0426,B,0.05,0.9564,0.0536,0.0998,3.0,-0.4054
463,365729,9.07,390,3.263,24.1,0.0471,-0.2029,0.0426,B,0.05,0.9328,0.0679,0.1193,3.0,-0.3795
464,366658,39.03,929,3.786,44.8,0.0359,-0.2141,0.0433,B,0.05,0.9447,0.5053,0.1859,6.0,-0.2761
465,367165,7.05,507,6.493,0.0,0.0,0.0,0.0433,B,0.05,0.9398,0.0,0.0,0.0,-0.5
466,367671,7.09,506,6.161,0.0,0.0,0.0,0.0433,B,0.05,0.9434,0.0,0.0,0.0,-0.5
467,368096,11.33,425,3.098,24.9,0.0736,-0.1764,0.0433,B,0.05,0.9483,0.1157,0.1779,3.0,-0.3753
468,368628,21.74,532,3.339,36.8,0.054,-0.196,0.0433,B,0.05,0.9209,0.5455,0.1971,3.0,-0.3158
469,369101,6.42,473,2.83,0.0,0.0,0.0,0.044,B,0.05,0.9338,0.0,0.0,0.0,-0.5
470,369559,6.21,458,5.471,0.0,0.0,0.0,0.044,B,0.05,0.9338,0.0,0.0,0.0,-0.5
471,369987,5.62,428,6.644,0.0,0.0,0.0,0.044,B,0.05,0.9204,0.0,0.0,0.0,-0.5
472,370485,6.92,498,2.845,0.0,0.0,0.0,0.044,B,0.05,0.943,0.0,0.0,0.0,-0.5
473,371000,7.02,515,4.829,0.0,0.0,0.0,0.0447,B,0.05,0.9334,0.0,0.0,0.0,-0.5
474,371466,6.35,466,6.816,0.0,0.0,0.0,0.0447,B,0.05,0.935,0.0,0.0,0.0,-0.5
475,372039,8.2,573,3.99,0.0,0.0,0.0,0.0447,B,0.05,0.9539,0.0,0.0,0.0,-0.5
476,372615,7.81,576,3.141,0.0,0.0,0.0,0.0447,B,0.05,0.9281,0.0,0.0,0.0,-0.5
477,373123,13.16,508,2.863,20.7,0.0531,-0.1969,0.0455,B,0.05,0.9366,0.1934,0.1102,3.0,-0.3967
478,373891,13.35,768,2.977,10.5,0.0346,-0.2154,0.0455,B,0.05,0.9333,0.017,0.043,6.0,-0.4473
479,374800,13.14,909,5.674,0.0,0.0,0.0,0.0462,B,0.05,0.9519,0.0,0.0,0.0,-0.5
480,375297,6.79,497,5.534,0.0,0.0,0.0,0.0462,B,0.05,0.9337,0.0,0.0,0.0,-0.5
481,375736,6.07,439,5.61,0.0,0.0,0.0,0.0462,B,0.05,0.9417,0.0,0.0,0.0,-0.5
482,376238,20.23,502,2.336,36.5,0.0897,-0.1603,0.0462,B,0.05,0.9523,0.3914,0.3068,3.0,-0.3177
483,376734,6.79,496,6.034,0.0,0.0,0.0,0.0462,B,0.05,0.9372,0.0,0.0,0.0,-0.5
484,377219,6.81,485,6.809,0.0,0.0,0.0,0.0469,B,0.05,0.9494,0.0,0.0,0.0,-0.5
485,377713,17.47,494,2.996,34.2,0.0679,-0.1821,0.0469,B,0.05,0.94,0.3337,0.2262,3.0,-0.3289
486,378321,8.06,608,5.449,0.0,0.0,0.0,0.0469,B,0.05,0.9204,0.0,0.0,0.0,-0.5
487,378852,28.57,531,3.033,49.3,0.0907,-0.1593,0.0469,B,0.05,0.9419,0.7068,0.4157,3.0,-0.2533
488,379594,10.33,742,3.251,0.0,0.0,0.0,0.0476,B,0.05,0.9475,0.0,0.0,0.0,-0.5
489,380121,8.55,527,4.418,17.5,0.0219,-0.2281,0.0476,B,0.05,0.8524,0.0293,0.0581,3.0,-0.4127
490,380748,27.31,627,2.749,50.4,0.096,-0.154,0.0476,B,0.05,0.9552,0.3162,0.4555,3.0,-0.248
491,381233,6.3,485,6.942,0.0,0.0,0.0,0.0483,B,0.05,0.9273,0.0,0.0,0.0,-0.5
492,381870,24.78,637,2.742,36.6,0.0856,-0.1644,0.0483,B,0.05,0.9529,0.3952,0.2997,3.0,-0.3171
493,382870,16.57,1000,3.203,7.4,0.0274,-0.2226,0.0483,B,0.05,0.9571,0.0132,0.0272,3.0,-0.463
494,383616,10.28,746,4.229,0.0,0.0,0.0,0.049,B,0.05,0.9513,0.0,0.0,0.0,-0.5
495,384222,24.49,606,2.658,39.3,0.1158,-0.1342,0.049,B,0.05,0.9378,0.3205,0.4352,6.0,-0.3036
496,384680,4.89,458,3.807,0.0,0.0,0.0,0.049,B,0.05,0.853,0.0,0.0,0.0,-0.5
497,385311,8.53,631,6.239,0.0,0.0,0.0,0.0498,B,0.05,0.9488,0.0,0.0,0.0,-0.5
498,386311,13.9,1000,5.975,0.0,0.0,0.0,0.0498,B,0.05,0.9459,0.0,0.0,0.0,-0.5
499,387113,10.9,802,5.2,0.0,0.0,0.0,0.0505,B,0.05,0.9467,0.0,0.0,0.0,-0.5
500,387724,7.93,611,6.421,0.0,0.0,0.0,0.0505,B,0.05,0.9283,0.0,0.0,0.0,-0.5
501,388370,8.54,646,5.889,0.0,0.0,0.0,0.0505,B,0.05,0.9359,0.0,0.0,0.0,-0.5
502,389370,8.06,1000,6.169,0.0,0.0,0.0,0.0512,B,0.05,0.7368,0.0,0.0,0.0,-0.5
503,390370,14.34,1000,3.283,0.0,0.0,0.0,0.0512,B,0.05,0.9595,0.0,0.0,0.0,-0.5
504,391370,14.58,1000,5.525,0.0,0.0,0.0,0.0519,B,0.05,0.9675,0.0,0.0,0.0,-0.5
505,392370,14.15,1000,3.578,0.0,0.0,0.0,0.0519,B,0.05,0.9516,0.0,0.0,0.0,-0.5
506,393370,14.53,1000,3.375,0.0,0.0,0.0,0.0526,B,0.05,0.9645,0.0,0.0,0.0,-0.5
507,394370,23.1,1000,2.289,28.4,0.0305,-0.2195,0.0526,B,0.05,0.9616,0.0494,0.1087,6.0,-0.358
508,395370,14.45,1000,3.143,0.0,0.0,0.0,0.0533,B,0.05,0.9614,0.0,0.0,0.0,-0.5
509,396370,18.16,1000,1.858,7.9,0.0457,-0.2043,0.0533,B,0.05,0.9575,0.0514,0.0381,6.0,-0.4605
510,397370,22.35,1000,2.048,18.2,0.0432,-0.2068,0.0541,B,0.05,0.9536,0.0942,0.0868,15.0,-0.409
511,398370,14.5,1000,2.734,0.0,0.0,0.0,0.0541,B,0.05,0.9627,0.0,0.0,0.0,-0.5
512,399370,14.3,1000,5.337,0.0,0.0,0.0,0.0548,B,0.05,0.9551,0.0,0.0,0.0,-0.5
513,400370,24.78,1000,2.928,28.4,0.0445,-0.2055,0.0548,B,0.05,0.957,0.0857,0.1349,6.0,-0.358
514,401370,14.48,1000,5.059,0.0,0.0,0.0,0.0548,B,0.05,0.962,0.0,0.0,0.0,-0.5
515,402370,14.58,1000,3.468,0.0,0.0,0.0,0.0555,B,0.05,0.9649,0.0,0.0,0.0,-0.5
516,403370,14.24,1000,3.376,0.0,0.0,0.0,0.0555,B,0.05,0.9523,0.0,0.0,0.0,-0.5
517,404370,13.96,1000,4.248,0.0,0.0,0.0,0.0562,B,0.05,0.942,0.0,0.0,0.0,-0.5
518,405370,14.73,1000,5.653,0.0,0.0,0.0,0.0562,B,0.05,0.9686,0.0,0.0,0.0,-0.5
519,406370,13.85,1000,3.215,0.0,0.0,0.0,0.0569,B,0.05,0.9369,0.0,0.0,0.0,-0.5
520,407370,14.39,1000,5.427,0.0,0.0,0.0,0.0569,B,0.05,0.9555,0.0,0.0,0.0,-0.5
521,407868,5.71,498,6.646,0.0,0.0,0.0,0.0576,B,0.05,0.8728,0.0,0.0,0.0,-0.5
522,408868,20.24,1000,2.538,13.0,0.0477,-0.2023,0.0576,B,0.05,0.9467,0.0817,0.0641,3.0,-0.435
523,410600,35.17,1732,2.551,13.2,0.0455,-0.2045,0.0584,B,0.05,0.9362,0.0936,0.064,6.0,-0.4339
524,411173,7.57,573,4.258,0.0,0.0,0.0,0.0584,B,0.05,0.9325,0.0,0.0,0.0,-0.5
525,412173,14.63,1000,4.015,0.0,0.0,0.0,0.0591,B,0.05,0.9644,0.0,0.0,0.0,-0.5
526,412806,8.41,633,3.877,0.0,0.0,0.0,0.0591,B,0.05,0.9327,0.0,0.0,0.0,-0.5
527,413458,9.04,652,2.906,0.0,0.0,0.0,0.0591,B,0.05,0.9523,0.0,0.0,0.0,-0.5
528,414043,7.83,585,5.649,0.0,0.0,0.0,0.0598,B,0.05,0.9369,0.0,0.0,0.0,-0.5
529,414771,9.6,728,2.903,0.0,0.0,0.0,0.0598,B,0.05,0.9262,0.0,0.0,0.0,-0.5
530,415411,8.32,640,6.569,0.0,0.0,0.0,0.0598,B,0.05,0.9211,0.0,0.0,0.0,-0.5
531,415988,7.7,577,5.158,0.0,0.0,0.0,0.0605,B,0.05,0.9346,0.0,0.0,0.0,-0.5
532,416747,10.25,759,5.569,0.0,0.0,0.0,0.0605,B,0.05,0.9359,0.0,0.0,0.0,-0.5
533,417534,10.51,787,6.353,0.0,0.0,0.0,0.0605,B,0.05,0.9296,0.0,0.0,0.0,-0.5
534,418329,38.48,795,2.806,51.6,0.0743,-0.1757,0.0612,B,0.05,0.9451,0.5757,0.3769,6.0,-0.2421
535,419052,11.35,723,2.338,8.7,0.0426,-0.2074,0.0612,B,0.05,0.9184,0.0165,0.0403,3.0,-0.4564
536,419781,9.37,729,3.317,0.0,0.0,0.0,0.0612,B,0.05,0.9211,0.0,0.0,0.0,-0.5
537,420698,12.65,917,3.283,0.0,0.0,0.0,0.0619,B,0.05,0.9513,0.0,0.0,0.0,-0.5
538,421698,13.93,1000,3.363,0.0,0.0,0.0,0.0619,B,0.05,0.9446,0.0,0.0,0.0,-0.5
539,422698,14.35,1000,3.328,0.0,0.0,0.0,0.0627,B,0.05,0.9591,0.0,0.0,0.0,-0.5
540,423495,14.37,797,2.826,8.5,0.0356,-0.2144,0.0627,B,0.05,0.9388,0.082,0.0349,3.0,-0.4573
541,424300,13.71,805,2.694,8.6,0.0498,-0.2002,0.0634,B,0.05,0.9492,0.0246,0.0454,3.0,-0.4571
542,425291,13.39,991,2.48,0.0,0.0,0.0,0.0634,B,0.05,0.9385,0.0,0.0,0.0,-0.5
543,426291,14.09,1000,5.337,0.0,0.0,0.0,0.0641,B,0.05,0.9486,0.0,0.0,0.0,-0.5
544,427291,14.39,1000,2.884,0.0,0.0,0.0,0.0641,B,0.05,0.9584,0.0,0.0,0.0,-0.5
545,428291,19.06,1000,1.865,15.1,0.0291,-0.2209,0.0648,B,0.05,0.9644,0.0174,0.0571,9.0,-0.4245
546,429291,14.43,1000,4.235,0.0,0.0,0.0,0.0648,B,0.05,0.9592,0.0,0.0,0.0,-0.5
547,430291,21.58,1000,2.997,16.4,0.0818,-0.1682,0.0655,B,0.05,0.968,0.0276,0.1303,3.0,-0.418
548,431291,18.23,1000,2.376,13.9,0.0385,-0.2115,0.0655,B,0.05,0.9338,0.0274,0.0601,3.0,-0.4305
549,432291,14.4,1000,5.654,0.0,0.0,0.0,0.0662,B,0.05,0.958,0.0,0.0,0.0,-0.5
550,433291,14.55,1000,5.073,0.0,0.0,0.0,0.0662,B,0.05,0.9627,0.0,0.0,0.0,-0.5
551,434291,37.21,1000,2.377,43.8,0.0849,-0.1651,0.067,B,0.05,0.967,0.2187,0.3576,3.0,-0.281
552,435229,13.9,938,2.562,3.7,0.028,-0.222,0.067,B,0.05,0.9359,0.0167,0.0138,3.0,-0.4813
553,436193,12.94,964,3.798,0.0,0.0,0.0,0.067,B,0.05,0.938,0.0,0.0,0.0,-0.5
554,437193,14.13,1000,4.026,0.0,0.0,0.0,0.0677,B,0.05,0.9522,0.0,0.0,0.0,-0.5
555,438193,37.11,1000,2.475,32.6,0.1025,-0.1475,0.0677,B,0.05,0.9525,0.3556,0.3004,3.0,-0.337
556,439149,14.72,956,2.769,6.1,0.0315,-0.2185,0.0684,B,0.05,0.9481,0.0094,0.0238,3.0,-0.4697
557,440149,14.09,1000,2.696,0.0,0.0,0.0,0.0684,B,0.05,0.9566,0.0,0.0,0.0,-0.5
558,441087,12.44,938,4.374,0.0,0.0,0.0,0.0691,B,0.05,0.937,0.0,0.0,0.0,-0.5
559,442087,14.19,1000,4.993,0.0,0.0,0.0,0.0691,B,0.05,0.9592,0.0,0.0,0.0,-0.5
560,443087,13.78,1000,5.594,0.0,0.0,0.0,0.0698,B,0.05,0.9442,0.0,0.0,0.0,-0.5
561,444032,12.65,945,5.838,0.0,0.0,0.0,0.0698,B,0.05,0.94,0.0,0.0,0.0,-0.5
562,444743,9.59,711,6.411,0.0,0.0,0.0,0.0705,B,0.05,0.9468,0.0,0.0,0.0,-0.5
563,445743,20.96,1000,2.332,25.1,0.0279,-0.2221,0.0705,B,0.05,0.9444,0.0224,0.0927,15.0,-0.3745
564,446506,9.41,763,6.846,0.0,0.0,0.0,0.0713,B,0.05,0.9045,0.0,0.0,0.0,-0.5
565,447185,9.15,679,6.709,0.0,0.0,0.0,0.0713,B,0.05,0.9467,0.0,0.0,0.0,-0.5
566,447982,10.61,797,5.403,0.0,0.0,0.0,0.0713,B,0.05,0.9382,0.0,0.0,0.0,-0.5
567,448838,11.37,856,2.818,0.0,0.0,0.0,0.072,B,0.05,0.9359,0.0,0.0,0.0,-0.5
568,449838,26.78,1000,2.147,35.2,0.0525,-0.1975,0.072,B,0.05,0.9569,0.0819,0.1888,3.0,-0.324
569,450355,7.65,517,2.344,7.7,0.0101,-0.2399,0.072,B,0.05,0.9198,0.0074,0.021,6.0,-0.4613
570,451355,15.76,1000,2.287,4.7,0.0217,-0.2283,0.0727,B,0.05,0.9629,0.0051,0.0158,6.0,-0.4765
571,452153,28.24,798,2.764,42.2,0.0724,-0.1776,0.0727,B,0.05,0.9558,0.2713,0.2878,3.0,-0.2888
572,452949,10.57,796,6.211,0.0,0.0,0.0,0.0734,B,0.05,0.9404,0.0,0.0,0.0,-0.5
573,453873,28.56,924,2.62,30.2,0.0684,-0.1816,0.0734,B,0.05,0.9452,0.2642,0.2022,12.0,-0.349
574,454501,21.65,628,2.722,44.1,0.0768,-0.1732,0.0734,B,0.05,0.9522,0.2119,0.325,3.0,-0.2795
575,455501,13.93,1000,4.43,0.0,0.0,0.0,0.0741,B,0.05,0.9558,0.0,0.0,0.0,-0.5
576,456501,17.6,1000,1.979,7.0,0.0962,-0.1538,0.0741,B,0.05,0.9625,0.0238,0.0644,3.0,-0.465
577,457501,14.2,1000,2.099,0.0,0.0,0.0,0.0748,B,0.05,0.965,0.0,0.0,0.0,-0.5
578,458501,29.29,1000,3.024,35.3,0.0638,-0.1862,0.0748,B,0.05,0.9652,0.1457,0.2217,3.0,-0.3235
579,459476,29.3,975,2.834,33.2,0.0614,-0.1886,0.0756,B,0.05,0.9464,0.2363,0.2014,6.0,-0.3338
580,460421,15.43,945,2.724,10.1,0.0296,-0.2204,0.0756,B,0.05,0.9566,0.0061,0.0383,6.0,-0.4497
581,461244,18.26,823,2.768,16.8,0.1026,-0.1474,0.0763,B,0.05,0.9497,0.064,0.1683,6.0,-0.4162
582,462244,16.17,1000,2.048,5.8,0.0761,-0.1739,0.0763,B,0.05,0.9486,0.0188,0.0424,3.0,-0.471
583,463244,27.91,1000,2.551,40.4,0.048,-0.202,0.077,B,0.05,0.9646,0.0739,0.2107,21.0,-0.298
584,464244,20.26,1000,2.236,20.1,0.0421,-0.2079,0.077,B,0.05,0.9677,0.0298,0.0927,3.0,-0.3995
585,465244,13.94,1000,5.339,0.0,0.0,0.0,0.0777,B,0.05,0.9616,0.0,0.0,0.0,-0.5
586,466244,23.45,1000,2.097,25.2,0.0599,-0.1901,0.0777,B,0.05,0.9623,0.0707,0.1488,3.0,-0.374
587,467244,21.3,1000,2.858,21.5,0.0501,-0.1999,0.0784,B,0.05,0.9586,0.0362,0.1179,12.0,-0.3925
588,468244,13.86,1000,4.969,0.0,0.0,0.0,0.0784,B,0.05,0.9595,0.0,0.0,0.0,-0.5
589,469244,13.79,1000,5.49,0.0,0.0,0.0,0.0791,B,0.05,0.9563,0.0,0.0,0.0,-0.5
590,470244,13.85,1000,3.461,0.0,0.0,0.0,0.0791,B,0.05,0.9579,0.0,0.0,0.0,-0.5
591,471244,16.51,1000,2.603,8.4,0.0266,-0.2234,0.0799,B,0.05,0.9632,0.0044,0.0305,15.0,-0.458
592,472244,14.06,1000,3.427,0.0,0.0,0.0,0.0799,B,0.05,0.965,0.0,0.0,0.0,-0.5
593,473244,13.72,1000,3.199,0.0,0.0,0.0,0.0806,B,0.05,0.9519,0.0,0.0,0.0,-0.5
594,474244,19.37,1000,2.18,18.4,0.0317,-0.2183,0.0806,B,0.05,0.9627,0.0296,0.0709,3.0,-0.408
595,475244,13.99,1000,4.326,0.0,0.0,0.0,0.0813,B,0.05,0.9614,0.0,0.0,0.0,-0.5
596,475821,7.77,577,4.636,0.0,0.0,0.0,0.0813,B,0.05,0.9589,0.0,0.0,0.0,-0.5
597,476821,23.82,1000,1.997,24.2,0.0712,-0.1788,0.0813,B,0.05,0.9688,0.0551,0.1664,9.0,-0.379
598,477821,13.92,1000,2.853,0.0,0.0,0.0,0.082,B,0.05,0.9588,0.0,0.0,0.0,-0.5
599,478821,14.78,1000,2.599,3.1,0.0323,-0.2177,0.082,B,0.05,0.9554,0.0036,0.0121,3.0,-0.4845
600,479821,14.05,1000,3.528,0.0,0.0,0.0,0.0827,B,0.05,0.9626,0.0,0.0,0.0,-0.5
601,480821,14.27,1000,5.313,0.0,0.0,0.0,0.0827,B,0.05,0.97,0.0,0.0,0.0,-0.5
602,481821,14.14,1000,3.307,0.0,0.0,0.0,0.0834,B,0.05,0.965,0.0,0.0,0.0,-0.5
603,482821,22.2,1000,2.367,24.2,0.0477,-0.2023,0.0834,B,0.05,0.9676,0.0321,0.1228,15.0,-0.379
604,483821,21.11,1000,2.538,22.5,0.0458,-0.2042,0.0842,B,0.05,0.9604,0.0236,0.1138,9.0,-0.3875
605,484821,26.44,1000,2.005,24.4,0.08,-0.17,0.0842,B,0.05,0.9656,0.1373,0.1877,3.0,-0.378
606,485821,24.01,1000,2.48,29.8,0.0484,-0.2016,0.0849,B,0.05,0.9665,0.0505,0.1538,9.0,-0.351
607,486821,22.69,1000,3.058,27.3,0.0328,-0.2172,0.0849,B,0.05,0.9684,0.0433,0.1152,18.0,-0.3635
608,487821,14.23,1000,4.632,0.0,0.0,0.0,0.0856,B,0.05,0.9719,0.0,0.0,0.0,-0.5
609,488821,14.05,1000,4.401,0.0,0.0,0.0,0.0856,B,0.05,0.9648,0.0,0.0,0.0,-0.5
610,489821,14.18,1000,2.988,0.0,0.0,0.0,0.0863,B,0.05,0.9688,0.0,0.0,0.0,-0.5
611,490821,30.88,1000,2.573,47.5,0.0539,-0.1961,0.0863,B,0.05,0.9644,0.1101,0.2663,3.0,-0.2625
612,491821,14.2,1000,1.952,0.0,0.0,0.0,0.087,B,0.05,0.9717,0.0,0.0,0.0,-0.5
613,492821,22.67,1000,2.552,27.1,0.0354,-0.2146,0.087,B,0.05,0.9752,0.0342,0.1168,21.0,-0.3645
614,493821,22.05,1000,1.97,20.7,0.0569,-0.1931,0.0877,B,0.05,0.9699,0.0585,0.1202,9.0,-0.3965
615,494821,14.02,1000,2.303,0.0,0.0,0.0,0.0877,B,0.05,0.9655,0.0,0.0,0.0,-0.5
616,495821,14.27,1000,2.026,0.0,0.0,0.0,0.0885,B,0.05,0.9745,0.0,0.0,0.0,-0.5
617,496821,21.82,1000,2.148,21.6,0.0476,-0.2024,0.0885,B,0.05,0.9698,0.0602,0.1105,3.0,-0.392
618,497821,24.17,1000,3.017,26.7,0.0606,-0.1894,0.0892,B,0.05,0.9705,0.0727,0.1589,3.0,-0.3665
619,498821,14.36,1000,3.069,0.0,0.0,0.0,0.0892,B,0.05,0.9785,0.0,0.0,0.0,-0.5
620,499821,22.86,1000,1.973,20.7,0.0691,-0.1809,0.0899,B,0.05,0.9756,0.0719,0.1378,3.0,-0.3965
621,500821,14.15,1000,3.132,0.0,0.0,0.0,0.0899,B,0.05,0.9712,0.0,0.0,0.0,-0.5
622,501821,20.08,1000,3.222,21.6,0.0198,-0.2302,0.0906,B,0.05,0.9711,0.0162,0.0695,24.0,-0.392
623,502821,14.2,1000,4.705,0.0,0.0,0.0,0.0906,B,0.05,0.9725,0.0,0.0,0.0,-0.5
624,503821,14.14,1000,4.269,0.0,0.0,0.0,0.0913,B,0.05,0.9699,0.0,0.0,0.0,-0.5
625,504821,13.66,1000,3.569,0.0,0.0,0.0,0.0913,B,0.05,0.9519,0.0,0.0,0.0,-0.5
626,505821,14.16,1000,2.707,0.0,0.0,0.0,0.0913,B,0.05,0.9696,0.0,0.0,0.0,-0.5
627,506821,24.4,1000,2.926,22.2,0.0835,-0.1665,0.092,B,0.05,0.9741,0.0791,0.1778,3.0,-0.389
628,507821,25.33,1000,2.203,21.3,0.0798,-0.1702,0.092,B,0.05,0.9647,0.1476,0.1607,3.0,-0.3935
629,508821,14.22,1000,4.829,0.0,0.0,0.0,0.0928,B,0.05,0.9738,0.0,0.0,0.0,-0.5
630,509821,18.95,1000,2.657,12.0,0.0741,-0.1759,0.0928,B,0.05,0.9652,0.0327,0.0869,3.0,-0.44
631,510821,19.81,1000,2.702,16.9,0.0561,-0.1939,0.0935,B,0.05,0.9668,0.0291,0.0961,3.0,-0.4155
632,511821,23.7,1000,2.353,20.5,0.0836,-0.1664,0.0935,B,0.05,0.9713,0.0845,0.1626,3.0,-0.3975
633,513000,19.85,1179,4.772,9.0,0.045,-0.205,0.0942,B,0.05,0.9641,0.0164,0.0431,3.0,-0.455
634,514000,21.56,1000,2.532,13.0,0.1107,-0.1393,0.0942,B,0.05,0.9647,0.0778,0.1346,3.0,-0.435
635,515000,14.1,1000,4.598,0.0,0.0,0.0,0.0949,B,0.05,0.9702,0.0,0.0,0.0,-0.5
636,516000,13.81,1000,3.007,0.0,0.0,0.0,0.0949,B,0.05,0.9594,0.0,0.0,0.0,-0.5
637,517000,21.43,1000,2.381,16.5,0.0806,-0.1694,0.0956,B,0.05,0.9722,0.0517,0.1307,3.0,-0.4175
638,518000,14.19,1000,3.085,0.0,0.0,0.0,0.0956,B,0.05,0.9733,0.0,0.0,0.0,-0.5
639,519000,19.86,1000,2.759,12.7,0.0845,-0.1655,0.0964,B,0.05,0.9656,0.0465,0.1037,3.0,-0.4365
640,520000,14.04,1000,2.255,0.0,0.0,0.0,0.0964,B,0.05,0.9672,0.0,0.0,0.0,-0.5
641,521000,20.38,1000,2.562,14.6,0.0829,-0.1671,0.0971,B,0.05,0.9646,0.0355,0.1214,6.0,-0.427
642,522000,14.02,1000,4.813,0.0,0.0,0.0,0.0971,B,0.05,0.9664,0.0,0.0,0.0,-0.5
643,523000,14.03,1000,3.663,0.0,0.0,0.0,0.0978,B,0.05,0.9665,0.0,0.0,0.0,-0.5
644,524000,14.1,1000,2.756,0.0,0.0,0.0,0.0978,B,0.05,0.9684,0.0,0.0,0.0,-0.5
645,525000,14.24,1000,4.768,0.0,0.0,0.0,0.0985,B,0.05,0.973,0.0,0.0,0.0,-0.5
646,526000,20.06,1000,2.426,12.8,0.0763,-0.1737,0.0985,B,0.05,0.9695,0.0527,0.0974,3.0,-0.436
647,527000,20.44,1000,2.281,15.5,0.0582,-0.1918,0.0992,B,0.05,0.9606,0.0657,0.0945,3.0,-0.4225
648,528000,14.06,1000,4.761,0.0,0.0,0.0,0.0992,B,0.05,0.9668,0.0,0.0,0.0,-0.5
649,529000,23.41,1000,2.402,17.5,0.1057,-0.1443,0.0999,B,0.05,0.971,0.0649,0.1777,9.0,-0.4125
650,530000,17.73,1000,2.271,12.8,0.0404,-0.2096,0.0999,B,0.05,0.9669,0.0117,0.0567,3.0,-0.436
651,531000,14.18,1000,4.738,0.0,0.0,0.0,0.1007,B,0.05,0.9713,0.0,0.0,0.0,-0.5
652,532000,20.55,1000,2.49,17.8,0.0569,-0.1931,0.1007,B,0.05,0.9707,0.039,0.1038,3.0,-0.411
653,533000,14.19,1000,2.935,0.0,0.0,0.0,0.1014,B,0.05,0.9717,0.0,0.0,0.0,-0.5
654,534000,14.1,1000,2.13,0.0,0.0,0.0,0.1014,B,0.05,0.968,0.0,0.0,0.0,-0.5
655,535000,14.1,1000,2.394,0.0,0.0,0.0,0.1021,B,0.05,0.9674,0.0,0.0,0.0,-0.5
656,536000,14.24,1000,3.637,0.0,0.0,0.0,0.1021,B,0.05,0.9723,0.0,0.0,0.0,-0.5
657,537000,14.32,1000,2.257,0.0,0.0,0.0,0.1028,B,0.05,0.9746,0.0,0.0,0.0,-0.5
658,538000,24.53,1000,2.116,19.6,0.1095,-0.1405,0.1028,B,0.05,0.9698,0.0712,0.207,3.0,-0.402
659,539000,26.85,1000,2.555,23.2,0.097,-0.153,0.1035,B,0.05,0.9795,0.1218,0.2159,3.0,-0.384
660,540000,17.01,1000,2.42,7.6,0.0733,-0.1767,0.1035,B,0.05,0.9681,0.0119,0.0556,3.0,-0.462
661,541000,23.36,1000,2.228,19.2,0.0929,-0.1571,0.1042,B,0.05,0.9711,0.0682,0.1724,3.0,-0.404
662,542000,14.35,1000,2.047,0.0,0.0,0.0,0.1042,B,0.05,0.9791,0.0,0.0,0.0,-0.5
663,543000,14.4,1000,4.019,0.0,0.0,0.0,0.105,B,0.05,0.9803,0.0,0.0,0.0,-0.5
664,544000,14.3,1000,2.774,0.0,0.0,0.0,0.105,B,0.05,0.9763,0.0,0.0,0.0,-0.5
665,545000,13.96,1000,2.02,0.0,0.0,0.0,0.1057,B,0.05,0.9633,0.0,0.0,0.0,-0.5
