episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,mean_action_jerk,r_stability,r_centering,r_scale,r_vel_damp,r_smooth,phase,target_speed,target_offset,init_pos,init_vel,init_ang
1,112,-287.42,112,64.3,0.4209,0.2532,0.5092,0.6638,0.5688,1.0653,0.5456,0.2224,-0.7859,A,0.053,0.000-0.118,0.2,0.1,0.03
2,242,-476.09,130,66.2,0.708,0.1615,0.5038,0.6742,0.4695,0.3389,0.422,0.1527,-0.8123,A,0.0894,0.000-0.118,0.2,0.1,0.03
3,300,-188.96,58,56.9,0.5774,0.1904,0.5066,0.6986,0.4736,0.7917,0.4039,0.2683,-0.8321,A,0.0631,0.000-0.118,0.2,0.1,0.03
4,366,-231.87,66,57.6,0.6058,0.1601,0.5093,0.6856,0.5774,0.4829,0.3918,0.2745,-0.8478,A,0.0681,0.000-0.118,0.2,0.1,0.03
5,455,-306.77,89,40.4,0.537,0.2155,0.4911,0.6665,0.3617,0.6169,0.317,0.2268,-0.7854,A,0.0668,0.000-0.118,0.201,0.1,0.03
6,548,-306.8,93,46.2,0.4933,0.205,0.5032,0.6744,0.5743,0.7051,0.3495,0.2296,-0.8168,A,0.0822,0.000-0.118,0.201,0.1,0.03
7,599,-177.38,51,41.2,0.4793,0.2048,0.5138,0.6538,0.426,0.5908,0.319,0.2942,-0.7642,A,0.0907,0.000-0.118,0.201,0.1,0.03
8,663,-203.12,64,53.1,0.5638,0.2281,0.4831,0.6707,0.5079,0.499,0.4553,0.2852,-0.7774,A,0.099,0.000-0.118,0.201,0.1,0.03
9,722,-129.51,59,52.5,0.43,0.2241,0.4855,0.5896,0.4419,0.968,0.4344,0.2792,-0.6397,A,0.0623,0.000-0.118,0.201,0.1,0.03
10,839,-432.03,117,56.4,0.5206,0.2027,0.5226,0.7428,0.6306,0.7651,0.4288,0.2551,-0.9618,A,0.0699,0.000-0.118,0.201,0.101,0.03
11,932,-360.85,93,29.0,0.6864,0.1882,0.4969,0.6328,0.3528,0.2506,0.2026,0.1716,-0.7401,A,0.0869,0.000-0.118,0.201,0.101,0.03
12,1001,-217.32,69,40.6,0.4217,0.1981,0.491,0.6405,0.4651,0.7817,0.3067,0.2379,-0.7643,A,0.0625,0.000-0.118,0.201,0.101,0.03
13,1060,-177.49,59,49.2,0.6237,0.1878,0.4735,0.6317,0.5244,0.3208,0.3791,0.3059,-0.7062,A,0.0604,0.000-0.118,0.201,0.101,0.03
14,1167,-491.84,107,21.5,0.4718,0.2224,0.5093,0.6775,0.2753,0.3395,0.1735,0.1311,-0.8154,A,0.0666,0.000-0.118,0.201,0.101,0.03
15,1267,-253.83,100,94.0,0.6291,0.2086,0.47,0.6543,0.4782,0.779,0.7,0.2006,-0.7524,A,0.0941,0.000-0.118,0.202,0.101,0.03
16,1393,-517.27,126,23.8,0.4301,0.2152,0.5059,0.6463,0.3076,0.4488,0.1892,0.165,-0.7528,A,0.0527,0.000-0.118,0.202,0.101,0.03
17,1556,-697.2,163,30.1,0.516,0.2358,0.5011,0.6718,0.3961,0.3758,0.2623,0.1452,-0.8067,A,0.0729,0.000-0.118,0.202,0.101,0.03
18,1622,-246.14,66,39.4,0.6261,0.2189,0.4847,0.6785,0.4061,0.2964,0.3114,0.2333,-0.7795,A,0.0634,0.000-0.118,0.202,0.101,0.03
19,1700,-241.15,78,71.8,0.6982,0.1611,0.4886,0.6768,0.5035,0.6488,0.4307,0.2563,-0.8052,A,0.0698,0.000-0.118,0.202,0.101,0.03
20,1768,-262.72,68,44.1,0.565,0.2069,0.4972,0.7163,0.4426,0.6008,0.34,0.2545,-0.8898,A,0.0964,0.000-0.118,0.202,0.101,0.03
21,1838,-198.47,70,51.4,0.5009,0.2074,0.4845,0.6409,0.4725,0.6887,0.4065,0.2748,-0.735,A,0.0652,0.000-0.118,0.202,0.101,0.03
22,1923,-329.04,85,35.3,0.3977,0.2049,0.523,0.7051,0.4616,0.7303,0.2676,0.2438,-0.8782,A,0.096,0.000-0.118,0.202,0.101,0.03
23,2023,-278.5,100,74.0,0.5749,0.161,0.4998,0.6679,0.6187,0.665,0.4791,0.2733,-0.7914,A,0.0541,0.000-0.118,0.203,0.101,0.031
24,2108,-327.53,85,48.2,0.8098,0.1593,0.4882,0.6639,0.3746,0.3093,0.2811,0.1813,-0.7882,A,0.0698,0.000-0.118,0.203,0.101,0.031
25,2193,-248.32,85,43.5,0.4277,0.2215,0.4993,0.6534,0.4398,0.8631,0.3578,0.2263,-0.739,A,0.0887,0.000-0.118,0.203,0.101,0.031
26,2317,-472.88,124,35.5,0.5982,0.1799,0.4952,0.6627,0.4784,0.5098,0.2405,0.1454,-0.7864,A,0.0862,0.000-0.118,0.203,0.101,0.031
27,2432,-397.64,115,67.8,0.7168,0.141,0.5006,0.6691,0.5945,0.2804,0.4196,0.1715,-0.8132,A,0.0864,0.000-0.118,0.203,0.102,0.031
28,2508,-227.77,76,61.8,0.5684,0.2163,0.5125,0.6731,0.5074,0.7538,0.4618,0.2716,-0.8074,A,0.0591,0.000-0.118,0.203,0.102,0.031
29,2621,-300.76,113,70.8,0.4502,0.257,0.5067,0.6867,0.6724,1.0045,0.6295,0.2561,-0.8466,A,0.0742,0.000-0.118,0.203,0.102,0.031
30,2733,-172.28,112,78.6,0.3956,0.2352,0.4909,0.6747,0.7499,1.4946,0.699,0.3663,-0.7882,A,0.0531,0.000-0.118,0.203,0.102,0.031
31,2783,-129.0,50,52.0,0.4179,0.2312,0.4848,0.6364,0.4345,1.0659,0.4494,0.281,-0.7243,A,0.0591,0.000-0.118,0.203,0.102,0.031
32,2881,-323.16,98,92.9,0.6499,0.1295,0.522,0.6474,0.4418,0.5864,0.4845,0.1646,-0.7741,A,0.0755,0.000-0.118,0.204,0.102,0.031
33,2996,-267.9,115,64.3,0.5354,0.2315,0.4782,0.6423,0.6203,0.7657,0.5098,0.3133,-0.7189,A,0.0955,0.000-0.118,0.204,0.102,0.031
34,3078,-206.07,82,50.0,0.3764,0.2319,0.4999,0.6584,0.5131,1.1484,0.4085,0.3169,-0.7764,A,0.0785,0.000-0.118,0.204,0.102,0.031
35,3149,-253.25,71,46.5,0.6379,0.1797,0.4746,0.6786,0.5512,0.2668,0.3542,0.3005,-0.8005,A,0.0813,0.000-0.118,0.204,0.102,0.031
36,3294,-489.37,145,49.7,0.5658,0.1954,0.4996,0.6309,0.4687,0.5915,0.3681,0.1333,-0.7242,A,0.0969,0.000-0.118,0.204,0.102,0.031
37,3368,-268.69,74,45.9,0.6447,0.1841,0.5007,0.6658,0.4977,0.3923,0.3262,0.2756,-0.8075,A,0.0683,0.000-0.118,0.204,0.102,0.031
38,3430,-158.43,62,61.3,0.4166,0.2246,0.5145,0.6915,0.4999,1.2757,0.4667,0.3466,-0.8294,A,0.0862,0.000-0.118,0.204,0.102,0.031
39,3563,-298.77,133,66.9,0.4798,0.2155,0.476,0.6184,0.5457,1.0256,0.5878,0.1478,-0.6969,A,0.0623,0.000-0.118,0.204,0.102,0.031
40,3685,-434.21,122,69.7,0.7051,0.1906,0.5112,0.7019,0.5659,0.4634,0.5248,0.1598,-0.866,A,0.0795,0.000-0.118,0.205,0.102,0.031
41,3776,-222.54,91,91.2,0.7952,0.1297,0.4923,0.6048,0.4424,0.5881,0.4698,0.1898,-0.6803,A,0.0905,0.000-0.118,0.205,0.102,0.031
42,3942,-680.83,166,75.3,0.6772,0.1187,0.51,0.6913,0.4835,0.5202,0.3982,0.1497,-0.8552,A,0.0979,0.000-0.118,0.205,0.102,0.031
43,4042,-364.94,100,63.0,0.573,0.2046,0.5322,0.7352,0.469,0.8432,0.4994,0.2244,-0.9387,A,0.0737,0.000-0.118,0.205,0.103,0.031
44,4132,-304.46,90,68.9,0.6903,0.1553,0.4985,0.6908,0.4937,0.6642,0.4152,0.2399,-0.8656,A,0.0725,0.000-0.118,0.205,0.103,0.031
45,4217,-339.98,85,27.1,0.6976,0.1774,0.4913,0.6491,0.4408,0.2278,0.1847,0.1992,-0.7645,A,0.0615,0.000-0.118,0.205,0.103,0.031
46,4305,-405.49,88,26.1,0.4693,0.2015,0.5396,0.7161,0.433,0.4169,0.2031,0.1687,-0.913,A,0.0754,0.000-0.118,0.205,0.103,0.031
47,4347,-158.08,42,35.7,0.5262,0.1941,0.5142,0.6783,0.3553,0.4736,0.2724,0.3122,-0.7904,A,0.0643,0.000-0.118,0.205,0.103,0.031
48,4423,-238.89,76,51.3,0.521,0.2311,0.4931,0.641,0.4287,0.6726,0.3971,0.2493,-0.7536,A,0.057,0.000-0.118,0.206,0.103,0.031
49,4591,-660.24,168,52.4,0.7661,0.1304,0.4976,0.6712,0.4162,0.2099,0.2945,0.1311,-0.7911,A,0.091,0.000-0.118,0.206,0.103,0.031
50,4743,-374.96,152,82.9,0.4806,0.2055,0.5002,0.6813,0.5736,1.3012,0.6705,0.1772,-0.8222,A,0.0987,0.000-0.118,0.206,0.103,0.031
51,4819,-171.47,76,52.6,0.4609,0.2212,0.48,0.6052,0.5044,0.8693,0.3973,0.2638,-0.6567,A,0.079,0.000-0.118,0.206,0.103,0.031
52,4903,-226.03,84,73.8,0.5604,0.2249,0.5269,0.6592,0.546,0.8811,0.5695,0.3029,-0.8125,A,0.0662,0.000-0.118,0.206,0.103,0.031
53,4982,-246.49,79,51.9,0.5523,0.2219,0.5011,0.6441,0.4416,0.4775,0.424,0.2782,-0.7455,A,0.0712,0.000-0.118,0.206,0.103,0.031
54,5081,-275.29,99,81.8,0.59,0.1937,0.5268,0.6858,0.6841,0.75,0.6358,0.2998,-0.8664,A,0.0551,0.000-0.118,0.206,0.103,0.031
55,5135,-191.47,54,51.9,0.4562,0.2255,0.534,0.7152,0.4689,0.8781,0.413,0.2996,-0.8983,A,0.0647,0.000-0.118,0.206,0.103,0.031
56,5198,-148.74,63,73.0,0.5828,0.1957,0.4971,0.6692,0.5666,1.1113,0.5232,0.3036,-0.7858,A,0.0797,0.000-0.118,0.206,0.103,0.031
57,5275,-295.79,77,37.7,0.6346,0.1804,0.499,0.6886,0.4529,0.3849,0.2748,0.2361,-0.8162,A,0.0681,0.000-0.118,0.207,0.103,0.031
58,5333,-162.28,58,62.1,0.4863,0.2093,0.491,0.6704,0.5183,0.9918,0.4991,0.3158,-0.8084,A,0.0649,0.000-0.118,0.207,0.103,0.031
59,5393,-172.7,60,53.3,0.6399,0.1866,0.5128,0.6175,0.4855,0.4435,0.3955,0.293,-0.6869,A,0.0882,0.000-0.118,0.207,0.103,0.031
60,5490,-291.17,97,52.6,0.5739,0.1929,0.4846,0.64,0.4326,0.7175,0.3624,0.1975,-0.7304,A,0.0739,0.000-0.118,0.207,0.103,0.031
61,5634,-572.49,144,30.6,0.3662,0.2185,0.5087,0.6642,0.3472,0.627,0.2386,0.1419,-0.7765,A,0.0934,0.000-0.118,0.207,0.104,0.031
62,5715,-160.06,81,63.0,0.3891,0.2206,0.4536,0.6333,0.6063,1.2938,0.5009,0.3129,-0.7395,A,0.0945,0.000-0.118,0.207,0.104,0.031
63,5826,-374.24,111,59.5,0.7108,0.1693,0.4995,0.6689,0.415,0.5156,0.394,0.1867,-0.7748,A,0.0588,0.000-0.118,0.207,0.104,0.031
64,5987,-370.66,161,68.9,0.3372,0.1717,0.4994,0.6828,0.7009,1.4728,0.3992,0.273,-0.8271,A,0.0699,0.000-0.118,0.207,0.104,0.031
65,6186,-765.06,199,52.8,0.5739,0.2316,0.4993,0.6774,0.5622,0.5238,0.4165,0.1145,-0.8174,A,0.0755,0.000-0.118,0.208,0.104,0.032
66,6332,-669.11,146,32.2,0.5428,0.1986,0.5277,0.6971,0.445,0.3624,0.2191,0.1418,-0.8695,A,0.0928,0.000-0.118,0.208,0.104,0.032
67,6424,-327.46,92,46.7,0.6026,0.2106,0.5056,0.6681,0.4988,0.3948,0.3969,0.2398,-0.8066,A,0.0675,0.000-0.118,0.208,0.104,0.032
68,6566,-394.77,142,78.9,0.728,0.1671,0.5031,0.6797,0.6343,0.6402,0.5126,0.2753,-0.8113,A,0.079,0.000-0.118,0.208,0.104,0.032
69,6665,-240.86,99,67.7,0.641,0.1854,0.4994,0.6324,0.634,0.5076,0.5043,0.3783,-0.7234,A,0.086,0.000-0.118,0.208,0.104,0.032
70,6732,-178.52,67,68.7,0.5282,0.2386,0.4947,0.6824,0.5495,0.9272,0.5753,0.31,-0.8073,A,0.0908,0.000-0.118,0.208,0.104,0.032
71,6797,-207.25,65,40.0,0.5095,0.217,0.4978,0.6366,0.3628,0.6547,0.3235,0.2303,-0.7188,A,0.0642,0.000-0.118,0.208,0.104,0.032
72,6889,-309.06,92,43.5,0.6283,0.1646,0.4748,0.6471,0.5229,0.3742,0.2882,0.2251,-0.7418,A,0.098,0.000-0.118,0.209,0.104,0.032
73,6978,-298.86,89,39.3,0.5893,0.1597,0.4768,0.6319,0.4752,0.409,0.2543,0.2147,-0.727,A,0.0667,0.000-0.118,0.209,0.104,0.032
74,7060,-184.06,82,61.0,0.3926,0.2302,0.4951,0.6564,0.5663,1.2443,0.4431,0.3148,-0.768,A,0.0804,0.000-0.118,0.209,0.104,0.032
75,7222,-535.37,162,58.0,0.5392,0.2057,0.4914,0.6877,0.6492,0.7531,0.4448,0.1703,-0.8248,A,0.068,0.000-0.118,0.209,0.105,0.032
76,7391,-855.65,169,23.1,0.6442,0.1721,0.5146,0.6737,0.2621,0.2755,0.1383,0.0975,-0.8102,A,0.0804,0.000-0.118,0.209,0.105,0.032
77,7502,-225.9,111,73.0,0.4803,0.1984,0.4904,0.669,0.6851,1.2127,0.5552,0.2842,-0.7874,A,0.0795,0.000-0.118,0.209,0.105,0.032
78,7587,-355.8,85,41.2,0.7135,0.2051,0.5059,0.7017,0.4604,0.2245,0.3077,0.2268,-0.8683,A,0.0939,0.000-0.118,0.209,0.105,0.032
79,7648,-137.15,61,54.1,0.5129,0.2157,0.478,0.5868,0.4834,0.8236,0.4425,0.3018,-0.6497,A,0.0742,0.000-0.118,0.21,0.105,0.032
80,7714,-235.07,66,50.0,0.5269,0.2119,0.5223,0.7015,0.4773,0.8083,0.3714,0.2681,-0.8768,A,0.0815,0.000-0.118,0.21,0.105,0.032
81,7780,-174.19,66,43.9,0.4526,0.2014,0.4741,0.6313,0.507,0.7594,0.3325,0.2848,-0.6884,A,0.0691,0.000-0.118,0.21,0.105,0.032
82,7828,-137.77,48,54.2,0.4586,0.2036,0.4879,0.6526,0.4274,1.0064,0.3892,0.2833,-0.7446,A,0.0791,0.000-0.118,0.21,0.105,0.032
83,7935,-275.88,107,57.9,0.4215,0.229,0.4965,0.6707,0.5417,1.057,0.5011,0.2651,-0.7937,A,0.0961,0.000-0.118,0.21,0.105,0.032
84,8051,-134.49,116,90.5,0.4058,0.2384,0.4849,0.6697,0.7363,1.703,0.857,0.3224,-0.78,A,0.0799,0.000-0.118,0.21,0.105,0.032
85,8134,-260.4,83,63.9,0.5349,0.1646,0.5414,0.6984,0.5765,0.9116,0.3969,0.2541,-0.8621,A,0.0664,0.000-0.118,0.21,0.105,0.032
86,8188,-206.31,54,50.0,0.6712,0.1998,0.4951,0.6999,0.4087,0.3315,0.4069,0.2838,-0.8256,A,0.0581,0.000-0.118,0.21,0.105,0.032
87,8278,-259.38,90,78.9,0.6576,0.2022,0.508,0.6683,0.4721,0.6788,0.6527,0.1892,-0.7957,A,0.0822,0.000-0.118,0.21,0.105,0.032
88,8362,-168.9,84,70.2,0.3641,0.2108,0.489,0.6673,0.6416,1.4707,0.5339,0.3045,-0.7847,A,0.0776,0.000-0.118,0.21,0.105,0.032
89,8512,-503.66,150,66.7,0.6009,0.1181,0.4909,0.6603,0.5329,0.5232,0.3265,0.1966,-0.7866,A,0.064,0.000-0.118,0.211,0.105,0.032
90,8594,-322.22,82,42.7,0.646,0.1379,0.5006,0.6488,0.3972,0.2984,0.2465,0.1714,-0.7663,A,0.0621,0.000-0.118,0.211,0.105,0.032
91,8762,-649.61,168,67.3,0.7494,0.1502,0.4995,0.6919,0.5078,0.3922,0.4233,0.1283,-0.8525,A,0.0584,0.000-0.118,0.211,0.105,0.032
92,8902,-553.65,140,47.9,0.5306,0.1961,0.5089,0.6848,0.5419,0.5198,0.3711,0.2355,-0.845,A,0.0999,0.000-0.118,0.211,0.106,0.032
93,8951,-178.23,49,44.9,0.5258,0.2037,0.5129,0.714,0.4011,0.7204,0.3455,0.2931,-0.8566,A,0.1044,0.000-0.118,0.211,0.106,0.032
94,9029,-245.97,78,30.8,0.4966,0.2057,0.4741,0.5959,0.3666,0.4648,0.2439,0.2069,-0.6499,A,0.1034,0.000-0.118,0.211,0.106,0.032
95,9104,-297.09,75,42.7,0.5855,0.2042,0.5076,0.7045,0.45,0.4588,0.3388,0.2413,-0.8759,A,0.0813,0.000-0.118,0.211,0.106,0.032
96,9180,-215.1,76,53.9,0.5173,0.2037,0.4886,0.6564,0.4685,0.948,0.407,0.2837,-0.778,A,0.094,0.000-0.118,0.211,0.106,0.032
97,9289,-423.66,109,40.4,0.7817,0.1662,0.5072,0.6541,0.3995,0.1975,0.2693,0.175,-0.7639,A,0.1048,0.000-0.118,0.212,0.106,0.032
98,9355,-192.25,66,33.3,0.5398,0.1875,0.4868,0.5806,0.4055,0.3895,0.2478,0.2363,-0.6095,A,0.0881,0.000-0.118,0.212,0.106,0.032
99,9439,-342.24,84,36.9,0.7034,0.1893,0.5064,0.6979,0.3973,0.303,0.2441,0.2233,-0.827,A,0.0625,0.000-0.118,0.212,0.106,0.032
100,9496,-203.09,57,54.4,0.6023,0.1988,0.5258,0.7004,0.4044,0.6686,0.4073,0.2653,-0.853,A,0.0683,0.000-0.118,0.212,0.106,0.032
101,9572,-249.18,76,32.9,0.4654,0.1848,0.497,0.6301,0.4239,0.5416,0.2343,0.2052,-0.7101,A,0.1039,0.000-0.118,0.212,0.106,0.032
102,9697,-396.33,125,96.0,0.5648,0.1968,0.5246,0.7043,0.4863,0.7597,0.7825,0.1996,-0.8761,A,0.0607,0.000-0.118,0.212,0.106,0.032
103,9776,-183.56,79,50.6,0.4333,0.224,0.4973,0.6262,0.4562,0.9721,0.4329,0.2933,-0.691,A,0.0955,0.000-0.118,0.212,0.106,0.032
104,9878,-368.16,102,63.7,0.7428,0.158,0.4958,0.6813,0.4609,0.2951,0.4156,0.1817,-0.8061,A,0.0754,0.000-0.118,0.212,0.106,0.032
105,10001,-472.1,123,65.0,0.8601,0.1228,0.5141,0.6753,0.5363,0.1709,0.3317,0.1618,-0.8359,A,0.0792,0.000-0.118,0.213,0.106,0.033
106,10794,-3226.3,793,3.5,0.2517,0.1805,0.4725,0.5466,0.8788,0.0956,0.0228,0.1953,-0.5743,A,0.082,0.000-0.118,0.213,0.107,0.033
107,11602,-3485.26,808,6.3,0.3463,0.1073,0.438,0.5824,0.9404,0.1276,0.0275,0.231,-0.6284,A,0.0597,0.000-0.118,0.215,0.107,0.033
108,11648,-25.75,46,80.4,0.4818,0.1339,0.6022,0.3754,0.5838,0.9873,0.4523,0.2491,-0.3083,A,0.0962,0.000-0.118,0.215,0.107,0.033
109,12109,-1254.95,461,33.2,0.4172,0.1699,0.5459,0.456,0.55,0.5977,0.2447,0.0596,-0.4327,A,0.0584,0.000-0.118,0.215,0.108,0.033
110,12409,-591.68,300,85.0,0.8151,0.1048,0.5222,0.5353,0.8442,0.2743,0.4173,0.2103,-0.5669,A,0.1069,0.000-0.118,0.216,0.108,0.033
111,12465,-58.23,56,75.0,0.5064,0.1112,0.6426,0.3918,0.633,0.9286,0.3659,0.2291,-0.3688,A,0.0719,0.000-0.118,0.216,0.108,0.033
112,13090,-1596.53,625,18.2,0.6932,0.1522,0.5128,0.4488,0.6272,0.0791,0.1168,0.1053,-0.4147,A,0.0853,0.000-0.118,0.216,0.108,0.033
113,13167,-174.1,77,64.9,0.6765,0.0838,0.5056,0.5081,0.6444,0.3471,0.2475,0.2271,-0.5138,A,0.0875,0.000-0.118,0.216,0.108,0.033
114,13570,-1138.0,403,14.1,0.3551,0.132,0.4844,0.5131,0.7412,0.2804,0.083,0.1625,-0.5114,A,0.0909,0.000-0.118,0.217,0.108,0.033
115,13791,-488.91,221,57.5,0.6365,0.1474,0.5225,0.4879,0.8748,0.4412,0.374,0.1052,-0.4768,A,0.0844,0.000-0.118,0.217,0.109,0.033
116,13963,-269.82,172,61.6,0.6346,0.1271,0.544,0.4619,0.7739,0.4636,0.3405,0.1361,-0.4381,A,0.0631,0.000-0.118,0.217,0.109,0.033
117,14416,-1805.07,453,7.7,0.2347,0.1602,0.4282,0.5664,0.9673,0.2135,0.0499,0.1635,-0.5869,A,0.0768,0.000-0.118,0.218,0.109,0.034
118,14695,-712.29,279,48.0,0.7295,0.1385,0.5099,0.4951,0.6461,0.2191,0.2774,0.1603,-0.5057,A,0.0714,0.000-0.118,0.218,0.109,0.034
119,14887,-220.91,192,91.7,0.5591,0.1172,0.5378,0.4048,0.6347,0.9528,0.4926,0.1,-0.3565,A,0.0758,0.000-0.118,0.219,0.109,0.034
120,15209,-1161.68,322,10.2,0.5039,0.1394,0.428,0.5069,0.8899,0.1129,0.0578,0.0831,-0.4711,A,0.0932,0.000-0.118,0.219,0.11,0.034
121,15576,-1093.74,367,27.0,0.5186,0.1637,0.4691,0.5656,0.8204,0.3315,0.1942,0.0618,-0.6002,A,0.0807,0.000-0.118,0.219,0.11,0.034
122,15889,-788.24,313,51.4,0.5681,0.1604,0.4866,0.5681,0.8486,0.5417,0.3207,0.1617,-0.6101,A,0.1053,0.000-0.118,0.22,0.11,0.034
123,16214,-1054.56,325,26.8,0.5805,0.073,0.5095,0.5806,0.8826,0.4009,0.091,0.1728,-0.6506,A,0.0919,0.000-0.118,0.22,0.11,0.034
124,16433,-661.15,219,36.1,0.6184,0.1645,0.5064,0.5102,0.8485,0.2481,0.2597,0.0817,-0.5133,A,0.074,0.000-0.118,0.221,0.11,0.034
125,16697,-596.46,264,52.3,0.6088,0.1506,0.4545,0.499,0.8883,0.349,0.3578,0.0691,-0.4837,A,0.086,0.000-0.118,0.221,0.11,0.034
126,16979,-722.22,282,42.6,0.4964,0.1305,0.5012,0.536,0.8006,0.7124,0.2378,0.143,-0.5647,A,0.0855,0.000-0.118,0.221,0.111,0.034
127,17175,-629.63,196,37.2,0.8874,0.0682,0.5147,0.5232,0.8199,0.1196,0.1203,0.0628,-0.5403,A,0.0837,0.000-0.118,0.221,0.111,0.034
128,17305,56.08,130,96.9,0.2904,0.0854,0.4469,0.5216,0.8581,2.4171,0.4077,0.3493,-0.517,A,0.0908,0.000-0.118,0.222,0.111,0.034
129,17503,-490.77,198,37.9,0.8189,0.1099,0.5266,0.4141,0.7967,0.0923,0.1838,0.0651,-0.353,A,0.0927,0.000-0.118,0.222,0.111,0.034
130,17704,-467.98,201,37.3,0.497,0.1803,0.5258,0.4543,0.802,0.4232,0.2734,0.0945,-0.4196,A,0.0621,0.000-0.118,0.222,0.111,0.034
131,17947,-636.29,243,31.3,0.5604,0.0769,0.5002,0.5064,0.7931,0.388,0.1112,0.0714,-0.5037,A,0.085,0.000-0.118,0.222,0.111,0.034
132,18253,-704.53,306,38.2,0.5113,0.2169,0.4549,0.528,0.8608,0.4386,0.311,0.0777,-0.5253,A,0.0902,0.000-0.118,0.223,0.111,0.035
133,18452,-448.93,199,59.8,0.9007,0.0866,0.5521,0.42,0.7903,0.0819,0.2457,0.0864,-0.3799,A,0.1078,0.000-0.118,0.223,0.112,0.035
134,18715,-577.78,263,34.2,0.4303,0.215,0.4446,0.506,0.867,0.5138,0.3038,0.0857,-0.4845,A,0.1114,0.000-0.118,0.223,0.112,0.035
135,19070,-1136.47,355,20.0,0.471,0.1028,0.5151,0.5542,0.8429,0.3504,0.082,0.1454,-0.6161,A,0.0621,0.000-0.118,0.224,0.112,0.035
136,19181,125.42,111,96.4,0.3121,0.2683,0.4147,0.4875,0.8212,2.2547,0.857,0.3283,-0.4505,A,0.0627,0.000-0.118,0.224,0.112,0.035
137,19473,-629.84,292,41.8,0.3942,0.1208,0.4364,0.5624,0.8986,0.7933,0.2275,0.0916,-0.5688,A,0.0888,0.000-0.118,0.224,0.112,0.035
138,19890,-835.53,417,58.8,0.6419,0.0979,0.4538,0.5414,0.894,0.444,0.2736,0.2222,-0.5612,A,0.1051,0.000-0.118,0.225,0.112,0.035
139,20260,-1507.7,370,8.6,0.1613,0.1749,0.5059,0.5079,0.9108,0.2915,0.0546,0.0855,-0.5234,A,0.1022,0.000-0.118,0.225,0.113,0.035
140,20514,-384.63,254,52.8,0.4832,0.2324,0.4406,0.5241,0.842,0.7417,0.4863,0.1393,-0.4941,A,0.1077,0.000-0.118,0.226,0.113,0.035
141,20631,-146.76,117,94.0,0.9769,0.0774,0.5216,0.4231,0.582,0.2517,0.3585,0.1377,-0.3728,A,0.098,0.000-0.118,0.226,0.113,0.035
142,20881,-605.34,250,43.6,0.6849,0.1162,0.4609,0.5359,0.8403,0.3506,0.2354,0.0591,-0.5368,A,0.1034,0.000-0.118,0.226,0.113,0.035
143,21260,-1254.11,379,18.5,0.4245,0.1106,0.4301,0.5393,0.9548,0.2586,0.0922,0.1556,-0.529,A,0.0901,0.000-0.118,0.227,0.113,0.035
144,21566,-570.29,306,52.6,0.303,0.1565,0.4484,0.5433,0.9289,1.2779,0.3495,0.0992,-0.5477,A,0.0867,0.000-0.118,0.227,0.113,0.035
145,21699,96.28,133,99.2,0.3998,0.1563,0.4534,0.4888,0.8469,2.187,0.6831,0.2034,-0.4504,A,0.1058,0.000-0.118,0.227,0.114,0.035
146,22088,-1145.59,389,59.1,0.7657,0.1134,0.4438,0.5621,0.8798,0.2331,0.3079,0.1453,-0.5751,A,0.0761,0.000-0.118,0.228,0.114,0.036
147,22444,-691.46,356,29.5,0.5494,0.1742,0.4187,0.4541,0.8648,0.2523,0.2348,0.1053,-0.4019,A,0.1001,0.000-0.118,0.228,0.114,0.036
148,22826,-1156.75,382,30.9,0.8685,0.121,0.4358,0.5717,0.8973,0.1175,0.1479,0.1203,-0.5855,A,0.0885,0.000-0.118,0.229,0.114,0.036
149,23161,-881.99,335,34.9,0.7694,0.1357,0.4407,0.5783,0.9314,0.4571,0.1949,0.1463,-0.6059,A,0.0911,0.000-0.118,0.229,0.114,0.036
150,23551,-768.38,390,57.9,0.6838,0.1165,0.4174,0.5365,0.958,0.2665,0.3108,0.1611,-0.5207,A,0.088,0.000-0.118,0.229,0.115,0.036
151,23975,-1000.89,424,38.4,0.4959,0.1404,0.3938,0.5286,0.9574,0.5317,0.2387,0.1202,-0.5169,A,0.0682,0.000-0.118,0.23,0.115,0.036
152,24309,-73.36,334,94.6,0.5256,0.1729,0.4574,0.4986,0.8704,1.0376,0.6527,0.2893,-0.4764,A,0.0841,0.000-0.118,0.23,0.115,0.036
153,24649,-656.15,340,49.7,0.4796,0.1479,0.4221,0.5251,0.9256,0.8337,0.3284,0.144,-0.511,A,0.0791,0.000-0.118,0.231,0.115,0.036
154,24951,-715.68,302,42.7,0.4054,0.2014,0.4728,0.5873,0.8841,0.7693,0.3612,0.1623,-0.6376,A,0.0889,0.000-0.118,0.231,0.116,0.036
155,25099,-58.26,148,92.6,0.5844,0.1827,0.4516,0.4854,0.8054,0.9001,0.6993,0.1978,-0.4476,A,0.1013,0.000-0.118,0.231,0.116,0.036
156,25458,-602.93,359,48.5,0.5186,0.1606,0.4136,0.5016,0.8939,0.5363,0.3479,0.1224,-0.4751,A,0.0832,0.000-0.118,0.232,0.116,0.036
157,25857,-650.41,399,59.6,0.7802,0.1151,0.3974,0.4719,0.8878,0.2579,0.3087,0.1214,-0.4177,A,0.0681,0.000-0.118,0.232,0.116,0.036
