episode,timestep,reward,steps,mean_pos_error,mean_alt_error,omega_scale,phase,r_tracking,r_velocity,r_altitude,r_stability,r_progress,r_off_track
246,69189,15.88,516,0.2755,0.4366,0.435,A,0.8405,0.5192,0.3151,0.7684,0.1,-0.0736
247,69907,22.61,718,0.5138,0.7606,0.439,A,0.8079,0.6345,0.315,0.7859,0.1,-0.1163
248,70593,21.88,686,0.2506,1.1021,0.439,A,0.9832,0.5893,0.2631,0.7359,0.1,-0.0948
249,71297,17.25,704,0.338,1.568,0.439,A,0.6902,0.5608,0.004,0.7881,0.1,-0.1527
250,72037,20.69,740,0.2965,1.49,0.443,A,0.8259,0.6201,0.022,0.7838,0.1,-0.0831
251,72506,14.16,469,0.2539,1.0811,0.443,A,1.1154,0.5488,0.1117,0.6756,0.1,-0.0938
252,73341,26.51,835,0.2548,1.5865,0.443,A,0.989,0.6513,0.2346,0.7106,0.1,-0.0976
253,73883,17.97,542,0.1911,1.0844,0.447,A,1.2044,0.6008,0.1721,0.6869,0.1,-0.0406
254,74618,22.86,735,0.321,1.1643,0.447,A,0.8874,0.6836,0.2022,0.8237,0.1,-0.1306
255,75153,15.3,535,0.2373,1.2853,0.447,A,1.0741,0.6268,0.0174,0.646,0.1,-0.0897
256,75816,19.07,663,0.343,1.2125,0.452,A,0.7594,0.7828,0.0033,0.8684,0.1,-0.1259
257,76777,25.03,961,0.9012,0.9159,0.452,A,0.6396,0.6135,0.3229,0.7178,0.1,-0.2305
258,77279,15.71,502,0.2692,0.9851,0.452,A,1.0634,0.6161,0.2662,0.6897,0.1,-0.1215
259,77798,15.18,519,0.3429,0.8878,0.452,A,0.8802,0.6398,0.3114,0.6558,0.1,-0.1358
260,78412,21.53,614,0.2741,0.8076,0.456,A,1.223,0.6558,0.3387,0.7383,0.1,-0.1075
261,79524,30.47,1112,0.5316,0.7542,0.456,A,0.685,0.6903,0.3184,0.7613,0.1,-0.2284
262,80008,11.64,484,0.3078,1.0701,0.46,A,0.7351,0.5739,0.1561,0.6017,0.1,-0.1074
263,81004,32.97,996,0.2707,0.6479,0.46,A,0.8411,0.7745,0.3585,0.8042,0.1,-0.0482
264,81577,13.87,573,0.3347,1.5914,0.46,A,0.6529,0.5946,0.1824,0.6959,0.1,-0.137
265,82679,32.25,1102,0.4867,0.5174,0.464,A,0.6579,0.7535,0.3267,0.8442,0.1,-0.1583
266,83286,17.77,607,0.3652,0.4881,0.464,A,0.7207,0.7417,0.2304,0.875,0.1,-0.1269
267,83867,15.07,581,0.3316,1.161,0.464,A,0.7531,0.6602,0.2214,0.6477,0.1,-0.1282
268,85137,34.1,1270,0.494,0.8732,0.468,A,0.6772,0.7195,0.2039,0.7988,0.1,-0.1685
269,86243,30.35,1106,0.623,0.5764,0.472,A,0.5983,0.7463,0.3437,0.7945,0.1,-0.1885
270,86779,15.21,536,0.3023,0.7879,0.472,A,0.7358,0.7474,0.1769,0.8183,0.1,-0.0886
271,87700,31.24,921,0.2956,0.4047,0.472,A,0.8564,0.7981,0.3995,0.8924,0.1,-0.0717
272,88338,19.14,638,0.3079,0.8787,0.476,A,0.9564,0.7429,0.2634,0.7136,0.1,-0.127
273,88860,15.4,522,0.4609,0.9164,0.476,A,0.9773,0.6311,0.3987,0.6429,0.1,-0.1331
274,89452,17.59,592,0.2715,0.8767,0.476,A,0.9596,0.6484,0.3326,0.6886,0.1,-0.0904
275,89960,15.2,508,0.3792,0.9109,0.476,A,1.1121,0.6302,0.3355,0.6544,0.1,-0.1654
276,90571,19.4,611,0.4137,0.7355,0.48,A,1.0453,0.6192,0.4144,0.7263,0.1,-0.072
277,90987,11.66,416,0.4053,0.5721,0.48,A,0.9485,0.6342,0.3051,0.6694,0.1,-0.1382
278,92117,27.8,1130,0.482,0.7324,0.48,A,0.5568,0.6875,0.206,0.8661,0.1,-0.2146
279,92858,23.98,741,0.2458,0.5508,0.484,A,1.1232,0.691,0.2647,0.8003,0.1,-0.0783
280,93310,13.15,452,0.3365,0.4298,0.484,A,0.8526,0.6601,0.3045,0.8181,0.1,-0.1095
281,93839,17.08,529,0.354,0.32,0.484,A,0.9407,0.6514,0.5101,0.8011,0.1,-0.0955
282,94289,13.72,450,0.2677,0.5253,0.488,A,1.0873,0.6479,0.2404,0.7817,0.1,-0.1022
283,94709,13.83,420,0.267,0.3798,0.488,A,1.0608,0.6478,0.3884,0.8425,0.1,-0.0619
284,95165,11.43,456,0.422,0.8018,0.488,A,0.6506,0.6056,0.4812,0.6344,0.1,-0.1996
285,96265,23.37,1100,1.0221,1.3261,0.493,A,0.3538,0.6588,0.2585,0.8515,0.1,-0.3055
286,96783,10.51,518,0.4516,1.0289,0.493,A,0.4984,0.6104,0.1468,0.6545,0.1,-0.1689
287,98049,33.08,1266,0.988,1.069,0.493,A,0.523,0.7585,0.2933,0.8733,0.1,-0.1935
288,99397,36.59,1348,0.9294,0.9101,0.497,A,0.4562,0.8572,0.283,0.9297,0.1,-0.1799
289,99862,14.62,465,0.2532,0.4089,0.497,A,0.893,0.63,0.5021,0.794,0.1,-0.0742
290,101280,40.03,1418,0.8662,1.0804,0.501,A,0.5938,0.8819,0.2526,0.9103,0.1,-0.1886
291,102019,16.24,739,0.9616,1.0042,0.501,A,0.6701,0.6669,0.1253,0.6834,0.1,-0.2524
292,103123,35.51,1104,0.899,0.8384,0.505,A,0.7835,0.8861,0.4563,0.9316,0.1,-0.2323
293,103930,19.08,807,0.6432,0.8335,0.505,A,0.372,0.7627,0.3954,0.7215,0.1,-0.1853
294,104713,28.29,783,0.3045,0.5987,0.509,A,1.2205,0.7388,0.6208,0.7461,0.1,-0.1111
295,106003,38.4,1290,0.4232,0.564,0.509,A,0.7347,0.7479,0.486,0.7936,0.1,-0.1047
296,107396,36.12,1393,1.1344,0.7908,0.513,A,0.6079,0.7632,0.3492,0.8724,0.1,-0.2742
297,108060,16.81,664,0.2954,1.0829,0.513,A,0.8673,0.6014,0.2449,0.644,0.1,-0.0821
298,108504,11.68,444,0.676,0.8339,0.513,A,0.9524,0.613,0.3946,0.609,0.1,-0.1937
299,109356,30.8,852,0.2591,0.2859,0.517,A,1.105,0.8327,0.5433,0.893,0.1,-0.0775
300,110184,18.34,828,1.4295,0.4531,0.517,A,0.572,0.5781,0.4397,0.6866,0.1,-0.2802
301,110872,13.34,688,0.5679,1.2073,0.521,A,0.5713,0.5565,0.3012,0.5351,0.1,-0.2246
302,112157,31.87,1285,1.0698,0.4628,0.521,A,0.6162,0.6975,0.3386,0.8388,0.1,-0.2416
303,113137,23.54,980,1.1642,0.7051,0.525,A,0.4866,0.7124,0.3171,0.9076,0.1,-0.2383
304,113607,11.68,470,0.4738,1.0068,0.525,A,0.7852,0.6136,0.4366,0.619,0.1,-0.1787
305,114540,20.99,933,0.9086,1.816,0.525,A,0.657,0.7013,0.2312,0.7212,0.1,-0.2658
306,115390,25.0,850,0.3746,0.4739,0.529,A,0.7027,0.8532,0.4363,0.9052,0.1,-0.1876
307,116359,24.2,969,0.5335,0.955,0.529,A,0.5783,0.7563,0.3945,0.7908,0.1,-0.2307
308,116842,11.31,483,0.4578,1.1293,0.533,A,0.826,0.592,0.2902,0.6117,0.1,-0.1677
309,118624,41.56,1782,0.7787,0.5277,0.533,A,0.3273,0.7496,0.4924,0.8182,0.1,-0.2607
310,119432,25.63,808,0.4052,0.4712,0.538,A,1.0579,0.7227,0.462,0.7606,0.1,-0.0718
311,121021,36.46,1589,0.9829,0.8679,0.542,A,0.5073,0.6671,0.2857,0.8615,0.1,-0.2278
312,122234,27.78,1213,0.6813,1.1036,0.542,A,0.3937,0.7253,0.4371,0.7401,0.1,-0.2086
313,122960,23.26,726,0.3063,0.1834,0.546,A,0.5982,0.8267,0.7238,0.9178,0.1,-0.1019
314,123920,26.62,960,0.4095,0.7253,0.546,A,0.6032,0.7864,0.5591,0.7521,0.1,-0.1464
315,124723,26.42,803,0.4039,0.5395,0.546,A,1.0983,0.8032,0.4452,0.7918,0.1,-0.0797
316,126235,30.57,1512,1.1635,0.9853,0.55,A,0.4047,0.7771,0.2056,0.7481,0.1,-0.2894
317,127466,26.72,1231,1.1441,1.3812,0.554,A,0.5152,0.6651,0.3213,0.7229,0.1,-0.2295
318,128535,33.47,1069,0.3096,0.3258,0.554,A,0.9161,0.8125,0.4721,0.8512,0.1,-0.1211
319,129603,31.37,1068,0.3791,0.6487,0.558,A,0.8721,0.8125,0.4388,0.7474,0.1,-0.1184
320,130220,20.87,617,0.2326,0.2015,0.558,A,0.8612,0.7824,0.7169,0.8734,0.1,-0.0365
321,131003,23.96,783,0.3124,0.5078,0.558,A,0.82,0.771,0.5996,0.772,0.1,-0.0754
322,131818,25.47,815,0.3499,0.3939,0.562,A,0.7985,0.8085,0.6459,0.7847,0.1,-0.0804
323,132755,32.41,937,0.2075,0.3484,0.562,A,1.2392,0.8184,0.5057,0.8114,0.1,-0.0795
324,134216,43.1,1461,0.457,0.392,0.566,A,0.6314,0.8289,0.71,0.8184,0.1,-0.1766
325,135102,15.84,886,0.63,1.7701,0.566,A,0.5677,0.5757,0.2135,0.6008,0.1,-0.2827
326,136292,33.63,1190,0.5675,0.7146,0.57,A,0.8602,0.7362,0.4792,0.7756,0.1,-0.15
327,137170,23.72,878,0.4259,0.7556,0.57,A,0.8465,0.653,0.5039,0.7094,0.1,-0.123
328,138004,14.49,834,0.5358,1.4402,0.574,A,0.531,0.5895,0.2039,0.5344,0.1,-0.2224
329,139717,43.63,1713,0.7115,0.4502,0.579,A,0.5275,0.7935,0.5705,0.8252,0.1,-0.2752
330,140564,19.65,847,0.4003,0.8428,0.579,A,0.685,0.5591,0.477,0.6427,0.1,-0.1393
331,142078,37.42,1514,0.5696,1.3138,0.583,A,0.6835,0.705,0.4417,0.7283,0.1,-0.1833
332,143563,28.84,1485,0.6225,0.7271,0.587,A,0.2607,0.7562,0.3135,0.7724,0.1,-0.2529
333,144807,36.43,1244,0.4678,0.4024,0.587,A,0.6485,0.7774,0.7242,0.8329,0.1,-0.1459
334,146238,41.14,1431,0.5266,0.2615,0.591,A,0.6256,0.8404,0.635,0.842,0.1,-0.1555
335,147594,33.89,1356,0.5804,0.3063,0.595,A,0.4149,0.821,0.5828,0.7985,0.1,-0.2054
336,148581,22.72,987,0.4802,1.5176,0.595,A,0.7105,0.6804,0.3766,0.6337,0.1,-0.1859
337,149797,37.94,1216,0.3845,0.1753,0.599,A,0.6812,0.8582,0.7442,0.9194,0.1,-0.16
338,150583,20.9,786,0.4098,0.7055,0.599,A,0.9513,0.6037,0.4421,0.712,0.1,-0.1215
339,151961,38.22,1378,0.4778,0.2442,0.603,A,0.6627,0.7967,0.6249,0.8338,0.1,-0.2119
340,152843,26.61,882,0.4147,0.2208,0.603,A,0.6936,0.8994,0.6461,0.9252,0.1,-0.2012
341,154282,31.63,1439,0.6065,0.3837,0.607,A,0.3267,0.815,0.4507,0.8209,0.1,-0.2825
342,155763,30.92,1481,0.6149,0.9776,0.611,A,0.583,0.7078,0.3119,0.724,0.1,-0.3062
343,156895,29.48,1132,0.4868,0.6921,0.611,A,0.7315,0.7616,0.4743,0.7705,0.1,-0.1837
344,158895,32.99,2000,0.7001,0.8587,0.615,A,0.3138,0.6993,0.2089,0.657,0.1,-0.3033
345,160363,41.81,1468,0.3735,0.388,0.619,A,0.7193,0.8315,0.5832,0.8228,0.1,-0.1505
346,161757,39.78,1394,0.3523,0.461,0.619,A,0.7697,0.8974,0.4035,0.858,0.1,-0.1105
347,162476,18.8,719,0.2827,1.0288,0.624,A,0.98,0.6824,0.3729,0.6743,0.1,-0.1245
348,163458,24.82,982,0.3958,1.224,0.624,A,0.9135,0.7073,0.3669,0.6752,0.1,-0.166
349,164323,23.8,865,0.3174,0.8225,0.628,A,0.8846,0.7594,0.4356,0.7412,0.1,-0.0867
350,165474,29.57,1151,0.383,0.5027,0.628,A,0.772,0.8007,0.343,0.809,0.1,-0.1777
351,166788,30.09,1314,0.5579,0.6576,0.632,A,0.5867,0.752,0.3789,0.7686,0.1,-0.2256
352,167645,20.94,857,0.432,1.161,0.632,A,0.9826,0.6387,0.3051,0.6527,0.1,-0.1558
353,168756,33.13,1111,0.2715,0.3667,0.636,A,0.9481,0.8197,0.4564,0.8488,0.1,-0.0923
354,169942,30.68,1186,0.4082,0.3162,0.636,A,0.518,0.8206,0.5249,0.8823,0.1,-0.1699
355,171176,33.04,1234,0.3858,0.4349,0.64,A,0.77,0.8227,0.4218,0.81,0.1,-0.1564
356,172463,32.41,1287,0.4133,0.6145,0.644,A,0.6639,0.8067,0.3733,0.798,0.1,-0.1383
357,173312,25.69,849,0.2595,0.472,0.644,A,1.0437,0.7992,0.5144,0.752,0.1,-0.0771
358,174617,34.66,1305,0.3963,0.5472,0.648,A,0.8345,0.7991,0.43,0.7337,0.1,-0.1444
359,175956,40.01,1339,0.3207,0.4213,0.648,A,0.8438,0.8978,0.5141,0.8416,0.1,-0.096
360,177861,30.88,1905,0.9809,0.8866,0.652,A,0.302,0.7416,0.2248,0.6306,0.1,-0.3144
361,179498,36.33,1637,0.6119,0.7482,0.656,A,0.6098,0.7446,0.3584,0.6599,0.1,-0.1671
362,180699,37.56,1201,0.3017,0.3286,0.66,A,0.8411,0.9041,0.617,0.8455,0.1,-0.0579
363,182103,40.61,1404,0.3785,0.5884,0.66,A,0.8095,0.8419,0.5918,0.7677,0.1,-0.0994
364,183501,38.45,1398,0.3322,0.3437,0.665,A,0.6402,0.8685,0.5102,0.8357,0.1,-0.0858
365,185118,36.16,1617,0.6535,0.6596,0.669,A,0.3688,0.8573,0.4759,0.7875,0.1,-0.2597
366,186603,43.13,1485,0.3447,0.2945,0.673,A,0.7398,0.8943,0.605,0.8081,0.1,-0.1209
367,187627,26.01,1024,0.3987,0.5758,0.673,A,0.5231,0.8598,0.4763,0.7702,0.1,-0.0786
368,188975,38.03,1348,0.3397,0.2675,0.677,A,0.601,0.8838,0.5796,0.8621,0.1,-0.0883
369,189915,29.14,940,0.2516,0.3334,0.677,A,0.8731,0.8892,0.5786,0.8299,0.1,-0.0394
370,191198,39.33,1283,0.2868,0.2905,0.681,A,0.7964,0.9348,0.5687,0.8763,0.1,-0.0772
371,192485,40.84,1287,0.2867,0.4471,0.681,A,0.9772,0.8662,0.608,0.8241,0.1,-0.0567
372,194124,39.92,1639,0.5086,0.6553,0.685,A,0.6157,0.8166,0.4489,0.7207,0.1,-0.1492
373,196124,48.16,2000,0.4797,0.4226,0.689,A,0.4684,0.8756,0.4763,0.7907,0.1,-0.1898
374,198124,53.33,2000,0.3909,0.5096,0.693,A,0.6868,0.904,0.4842,0.7949,0.1,-0.1745
375,199937,45.14,1813,0.5606,1.169,0.697,A,0.6443,0.8469,0.4703,0.7256,0.1,-0.1649
376,201937,54.51,2000,0.546,0.3415,0.701,B,0.689,0.8935,0.5443,0.8328,0.1,-0.1845
377,203375,42.28,1438,0.3807,0.4238,0.703,B,0.8204,0.8861,0.6213,0.8119,0.1,-0.1234
378,205375,55.07,2000,0.4563,0.2315,0.705,B,0.6042,0.9106,0.6732,0.822,0.1,-0.1915
379,207011,48.33,1636,0.3293,0.5673,0.707,B,0.8383,0.8751,0.6379,0.781,0.1,-0.0908
380,208534,46.0,1523,0.2878,0.2148,0.707,B,0.7104,0.9245,0.6393,0.9044,0.1,-0.0604
381,209650,33.06,1116,0.3501,0.4008,0.709,B,0.9019,0.8936,0.5742,0.8458,0.1,-0.1528
382,210962,38.83,1312,0.2792,0.2543,0.711,B,0.7797,0.9009,0.5889,0.8409,0.1,-0.0454
383,212962,52.01,2000,0.3995,0.2585,0.711,B,0.58,0.8933,0.594,0.7675,0.1,-0.159
384,214962,56.56,2000,0.3955,0.231,0.713,B,0.6263,0.922,0.6477,0.8643,0.1,-0.1403
385,216860,52.85,1898,0.369,0.2478,0.715,B,0.7138,0.891,0.6028,0.7999,0.1,-0.1262
386,218860,57.72,2000,0.2948,0.3519,0.717,B,0.7428,0.9133,0.6047,0.82,0.1,-0.0925
387,220860,58.97,2000,0.3232,0.2159,0.719,B,0.6429,0.9596,0.6353,0.9128,0.1,-0.091
388,222395,46.17,1535,0.2732,0.2188,0.721,B,0.743,0.9122,0.6473,0.874,0.1,-0.0466
389,224070,55.81,1675,0.2834,0.3783,0.723,B,1.058,0.9087,0.7376,0.8232,0.1,-0.0427
390,226070,65.11,2000,0.24,0.1599,0.725,B,0.8408,0.9522,0.7538,0.8858,0.1,-0.0235
391,228070,64.87,2000,0.2289,0.1834,0.727,B,0.8892,0.934,0.7173,0.8751,0.1,-0.0115
392,230070,67.61,2000,0.2136,0.1492,0.729,B,0.9715,0.9447,0.7944,0.8744,0.1,-0.0192
393,232070,64.24,2000,0.2411,0.171,0.731,B,0.8783,0.9479,0.7294,0.8746,0.1,-0.037
394,234070,61.94,2000,0.2506,0.1976,0.733,B,0.8222,0.9491,0.6841,0.8598,0.1,-0.0415
395,235764,54.07,1694,0.2491,0.2698,0.736,B,0.9653,0.9285,0.6753,0.8493,0.1,-0.0319
396,237764,60.53,2000,0.2881,0.228,0.738,B,0.8573,0.9451,0.6458,0.8627,0.1,-0.1025
397,239762,66.57,1998,0.2093,0.3529,0.74,B,1.1385,0.9429,0.7173,0.8061,0.1,-0.0483
398,241632,58.52,1870,0.2649,0.2361,0.74,B,0.8803,0.9412,0.7095,0.8621,0.1,-0.0465
399,243632,64.91,2000,0.2458,0.1455,0.742,B,0.9607,0.9483,0.7872,0.8556,0.1,-0.0747
400,245367,57.06,1735,0.2267,0.2305,0.744,B,1.009,0.9293,0.7893,0.8459,0.1,-0.0343
401,247213,61.26,1846,0.2269,0.1552,0.746,B,1.0407,0.9438,0.7725,0.8615,0.1,-0.0382
402,249071,56.76,1858,0.2542,0.2234,0.748,B,0.9101,0.9087,0.7126,0.8024,0.1,-0.0377
403,251067,60.0,1996,0.2649,0.4185,0.75,B,0.9726,0.92,0.632,0.787,0.1,-0.0629
404,252798,58.88,1731,0.1891,0.325,0.752,B,1.2708,0.9101,0.7291,0.8339,0.1,-0.0436
405,254357,54.22,1559,0.1653,0.1565,0.754,B,1.2041,0.9307,0.7629,0.906,0.1,-0.0035
406,256166,60.09,1809,0.1931,0.2053,0.756,B,1.2063,0.942,0.6632,0.8569,0.1,-0.0334
407,258038,59.49,1872,0.2082,0.2571,0.756,B,1.15,0.9433,0.5706,0.8535,0.1,-0.0355
408,259972,65.08,1934,0.1671,0.2109,0.758,B,1.2016,0.9575,0.6488,0.8992,0.1,-0.0062
409,261972,65.06,2000,0.2079,0.1726,0.76,B,1.0516,0.9395,0.7573,0.852,0.1,-0.0225
410,263722,59.03,1750,0.1889,0.1789,0.762,B,1.1574,0.9413,0.7987,0.8569,0.1,-0.0249
411,265722,66.02,2000,0.1845,0.2868,0.764,B,1.2044,0.9359,0.7299,0.8213,0.1,-0.037
412,267629,65.33,1907,0.1652,0.151,0.766,B,1.2247,0.9502,0.7793,0.8651,0.1,-0.0052
413,269629,61.59,2000,0.2845,0.3421,0.768,B,1.0319,0.9091,0.7485,0.8071,0.1,-0.074
414,271558,66.58,1929,0.1855,0.1653,0.77,B,1.2971,0.9499,0.7904,0.8457,0.1,-0.0179
415,273413,65.63,1855,0.1443,0.1531,0.772,B,1.3649,0.9559,0.7863,0.8804,0.1,-0.0092
416,275413,65.62,2000,0.1968,0.285,0.774,B,1.1457,0.9444,0.7976,0.8303,0.1,-0.029
417,277358,61.0,1945,0.2888,0.361,0.776,B,1.1326,0.9135,0.7094,0.8308,0.1,-0.0499
418,279142,61.86,1784,0.1475,0.1314,0.779,B,1.3031,0.9493,0.819,0.8621,0.1,-0.0036
419,281142,66.29,2000,0.1848,0.2464,0.781,B,1.2786,0.9284,0.7597,0.839,0.1,-0.0457
420,282797,49.66,1655,0.2304,0.4283,0.783,B,1.1361,0.8998,0.6749,0.7472,0.1,-0.0489
421,284797,67.91,2000,0.1609,0.2161,0.785,B,1.325,0.9352,0.8022,0.8369,0.1,-0.0248
422,286797,64.69,2000,0.1763,0.4256,0.787,B,1.2879,0.9364,0.7186,0.7928,0.1,-0.0362
423,288797,67.55,2000,0.2113,0.3268,0.789,B,1.3878,0.9146,0.7986,0.8287,0.1,-0.0503
424,290797,56.76,2000,0.2379,0.5728,0.789,B,1.1397,0.8969,0.5701,0.7124,0.1,-0.0625
425,292787,65.92,1990,0.228,0.2768,0.791,B,1.3441,0.9277,0.7751,0.8329,0.1,-0.046
426,294787,72.02,2000,0.1142,0.1144,0.793,B,1.5076,0.963,0.8459,0.8695,0.1,0.0
427,296787,68.26,2000,0.1503,0.1888,0.795,B,1.4044,0.9397,0.8015,0.8585,0.1,-0.0272
428,298787,66.44,2000,0.1586,0.3433,0.797,B,1.3694,0.9345,0.7765,0.8262,0.1,-0.027
429,300787,66.9,2000,0.1774,0.347,0.799,B,1.3793,0.9335,0.7975,0.8484,0.1,-0.0387
430,302787,69.72,2000,0.1361,0.1139,0.801,B,1.4482,0.955,0.8556,0.8636,0.1,-0.0203
431,304787,72.75,2000,0.1027,0.1026,0.803,B,1.5569,0.959,0.8789,0.9041,0.1,0.0
432,306787,69.82,2000,0.1224,0.1344,0.805,B,1.4776,0.9613,0.8342,0.8709,0.1,-0.0083
433,308562,64.06,1775,0.0961,0.1229,0.807,B,1.6102,0.9579,0.8333,0.8956,0.1,0.0
434,310562,68.58,2000,0.1205,0.2192,0.809,B,1.5325,0.9444,0.7739,0.8525,0.1,-0.019
435,312562,69.06,2000,0.1129,0.198,0.811,B,1.5755,0.9465,0.7731,0.8469,0.1,-0.0138
436,314562,71.19,2000,0.1011,0.1173,0.813,B,1.5954,0.954,0.8363,0.8865,0.1,0.0
437,316518,64.37,1956,0.1524,0.3519,0.815,B,1.4385,0.9297,0.7921,0.8269,0.1,-0.0284
438,318325,65.32,1807,0.097,0.0979,0.817,B,1.6545,0.9585,0.8788,0.8869,0.1,-0.0089
439,320325,66.68,2000,0.1323,0.2641,0.819,B,1.508,0.9344,0.7939,0.8271,0.1,-0.0312
440,322325,71.23,2000,0.107,0.0869,0.822,B,1.5561,0.9615,0.9057,0.9028,0.1,0.0
441,324325,69.37,2000,0.1226,0.0911,0.824,B,1.4818,0.9615,0.8951,0.8899,0.1,-0.0065
442,326325,70.87,2000,0.1019,0.0908,0.826,B,1.5818,0.955,0.8959,0.8924,0.1,0.0
443,328325,71.33,2000,0.0995,0.082,0.828,B,1.5862,0.9606,0.9136,0.9048,0.1,0.0
444,330325,71.0,2000,0.0986,0.083,0.83,B,1.5876,0.9588,0.9068,0.903,0.1,0.0
445,332325,71.1,2000,0.0996,0.0801,0.832,B,1.5872,0.9668,0.9182,0.9012,0.1,0.0
446,334325,72.02,2000,0.0874,0.0947,0.834,B,1.6737,0.9637,0.8965,0.9088,0.1,0.0
447,336325,72.24,2000,0.0866,0.0714,0.836,B,1.6788,0.9601,0.9259,0.9046,0.1,0.0
448,338325,72.01,2000,0.0877,0.0672,0.838,B,1.666,0.9558,0.9313,0.9138,0.1,0.0
449,340325,71.47,2000,0.0864,0.0853,0.84,B,1.6803,0.9601,0.9075,0.8974,0.1,0.0
450,342325,71.6,2000,0.085,0.0843,0.842,B,1.6881,0.9606,0.9086,0.9075,0.1,0.0
451,344325,72.58,2000,0.0674,0.0927,0.844,B,1.7824,0.9604,0.8942,0.9027,0.1,0.0
452,346325,71.33,2000,0.0853,0.0869,0.846,B,1.692,0.9647,0.9089,0.9061,0.1,0.0
453,348325,71.98,2000,0.0757,0.0881,0.848,B,1.7416,0.9596,0.9067,0.9164,0.1,0.0
454,350325,70.14,2000,0.0789,0.1238,0.85,B,1.7174,0.9587,0.8342,0.9065,0.1,0.0
455,352325,72.99,2000,0.0626,0.0833,0.852,B,1.8183,0.9637,0.912,0.9169,0.1,0.0
456,354325,72.14,2000,0.0615,0.1046,0.854,B,1.8168,0.964,0.8801,0.9075,0.1,0.0
457,356325,69.48,2000,0.0818,0.0976,0.854,B,1.6907,0.9634,0.8796,0.8734,0.1,0.0
458,358320,66.99,1995,0.087,0.1454,0.856,B,1.6604,0.9593,0.8023,0.8497,0.1,-0.0015
459,360320,71.74,2000,0.0722,0.0814,0.858,B,1.7703,0.9701,0.9145,0.9157,0.1,0.0
460,362320,72.51,2000,0.0628,0.0767,0.86,B,1.8263,0.9698,0.9199,0.9153,0.1,0.0
461,364320,72.46,2000,0.0565,0.075,0.862,B,1.8438,0.9684,0.9201,0.9076,0.1,0.0
462,366320,71.8,2000,0.0646,0.0805,0.865,B,1.8062,0.9672,0.9203,0.9148,0.1,0.0
463,368320,72.24,2000,0.0598,0.066,0.867,B,1.8263,0.9677,0.9357,0.9187,0.1,0.0
464,370320,71.26,2000,0.0695,0.0729,0.869,B,1.7739,0.9716,0.9279,0.9199,0.1,0.0
465,372320,72.02,2000,0.0614,0.0662,0.871,B,1.8283,0.9695,0.9358,0.9196,0.1,0.0
466,374320,71.44,2000,0.0645,0.0655,0.873,B,1.8033,0.9706,0.9381,0.9132,0.1,0.0
467,376320,72.17,2000,0.0521,0.07,0.875,B,1.8669,0.9635,0.9347,0.918,0.1,0.0
468,378320,71.72,2000,0.0591,0.071,0.877,B,1.8469,0.9654,0.9304,0.921,0.1,0.0
469,380320,70.97,2000,0.0661,0.0674,0.879,B,1.8084,0.9634,0.9371,0.914,0.1,0.0
470,382320,72.47,2000,0.0484,0.0557,0.881,B,1.8874,0.9702,0.9494,0.9252,0.1,0.0
471,384320,72.11,2000,0.0475,0.0676,0.883,B,1.8938,0.9682,0.9316,0.9246,0.1,0.0
472,386320,72.1,2000,0.0483,0.0545,0.885,B,1.8856,0.9675,0.9516,0.9227,0.1,0.0
473,388320,71.38,2000,0.0512,0.0556,0.887,B,1.8676,0.9687,0.9448,0.9083,0.1,0.0
474,390320,71.78,2000,0.0465,0.0588,0.889,B,1.8929,0.9663,0.9481,0.9178,0.1,0.0
475,392320,71.32,2000,0.0512,0.0529,0.891,B,1.8696,0.9626,0.9551,0.9163,0.1,0.0
476,394320,71.79,2000,0.0464,0.0496,0.893,B,1.9003,0.9647,0.9544,0.9249,0.1,0.0
477,396320,71.24,2000,0.0543,0.0456,0.895,B,1.8652,0.9693,0.9563,0.9245,0.1,0.0
478,398320,71.38,2000,0.0485,0.0474,0.897,B,1.8878,0.9669,0.957,0.9221,0.1,0.0
479,400320,71.49,2000,0.0463,0.0415,0.899,B,1.8978,0.9661,0.9613,0.9239,0.1,0.0
480,402320,70.77,2000,0.053,0.047,0.901,B,1.8665,0.9635,0.9541,0.9239,0.1,0.0
481,404320,70.81,2000,0.0484,0.0547,0.903,B,1.8836,0.9653,0.9507,0.9189,0.1,0.0
482,406320,70.57,2000,0.0502,0.0535,0.906,B,1.8718,0.9629,0.9512,0.9233,0.1,0.0
483,408320,70.85,2000,0.0469,0.0515,0.908,B,1.8943,0.9685,0.9501,0.9228,0.1,0.0
484,410320,70.98,2000,0.0428,0.0595,0.91,B,1.9127,0.9707,0.9439,0.924,0.1,0.0
485,412320,70.39,2000,0.0489,0.058,0.912,B,1.8876,0.9659,0.9462,0.9181,0.1,0.0
486,414320,70.36,2000,0.0472,0.0675,0.914,B,1.8898,0.9698,0.9365,0.9263,0.1,0.0
487,416320,70.76,2000,0.0442,0.0496,0.916,B,1.9079,0.9712,0.9523,0.9252,0.1,0.0
488,418320,70.3,2000,0.047,0.0596,0.918,B,1.8912,0.9705,0.9447,0.9249,0.1,0.0
489,420320,70.38,2000,0.043,0.0591,0.92,B,1.9007,0.9686,0.9474,0.9262,0.1,0.0
490,422320,70.26,2000,0.0464,0.0509,0.922,B,1.8964,0.9646,0.9544,0.9248,0.1,0.0
491,424320,70.04,2000,0.0482,0.0572,0.924,B,1.8886,0.9701,0.9477,0.9246,0.1,0.0
