episode,timestep,reward,steps,visibility_pct,survived,mean_action_mag,mean_action_jerk,r_track_sum,r_alive_sum,r_jerk_sum,term_reason
335,59182,47.89,196,69.4,0,0.4371,0.4335,28.291,19.6,0.0,
336,59368,163.33,186,100.0,0,0.4773,0.4536,144.725,18.6,0.0,
337,59588,186.37,220,100.0,0,0.328,0.4012,164.372,22.0,0.0,
338,59724,130.47,136,100.0,0,0.4247,0.4336,126.874,13.6,0.0,altitude_high
339,59914,123.75,190,95.8,0,0.5154,0.3638,114.748,19.0,0.0,altitude_low
340,60218,152.92,304,89.5,0,0.4147,0.4621,122.524,30.4,0.0,
341,60520,194.92,302,90.1,0,0.4281,0.4301,164.722,30.2,0.0,
342,60687,128.95,167,100.0,0,0.4225,0.4076,112.253,16.7,0.0,
343,60912,192.82,225,100.0,0,0.464,0.429,170.318,22.5,0.0,
344,61075,127.79,163,100.0,0,0.3659,0.4444,121.486,16.3,0.0,altitude_high
345,61252,136.47,177,93.2,0,0.4229,0.4964,118.771,17.7,0.0,
346,61484,120.15,232,82.8,0,0.4605,0.4217,96.95,23.2,0.0,
347,61667,149.34,183,100.0,0,0.4338,0.4678,131.04,18.3,0.0,
348,61849,141.8,182,100.0,0,0.4112,0.3788,133.597,18.2,0.0,altitude_low
349,62032,116.71,183,100.0,0,0.3866,0.4789,108.413,18.3,0.0,altitude_high
350,62220,105.97,188,96.3,0,0.5871,0.3815,87.171,18.8,0.0,
351,62380,121.55,160,100.0,0,0.4443,0.4295,105.552,16.0,0.0,
352,62560,113.12,180,100.0,0,0.3858,0.4554,105.117,18.0,0.0,altitude_high
353,62720,142.46,160,100.0,0,0.4189,0.4197,136.465,16.0,0.0,altitude_high
354,62911,142.24,191,100.0,0,0.4551,0.4569,123.141,19.1,0.0,
355,63112,171.01,201,100.0,0,0.3798,0.3849,150.914,20.1,0.0,
356,63333,172.03,221,100.0,0,0.3829,0.4318,159.931,22.1,0.0,altitude_high
357,63548,132.82,215,96.3,0,0.5492,0.4102,111.321,21.5,0.0,
358,63746,132.53,198,100.0,0,0.5534,0.3831,112.731,19.8,0.0,
359,63940,132.85,194,100.0,0,0.4115,0.4155,123.447,19.4,0.0,altitude_low
360,64114,120.11,174,97.1,0,0.479,0.5077,102.714,17.4,0.0,
361,64289,124.45,175,100.0,0,0.4386,0.3988,116.951,17.5,0.0,altitude_low
362,64445,155.26,156,100.0,0,0.3992,0.4342,139.657,15.6,0.0,
363,64621,141.76,176,100.0,0,0.4856,0.49,124.161,17.6,0.0,
364,64785,104.3,164,97.0,0,0.5411,0.4665,87.904,16.4,0.0,
365,64950,121.37,165,100.0,0,0.5202,0.441,104.873,16.5,0.0,
366,65136,111.55,186,100.0,0,0.5182,0.4278,102.947,18.6,0.0,altitude_high
367,65295,111.54,159,100.0,0,0.4402,0.4787,95.637,15.9,0.0,
368,65533,186.28,238,100.0,0,0.4111,0.3895,162.478,23.8,0.0,
369,65752,126.24,219,84.9,0,0.4407,0.3671,104.342,21.9,0.0,
370,65939,171.21,187,100.0,0,0.5237,0.3755,152.506,18.7,0.0,
371,66141,155.46,202,100.0,0,0.4572,0.3624,135.26,20.2,0.0,
372,66386,208.63,245,100.0,0,0.4328,0.4668,184.125,24.5,0.0,
373,66551,88.02,165,89.7,0,0.4697,0.365,71.523,16.5,0.0,
374,66781,184.82,230,100.0,0,0.3344,0.4469,171.821,23.0,0.0,altitude_high
375,66994,163.88,213,95.3,0,0.4122,0.3895,142.578,21.3,0.0,
376,67183,114.55,189,100.0,0,0.529,0.4698,95.647,18.9,0.0,
377,67358,123.81,175,100.0,0,0.4216,0.5069,116.307,17.5,0.0,altitude_high
378,67505,110.58,147,100.0,0,0.4973,0.3932,95.876,14.7,0.0,
379,67667,148.63,162,100.0,0,0.4399,0.4691,142.426,16.2,0.0,altitude_high
380,67882,135.44,215,97.7,0,0.5199,0.505,113.943,21.5,0.0,
381,68057,147.55,175,100.0,0,0.4638,0.4184,130.054,17.5,0.0,
382,68213,30.25,156,73.1,0,0.4833,0.4852,14.648,15.6,0.0,
383,68510,202.18,297,88.2,0,0.546,0.37,172.476,29.7,0.0,
384,68659,128.08,149,100.0,0,0.4558,0.4141,113.178,14.9,0.0,
385,68945,189.89,286,100.0,0,0.5867,0.3571,171.288,28.6,0.0,altitude_low
386,69215,196.25,270,100.0,0,0.5078,0.3706,169.248,27.0,0.0,
387,69409,109.27,194,100.0,0,0.4325,0.4573,99.866,19.4,0.0,altitude_high
388,69662,250.27,253,100.0,0,0.3782,0.4443,224.97,25.3,0.0,
389,69928,168.29,266,100.0,0,0.4186,0.4481,141.691,26.6,0.0,
390,70140,164.72,212,100.0,0,0.437,0.4324,153.52,21.2,0.0,altitude_high
391,70381,213.69,241,100.0,0,0.3538,0.4284,189.59,24.1,0.0,
392,70586,135.48,205,100.0,0,0.4503,0.3409,114.978,20.5,0.0,
393,70888,269.9,302,100.0,0,0.3599,0.4154,239.699,30.2,0.0,
394,71041,100.8,153,100.0,0,0.4238,0.4121,95.496,15.3,0.0,altitude_high
395,71229,155.99,188,100.0,0,0.3625,0.446,147.195,18.8,0.0,altitude_high
396,71427,153.99,198,100.0,0,0.4806,0.3602,134.186,19.8,0.0,
397,71633,154.39,206,100.0,0,0.48,0.4469,133.788,20.6,0.0,
398,71833,116.12,200,85.5,0,0.4543,0.3182,96.119,20.0,0.0,
399,72046,159.19,213,100.0,0,0.384,0.3909,137.894,21.3,0.0,
400,72211,145.91,165,100.0,0,0.4272,0.3831,139.413,16.5,0.0,altitude_high
401,72426,200.28,215,100.0,0,0.3838,0.3808,178.782,21.5,0.0,
402,72740,240.04,314,100.0,0,0.4082,0.3886,208.643,31.4,0.0,
403,72942,152.36,202,100.0,0,0.442,0.4941,132.163,20.2,0.0,
404,73164,141.9,222,93.2,0,0.463,0.446,119.703,22.2,0.0,
405,73334,158.93,170,100.0,0,0.4209,0.4526,151.926,17.0,0.0,altitude_high
406,73563,200.5,229,100.0,0,0.3622,0.5001,187.596,22.9,0.0,altitude_high
407,73777,163.25,214,100.0,0,0.4493,0.5233,141.847,21.4,0.0,
408,74072,247.9,295,100.0,0,0.4696,0.4737,218.401,29.5,0.0,
409,74259,158.61,187,100.0,0,0.5079,0.3184,139.908,18.7,0.0,
410,74448,160.58,189,100.0,0,0.4243,0.361,141.684,18.9,0.0,
411,74741,262.81,293,100.0,0,0.4492,0.3902,233.509,29.3,0.0,
412,74908,168.76,167,100.0,0,0.4122,0.4818,152.063,16.7,0.0,
413,75153,205.47,245,99.6,0,0.4162,0.4535,180.967,24.5,0.0,
414,75355,133.0,202,90.6,0,0.4731,0.4272,122.801,20.2,0.0,altitude_low
415,75551,182.2,196,100.0,0,0.3557,0.4021,162.598,19.6,0.0,
416,75731,138.47,180,91.7,0,0.4334,0.3502,120.473,18.0,0.0,
417,75925,180.27,194,100.0,0,0.4167,0.3973,160.874,19.4,0.0,
418,76081,90.35,156,99.4,0,0.4591,0.4503,74.747,15.6,0.0,
419,76288,193.91,207,100.0,0,0.412,0.4689,173.207,20.7,0.0,
420,76471,102.29,183,100.0,0,0.4733,0.4253,83.989,18.3,0.0,
421,76601,100.12,130,100.0,0,0.4211,0.4424,97.117,13.0,0.0,altitude_high
422,76759,113.46,158,100.0,0,0.4417,0.4056,107.66,15.8,0.0,altitude_high
423,76969,158.41,210,100.0,0,0.4022,0.4324,137.41,21.0,0.0,
424,77164,148.98,195,100.0,0,0.4026,0.4449,129.48,19.5,0.0,
425,77398,131.1,234,100.0,0,0.5041,0.4324,107.701,23.4,0.0,
426,77592,179.58,194,100.0,0,0.3762,0.4067,160.182,19.4,0.0,
427,77805,107.35,213,100.0,0,0.558,0.3068,96.048,21.3,0.0,altitude_low
428,78024,121.3,219,100.0,0,0.4732,0.4948,99.403,21.9,0.0,
429,78176,130.18,152,100.0,0,0.414,0.4938,124.983,15.2,0.0,altitude_high
430,78350,106.93,174,100.0,0,0.4404,0.4064,99.533,17.4,0.0,altitude_high
431,78538,155.34,188,100.0,0,0.4522,0.4129,136.536,18.8,0.0,
432,78764,184.17,226,100.0,0,0.5025,0.4764,161.573,22.6,0.0,
433,78942,164.26,178,100.0,0,0.4331,0.5219,146.462,17.8,0.0,
434,79153,142.41,211,95.3,0,0.4691,0.4501,121.311,21.1,0.0,
435,79332,120.87,179,100.0,0,0.4195,0.4229,102.971,17.9,0.0,
436,79472,99.62,140,100.0,0,0.4162,0.3387,95.622,14.0,0.0,altitude_high
437,79688,176.27,216,100.0,0,0.3492,0.4459,154.665,21.6,0.0,
438,79858,167.6,170,100.0,0,0.4444,0.4395,150.598,17.0,0.0,
439,80000,106.9,142,100.0,0,0.4174,0.3768,102.7,14.2,0.0,altitude_high
440,80196,165.07,196,100.0,0,0.3985,0.4211,145.474,19.6,0.0,
441,80398,134.47,202,100.0,0,0.5494,0.3569,114.269,20.2,0.0,
442,80572,172.42,174,100.0,0,0.433,0.4681,155.023,17.4,0.0,
443,80819,220.58,247,100.0,0,0.429,0.4782,195.875,24.7,0.0,
444,81036,157.08,217,100.0,0,0.5487,0.3559,135.382,21.7,0.0,
445,81244,108.58,208,81.2,0,0.4841,0.4119,87.784,20.8,0.0,
446,81389,85.54,145,100.0,0,0.4642,0.3958,81.037,14.5,0.0,altitude_high
447,81648,200.93,259,99.6,0,0.4933,0.3739,175.03,25.9,0.0,
448,81777,106.1,129,100.0,0,0.4009,0.4193,103.202,12.9,0.0,altitude_high
449,81907,110.3,130,100.0,0,0.4497,0.4618,107.296,13.0,0.0,altitude_high
450,82027,71.84,120,100.0,0,0.508,0.3922,69.844,12.0,0.0,altitude_high
451,82186,149.57,159,100.0,0,0.3762,0.3848,143.674,15.9,0.0,altitude_high
452,82395,164.58,209,100.0,0,0.4315,0.4383,143.675,20.9,0.0,
453,82589,138.02,194,99.5,0,0.4369,0.4962,118.617,19.4,0.0,
454,82776,107.65,187,93.6,0,0.4811,0.4103,88.954,18.7,0.0,
455,82935,118.57,159,100.0,0,0.5199,0.4993,112.67,15.9,0.0,altitude_high
456,83123,126.37,188,100.0,0,0.4641,0.4176,107.57,18.8,0.0,
457,83345,82.94,222,80.2,0,0.5099,0.3614,70.745,22.2,0.0,altitude_low
458,83538,129.14,193,100.0,0,0.3786,0.4465,109.841,19.3,0.0,
459,83690,117.58,152,100.0,0,0.516,0.3031,102.381,15.2,0.0,
460,83827,125.2,137,100.0,0,0.4231,0.3844,121.502,13.7,0.0,altitude_high
461,83937,85.9,110,100.0,0,0.4706,0.4023,84.904,11.0,0.0,altitude_high
462,84153,158.2,216,100.0,0,0.387,0.4661,146.601,21.6,0.0,altitude_high
463,84318,135.41,165,100.0,0,0.4139,0.4762,128.915,16.5,0.0,altitude_high
464,84508,138.16,190,100.0,0,0.4196,0.4221,129.161,19.0,0.0,altitude_high
465,84625,102.93,117,100.0,0,0.4976,0.4929,101.226,11.7,0.0,altitude_high
466,84834,151.5,209,100.0,0,0.5021,0.4536,130.601,20.9,0.0,
467,84960,112.45,126,100.0,0,0.41,0.3517,109.855,12.6,0.0,altitude_high
468,85090,123.23,130,100.0,0,0.4433,0.4966,120.228,13.0,0.0,altitude_high
469,85287,153.7,197,100.0,0,0.4324,0.4312,133.995,19.7,0.0,
470,85406,106.17,119,100.0,0,0.4571,0.3962,104.272,11.9,0.0,altitude_high
471,85545,133.94,139,100.0,0,0.4192,0.4369,130.041,13.9,0.0,altitude_high
472,85685,126.29,140,100.0,0,0.4318,0.3837,122.29,14.0,0.0,altitude_high
473,85882,152.28,197,100.0,0,0.4408,0.4374,132.579,19.7,0.0,
474,86040,142.53,158,100.0,0,0.4641,0.4118,126.732,15.8,0.0,
475,86267,187.47,227,100.0,0,0.3993,0.402,164.773,22.7,0.0,
476,86445,73.53,178,82.6,0,0.5687,0.3782,65.729,17.8,0.0,altitude_low
477,86586,105.47,141,100.0,0,0.4345,0.4872,101.367,14.1,0.0,altitude_high
478,86698,96.8,112,100.0,0,0.519,0.3458,95.599,11.2,0.0,altitude_high
479,86873,154.0,175,100.0,0,0.4659,0.369,136.502,17.5,0.0,
480,87070,152.94,197,100.0,0,0.4879,0.4473,143.239,19.7,0.0,altitude_high
481,87252,133.92,182,100.0,0,0.4965,0.3389,125.723,18.2,0.0,altitude_low
482,87450,200.73,198,100.0,0,0.4103,0.5194,180.933,19.8,0.0,
483,87567,90.75,117,100.0,0,0.4578,0.4115,89.046,11.7,0.0,altitude_high
484,87683,99.62,116,100.0,0,0.4918,0.3699,98.017,11.6,0.0,altitude_high
485,87875,166.08,192,100.0,0,0.4233,0.4196,146.877,19.2,0.0,
486,87989,82.94,114,100.0,0,0.4619,0.411,81.536,11.4,0.0,altitude_high
487,88164,120.38,175,100.0,0,0.5011,0.3799,112.885,17.5,0.0,altitude_low
488,88420,225.58,256,100.0,0,0.3945,0.4785,199.975,25.6,0.0,
489,88670,132.88,250,89.2,0,0.4525,0.4333,117.883,25.0,0.0,altitude_low
490,88805,107.94,135,100.0,0,0.4085,0.3618,104.436,13.5,0.0,altitude_high
491,89062,194.7,257,99.2,0,0.3689,0.4416,169.004,25.7,0.0,
492,89285,151.86,223,100.0,0,0.4465,0.3398,129.564,22.3,0.0,
493,89482,193.0,197,100.0,0,0.4189,0.3937,173.305,19.7,0.0,
494,89663,158.38,181,100.0,0,0.4046,0.4177,150.281,18.1,0.0,altitude_low
495,89910,201.75,247,98.4,0,0.4365,0.5106,177.045,24.7,0.0,
496,90187,232.69,277,100.0,0,0.4022,0.4667,204.99,27.7,0.0,
497,90361,97.19,174,87.4,0,0.4863,0.3969,89.789,17.4,0.0,altitude_low
498,90594,223.37,233,100.0,0,0.5131,0.4993,200.068,23.3,0.0,
499,90758,104.82,164,93.9,0,0.5753,0.3172,98.421,16.4,0.0,altitude_low
500,90940,125.49,182,100.0,0,0.4774,0.4309,117.29,18.2,0.0,altitude_high
501,91116,166.43,176,100.0,0,0.505,0.3682,158.828,17.6,0.0,altitude_high
502,91234,109.2,118,100.0,0,0.5028,0.4083,107.405,11.8,0.0,altitude_high
503,91464,179.35,230,91.7,0,0.4482,0.4366,156.346,23.0,0.0,
504,91634,127.29,170,100.0,0,0.4572,0.4716,110.295,17.0,0.0,
505,91851,172.78,217,98.2,0,0.4789,0.3779,151.08,21.7,0.0,
506,91999,106.53,148,100.0,0,0.3717,0.3579,101.727,14.8,0.0,altitude_high
507,92266,257.15,267,100.0,0,0.415,0.4654,230.451,26.7,0.0,
508,92429,122.49,163,100.0,0,0.4625,0.4564,116.19,16.3,0.0,altitude_high
509,92659,201.33,230,100.0,0,0.3678,0.4204,178.327,23.0,0.0,
510,92800,128.75,141,100.0,0,0.3559,0.3899,124.648,14.1,0.0,altitude_high
511,92905,99.52,105,100.0,0,0.5067,0.3916,99.018,10.5,0.0,altitude_high
512,93007,72.69,102,100.0,0,0.5622,0.2738,72.493,10.2,0.0,altitude_high
513,93224,154.99,217,100.0,0,0.4513,0.3552,133.288,21.7,0.0,
514,93446,142.95,222,100.0,0,0.386,0.3669,120.75,22.2,0.0,
515,93687,165.06,241,100.0,0,0.4061,0.3897,150.959,24.1,0.0,altitude_low
516,93802,104.76,115,100.0,0,0.4543,0.3598,103.26,11.5,0.0,altitude_high
517,94004,129.27,202,92.6,0,0.5645,0.366,109.074,20.2,0.0,
518,94218,200.12,214,98.1,0,0.4137,0.4149,188.722,21.4,0.0,altitude_low
519,94408,143.91,190,96.3,0,0.4475,0.4242,124.906,19.0,0.0,
520,94634,220.97,226,100.0,0,0.4137,0.4093,198.373,22.6,0.0,
521,94770,128.77,136,100.0,0,0.3685,0.4897,125.167,13.6,0.0,altitude_high
522,94967,193.74,197,100.0,0,0.4042,0.4405,174.042,19.7,0.0,
523,95151,180.08,184,100.0,0,0.3803,0.3978,161.679,18.4,0.0,
524,95338,187.23,187,100.0,0,0.4419,0.5336,168.533,18.7,0.0,
525,95546,165.61,208,100.0,0,0.406,0.4163,144.81,20.8,0.0,
526,95738,113.32,192,96.9,0,0.4242,0.3923,104.122,19.2,0.0,altitude_low
527,95960,169.96,222,100.0,0,0.3789,0.4381,147.761,22.2,0.0,
528,96057,89.19,97,100.0,0,0.4954,0.3679,89.491,9.7,0.0,altitude_high
529,96274,198.52,217,100.0,0,0.4028,0.407,176.824,21.7,0.0,
530,96444,145.7,170,100.0,0,0.4294,0.4748,138.702,17.0,0.0,altitude_high
531,96660,171.39,216,100.0,0,0.4544,0.3794,159.787,21.6,0.0,altitude_low
532,96812,127.49,152,100.0,0,0.3885,0.3595,122.293,15.2,0.0,altitude_high
533,97007,194.17,195,99.0,0,0.3959,0.353,174.668,19.5,0.0,
534,97243,204.09,236,100.0,0,0.4694,0.4385,180.491,23.6,0.0,
535,97439,135.81,196,100.0,0,0.4346,0.447,126.206,19.6,0.0,altitude_high
536,97624,176.69,185,100.0,0,0.4497,0.4475,158.19,18.5,0.0,
537,97831,161.78,207,100.0,0,0.4019,0.4186,141.076,20.7,0.0,
538,98062,189.56,231,99.1,0,0.4376,0.4358,166.462,23.1,0.0,
539,98270,103.3,208,92.3,0,0.4612,0.4113,82.497,20.8,0.0,
540,98516,212.73,246,100.0,0,0.4372,0.3538,188.129,24.6,0.0,
541,98723,172.97,207,100.0,0,0.3755,0.4203,162.266,20.7,0.0,altitude_high
542,98888,135.76,165,100.0,0,0.4481,0.3754,129.265,16.5,0.0,altitude_high
543,99019,123.14,131,100.0,0,0.4055,0.4398,120.038,13.1,0.0,altitude_high
544,99125,88.57,106,100.0,0,0.4176,0.3902,87.966,10.6,0.0,altitude_high
545,99225,89.01,100,100.0,0,0.4838,0.3744,89.007,10.0,0.0,altitude_high
546,99467,203.62,242,100.0,0,0.4776,0.47,179.417,24.2,0.0,
547,99679,207.18,212,100.0,0,0.4782,0.4213,185.978,21.2,0.0,
548,99826,133.57,147,100.0,0,0.3779,0.3994,128.87,14.7,0.0,altitude_high
549,99977,94.07,151,100.0,0,0.4697,0.5158,78.969,15.1,0.0,
550,100143,131.02,166,100.0,0,0.396,0.4823,124.421,16.6,0.0,altitude_high
551,100260,103.15,117,100.0,0,0.3993,0.4469,101.453,11.7,0.0,altitude_high
552,100417,145.92,157,100.0,0,0.4558,0.3833,140.215,15.7,0.0,altitude_high
553,100604,150.03,187,100.0,0,0.4617,0.5078,141.334,18.7,0.0,altitude_high
554,100839,193.1,235,100.0,0,0.3765,0.4299,179.604,23.5,0.0,altitude_high
555,101040,177.86,201,100.0,0,0.4175,0.4381,157.761,20.1,0.0,
556,101205,81.86,165,100.0,0,0.3874,0.4037,75.362,16.5,0.0,altitude_high
557,101424,137.34,219,100.0,0,0.4421,0.393,115.436,21.9,0.0,
558,101558,116.61,134,100.0,0,0.3961,0.439,113.213,13.4,0.0,altitude_high
559,101810,164.58,252,100.0,0,0.4401,0.4198,139.377,25.2,0.0,
560,102045,172.23,235,100.0,0,0.4678,0.3412,158.73,23.5,0.0,altitude_low
561,102188,130.19,143,100.0,0,0.4965,0.402,125.893,14.3,0.0,altitude_high
562,102301,95.9,113,100.0,0,0.447,0.4038,94.604,11.3,0.0,altitude_high
563,102511,101.4,210,87.1,0,0.5152,0.443,80.402,21.0,0.0,
564,102701,172.95,190,100.0,0,0.4272,0.477,153.955,19.0,0.0,
565,102996,219.98,295,98.0,0,0.4211,0.391,190.483,29.5,0.0,
566,103153,142.69,157,100.0,0,0.407,0.3977,136.992,15.7,0.0,altitude_high
567,103279,120.86,126,100.0,0,0.4034,0.4852,118.262,12.6,0.0,altitude_high
568,103510,146.66,231,100.0,0,0.4521,0.4645,123.56,23.1,0.0,
569,103733,166.82,223,100.0,0,0.4249,0.3668,144.52,22.3,0.0,
570,103878,111.25,145,100.0,0,0.4446,0.5071,106.746,14.5,0.0,altitude_high
571,104087,187.32,209,99.0,0,0.5298,0.4008,166.42,20.9,0.0,
572,104253,140.24,166,100.0,0,0.4244,0.5527,133.645,16.6,0.0,altitude_high
573,104443,176.95,190,100.0,0,0.4441,0.3875,157.948,19.0,0.0,
574,104667,186.85,224,100.0,0,0.454,0.4063,164.448,22.4,0.0,
575,104845,134.6,178,94.4,0,0.5182,0.4507,116.797,17.8,0.0,
576,105036,154.8,191,100.0,0,0.3767,0.4851,145.702,19.1,0.0,altitude_high
577,105214,129.24,178,100.0,0,0.479,0.4361,111.444,17.8,0.0,
578,105371,102.18,157,100.0,0,0.4669,0.4115,96.477,15.7,0.0,altitude_high
579,105588,208.44,217,100.0,0,0.4759,0.5129,186.738,21.7,0.0,
580,105797,191.75,209,100.0,0,0.4505,0.368,170.851,20.9,0.0,
581,105931,97.97,134,100.0,0,0.477,0.4961,94.571,13.4,0.0,altitude_high
582,106107,155.1,176,100.0,0,0.3883,0.4141,147.495,17.6,0.0,altitude_high
583,106236,120.67,129,100.0,0,0.3791,0.4178,117.767,12.9,0.0,altitude_high
584,106461,220.32,225,100.0,0,0.4322,0.5109,197.815,22.5,0.0,
585,106643,144.23,182,100.0,0,0.479,0.3898,126.029,18.2,0.0,
586,106748,91.37,105,100.0,0,0.4,0.3388,90.875,10.5,0.0,altitude_high
587,106976,87.14,228,75.9,0,0.535,0.4596,64.337,22.8,0.0,
588,107162,156.39,186,100.0,0,0.397,0.4543,147.793,18.6,0.0,altitude_high
589,107415,169.08,253,91.7,0,0.5108,0.4347,143.781,25.3,0.0,
590,107587,152.3,172,100.0,0,0.4156,0.4619,145.095,17.2,0.0,altitude_high
591,107869,207.63,282,100.0,0,0.4348,0.3903,179.426,28.2,0.0,
592,108039,164.15,170,100.0,0,0.3624,0.4378,157.148,17.0,0.0,altitude_high
593,108164,109.45,125,100.0,0,0.4729,0.4243,106.955,12.5,0.0,altitude_high
594,108388,209.04,224,100.0,0,0.5216,0.3892,186.644,22.4,0.0,
595,108541,151.1,153,100.0,0,0.3792,0.4778,145.798,15.3,0.0,altitude_high
596,108728,166.93,187,100.0,0,0.399,0.3946,148.226,18.7,0.0,
597,108838,95.26,110,100.0,0,0.4074,0.4338,94.259,11.0,0.0,altitude_high
598,109016,176.35,178,100.0,0,0.4472,0.3762,168.553,17.8,0.0,altitude_high
599,109264,244.92,248,100.0,0,0.3576,0.4636,230.123,24.8,0.0,altitude_high
600,109525,191.03,261,100.0,0,0.4806,0.3521,164.934,26.1,0.0,
601,109700,149.1,175,100.0,0,0.3915,0.3959,131.598,17.5,0.0,
602,109850,128.92,150,100.0,0,0.445,0.4109,123.92,15.0,0.0,altitude_high
603,110168,265.96,318,100.0,0,0.5429,0.4235,244.159,31.8,0.0,altitude_high
604,110411,221.43,243,99.2,0,0.5443,0.3925,197.132,24.3,0.0,
605,110534,107.25,123,100.0,0,0.4355,0.3661,104.954,12.3,0.0,altitude_high
606,110655,114.39,121,100.0,0,0.4253,0.3447,112.295,12.1,0.0,altitude_high
607,110877,148.36,222,100.0,0,0.3829,0.4264,126.162,22.2,0.0,
608,111042,142.4,165,100.0,0,0.3941,0.3682,135.897,16.5,0.0,altitude_high
609,111272,213.8,230,100.0,0,0.4265,0.3816,190.802,23.0,0.0,
610,111493,174.34,221,100.0,0,0.4081,0.3731,152.241,22.1,0.0,
611,111673,155.36,180,100.0,0,0.4865,0.4882,137.361,18.0,0.0,
612,111887,172.16,214,100.0,0,0.5364,0.357,150.76,21.4,0.0,
613,112094,192.73,207,100.0,0,0.3947,0.4126,182.027,20.7,0.0,altitude_high
614,112217,109.06,123,100.0,0,0.3939,0.4729,106.759,12.3,0.0,altitude_high
615,112382,145.72,165,100.0,0,0.3488,0.3776,139.215,16.5,0.0,altitude_high
616,112550,146.27,168,100.0,0,0.4902,0.3321,139.469,16.8,0.0,altitude_high
617,112714,152.42,164,100.0,0,0.4709,0.4292,136.023,16.4,0.0,
618,112887,152.58,173,100.0,0,0.3662,0.4249,145.278,17.3,0.0,altitude_high
619,113073,180.83,186,100.0,0,0.3865,0.4445,172.235,18.6,0.0,altitude_high
620,113292,210.71,219,100.0,0,0.4088,0.4872,188.805,21.9,0.0,
621,113532,202.46,240,100.0,0,0.3979,0.5068,178.456,24.0,0.0,
622,113756,185.23,224,100.0,0,0.4068,0.4652,172.833,22.4,0.0,altitude_high
623,113942,162.78,186,100.0,0,0.4373,0.4535,144.181,18.6,0.0,
624,114148,187.56,206,100.0,0,0.4187,0.4232,166.959,20.6,0.0,
625,114372,207.91,224,100.0,0,0.437,0.4066,185.509,22.4,0.0,
626,114559,154.64,187,100.0,0,0.5082,0.5175,145.942,18.7,0.0,altitude_high
627,114748,170.88,189,100.0,0,0.4898,0.5086,151.985,18.9,0.0,
628,114924,148.1,176,100.0,0,0.4867,0.572,130.495,17.6,0.0,
629,115144,196.59,220,100.0,0,0.4137,0.4217,174.589,22.0,0.0,
630,115465,276.89,321,100.0,0,0.438,0.3962,244.79,32.1,0.0,
631,115770,224.92,305,97.7,0,0.409,0.4103,194.424,30.5,0.0,
632,115910,134.5,140,100.0,0,0.3918,0.4379,130.501,14.0,0.0,altitude_high
633,116076,159.68,166,100.0,0,0.3266,0.4341,153.078,16.6,0.0,altitude_high
634,116270,157.43,194,100.0,0,0.4111,0.4594,138.028,19.4,0.0,
635,116466,180.4,196,100.0,0,0.3996,0.4678,160.801,19.6,0.0,
636,116650,127.74,184,95.1,0,0.4184,0.3813,109.345,18.4,0.0,
637,116770,90.2,120,100.0,0,0.4701,0.3252,88.198,12.0,0.0,altitude_high
638,116982,195.15,212,100.0,0,0.4059,0.4487,173.954,21.2,0.0,
639,117186,189.05,204,100.0,0,0.4102,0.3995,168.648,20.4,0.0,
640,117329,113.27,143,100.0,0,0.5259,0.4524,108.966,14.3,0.0,altitude_high
641,117510,167.78,181,100.0,0,0.45,0.3812,149.683,18.1,0.0,
642,117688,170.51,178,100.0,0,0.4243,0.4923,162.705,17.8,0.0,altitude_high
643,117882,173.07,194,100.0,0,0.4385,0.5258,153.673,19.4,0.0,
644,117997,101.34,115,100.0,0,0.3758,0.4162,99.84,11.5,0.0,altitude_high
645,118215,167.17,218,100.0,0,0.513,0.3663,145.365,21.8,0.0,
646,118483,182.28,268,94.8,0,0.4277,0.4831,155.483,26.8,0.0,
647,118702,101.72,219,81.7,0,0.4604,0.4147,89.819,21.9,0.0,altitude_high
648,118869,150.23,167,100.0,0,0.5464,0.4487,143.527,16.7,0.0,altitude_high
649,119062,146.93,193,100.0,0,0.5326,0.4658,137.625,19.3,0.0,altitude_high
650,119243,154.79,181,100.0,0,0.5223,0.3394,136.692,18.1,0.0,
651,119414,148.67,171,100.0,0,0.4433,0.3969,131.571,17.1,0.0,
652,119560,124.39,146,100.0,0,0.4753,0.3915,119.786,14.6,0.0,altitude_high
653,119753,122.21,193,100.0,0,0.4524,0.5606,102.912,19.3,0.0,
654,119956,148.86,203,100.0,0,0.4047,0.4116,138.557,20.3,0.0,altitude_high
655,120199,173.54,243,95.5,0,0.4535,0.4037,159.237,24.3,0.0,altitude_high
656,120359,104.4,160,93.1,0,0.5207,0.4944,98.395,16.0,0.0,altitude_low
657,120575,177.49,216,99.5,0,0.5265,0.3784,155.894,21.6,0.0,
658,120789,214.81,214,100.0,0,0.3521,0.4239,193.411,21.4,0.0,
659,121079,285.95,290,100.0,0,0.4072,0.4842,256.953,29.0,0.0,
660,121292,163.38,213,100.0,0,0.4609,0.3814,142.08,21.3,0.0,
661,121481,140.95,189,100.0,0,0.4719,0.4749,122.047,18.9,0.0,
662,121633,96.54,152,100.0,0,0.4923,0.338,91.34,15.2,0.0,altitude_high
663,121790,145.26,157,100.0,0,0.3837,0.3811,139.56,15.7,0.0,altitude_high
664,121990,190.41,200,100.0,0,0.3525,0.3771,170.412,20.0,0.0,
665,122168,161.39,178,100.0,0,0.4457,0.4585,143.591,17.8,0.0,
666,122350,173.05,182,100.0,0,0.3738,0.3849,154.852,18.2,0.0,
