episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,r_stability,r_centering,r_scale,phase,target_offset,init_pos,init_vel,init_ang
46,4722,136.15,129,0.0,0.0,0.0,0.4955,0.4724,0.0,0.0,0,0.0,0.308,0.158,0.054
47,4812,142.05,90,0.0,0.0,0.0,0.4881,0.5809,0.0,0.0,0,0.0,0.308,0.158,0.054
48,4891,120.57,79,0.0,0.0,0.0,0.5234,0.5084,0.0,0.0,0,0.0,0.308,0.158,0.054
49,4959,104.49,68,0.0,0.0,0.0,0.5021,0.5126,0.0,0.0,0,0.0,0.308,0.158,0.054
50,5086,240.62,127,0.0,0.0,0.0,0.5259,0.7044,0.0,0.0,0,0.0,0.308,0.158,0.054
51,5146,100.42,60,0.0,0.0,0.0,0.5254,0.5306,0.0,0.0,0,0.0,0.309,0.159,0.054
52,5218,122.77,72,0.0,0.0,0.0,0.5121,0.5442,0.0,0.0,0,0.0,0.309,0.159,0.054
53,5330,176.7,112,0.0,0.0,0.0,0.4896,0.6328,0.0,0.0,0,0.0,0.309,0.159,0.054
54,5400,107.72,70,0.0,0.0,0.0,0.4965,0.5362,0.0,0.0,0,0.0,0.309,0.159,0.054
55,5483,125.87,83,0.0,0.0,0.0,0.492,0.4765,0.0,0.0,0,0.0,0.309,0.159,0.055
56,5608,146.8,125,0.0,0.0,0.0,0.5129,0.6512,0.0,0.0,0,0.0,0.309,0.159,0.055
57,5704,141.75,96,0.0,0.0,0.0,0.4628,0.6389,0.0,0.0,0,0.0,0.309,0.16,0.055
58,5868,127.61,164,0.0,0.0,0.0,0.4961,0.3759,0.0,0.0,0,0.0,0.31,0.16,0.055
59,5984,165.59,116,0.0,0.0,0.0,0.4984,0.5555,0.0,0.0,0,0.0,0.31,0.16,0.055
60,6179,179.33,195,0.0,0.0,0.0,0.5023,0.494,0.0,0.0,0,0.0,0.31,0.16,0.055
61,6289,153.37,110,0.0,0.0,0.0,0.5131,0.4895,0.0,0.0,0,0.0,0.31,0.16,0.055
62,6441,101.26,152,0.0,0.0,0.0,0.5238,0.2996,0.0,0.0,0,0.0,0.311,0.161,0.055
63,6584,112.32,143,0.0,0.0,0.0,0.4971,0.3851,0.0,0.0,0,0.0,0.311,0.161,0.055
64,6651,94.11,67,0.0,0.0,0.0,0.4807,0.5143,0.0,0.0,0,0.0,0.311,0.161,0.056
65,6779,146.45,128,0.0,0.0,0.0,0.5001,0.5482,0.0,0.0,0,0.0,0.311,0.161,0.056
66,6924,103.04,145,0.0,0.0,0.0,0.4836,0.2401,0.0,0.0,0,0.0,0.312,0.162,0.056
67,7083,182.59,159,0.0,0.0,0.0,0.4935,0.5722,0.0,0.0,0,0.0,0.312,0.162,0.056
68,7204,119.12,121,0.0,0.0,0.0,0.477,0.3231,0.0,0.0,0,0.0,0.312,0.162,0.056
69,7261,70.52,57,0.0,0.0,0.0,0.4887,0.3877,0.0,0.0,0,0.0,0.312,0.162,0.056
70,7334,129.02,73,0.0,0.0,0.0,0.5489,0.5474,0.0,0.0,0,0.0,0.312,0.162,0.056
71,7488,160.08,154,0.0,0.0,0.0,0.4925,0.507,0.0,0.0,0,0.0,0.312,0.162,0.056
72,7608,133.22,120,0.0,0.0,0.0,0.507,0.4885,0.0,0.0,0,0.0,0.313,0.163,0.056
73,7665,72.67,57,0.0,0.0,0.0,0.4827,0.3994,0.0,0.0,0,0.0,0.313,0.163,0.056
74,7853,153.03,188,0.0,0.0,0.0,0.4883,0.333,0.0,0.0,0,0.0,0.313,0.163,0.057
75,7924,121.8,71,0.0,0.0,0.0,0.5083,0.513,0.0,0.0,0,0.0,0.313,0.163,0.057
76,8041,133.11,117,0.0,0.0,0.0,0.4875,0.4521,0.0,0.0,0,0.0,0.313,0.163,0.057
77,8157,167.74,116,0.0,0.0,0.0,0.528,0.6711,0.0,0.0,0,0.0,0.314,0.164,0.057
78,8286,160.87,129,0.0,0.0,0.0,0.4932,0.6282,0.0,0.0,0,0.0,0.314,0.164,0.057
79,8354,132.6,68,0.0,0.0,0.0,0.5056,0.6041,0.0,0.0,0,0.0,0.314,0.164,0.057
80,8456,69.59,102,0.0,0.0,0.0,0.4959,0.231,0.0,0.0,0,0.0,0.314,0.164,0.057
81,8555,91.14,99,0.0,0.0,0.0,0.4859,0.4048,0.0,0.0,0,0.0,0.314,0.164,0.057
82,8613,75.96,58,0.0,0.0,0.0,0.5028,0.4161,0.0,0.0,0,0.0,0.314,0.164,0.057
83,8794,185.57,181,0.0,0.0,0.0,0.4973,0.3785,0.0,0.0,0,0.0,0.315,0.165,0.057
84,8929,146.35,135,0.0,0.0,0.0,0.5192,0.6101,0.0,0.0,0,0.0,0.315,0.165,0.057
85,9006,116.49,77,0.0,0.0,0.0,0.4933,0.5126,0.0,0.0,0,0.0,0.315,0.165,0.058
86,9099,116.65,93,0.0,0.0,0.0,0.4877,0.4368,0.0,0.0,0,0.0,0.315,0.165,0.058
87,9176,105.02,77,0.0,0.0,0.0,0.4849,0.5067,0.0,0.0,0,0.0,0.315,0.165,0.058
88,9246,106.21,70,0.0,0.0,0.0,0.4951,0.5181,0.0,0.0,0,0.0,0.315,0.165,0.058
89,9310,85.03,64,0.0,0.0,0.0,0.5178,0.4141,0.0,0.0,0,0.0,0.316,0.166,0.058
90,9391,79.85,81,0.0,0.0,0.0,0.4881,0.4193,0.0,0.0,0,0.0,0.316,0.166,0.058
91,9528,155.94,137,0.0,0.0,0.0,0.5139,0.5326,0.0,0.0,0,0.0,0.316,0.166,0.058
92,9570,63.25,42,0.0,0.0,0.0,0.502,0.4082,0.0,0.0,0,0.0,0.316,0.166,0.058
93,9674,98.54,104,0.0,0.0,0.0,0.5164,0.3812,0.0,0.0,0,0.0,0.316,0.166,0.058
94,9778,94.7,104,0.0,0.0,0.0,0.5127,0.4166,0.0,0.0,0,0.0,0.316,0.166,0.058
95,9868,85.56,90,0.0,0.0,0.0,0.5001,0.3478,0.0,0.0,0,0.0,0.316,0.166,0.058
96,9988,219.25,120,0.0,0.0,0.0,0.5109,0.638,0.0,0.0,0,0.0,0.317,0.167,0.058
97,10115,119.31,127,0.0,0.0,0.0,0.549,0.4681,0.0,0.0,0,0.0,0.317,0.167,0.058
98,10244,236.52,129,0.0,0.0,0.0,0.5237,0.6899,0.0,0.0,0,0.0,0.317,0.167,0.059
99,10314,142.6,70,0.0,0.0,0.0,0.5442,0.6263,0.0,0.0,0,0.0,0.317,0.167,0.059
100,10359,58.56,45,0.0,0.0,0.0,0.5268,0.3912,0.0,0.0,0,0.0,0.317,0.167,0.059
101,10404,72.14,45,0.0,0.0,0.0,0.5297,0.4787,0.0,0.0,0,0.0,0.317,0.167,0.059
102,10469,106.82,65,0.0,0.0,0.0,0.5318,0.5079,0.0,0.0,0,0.0,0.317,0.167,0.059
103,10545,142.41,76,0.0,0.0,0.0,0.5014,0.6293,0.0,0.0,0,0.0,0.318,0.168,0.059
104,10600,71.83,55,0.0,0.0,0.0,0.5669,0.3973,0.0,0.0,0,0.0,0.318,0.168,0.059
105,10707,101.71,107,0.0,0.0,0.0,0.5316,0.4041,0.0,0.0,0,0.0,0.318,0.168,0.059
106,10817,125.3,110,0.0,0.0,0.0,0.4986,0.408,0.0,0.0,0,0.0,0.318,0.168,0.059
107,10985,161.99,168,0.0,0.0,0.0,0.5053,0.5132,0.0,0.0,0,0.0,0.318,0.168,0.059
108,11125,116.82,140,0.0,0.0,0.0,0.5448,0.4443,0.0,0.0,0,0.0,0.319,0.169,0.059
109,11425,266.68,300,0.0,0.0,0.0,0.5027,0.5083,0.0,0.0,0,0.0,0.319,0.169,0.06
110,11624,279.41,199,0.0,0.0,0.0,0.5285,0.5357,0.0,0.0,0,0.0,0.319,0.169,0.06
111,12126,495.02,502,0.0,0.0,0.0,0.4923,0.5684,0.0,0.0,0,0.0,0.32,0.17,0.06
112,12493,421.89,367,0.0,0.0,0.0,0.4904,0.8166,0.0,0.0,0,0.0,0.321,0.171,0.06
113,13074,634.85,581,0.0,0.0,0.0,0.4994,0.8035,0.0,0.0,0,0.0,0.322,0.172,0.061
114,13463,421.59,389,0.0,0.0,0.0,0.4918,0.6948,0.0,0.0,0,0.0,0.322,0.172,0.061
115,13832,477.79,369,0.0,0.0,0.0,0.4874,0.7352,0.0,0.0,0,0.0,0.323,0.173,0.062
116,14140,362.34,308,0.0,0.0,0.0,0.5277,0.7383,0.0,0.0,0,0.0,0.324,0.174,0.062
117,14425,322.6,285,0.0,0.0,0.0,0.5151,0.8193,0.0,0.0,0,0.0,0.324,0.174,0.062
118,14772,436.9,347,0.0,0.0,0.0,0.5195,0.8183,0.0,0.0,0,0.0,0.325,0.175,0.062
119,15045,245.32,273,0.0,0.0,0.0,0.5424,0.7004,0.0,0.0,0,0.0,0.325,0.175,0.063
120,15420,550.99,375,0.0,0.0,0.0,0.492,0.8324,0.0,0.0,0,0.0,0.326,0.176,0.063
121,15705,397.43,285,0.0,0.0,0.0,0.5214,0.8703,0.0,0.0,0,0.0,0.326,0.176,0.063
122,15988,357.29,283,0.0,0.0,0.0,0.5134,0.865,0.0,0.0,0,0.0,0.327,0.177,0.063
123,16284,355.92,296,0.0,0.0,0.0,0.537,0.7578,0.0,0.0,0,0.0,0.327,0.177,0.064
124,16582,419.26,298,0.0,0.0,0.0,0.4928,0.891,0.0,0.0,0,0.0,0.328,0.178,0.064
125,17021,679.56,439,0.0,0.0,0.0,0.4734,0.9144,0.0,0.0,0,0.0,0.328,0.178,0.064
126,17411,571.96,390,0.0,0.0,0.0,0.5631,0.8304,0.0,0.0,0,0.0,0.329,0.179,0.065
127,17762,493.18,351,0.0,0.0,0.0,0.4444,0.7745,0.0,0.0,0,0.0,0.33,0.18,0.065
128,18172,708.5,410,0.0,0.0,0.0,0.4893,0.7403,0.0,0.0,0,0.0,0.33,0.18,0.065
129,18507,392.2,335,0.0,0.0,0.0,0.5086,0.5724,0.0,0.0,0,0.0,0.331,0.181,0.065
130,18790,393.31,283,0.0,0.0,0.0,0.4614,0.8247,0.0,0.0,0,0.0,0.331,0.181,0.066
131,19273,881.2,483,0.0,0.0,0.0,0.4325,0.8203,0.0,0.0,0,0.0,0.332,0.182,0.066
132,20512,2837.62,1239,0.0,0.0,0.0,0.4128,0.8612,0.0,0.0,0,0.0,0.334,0.184,0.067
133,23512,7720.2,3000,0.0,0.0,0.0,0.369,0.8988,0.0,0.0,0,0.0,0.339,0.189,0.07
134,25369,4964.12,1857,0.0,0.0,0.0,0.3983,0.9341,0.0,0.0,0,0.0,0.342,0.192,0.071
135,26396,2437.05,1027,0.0,0.0,0.0,0.3974,0.8244,0.0,0.0,0,0.0,0.344,0.194,0.072
136,28035,4229.25,1639,0.0,0.0,0.0,0.3909,0.9176,0.0,0.0,0,0.0,0.347,0.197,0.073
137,31035,8637.41,3000,0.0,0.0,0.0,0.3821,0.9571,0.0,0.0,0,0.0,0.352,0.202,0.076
138,33118,5761.44,2083,0.0,0.0,0.0,0.3814,0.9296,0.0,0.0,0,0.0,0.355,0.205,0.078
139,33868,1870.12,750,0.0,0.0,0.0,0.4159,0.8439,0.0,0.0,0,0.0,0.356,0.206,0.078
140,34714,1752.49,846,0.0,0.0,0.0,0.3958,0.8536,0.0,0.0,0,0.0,0.358,0.208,0.079
141,36010,3153.77,1296,0.0,0.0,0.0,0.4017,0.9231,0.0,0.0,0,0.0,0.36,0.21,0.08
142,36931,2108.12,921,0.0,0.0,0.0,0.4022,0.9432,0.0,0.0,0,0.0,0.362,0.212,0.081
143,38152,3082.75,1221,0.0,0.0,0.0,0.3129,0.9561,0.0,0.0,0,0.0,0.364,0.214,0.082
144,38928,1652.23,776,0.0,0.0,0.0,0.4787,0.7867,0.0,0.0,0,0.0,0.365,0.215,0.082
145,39259,521.06,331,0.0,0.0,0.0,0.4909,0.7034,0.0,0.0,0,0.0,0.365,0.215,0.083
146,39967,1497.11,708,0.0,0.0,0.0,0.388,0.8513,0.0,0.0,0,0.0,0.367,0.217,0.083
147,40198,236.02,231,0.0,0.0,0.0,0.4678,0.5998,0.0,0.0,0,0.0,0.367,0.217,0.083
148,40449,301.98,251,0.0,0.0,0.0,0.4059,0.6534,0.0,0.0,0,0.0,0.367,0.217,0.084
149,40707,318.71,258,0.0,0.0,0.0,0.4487,0.6581,0.0,0.0,0,0.0,0.368,0.218,0.084
150,40915,202.4,208,0.0,0.0,0.0,0.5736,0.5919,0.0,0.0,0,0.0,0.368,0.218,0.084
151,41151,270.65,236,0.0,0.0,0.0,0.5132,0.6751,0.0,0.0,0,0.0,0.369,0.219,0.084
152,41537,705.38,386,0.0,0.0,0.0,0.3928,0.7522,0.0,0.0,0,0.0,0.369,0.219,0.085
153,42176,1328.61,639,0.0,0.0,0.0,0.4705,0.7549,0.0,0.0,0,0.0,0.37,0.22,0.085
154,42625,802.88,449,0.0,0.0,0.0,0.4511,0.7414,0.0,0.0,0,0.0,0.371,0.221,0.086
155,42826,187.82,201,0.0,0.0,0.0,0.4974,0.48,0.0,0.0,0,0.0,0.371,0.221,0.086
156,43014,209.92,188,0.0,0.0,0.0,0.4452,0.5303,0.0,0.0,0,0.0,0.372,0.222,0.086
157,43356,632.71,342,0.0,0.0,0.0,0.4456,0.7147,0.0,0.0,0,0.0,0.372,0.222,0.086
158,43813,734.56,457,0.0,0.0,0.0,0.4878,0.708,0.0,0.0,0,0.0,0.373,0.223,0.087
159,43979,137.0,166,0.0,0.0,0.0,0.5376,0.4507,0.0,0.0,0,0.0,0.373,0.223,0.087
160,44148,127.07,169,0.0,0.0,0.0,0.5673,0.3585,0.0,0.0,0,0.0,0.374,0.224,0.087
161,44348,175.86,200,0.0,0.0,0.0,0.5141,0.493,0.0,0.0,0,0.0,0.374,0.224,0.087
162,44542,165.25,194,0.0,0.0,0.0,0.5002,0.4365,0.0,0.0,0,0.0,0.374,0.224,0.087
163,44690,82.75,148,0.0,0.0,0.0,0.4184,0.3261,0.0,0.0,0,0.0,0.374,0.224,0.087
164,44883,186.7,193,0.0,0.0,0.0,0.452,0.4914,0.0,0.0,0,0.0,0.375,0.225,0.087
165,45077,166.37,194,0.0,0.0,0.0,0.4663,0.467,0.0,0.0,0,0.0,0.375,0.225,0.088
166,45256,122.64,179,0.0,0.0,0.0,0.496,0.5018,0.0,0.0,0,0.0,0.375,0.225,0.088
167,45442,171.01,186,0.0,0.0,0.0,0.4551,0.4426,0.0,0.0,0,0.0,0.376,0.226,0.088
168,45606,94.58,164,0.0,0.0,0.0,0.4794,0.3647,0.0,0.0,0,0.0,0.376,0.226,0.088
169,45861,345.6,255,0.0,0.0,0.0,0.4439,0.5263,0.0,0.0,0,0.0,0.376,0.226,0.088
170,46113,311.13,252,0.0,0.0,0.0,0.4797,0.5883,0.0,0.0,0,0.0,0.377,0.227,0.088
171,46455,515.55,342,0.0,0.0,0.0,0.4882,0.7373,0.0,0.0,0,0.0,0.377,0.227,0.089
172,47205,1540.86,750,0.0,0.0,0.0,0.4431,0.719,0.0,0.0,0,0.0,0.379,0.229,0.089
173,47549,637.09,344,0.0,0.0,0.0,0.4024,0.6938,0.0,0.0,0,0.0,0.379,0.229,0.09
174,47726,130.71,177,0.0,0.0,0.0,0.4297,0.4772,0.0,0.0,0,0.0,0.38,0.23,0.09
175,47983,389.79,257,0.0,0.0,0.0,0.4263,0.6223,0.0,0.0,0,0.0,0.38,0.23,0.09
176,48162,151.31,179,0.0,0.0,0.0,0.4716,0.5153,0.0,0.0,0,0.0,0.38,0.23,0.09
177,48298,91.61,136,0.0,0.0,0.0,0.5081,0.364,0.0,0.0,0,0.0,0.38,0.23,0.09
178,48527,256.85,229,0.0,0.0,0.0,0.4855,0.6446,0.0,0.0,0,0.0,0.381,0.231,0.09
179,48872,606.18,345,0.0,0.0,0.0,0.4057,0.7146,0.0,0.0,0,0.0,0.381,0.231,0.091
180,49105,226.99,233,0.0,0.0,0.0,0.4247,0.5765,0.0,0.0,0,0.0,0.382,0.232,0.091
181,49281,163.74,176,0.0,0.0,0.0,0.4372,0.6075,0.0,0.0,0,0.0,0.382,0.232,0.091
182,49481,169.8,200,0.0,0.0,0.0,0.455,0.4891,0.0,0.0,0,0.0,0.382,0.232,0.091
183,49723,258.26,242,0.0,0.0,0.0,0.5014,0.5676,0.0,0.0,0,0.0,0.383,0.233,0.091
184,50038,344.55,315,0.0,0.0,0.0,0.4956,0.8061,0.0,0.0,0,0.0,0.383,0.233,0.092
185,50193,182.9,155,0.0,0.0,0.0,0.5276,0.7484,0.0,0.0,0,0.0,0.384,0.234,0.092
186,50406,177.81,213,0.0,0.0,0.0,0.5044,0.5271,0.0,0.0,0,0.0,0.384,0.234,0.092
187,50596,160.27,190,0.0,0.0,0.0,0.524,0.5658,0.0,0.0,0,0.0,0.384,0.234,0.092
188,50918,308.87,322,0.0,0.0,0.0,0.5504,0.625,0.0,0.0,0,0.0,0.385,0.235,0.092
189,51117,279.32,199,0.0,0.0,0.0,0.5322,0.7519,0.0,0.0,0,0.0,0.385,0.235,0.093
190,51300,198.61,183,0.0,0.0,0.0,0.5698,0.8098,0.0,0.0,0,0.0,0.385,0.235,0.093
191,51529,191.02,229,0.0,0.0,0.0,0.5322,0.5271,0.0,0.0,0,0.0,0.386,0.236,0.093
192,51720,130.5,191,0.0,0.0,0.0,0.5714,0.447,0.0,0.0,0,0.0,0.386,0.236,0.093
193,51880,93.48,160,0.0,0.0,0.0,0.5312,0.4244,0.0,0.0,0,0.0,0.386,0.236,0.093
194,52048,121.13,168,0.0,0.0,0.0,0.5418,0.5868,0.0,0.0,0,0.0,0.387,0.237,0.093
195,52323,277.05,275,0.0,0.0,0.0,0.4408,0.6251,0.0,0.0,0,0.0,0.387,0.237,0.094
196,52549,242.28,226,0.0,0.0,0.0,0.5183,0.6878,0.0,0.0,0,0.0,0.388,0.238,0.094
197,52717,156.03,168,0.0,0.0,0.0,0.5292,0.7664,0.0,0.0,0,0.0,0.388,0.238,0.094
198,52960,207.08,243,0.0,0.0,0.0,0.4561,0.7002,0.0,0.0,0,0.0,0.388,0.238,0.094
199,53112,156.2,152,0.0,0.0,0.0,0.6676,0.7936,0.0,0.0,0,0.0,0.389,0.239,0.094
200,53356,234.03,244,0.0,0.0,0.0,0.517,0.648,0.0,0.0,0,0.0,0.389,0.239,0.094
201,53600,226.47,244,0.0,0.0,0.0,0.5069,0.5477,0.0,0.0,0,0.0,0.389,0.239,0.095
202,53765,100.75,165,0.0,0.0,0.0,0.4698,0.4199,0.0,0.0,0,0.0,0.39,0.24,0.095
203,53943,125.65,178,0.0,0.0,0.0,0.5464,0.4693,0.0,0.0,0,0.0,0.39,0.24,0.095
204,54108,102.64,165,0.0,0.0,0.0,0.471,0.3835,0.0,0.0,0,0.0,0.39,0.24,0.095
205,54302,144.58,194,0.0,0.0,0.0,0.4611,0.5218,0.0,0.0,0,0.0,0.391,0.24,0.095
206,54580,246.61,278,0.0,0.0,0.0,0.5769,0.5382,0.0,0.0,0,0.0,0.391,0.241,0.095
207,54734,77.92,154,0.0,0.0,0.0,0.3941,0.3086,0.0,0.0,0,0.0,0.391,0.241,0.096
208,54893,106.27,159,0.0,0.0,0.0,0.4336,0.3885,0.0,0.0,0,0.0,0.391,0.241,0.096
209,55047,87.56,154,0.0,0.0,0.0,0.4517,0.3206,0.0,0.0,0,0.0,0.392,0.242,0.096
210,55201,108.37,154,0.0,0.0,0.0,0.4532,0.3478,0.0,0.0,0,0.0,0.392,0.242,0.096
211,55363,124.7,162,0.0,0.0,0.0,0.4944,0.3752,0.0,0.0,0,0.0,0.392,0.242,0.096
212,55511,83.25,148,0.0,0.0,0.0,0.5218,0.2943,0.0,0.0,0,0.0,0.393,0.243,0.096
213,55625,91.89,114,0.0,0.0,0.0,0.4701,0.4617,0.0,0.0,0,0.0,0.393,0.243,0.096
214,55775,102.74,150,0.0,0.0,0.0,0.5028,0.3939,0.0,0.0,0,0.0,0.393,0.243,0.096
215,55903,144.66,128,0.0,0.0,0.0,0.4733,0.4862,0.0,0.0,0,0.0,0.393,0.243,0.097
216,56064,112.43,161,0.0,0.0,0.0,0.4896,0.3333,0.0,0.0,0,0.0,0.393,0.243,0.097
217,56233,102.11,169,0.0,0.0,0.0,0.4787,0.3128,0.0,0.0,0,0.0,0.394,0.244,0.097
218,56401,106.99,168,0.0,0.0,0.0,0.4666,0.4038,0.0,0.0,0,0.0,0.394,0.244,0.097
219,56578,139.3,177,0.0,0.0,0.0,0.5452,0.4152,0.0,0.0,0,0.0,0.394,0.244,0.097
220,56722,88.62,144,0.0,0.0,0.0,0.4514,0.4091,0.0,0.0,0,0.0,0.395,0.245,0.097
221,56855,61.87,133,0.0,0.0,0.0,0.478,0.2338,0.0,0.0,0,0.0,0.395,0.245,0.097
222,57000,77.5,145,0.0,0.0,0.0,0.4934,0.2819,0.0,0.0,0,0.0,0.395,0.245,0.097
223,57173,126.61,173,0.0,0.0,0.0,0.4787,0.4536,0.0,0.0,0,0.0,0.395,0.245,0.098
224,57386,225.23,213,0.0,0.0,0.0,0.5123,0.5834,0.0,0.0,0,0.0,0.396,0.246,0.098
225,57547,128.13,161,0.0,0.0,0.0,0.5791,0.3107,0.0,0.0,0,0.0,0.396,0.246,0.098
226,57597,53.32,50,0.0,0.0,0.0,0.582,0.4222,0.0,0.0,0,0.0,0.396,0.246,0.098
227,57732,64.17,135,0.0,0.0,0.0,0.6352,0.29,0.0,0.0,0,0.0,0.396,0.246,0.098
228,57860,55.71,128,0.0,0.0,0.0,0.5818,0.2049,0.0,0.0,0,0.0,0.396,0.246,0.098
229,57914,65.48,54,0.0,0.0,0.0,0.5981,0.4512,0.0,0.0,0,0.0,0.397,0.247,0.098
230,58036,64.07,122,0.0,0.0,0.0,0.6048,0.233,0.0,0.0,0,0.0,0.397,0.247,0.098
231,58082,50.91,46,0.0,0.0,0.0,0.555,0.4163,0.0,0.0,0,0.0,0.397,0.247,0.098
232,58259,205.26,177,0.0,0.0,0.0,0.4909,0.6588,0.0,0.0,0,0.0,0.397,0.247,0.099
233,58414,123.24,155,0.0,0.0,0.0,0.6226,0.4657,0.0,0.0,0,0.0,0.397,0.247,0.099
234,58631,192.58,217,0.0,0.0,0.0,0.4767,0.4571,0.0,0.0,0,0.0,0.398,0.248,0.099
