episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,r_stability,r_centering,r_scale,phase,target_offset,init_pos,init_vel,init_ang
235,58825,121.99,194,0.0,0.0,0.0,0.4469,0.4386,0.0,0.0,0,0.0,0.398,0.248,0.099
236,59000,117.91,175,0.0,0.0,0.0,0.4491,0.4317,0.0,0.0,0,0.0,0.398,0.248,0.099
237,59172,127.69,172,0.0,0.0,0.0,0.4454,0.3516,0.0,0.0,0,0.0,0.399,0.249,0.099
238,59352,119.13,180,0.0,0.0,0.0,0.5617,0.3673,0.0,0.0,0,0.0,0.399,0.249,0.099
239,59533,140.63,181,0.0,0.0,0.0,0.4765,0.5281,0.0,0.0,0,0.0,0.399,0.249,0.1
240,59731,138.8,198,0.0,0.0,0.0,0.4644,0.3959,0.0,0.0,0,0.0,0.4,0.25,0.1
241,59935,186.14,204,0.0,0.0,0.0,0.384,0.4106,0.0,0.0,0,0.0,0.4,0.25,0.1
242,60109,189.22,174,0.0,0.0,0.0,0.5109,0.6082,0.0,0.0,0,0.0,0.4,0.25,0.1
243,60274,90.41,165,0.0,0.0,0.0,0.4113,0.3795,0.0,0.0,0,0.0,0.4,0.25,0.1
244,60601,301.68,327,0.0,0.0,0.0,0.524,0.5913,0.0,0.0,0,0.0,0.401,0.251,0.101
245,60835,300.91,234,0.0,0.0,0.0,0.4122,0.532,0.0,0.0,0,0.0,0.401,0.251,0.101
246,60984,71.95,149,0.0,0.0,0.0,0.4904,0.2647,0.0,0.0,0,0.0,0.402,0.252,0.101
247,61177,140.65,193,0.0,0.0,0.0,0.4062,0.4031,0.0,0.0,0,0.0,0.402,0.252,0.101
248,61356,119.92,179,0.0,0.0,0.0,0.4409,0.5345,0.0,0.0,0,0.0,0.402,0.252,0.101
249,61561,227.7,205,0.0,0.0,0.0,0.4584,0.6391,0.0,0.0,0,0.0,0.403,0.253,0.101
250,61762,188.53,201,0.0,0.0,0.0,0.3906,0.4613,0.0,0.0,0,0.0,0.403,0.253,0.101
251,61937,86.17,175,0.0,0.0,0.0,0.4166,0.3572,0.0,0.0,0,0.0,0.403,0.253,0.102
252,62147,203.34,210,0.0,0.0,0.0,0.4208,0.4265,0.0,0.0,0,0.0,0.404,0.254,0.102
253,62326,141.58,179,0.0,0.0,0.0,0.4755,0.4598,0.0,0.0,0,0.0,0.404,0.254,0.102
254,62488,101.64,162,0.0,0.0,0.0,0.4252,0.3037,0.0,0.0,0,0.0,0.404,0.254,0.102
255,62648,104.03,160,0.0,0.0,0.0,0.4756,0.3705,0.0,0.0,0,0.0,0.404,0.254,0.102
256,62828,131.26,180,0.0,0.0,0.0,0.4204,0.3916,0.0,0.0,0,0.0,0.405,0.255,0.102
257,63064,254.2,236,0.0,0.0,0.0,0.4105,0.5678,0.0,0.0,0,0.0,0.405,0.255,0.103
258,63116,48.27,52,0.0,0.0,0.0,0.4813,0.2017,0.0,0.0,0,0.0,0.405,0.255,0.103
259,63259,71.28,143,0.0,0.0,0.0,0.4271,0.2202,0.0,0.0,0,0.0,0.405,0.255,0.103
260,63423,121.12,164,0.0,0.0,0.0,0.5166,0.2594,0.0,0.0,0,0.0,0.406,0.256,0.103
261,63573,83.58,150,0.0,0.0,0.0,0.4606,0.2815,0.0,0.0,0,0.0,0.406,0.256,0.103
262,63717,80.94,144,0.0,0.0,0.0,0.4667,0.2443,0.0,0.0,0,0.0,0.406,0.256,0.103
263,63883,107.0,166,0.0,0.0,0.0,0.4608,0.2864,0.0,0.0,0,0.0,0.406,0.256,0.103
264,64019,80.07,136,0.0,0.0,0.0,0.5413,0.1616,0.0,0.0,0,0.0,0.407,0.257,0.103
265,64166,74.72,147,0.0,0.0,0.0,0.5242,0.196,0.0,0.0,0,0.0,0.407,0.257,0.103
266,64319,83.11,153,0.0,0.0,0.0,0.4777,0.2995,0.0,0.0,0,0.0,0.407,0.257,0.104
267,64455,57.34,136,0.0,0.0,0.0,0.5312,0.1618,0.0,0.0,0,0.0,0.407,0.257,0.104
268,64601,98.18,146,0.0,0.0,0.0,0.4477,0.3267,0.0,0.0,0,0.0,0.408,0.258,0.104
269,64759,89.84,158,0.0,0.0,0.0,0.4519,0.2282,0.0,0.0,0,0.0,0.408,0.258,0.104
270,64900,65.06,141,0.0,0.0,0.0,0.4937,0.1893,0.0,0.0,0,0.0,0.408,0.258,0.104
271,65032,45.91,132,0.0,0.0,0.0,0.5628,0.1111,0.0,0.0,0,0.0,0.408,0.258,0.104
272,65184,87.53,152,0.0,0.0,0.0,0.3942,0.2427,0.0,0.0,0,0.0,0.409,0.259,0.104
273,65319,84.5,135,0.0,0.0,0.0,0.5136,0.3021,0.0,0.0,0,0.0,0.409,0.259,0.104
274,65457,58.3,138,0.0,0.0,0.0,0.5608,0.179,0.0,0.0,0,0.0,0.409,0.259,0.105
275,65590,48.16,133,0.0,0.0,0.0,0.4102,0.1186,0.0,0.0,0,0.0,0.409,0.259,0.105
276,65734,70.89,144,0.0,0.0,0.0,0.4655,0.1831,0.0,0.0,0,0.0,0.41,0.26,0.105
277,65873,53.76,139,0.0,0.0,0.0,0.5222,0.1636,0.0,0.0,0,0.0,0.41,0.26,0.105
278,66009,46.41,136,0.0,0.0,0.0,0.435,0.1626,0.0,0.0,0,0.0,0.41,0.26,0.105
279,66149,77.22,140,0.0,0.0,0.0,0.4794,0.2129,0.0,0.0,0,0.0,0.41,0.26,0.105
280,66284,45.07,135,0.0,0.0,0.0,0.483,0.1292,0.0,0.0,0,0.0,0.41,0.26,0.105
281,66431,71.2,147,0.0,0.0,0.0,0.4649,0.1732,0.0,0.0,0,0.0,0.411,0.261,0.105
282,66577,87.09,146,0.0,0.0,0.0,0.4533,0.2281,0.0,0.0,0,0.0,0.411,0.261,0.105
283,66724,62.94,147,0.0,0.0,0.0,0.4472,0.1723,0.0,0.0,0,0.0,0.411,0.261,0.106
284,66862,61.55,138,0.0,0.0,0.0,0.4975,0.1441,0.0,0.0,0,0.0,0.411,0.261,0.106
285,67002,66.45,140,0.0,0.0,0.0,0.5124,0.1964,0.0,0.0,0,0.0,0.412,0.262,0.106
286,67145,61.63,143,0.0,0.0,0.0,0.5156,0.134,0.0,0.0,0,0.0,0.412,0.262,0.106
287,67290,61.29,145,0.0,0.0,0.0,0.4512,0.1427,0.0,0.0,0,0.0,0.412,0.262,0.106
288,67432,66.71,142,0.0,0.0,0.0,0.5263,0.1545,0.0,0.0,0,0.0,0.412,0.262,0.106
289,67568,54.61,136,0.0,0.0,0.0,0.5056,0.1311,0.0,0.0,0,0.0,0.413,0.263,0.106
290,67712,57.5,144,0.0,0.0,0.0,0.52,0.1221,0.0,0.0,0,0.0,0.413,0.263,0.106
291,67850,61.77,138,0.0,0.0,0.0,0.5107,0.1409,0.0,0.0,0,0.0,0.413,0.263,0.107
292,67981,49.8,131,0.0,0.0,0.0,0.5286,0.1158,0.0,0.0,0,0.0,0.413,0.263,0.107
293,68125,78.8,144,0.0,0.0,0.0,0.5261,0.2099,0.0,0.0,0,0.0,0.414,0.264,0.107
294,68259,81.01,134,0.0,0.0,0.0,0.5508,0.1727,0.0,0.0,0,0.0,0.414,0.264,0.107
295,68400,65.09,141,0.0,0.0,0.0,0.5417,0.1928,0.0,0.0,0,0.0,0.414,0.264,0.107
296,68558,104.48,158,0.0,0.0,0.0,0.4595,0.2821,0.0,0.0,0,0.0,0.414,0.264,0.107
297,68727,121.28,169,0.0,0.0,0.0,0.4941,0.4585,0.0,0.0,0,0.0,0.415,0.265,0.107
298,68884,102.44,157,0.0,0.0,0.0,0.4426,0.3068,0.0,0.0,0,0.0,0.415,0.265,0.107
299,69037,73.77,153,0.0,0.0,0.0,0.5008,0.218,0.0,0.0,0,0.0,0.415,0.265,0.108
300,69201,105.36,164,0.0,0.0,0.0,0.5003,0.2941,0.0,0.0,0,0.0,0.415,0.265,0.108
301,69377,99.39,176,0.0,0.0,0.0,0.4275,0.3429,0.0,0.0,0,0.0,0.416,0.266,0.108
302,69539,92.72,162,0.0,0.0,0.0,0.4164,0.3006,0.0,0.0,0,0.0,0.416,0.266,0.108
303,69676,67.72,137,0.0,0.0,0.0,0.4715,0.1848,0.0,0.0,0,0.0,0.416,0.266,0.108
304,69835,89.0,159,0.0,0.0,0.0,0.4492,0.2747,0.0,0.0,0,0.0,0.416,0.266,0.108
305,69997,91.79,162,0.0,0.0,0.0,0.4418,0.3212,0.0,0.0,0,0.0,0.417,0.267,0.108
306,70155,99.82,158,0.0,0.0,0.0,0.49,0.2872,0.0,0.0,0,0.0,0.417,0.267,0.108
307,70283,83.52,128,0.0,0.0,0.0,0.5418,0.3591,0.0,0.0,0,0.0,0.417,0.267,0.109
308,70415,82.32,132,0.0,0.0,0.0,0.5813,0.3398,0.0,0.0,0,0.0,0.417,0.267,0.109
309,70578,88.89,163,0.0,0.0,0.0,0.4596,0.3328,0.0,0.0,0,0.0,0.418,0.268,0.109
310,70698,87.11,120,0.0,0.0,0.0,0.5976,0.341,0.0,0.0,0,0.0,0.418,0.268,0.109
311,70818,77.09,120,0.0,0.0,0.0,0.511,0.3094,0.0,0.0,0,0.0,0.418,0.268,0.109
312,70946,79.81,128,0.0,0.0,0.0,0.6068,0.3652,0.0,0.0,0,0.0,0.418,0.268,0.109
313,71077,94.55,131,0.0,0.0,0.0,0.5046,0.3274,0.0,0.0,0,0.0,0.418,0.268,0.109
314,71219,106.14,142,0.0,0.0,0.0,0.4647,0.4267,0.0,0.0,0,0.0,0.419,0.269,0.109
315,71368,115.93,149,0.0,0.0,0.0,0.5269,0.4124,0.0,0.0,0,0.0,0.419,0.269,0.109
316,71524,120.28,156,0.0,0.0,0.0,0.4444,0.4024,0.0,0.0,0,0.0,0.419,0.269,0.11
317,71652,86.38,128,0.0,0.0,0.0,0.4449,0.3191,0.0,0.0,0,0.0,0.419,0.269,0.11
318,71803,88.18,151,0.0,0.0,0.0,0.426,0.3399,0.0,0.0,0,0.0,0.42,0.27,0.11
319,71947,94.07,144,0.0,0.0,0.0,0.4398,0.3605,0.0,0.0,0,0.0,0.42,0.27,0.11
320,72090,100.4,143,0.0,0.0,0.0,0.4254,0.3896,0.0,0.0,0,0.0,0.42,0.27,0.11
321,72236,90.34,146,0.0,0.0,0.0,0.4394,0.3356,0.0,0.0,0,0.0,0.42,0.27,0.11
322,72370,97.2,134,0.0,0.0,0.0,0.4492,0.3619,0.0,0.0,0,0.0,0.421,0.271,0.11
323,72514,92.34,144,0.0,0.0,0.0,0.4716,0.33,0.0,0.0,0,0.0,0.421,0.271,0.11
324,72711,120.7,197,0.0,0.0,0.0,0.4548,0.3833,0.0,0.0,0,0.0,0.421,0.271,0.111
325,72863,141.41,152,0.0,0.0,0.0,0.5527,0.4561,0.0,0.0,0,0.0,0.421,0.271,0.111
326,73008,102.99,145,0.0,0.0,0.0,0.4867,0.379,0.0,0.0,0,0.0,0.422,0.272,0.111
327,73158,111.09,150,0.0,0.0,0.0,0.4523,0.4446,0.0,0.0,0,0.0,0.422,0.272,0.111
328,73311,104.95,153,0.0,0.0,0.0,0.4854,0.4078,0.0,0.0,0,0.0,0.422,0.272,0.111
329,73473,130.19,162,0.0,0.0,0.0,0.4473,0.3693,0.0,0.0,0,0.0,0.422,0.272,0.111
330,73674,139.33,201,0.0,0.0,0.0,0.4149,0.3859,0.0,0.0,0,0.0,0.423,0.273,0.111
331,73832,118.68,158,0.0,0.0,0.0,0.4021,0.4462,0.0,0.0,0,0.0,0.423,0.273,0.112
332,73996,146.9,164,0.0,0.0,0.0,0.3944,0.545,0.0,0.0,0,0.0,0.423,0.273,0.112
333,74157,124.08,161,0.0,0.0,0.0,0.4137,0.4791,0.0,0.0,0,0.0,0.424,0.274,0.112
334,74351,99.06,194,0.0,0.0,0.0,0.4156,0.2687,0.0,0.0,0,0.0,0.424,0.274,0.112
335,74529,180.81,178,0.0,0.0,0.0,0.4261,0.554,0.0,0.0,0,0.0,0.424,0.274,0.112
336,74695,166.93,166,0.0,0.0,0.0,0.3912,0.5468,0.0,0.0,0,0.0,0.424,0.274,0.112
337,74852,121.11,157,0.0,0.0,0.0,0.4494,0.4428,0.0,0.0,0,0.0,0.425,0.275,0.112
338,75049,162.72,197,0.0,0.0,0.0,0.4267,0.4967,0.0,0.0,0,0.0,0.425,0.275,0.113
339,75228,205.68,179,0.0,0.0,0.0,0.3982,0.566,0.0,0.0,0,0.0,0.425,0.275,0.113
340,75409,206.07,181,0.0,0.0,0.0,0.4287,0.607,0.0,0.0,0,0.0,0.426,0.276,0.113
341,75567,144.99,158,0.0,0.0,0.0,0.3794,0.5573,0.0,0.0,0,0.0,0.426,0.276,0.113
342,75712,134.05,145,0.0,0.0,0.0,0.3927,0.457,0.0,0.0,0,0.0,0.426,0.276,0.113
343,75869,143.8,157,0.0,0.0,0.0,0.4153,0.5111,0.0,0.0,0,0.0,0.426,0.276,0.113
344,76044,175.74,175,0.0,0.0,0.0,0.4096,0.5333,0.0,0.0,0,0.0,0.427,0.277,0.113
345,76216,182.72,172,0.0,0.0,0.0,0.3819,0.6083,0.0,0.0,0,0.0,0.427,0.277,0.114
346,76383,146.42,167,0.0,0.0,0.0,0.4577,0.5386,0.0,0.0,0,0.0,0.427,0.277,0.114
347,76586,215.47,203,0.0,0.0,0.0,0.3984,0.6966,0.0,0.0,0,0.0,0.428,0.278,0.114
348,76795,235.6,209,0.0,0.0,0.0,0.3983,0.683,0.0,0.0,0,0.0,0.428,0.278,0.114
349,76979,156.03,184,0.0,0.0,0.0,0.4127,0.5462,0.0,0.0,0,0.0,0.428,0.278,0.114
350,77156,165.81,177,0.0,0.0,0.0,0.3839,0.5379,0.0,0.0,0,0.0,0.429,0.279,0.114
351,77340,210.18,184,0.0,0.0,0.0,0.3953,0.5838,0.0,0.0,0,0.0,0.429,0.279,0.114
352,77543,216.51,203,0.0,0.0,0.0,0.3729,0.6357,0.0,0.0,0,0.0,0.429,0.279,0.115
353,77716,178.05,173,0.0,0.0,0.0,0.4517,0.5461,0.0,0.0,0,0.0,0.43,0.28,0.115
354,77959,273.49,243,0.0,0.0,0.0,0.3994,0.6455,0.0,0.0,0,0.0,0.43,0.28,0.115
355,78163,175.22,204,0.0,0.0,0.0,0.4333,0.4232,0.0,0.0,0,0.0,0.43,0.28,0.115
356,78364,206.06,201,0.0,0.0,0.0,0.4315,0.644,0.0,0.0,0,0.0,0.431,0.281,0.115
357,78545,175.81,181,0.0,0.0,0.0,0.45,0.6349,0.0,0.0,0,0.0,0.431,0.281,0.115
358,78764,224.01,219,0.0,0.0,0.0,0.428,0.6247,0.0,0.0,0,0.0,0.431,0.281,0.116
359,78954,180.26,190,0.0,0.0,0.0,0.4297,0.6237,0.0,0.0,0,0.0,0.432,0.282,0.116
360,79089,171.35,135,0.0,0.0,0.0,0.4208,0.6316,0.0,0.0,0,0.0,0.432,0.282,0.116
361,79281,182.6,192,0.0,0.0,0.0,0.4197,0.5292,0.0,0.0,0,0.0,0.432,0.282,0.116
362,79412,188.16,131,0.0,0.0,0.0,0.4144,0.6556,0.0,0.0,0,0.0,0.432,0.282,0.116
363,79534,136.04,122,0.0,0.0,0.0,0.5722,0.6463,0.0,0.0,0,0.0,0.433,0.283,0.116
364,79738,210.09,204,0.0,0.0,0.0,0.3742,0.5741,0.0,0.0,0,0.0,0.433,0.283,0.116
365,79938,220.76,200,0.0,0.0,0.0,0.3957,0.6807,0.0,0.0,0,0.0,0.433,0.283,0.117
366,80138,219.48,200,0.0,0.0,0.0,0.4193,0.5256,0.0,0.0,0,0.0,0.434,0.284,0.117
367,80402,223.78,264,0.0,0.0,0.0,0.5566,0.3888,0.0,0.0,0,0.0,0.434,0.284,0.117
368,80596,197.34,194,0.0,0.0,0.0,0.4095,0.6739,0.0,0.0,0,0.0,0.434,0.284,0.117
369,80711,163.41,115,0.0,0.0,0.0,0.4714,0.6012,0.0,0.0,0,0.0,0.435,0.285,0.117
370,80925,221.28,214,0.0,0.0,0.0,0.4488,0.514,0.0,0.0,0,0.0,0.435,0.285,0.117
371,81145,199.96,220,0.0,0.0,0.0,0.4513,0.6035,0.0,0.0,0,0.0,0.435,0.285,0.118
372,81353,224.35,208,0.0,0.0,0.0,0.4004,0.5674,0.0,0.0,0,0.0,0.436,0.286,0.118
373,81526,165.92,173,0.0,0.0,0.0,0.4901,0.508,0.0,0.0,0,0.0,0.436,0.286,0.118
374,81705,226.14,179,0.0,0.0,0.0,0.4665,0.5278,0.0,0.0,0,0.0,0.436,0.286,0.118
375,81900,229.38,195,0.0,0.0,0.0,0.4622,0.6291,0.0,0.0,0,0.0,0.436,0.286,0.118
376,82121,235.19,221,0.0,0.0,0.0,0.4077,0.5814,0.0,0.0,0,0.0,0.437,0.287,0.118
377,82355,210.14,234,0.0,0.0,0.0,0.425,0.4923,0.0,0.0,0,0.0,0.437,0.287,0.119
378,82561,209.16,206,0.0,0.0,0.0,0.4367,0.5933,0.0,0.0,0,0.0,0.438,0.288,0.119
379,82749,237.59,188,0.0,0.0,0.0,0.4468,0.606,0.0,0.0,0,0.0,0.438,0.288,0.119
380,82961,226.55,212,0.0,0.0,0.0,0.3811,0.6643,0.0,0.0,0,0.0,0.438,0.288,0.119
381,83156,170.37,195,0.0,0.0,0.0,0.4659,0.5948,0.0,0.0,0,0.0,0.439,0.289,0.119
382,83383,235.28,227,0.0,0.0,0.0,0.4267,0.6458,0.0,0.0,0,0.0,0.439,0.289,0.119
383,83589,178.21,206,0.0,0.0,0.0,0.4548,0.5767,0.0,0.0,0,0.0,0.439,0.289,0.12
384,83796,193.06,207,0.0,0.0,0.0,0.4371,0.6891,0.0,0.0,0,0.0,0.44,0.29,0.12
385,83988,237.44,192,0.0,0.0,0.0,0.4472,0.7693,0.0,0.0,0,0.0,0.44,0.29,0.12
386,84183,175.0,195,0.0,0.0,0.0,0.5012,0.5191,0.0,0.0,0,0.0,0.44,0.29,0.12
387,84393,216.53,210,0.0,0.0,0.0,0.3712,0.6964,0.0,0.0,0,0.0,0.441,0.291,0.12
388,84705,486.87,312,0.0,0.0,0.0,0.4492,0.703,0.0,0.0,0,0.0,0.441,0.291,0.121
389,84894,212.96,189,0.0,0.0,0.0,0.4552,0.7274,0.0,0.0,0,0.0,0.441,0.291,0.121
390,85097,183.4,203,0.0,0.0,0.0,0.475,0.5526,0.0,0.0,0,0.0,0.442,0.292,0.121
391,85271,158.85,174,0.0,0.0,0.0,0.5136,0.5817,0.0,0.0,0,0.0,0.442,0.292,0.121
392,85462,201.23,191,0.0,0.0,0.0,0.4432,0.6445,0.0,0.0,0,0.0,0.442,0.292,0.121
393,85724,321.39,262,0.0,0.0,0.0,0.4323,0.7706,0.0,0.0,0,0.0,0.443,0.293,0.121
394,85960,267.79,236,0.0,0.0,0.0,0.4014,0.6441,0.0,0.0,0,0.0,0.443,0.293,0.122
395,86162,189.78,202,0.0,0.0,0.0,0.4276,0.6506,0.0,0.0,0,0.0,0.444,0.294,0.122
396,86384,227.15,222,0.0,0.0,0.0,0.3845,0.6315,0.0,0.0,0,0.0,0.444,0.294,0.122
397,86637,270.58,253,0.0,0.0,0.0,0.3778,0.6765,0.0,0.0,0,0.0,0.444,0.294,0.122
398,86819,144.57,182,0.0,0.0,0.0,0.4724,0.5005,0.0,0.0,0,0.0,0.445,0.295,0.122
399,87037,172.89,218,0.0,0.0,0.0,0.4506,0.3769,0.0,0.0,0,0.0,0.445,0.295,0.123
400,87240,217.41,203,0.0,0.0,0.0,0.4868,0.7196,0.0,0.0,0,0.0,0.445,0.295,0.123
401,87413,198.32,173,0.0,0.0,0.0,0.563,0.7175,0.0,0.0,0,0.0,0.446,0.296,0.123
402,87704,289.08,291,0.0,0.0,0.0,0.3934,0.6104,0.0,0.0,0,0.0,0.446,0.296,0.123
403,87912,227.79,208,0.0,0.0,0.0,0.4784,0.7616,0.0,0.0,0,0.0,0.447,0.297,0.123
404,88174,273.59,262,0.0,0.0,0.0,0.4591,0.6124,0.0,0.0,0,0.0,0.447,0.297,0.123
405,88392,250.33,218,0.0,0.0,0.0,0.4624,0.7236,0.0,0.0,0,0.0,0.447,0.297,0.124
406,88601,178.75,209,0.0,0.0,0.0,0.4314,0.6168,0.0,0.0,0,0.0,0.448,0.298,0.124
407,88828,218.78,227,0.0,0.0,0.0,0.456,0.5161,0.0,0.0,0,0.0,0.448,0.298,0.124
408,89186,365.8,358,0.0,0.0,0.0,0.4204,0.5535,0.0,0.0,0,0.0,0.449,0.299,0.124
409,89447,320.82,261,0.0,0.0,0.0,0.4764,0.7109,0.0,0.0,0,0.0,0.449,0.299,0.125
410,89611,143.69,164,0.0,0.0,0.0,0.5032,0.4339,0.0,0.0,0,0.0,0.449,0.299,0.125
411,89850,276.02,239,0.0,0.0,0.0,0.4293,0.5569,0.0,0.0,0,0.0,0.45,0.3,0.125
412,90157,288.59,307,0.0,0.0,0.0,0.4743,0.4851,0.0,0.0,0,0.0,0.45,0.3,0.125
413,90459,172.53,302,0.0,0.0,0.0,0.4581,0.3399,0.0,0.0,0,0.0,0.451,0.301,0.125
414,90684,192.38,225,0.0,0.0,0.0,0.4173,0.4192,0.0,0.0,0,0.0,0.451,0.301,0.126
415,91069,300.88,385,0.0,0.0,0.0,0.5531,0.4554,0.0,0.0,0,0.0,0.452,0.302,0.126
416,91250,202.53,181,0.0,0.0,0.0,0.4228,0.6259,0.0,0.0,0,0.0,0.452,0.302,0.126
417,91490,303.14,240,0.0,0.0,0.0,0.4279,0.6241,0.0,0.0,0,0.0,0.452,0.302,0.126
418,91776,363.09,286,0.0,0.0,0.0,0.4266,0.6952,0.0,0.0,0,0.0,0.453,0.303,0.126
419,91981,217.71,205,0.0,0.0,0.0,0.4648,0.515,0.0,0.0,0,0.0,0.453,0.303,0.127
420,92241,365.06,260,0.0,0.0,0.0,0.4218,0.549,0.0,0.0,0,0.0,0.454,0.304,0.127
421,92501,251.25,260,0.0,0.0,0.0,0.4083,0.512,0.0,0.0,0,0.0,0.454,0.304,0.127
422,92810,438.53,309,0.0,0.0,0.0,0.4366,0.6822,0.0,0.0,0,0.0,0.455,0.305,0.127
423,93193,565.94,383,0.0,0.0,0.0,0.4313,0.6967,0.0,0.0,0,0.0,0.455,0.305,0.128
424,93575,608.41,382,0.0,0.0,0.0,0.4578,0.7,0.0,0.0,0,0.0,0.456,0.306,0.128
425,93789,229.21,214,0.0,0.0,0.0,0.4213,0.5359,0.0,0.0,0,0.0,0.456,0.306,0.128
426,94035,300.24,246,0.0,0.0,0.0,0.4038,0.5438,0.0,0.0,0,0.0,0.457,0.307,0.128
427,94304,326.71,269,0.0,0.0,0.0,0.3677,0.5386,0.0,0.0,0,0.0,0.457,0.307,0.129
428,94567,285.95,263,0.0,0.0,0.0,0.3989,0.4668,0.0,0.0,0,0.0,0.458,0.308,0.129
429,94821,275.65,254,0.0,0.0,0.0,0.3842,0.4804,0.0,0.0,0,0.0,0.458,0.308,0.129
430,95045,225.3,224,0.0,0.0,0.0,0.4744,0.5278,0.0,0.0,0,0.0,0.458,0.308,0.129
431,95235,154.57,190,0.0,0.0,0.0,0.4906,0.507,0.0,0.0,0,0.0,0.459,0.309,0.129
432,95518,394.48,283,0.0,0.0,0.0,0.4912,0.7068,0.0,0.0,0,0.0,0.459,0.309,0.13
433,95858,388.5,340,0.0,0.0,0.0,0.4741,0.6968,0.0,0.0,0,0.0,0.46,0.31,0.13
434,96068,237.28,210,0.0,0.0,0.0,0.4903,0.4731,0.0,0.0,0,0.0,0.46,0.31,0.13
435,96282,234.48,214,0.0,0.0,0.0,0.435,0.5172,0.0,0.0,0,0.0,0.46,0.31,0.13
436,96489,243.24,207,0.0,0.0,0.0,0.4772,0.6162,0.0,0.0,0,0.0,0.461,0.311,0.13
437,96746,232.68,257,0.0,0.0,0.0,0.3558,0.4322,0.0,0.0,0,0.0,0.461,0.311,0.131
438,96984,272.75,238,0.0,0.0,0.0,0.4833,0.5941,0.0,0.0,0,0.0,0.462,0.312,0.131
439,97268,277.52,284,0.0,0.0,0.0,0.3951,0.5149,0.0,0.0,0,0.0,0.462,0.312,0.131
440,97489,235.11,221,0.0,0.0,0.0,0.4164,0.5106,0.0,0.0,0,0.0,0.462,0.312,0.131
441,97713,245.88,224,0.0,0.0,0.0,0.4271,0.4355,0.0,0.0,0,0.0,0.463,0.313,0.131
442,97884,113.91,171,0.0,0.0,0.0,0.5107,0.3811,0.0,0.0,0,0.0,0.463,0.313,0.132
443,98085,159.88,201,0.0,0.0,0.0,0.4878,0.4563,0.0,0.0,0,0.0,0.463,0.313,0.132
444,98392,303.79,307,0.0,0.0,0.0,0.4139,0.565,0.0,0.0,0,0.0,0.464,0.314,0.132
445,98600,225.49,208,0.0,0.0,0.0,0.4549,0.5545,0.0,0.0,0,0.0,0.464,0.314,0.132
446,98871,288.16,271,0.0,0.0,0.0,0.4169,0.6362,0.0,0.0,0,0.0,0.465,0.315,0.132
447,99145,253.15,274,0.0,0.0,0.0,0.4863,0.4632,0.0,0.0,0,0.0,0.465,0.315,0.133
448,99468,370.8,323,0.0,0.0,0.0,0.3925,0.648,0.0,0.0,0,0.0,0.466,0.316,0.133
449,99727,322.14,259,0.0,0.0,0.0,0.3965,0.6295,0.0,0.0,0,0.0,0.466,0.316,0.133
450,99915,163.18,188,0.0,0.0,0.0,0.4581,0.4652,0.0,0.0,0,0.0,0.467,0.317,0.133
451,100151,232.9,236,0.0,0.0,0.0,0.4529,0.4595,0.0,0.0,0,0.0,0.467,0.317,0.133
452,100368,186.8,217,0.0,0.0,0.0,0.4723,0.5002,0.0,0.0,0,0.0,0.467,0.317,0.134
453,101079,1344.41,711,0.0,0.0,0.0,0.3977,0.788,0.0,0.0,0,0.0,0.468,0.318,0.134
454,101463,482.06,384,0.0,0.0,0.0,0.4516,0.6852,0.0,0.0,0,0.0,0.469,0.319,0.135
455,101753,312.82,290,0.0,0.0,0.0,0.4642,0.6661,0.0,0.0,0,0.0,0.47,0.32,0.135
456,102196,750.96,443,0.0,0.0,0.0,0.4082,0.7098,0.0,0.0,0,0.0,0.47,0.32,0.135
457,102597,615.51,401,0.0,0.0,0.0,0.4525,0.7184,0.0,0.0,0,0.0,0.471,0.321,0.135
458,102832,311.31,235,0.0,0.0,0.0,0.4506,0.7116,0.0,0.0,0,0.0,0.471,0.321,0.136
459,103064,284.08,232,0.0,0.0,0.0,0.432,0.572,0.0,0.0,0,0.0,0.472,0.322,0.136
460,103383,437.35,319,0.0,0.0,0.0,0.4763,0.6695,0.0,0.0,0,0.0,0.472,0.322,0.136
461,103748,664.88,365,0.0,0.0,0.0,0.3912,0.7595,0.0,0.0,0,0.0,0.473,0.323,0.136
462,104174,854.43,426,0.0,0.0,0.0,0.3947,0.7901,0.0,0.0,0,0.0,0.474,0.324,0.137
463,104472,492.64,298,0.0,0.0,0.0,0.4141,0.7039,0.0,0.0,0,0.0,0.474,0.324,0.137
464,105024,1142.64,552,0.0,0.0,0.0,0.3204,0.8163,0.0,0.0,0,0.0,0.475,0.325,0.138
465,105626,1154.32,602,0.0,0.0,0.0,0.3894,0.7679,0.0,0.0,0,0.0,0.476,0.326,0.138
466,106930,2721.49,1304,0.0,0.0,0.0,0.3764,0.8294,0.0,0.0,0,0.0,0.478,0.328,0.139
467,107457,1053.28,527,0.0,0.0,0.0,0.3788,0.8441,0.0,0.0,0,0.0,0.479,0.329,0.14
468,107832,585.13,375,0.0,0.0,0.0,0.3868,0.7645,0.0,0.0,0,0.0,0.48,0.33,0.14
469,108163,457.89,331,0.0,0.0,0.0,0.4005,0.7411,0.0,0.0,0,0.0,0.48,0.33,0.14
470,109194,2194.2,1031,0.0,0.0,0.0,0.3817,0.8233,0.0,0.0,0,0.0,0.482,0.332,0.141
