episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,mean_action_jerk,r_stability,r_centering,r_scale,r_vel_damp,r_smooth,phase,target_offset,init_pos,init_vel,init_ang
172,126843,10640.93,3000,100.0,0.33,0.2143,0.365,0.5441,0.9885,2.2871,0.8335,0.4733,-0.5291,B,0.452,0.401,0.201,0.075
173,128061,1268.37,1218,45.9,0.4293,0.1871,0.3769,0.5016,0.9351,0.8499,0.3749,0.3708,-0.4664,B,0.454,0.402,0.201,0.076
174,131061,12229.3,3000,100.0,0.2502,0.1739,0.3134,0.5092,0.9963,2.7464,0.7974,0.4977,-0.4605,B,0.457,0.405,0.202,0.076
175,134061,5401.51,3000,84.0,0.52,0.1265,0.4222,0.5947,0.9752,1.1927,0.4948,0.4352,-0.6438,B,0.461,0.407,0.204,0.077
176,137061,12412.63,3000,100.0,0.2302,0.24,0.3628,0.574,0.987,2.8558,0.9213,0.4755,-0.5848,B,0.464,0.41,0.205,0.077
177,140061,12716.47,3000,100.0,0.1777,0.1195,0.3434,0.5711,0.9969,3.2724,0.5414,0.497,-0.5702,B,0.468,0.412,0.206,0.078
178,143061,11415.86,3000,100.0,0.2798,0.1586,0.3276,0.5351,0.9901,2.612,0.7209,0.487,-0.504,B,0.472,0.414,0.207,0.079
179,146061,10860.56,3000,100.0,0.2633,0.1715,0.3962,0.6345,0.9925,2.6132,0.7345,0.4889,-0.7017,B,0.475,0.417,0.208,0.079
180,149061,11978.23,3000,100.0,0.272,0.2192,0.349,0.5617,0.9935,2.6445,0.927,0.4922,-0.5605,B,0.479,0.419,0.21,0.08
181,152061,11813.51,3000,100.0,0.1588,0.0676,0.3871,0.6733,0.9973,3.3841,0.3164,0.4984,-0.7703,B,0.482,0.422,0.211,0.08
182,155061,5042.09,3000,86.4,0.5666,0.0675,0.3993,0.5353,0.9763,1.1052,0.2879,0.4599,-0.5247,B,0.486,0.424,0.212,0.081
183,158061,7536.16,3000,99.6,0.37,0.04,0.4159,0.6255,0.9888,2.0036,0.228,0.475,-0.6937,B,0.49,0.426,0.213,0.082
184,161061,8491.78,3000,98.9,0.3659,0.0945,0.4064,0.6497,0.9941,2.1645,0.4218,0.4893,-0.7339,B,0.493,0.429,0.214,0.082
185,162260,2538.44,1199,93.8,0.5358,0.1341,0.3439,0.4885,0.9711,1.1135,0.5876,0.449,-0.4443,B,0.495,0.43,0.215,0.082
186,163111,216.62,851,42.4,0.6311,0.0907,0.4119,0.5011,0.9266,0.3436,0.1794,0.3328,-0.4706,B,0.496,0.43,0.215,0.083
187,163242,122.81,131,90.8,0.838,0.1353,0.4985,0.3604,0.818,0.2439,0.5233,0.3045,-0.2838,B,0.496,0.431,0.215,0.083
188,165513,3147.4,2271,81.9,0.556,0.0882,0.3854,0.5134,0.9506,0.8658,0.3443,0.3908,-0.4888,B,0.499,0.432,0.216,0.083
189,167671,7387.75,2158,89.4,0.2226,0.1299,0.393,0.5757,0.9607,2.6721,0.5384,0.4454,-0.6005,B,0.501,0.434,0.217,0.084
190,168542,1216.78,871,88.6,0.6298,0.0881,0.4276,0.5015,0.948,0.8728,0.3812,0.3059,-0.4954,B,0.502,0.435,0.217,0.084
191,169615,1234.84,1073,46.2,0.3485,0.169,0.3828,0.54,0.9603,1.1181,0.3454,0.3041,-0.5356,B,0.504,0.436,0.218,0.084
192,171180,2914.63,1565,88.6,0.5216,0.1242,0.3929,0.5419,0.961,1.1558,0.5011,0.3989,-0.5345,B,0.505,0.437,0.218,0.084
193,171472,337.99,292,94.2,0.7801,0.1476,0.4731,0.3708,0.7871,0.3128,0.6206,0.2594,-0.287,B,0.506,0.437,0.219,0.084
194,172767,1360.35,1295,55.1,0.4697,0.0947,0.4001,0.569,0.9727,1.047,0.2412,0.3284,-0.593,B,0.507,0.438,0.219,0.085
195,173778,-97.0,1011,28.2,0.6305,0.1055,0.3781,0.502,0.9417,0.2299,0.1394,0.2708,-0.477,B,0.509,0.439,0.22,0.085
196,175572,1813.32,1794,59.4,0.5783,0.1286,0.3928,0.5368,0.9576,0.7827,0.3485,0.3596,-0.5427,B,0.511,0.44,0.22,0.085
197,176653,55.74,1081,56.1,0.7986,0.0736,0.4175,0.5558,0.953,0.1179,0.1946,0.2799,-0.5677,B,0.512,0.441,0.221,0.085
198,179402,8337.38,2749,87.0,0.2982,0.1598,0.349,0.5143,0.9777,2.0713,0.6514,0.4402,-0.4792,B,0.515,0.444,0.222,0.086
199,181675,5596.67,2273,98.9,0.4484,0.1327,0.3844,0.5837,0.9779,1.565,0.5859,0.4533,-0.6028,B,0.518,0.445,0.223,0.086
200,183719,5859.48,2044,95.9,0.3673,0.1545,0.3823,0.5923,0.9615,1.9652,0.6318,0.459,-0.6191,B,0.52,0.447,0.223,0.087
201,186719,8815.55,3000,100.0,0.3727,0.1536,0.3483,0.5395,0.992,1.7992,0.6728,0.4926,-0.5136,B,0.524,0.449,0.225,0.087
202,189492,-1032.26,2773,14.2,0.9397,0.0672,0.3801,0.4772,0.9408,0.0156,0.0476,0.3877,-0.4296,B,0.527,0.452,0.226,0.088
203,190005,1391.8,513,97.1,0.428,0.2045,0.3701,0.537,0.941,1.6131,0.8359,0.4485,-0.5261,B,0.528,0.452,0.226,0.088
204,193005,11115.62,3000,100.0,0.2702,0.1801,0.3614,0.6166,0.9953,2.5943,0.7882,0.4861,-0.6567,B,0.532,0.454,0.227,0.089
205,194136,1099.75,1131,66.9,0.5906,0.1057,0.3753,0.5302,0.9469,0.6377,0.3234,0.3976,-0.5143,B,0.533,0.455,0.228,0.089
206,197136,7712.38,3000,100.0,0.428,0.1377,0.3568,0.5666,0.9914,1.5208,0.6442,0.4783,-0.5653,B,0.537,0.458,0.229,0.089
207,198562,3485.47,1426,99.9,0.5127,0.1842,0.4039,0.6071,0.976,1.4297,0.7706,0.4612,-0.6743,B,0.538,0.459,0.229,0.09
208,201562,-1749.6,3000,13.6,0.8361,0.083,0.4194,0.4971,0.9106,0.0279,0.055,0.2288,-0.4783,B,0.542,0.461,0.231,0.09
209,204546,-1265.11,2984,10.5,0.9082,0.0486,0.3754,0.474,0.9295,0.0415,0.0295,0.3829,-0.4256,B,0.545,0.464,0.232,0.091
210,207546,12417.61,3000,100.0,0.2084,0.236,0.3743,0.6329,0.9954,2.9976,0.845,0.4892,-0.6844,B,0.549,0.466,0.233,0.092
211,210546,12345.81,3000,100.0,0.1539,0.1304,0.4144,0.7001,0.9966,3.3795,0.5775,0.4948,-0.8338,B,0.553,0.468,0.234,0.092
212,213546,12713.01,3000,100.0,0.1707,0.2174,0.4451,0.7873,0.9964,3.3329,0.942,0.4969,-1.024,B,0.556,0.471,0.235,0.093
213,215176,3475.33,1630,84.8,0.4436,0.0968,0.3763,0.5048,0.9713,1.5059,0.3678,0.4237,-0.482,B,0.558,0.472,0.236,0.093
214,218176,8712.82,3000,100.0,0.3862,0.1744,0.3912,0.6644,0.9956,1.8625,0.8123,0.4916,-0.7557,B,0.562,0.475,0.237,0.094
215,221176,10754.76,3000,100.0,0.2529,0.1612,0.4405,0.7403,0.9943,2.7757,0.7493,0.4907,-0.9208,B,0.565,0.477,0.238,0.094
216,224176,11184.34,3000,100.0,0.2971,0.2401,0.3589,0.5606,0.992,2.4257,0.891,0.4865,-0.5605,B,0.569,0.479,0.24,0.095
217,227176,10810.17,3000,100.0,0.3126,0.2471,0.3704,0.5987,0.9951,2.3059,0.9379,0.4936,-0.6268,B,0.573,0.482,0.241,0.095
218,230176,10175.32,3000,100.0,0.2312,0.1194,0.4686,0.8219,0.9958,2.9407,0.5519,0.4954,-1.0923,B,0.576,0.484,0.242,0.096
219,233176,11946.71,3000,100.0,0.2467,0.1718,0.3582,0.5523,0.9944,2.7848,0.7568,0.4925,-0.5415,B,0.58,0.487,0.243,0.097
220,236176,11451.39,3000,100.0,0.2505,0.1434,0.3507,0.5799,0.9962,2.7689,0.6521,0.492,-0.5931,B,0.583,0.489,0.244,0.097
221,239176,9397.2,3000,100.0,0.3065,0.1317,0.3864,0.6358,0.9963,2.2878,0.5585,0.4962,-0.7076,B,0.587,0.491,0.246,0.098
222,242176,12045.2,3000,100.0,0.2334,0.1493,0.3866,0.5347,0.987,2.8911,0.6836,0.4887,-0.5173,B,0.591,0.494,0.247,0.098
223,243843,2870.29,1667,89.8,0.5182,0.0805,0.4001,0.5731,0.9587,1.2002,0.3473,0.4189,-0.5989,B,0.593,0.495,0.248,0.099
224,246843,10329.76,3000,100.0,0.3182,0.1694,0.388,0.615,0.9916,2.4197,0.7183,0.4828,-0.6675,B,0.596,0.497,0.249,0.099
225,249105,5439.11,2262,94.5,0.4395,0.1373,0.422,0.6283,0.9595,1.6609,0.5996,0.437,-0.703,B,0.599,0.499,0.25,0.1
226,252105,8608.18,3000,100.0,0.3095,0.0806,0.4111,0.6721,0.9953,2.2789,0.379,0.4911,-0.7788,C,0.603,0.503,0.251,0.1
227,255105,5666.32,3000,84.3,0.5207,0.1213,0.4262,0.5913,0.9847,1.2816,0.4647,0.4654,-0.6615,C,0.608,0.506,0.252,0.101
228,258105,10049.36,3000,98.1,0.2794,0.1491,0.4158,0.6712,0.9872,2.5218,0.6698,0.4737,-0.7834,C,0.613,0.51,0.253,0.102
229,261105,11149.8,3000,100.0,0.2239,0.1041,0.3976,0.6143,0.99,2.9132,0.4957,0.4818,-0.67,C,0.618,0.513,0.254,0.102
230,264105,2838.0,3000,91.8,0.9403,0.0518,0.3754,0.5675,0.9828,0.3912,0.2599,0.4672,-0.5808,C,0.623,0.517,0.256,0.103
231,265366,1605.13,1261,94.1,0.7102,0.1136,0.3733,0.5309,0.9601,0.4595,0.5003,0.4241,-0.5276,C,0.625,0.518,0.256,0.103
232,268366,10937.81,3000,99.9,0.2752,0.2074,0.4023,0.6533,0.993,2.6008,0.825,0.4854,-0.7494,C,0.629,0.522,0.257,0.104
233,271366,5385.47,3000,99.4,0.5109,0.0783,0.3686,0.5891,0.9944,1.0732,0.3621,0.4816,-0.6118,C,0.634,0.526,0.259,0.104
234,274366,6171.84,3000,99.7,0.4945,0.1119,0.3971,0.6198,0.9934,1.2351,0.5158,0.4817,-0.6692,C,0.639,0.529,0.26,0.105
235,277366,1014.27,3000,69.3,0.9482,0.0427,0.4239,0.4757,0.9136,0.1201,0.1628,0.3559,-0.4419,C,0.644,0.533,0.261,0.105
236,278255,1274.71,889,99.0,0.7143,0.1189,0.402,0.513,0.9355,0.5918,0.5313,0.4092,-0.4856,C,0.645,0.534,0.261,0.106
237,281255,2920.17,3000,71.4,0.5735,0.1006,0.4223,0.5775,0.9505,0.6757,0.3362,0.3969,-0.6162,C,0.65,0.538,0.263,0.106
238,284255,9665.64,3000,99.4,0.3326,0.1967,0.4098,0.648,0.9884,2.1594,0.8377,0.4816,-0.7283,C,0.655,0.541,0.264,0.107
239,285691,1427.15,1436,74.7,0.6872,0.1564,0.4047,0.5515,0.961,0.4296,0.5263,0.3757,-0.5572,C,0.657,0.543,0.264,0.107
240,286229,-121.73,538,51.7,1.1592,0.0298,0.4822,0.503,0.884,0.0018,0.1014,0.2571,-0.5258,C,0.658,0.543,0.264,0.107
241,286985,-300.79,756,32.1,1.0629,0.0419,0.4187,0.5068,0.9047,0.0123,0.0797,0.2551,-0.4985,C,0.659,0.544,0.265,0.107
242,289985,12669.48,3000,100.0,0.1973,0.2418,0.3947,0.705,0.9967,3.1089,0.9635,0.4962,-0.8374,C,0.664,0.548,0.266,0.108
243,291180,-597.35,1195,24.4,1.0186,0.0411,0.4613,0.484,0.8625,0.0211,0.0585,0.2533,-0.4791,C,0.666,0.549,0.266,0.108
244,294180,6496.67,3000,100.0,0.4218,0.0936,0.3933,0.644,0.9957,1.4512,0.4309,0.4964,-0.7129,C,0.671,0.553,0.268,0.109
245,297180,11111.23,3000,99.9,0.3011,0.2119,0.3765,0.5874,0.9932,2.4363,0.9048,0.4837,-0.6068,C,0.675,0.557,0.269,0.109
246,297895,-630.99,715,1.0,0.8826,0.058,0.4308,0.5127,0.8921,0.0008,0.0029,0.1779,-0.5025,C,0.677,0.557,0.269,0.11
247,300895,9519.56,3000,100.0,0.3432,0.1696,0.3856,0.6294,0.9918,2.1464,0.7501,0.4833,-0.6957,C,0.681,0.561,0.27,0.11
248,303895,8832.42,3000,100.0,0.3711,0.1581,0.4198,0.5553,0.977,1.882,0.7034,0.4791,-0.5675,C,0.686,0.565,0.272,0.111
249,306895,5692.31,3000,100.0,0.4722,0.1036,0.3778,0.6181,0.9959,1.0938,0.474,0.4957,-0.6644,C,0.691,0.568,0.273,0.111
250,309895,11550.67,3000,100.0,0.2407,0.1354,0.3746,0.6262,0.9967,2.8956,0.6339,0.4931,-0.6699,C,0.696,0.572,0.274,0.112
251,312895,6941.57,3000,97.9,0.4079,0.0711,0.4216,0.6796,0.9892,1.8329,0.3322,0.4738,-0.8025,C,0.701,0.575,0.275,0.113
252,315895,8273.38,3000,98.2,0.382,0.1252,0.4177,0.6279,0.9864,2.0089,0.5033,0.4728,-0.6977,C,0.705,0.579,0.276,0.113
253,316434,-378.49,539,16.9,1.0291,0.0499,0.4577,0.4185,0.7697,0.0021,0.0434,0.0742,-0.3567,C,0.706,0.58,0.277,0.113
254,319434,9771.62,3000,100.0,0.334,0.1505,0.3538,0.5894,0.9964,2.183,0.6939,0.4943,-0.6117,C,0.711,0.583,0.278,0.114
255,322434,10873.51,3000,100.0,0.2485,0.1171,0.3794,0.6363,0.9947,2.799,0.5314,0.4922,-0.6937,C,0.716,0.587,0.279,0.114
256,323442,326.1,1008,36.0,0.4474,0.075,0.4003,0.5035,0.9134,0.6544,0.1219,0.2128,-0.4722,C,0.718,0.588,0.279,0.115
257,323978,-322.3,536,22.0,1.1671,0.0158,0.4174,0.5274,0.9266,0.0004,0.0333,0.2139,-0.515,C,0.718,0.589,0.28,0.115
258,324556,409.43,578,90.0,0.7734,0.0862,0.4573,0.5483,0.9667,0.2327,0.3741,0.3548,-0.597,C,0.719,0.589,0.28,0.115
259,325410,948.26,854,82.1,0.6213,0.1333,0.3848,0.609,0.9661,0.5996,0.4635,0.4241,-0.6697,C,0.721,0.59,0.28,0.115
260,326185,-373.53,775,29.0,1.0569,0.0682,0.398,0.5048,0.9231,0.003,0.0977,0.1608,-0.4817,C,0.722,0.591,0.28,0.115
261,329185,10277.97,3000,99.6,0.3074,0.1956,0.3749,0.6348,0.9947,2.3623,0.7808,0.4863,-0.6914,C,0.727,0.595,0.282,0.116
262,330705,945.31,1520,74.9,0.7876,0.1375,0.456,0.5624,0.9447,0.1982,0.4771,0.3549,-0.6097,C,0.729,0.597,0.282,0.116
263,331428,-356.71,723,29.3,1.1463,0.0312,0.3851,0.5124,0.9292,0.0006,0.0569,0.1909,-0.4872,C,0.73,0.598,0.283,0.116
264,332954,2272.23,1526,84.3,0.5796,0.1005,0.3572,0.5173,0.9565,0.8648,0.3956,0.4101,-0.4911,C,0.733,0.6,0.283,0.117
265,335954,11274.14,3000,100.0,0.1983,0.0693,0.3762,0.6519,0.9975,3.1453,0.3281,0.4975,-0.7207,C,0.738,0.603,0.284,0.117
266,338954,8501.97,3000,94.7,0.3962,0.0934,0.3648,0.6239,0.9952,2.1715,0.4235,0.4698,-0.672,C,0.742,0.607,0.286,0.118
267,340117,-681.73,1163,8.3,1.1043,0.0124,0.4291,0.5139,0.9504,0.0005,0.0118,0.3618,-0.5103,C,0.744,0.608,0.286,0.118
268,341533,99.94,1416,49.3,0.8129,0.0863,0.4019,0.5615,0.9533,0.1145,0.2046,0.3641,-0.5756,C,0.746,0.61,0.287,0.118
269,343216,-730.15,1683,20.0,0.7476,0.0586,0.4047,0.5689,0.9337,0.1277,0.0598,0.3164,-0.5958,C,0.749,0.612,0.287,0.119
270,343751,-209.02,535,28.2,1.0495,0.0134,0.4279,0.5021,0.8801,0.0052,0.0411,0.3678,-0.5056,C,0.75,0.612,0.287,0.119
271,344751,-627.28,1000,0.0,0.0,0.0,0.3685,0.5908,0.9941,0.0,0.0,0.4856,-0.61,C,0.752,0.614,0.288,0.119
272,347751,11990.11,3000,100.0,0.2387,0.183,0.3786,0.6217,0.9956,2.8932,0.7897,0.4905,-0.6711,C,0.756,0.617,0.289,0.12
273,350751,7189.47,3000,99.5,0.4804,0.1531,0.373,0.5912,0.9926,1.3543,0.6846,0.4803,-0.611,C,0.761,0.621,0.29,0.12
274,351765,934.07,1014,84.3,0.7052,0.1403,0.4505,0.607,0.9314,0.3915,0.5305,0.3866,-0.6801,C,0.763,0.622,0.291,0.12
275,354765,11521.36,3000,99.2,0.21,0.081,0.3508,0.5734,0.9963,3.0566,0.3729,0.4909,-0.5763,C,0.768,0.626,0.292,0.121
276,357765,2086.06,3000,85.9,0.8165,0.0646,0.3839,0.5476,0.9868,0.178,0.2761,0.4328,-0.5469,C,0.772,0.629,0.293,0.122
277,360765,9067.77,3000,100.0,0.3733,0.2,0.3964,0.6525,0.9932,1.9121,0.868,0.4867,-0.733,C,0.777,0.633,0.294,0.122
278,361765,-648.12,1000,0.0,0.0,0.0,0.3684,0.5948,0.9925,0.0,0.0,0.478,-0.6223,C,0.779,0.634,0.295,0.122
279,364765,7762.14,3000,88.4,0.3754,0.1094,0.4005,0.5952,0.9798,1.9717,0.4286,0.4382,-0.6289,C,0.784,0.638,0.296,0.123
280,366032,-748.27,1267,18.4,1.0417,0.0315,0.4332,0.5102,0.8515,0.0042,0.0365,0.2752,-0.507,C,0.786,0.639,0.296,0.123
281,368696,341.77,2664,75.1,1.0445,0.0257,0.4282,0.6122,0.9734,0.0129,0.1349,0.4203,-0.6761,C,0.79,0.642,0.297,0.124
282,369362,827.51,666,72.2,0.5646,0.1485,0.4507,0.5284,0.9326,0.7874,0.482,0.3698,-0.5412,C,0.791,0.643,0.298,0.124
283,372362,13261.13,3000,100.0,0.1852,0.2162,0.3707,0.6097,0.994,3.196,0.8907,0.492,-0.6462,C,0.796,0.647,0.299,0.124
284,375362,4364.02,3000,90.4,0.5412,0.0986,0.4222,0.6647,0.9845,0.9575,0.4125,0.4581,-0.7683,C,0.801,0.65,0.3,0.125
285,378362,4350.9,3000,89.3,0.5541,0.0811,0.4226,0.6315,0.957,1.03,0.3401,0.4365,-0.7189,C,0.805,0.654,0.301,0.126
286,381362,5252.37,3000,93.1,0.4531,0.0874,0.4188,0.6771,0.9854,1.3222,0.3772,0.4479,-0.8146,C,0.81,0.658,0.303,0.126
287,381654,-74.69,292,39.0,0.979,0.0331,0.4157,0.4796,0.9188,0.0082,0.0802,0.3046,-0.4634,C,0.811,0.658,0.303,0.126
288,382491,-80.43,837,47.9,1.0892,0.0351,0.4462,0.5325,0.9282,0.0039,0.101,0.4124,-0.5374,C,0.812,0.659,0.303,0.126
289,385491,8075.68,3000,100.0,0.3508,0.0677,0.4014,0.677,0.9963,2.1522,0.3273,0.4922,-0.7817,C,0.817,0.663,0.304,0.127
290,386331,262.13,840,78.8,1.0157,0.0508,0.3728,0.5407,0.9512,0.0315,0.2043,0.3787,-0.5326,C,0.818,0.664,0.305,0.127
291,388456,2376.39,2125,75.3,0.5938,0.1047,0.3919,0.5644,0.9581,0.717,0.3675,0.3887,-0.5816,C,0.822,0.666,0.305,0.128
292,391456,11444.03,3000,100.0,0.207,0.1039,0.4037,0.6615,0.9955,3.0897,0.4778,0.4947,-0.7455,C,0.826,0.67,0.307,0.128
293,394456,7211.78,3000,94.1,0.4065,0.1032,0.4014,0.6318,0.9888,1.7519,0.4498,0.4756,-0.7005,C,0.831,0.673,0.308,0.129
294,397456,3706.12,3000,70.9,0.501,0.0382,0.4229,0.6623,0.9894,1.1674,0.1576,0.4621,-0.7665,C,0.836,0.677,0.309,0.129
295,400456,11382.9,3000,100.0,0.2677,0.1907,0.3711,0.5875,0.9916,2.5847,0.8444,0.4924,-0.6049,C,0.841,0.681,0.31,0.13
296,403456,10926.62,3000,100.0,0.2913,0.2058,0.3797,0.5998,0.9917,2.4659,0.85,0.474,-0.6311,C,0.846,0.684,0.311,0.131
297,403909,325.74,453,97.4,0.8093,0.1022,0.4699,0.5302,0.8857,0.1619,0.4639,0.2805,-0.5517,C,0.846,0.685,0.312,0.131
298,406909,1266.83,3000,87.9,0.9402,0.0553,0.431,0.6073,0.9745,0.0405,0.2466,0.4305,-0.6635,C,0.851,0.688,0.313,0.131
299,409909,6983.25,3000,94.9,0.4165,0.1327,0.4218,0.6597,0.9732,1.6737,0.5564,0.4478,-0.7634,C,0.856,0.692,0.314,0.132
300,412909,-1508.23,3000,6.6,1.0565,0.0384,0.3581,0.556,0.9908,0.0006,0.015,0.4698,-0.5502,C,0.861,0.695,0.315,0.133
301,415909,-512.61,3000,29.7,0.9996,0.0378,0.3679,0.5395,0.9931,0.0048,0.0654,0.4845,-0.5209,C,0.865,0.699,0.316,0.133
302,418909,2940.98,3000,55.5,0.491,0.1347,0.3994,0.5964,0.972,0.8161,0.3445,0.4151,-0.632,C,0.87,0.703,0.318,0.134
303,421909,8579.54,3000,97.9,0.3362,0.0863,0.372,0.6184,0.9939,2.1652,0.3981,0.4868,-0.6707,C,0.875,0.706,0.319,0.134
304,424909,9039.27,3000,100.0,0.3017,0.0784,0.3833,0.6399,0.9961,2.3508,0.3621,0.4966,-0.701,C,0.88,0.71,0.32,0.135
305,427909,2815.4,3000,91.3,0.6851,0.0802,0.4575,0.6443,0.9808,0.4934,0.3451,0.4539,-0.7537,C,0.885,0.713,0.321,0.136
306,430909,8735.71,3000,92.3,0.2963,0.1361,0.4109,0.645,0.986,2.2483,0.4965,0.4769,-0.7293,C,0.889,0.717,0.322,0.136
307,433909,10739.37,3000,100.0,0.2762,0.1206,0.3731,0.6224,0.9962,2.6977,0.5581,0.4947,-0.6696,C,0.894,0.721,0.324,0.137
308,435284,-735.96,1375,11.1,0.9561,0.0547,0.3926,0.5488,0.9527,0.0024,0.0305,0.4024,-0.5504,C,0.896,0.722,0.324,0.137
309,438284,11367.47,3000,100.0,0.2249,0.1167,0.3792,0.6579,0.9973,2.9952,0.5385,0.4964,-0.7357,C,0.901,0.726,0.325,0.138
310,441061,4105.31,2777,65.1,0.3968,0.1099,0.4192,0.6119,0.9479,1.3413,0.3318,0.3707,-0.6813,C,0.906,0.729,0.326,0.138
311,442514,1933.59,1453,99.7,0.6944,0.0631,0.4193,0.588,0.968,0.7476,0.3162,0.4348,-0.627,C,0.908,0.731,0.327,0.139
312,445514,2326.57,3000,37.6,0.3338,0.1223,0.3826,0.634,0.9941,0.9137,0.2143,0.4746,-0.6987,C,0.913,0.735,0.328,0.139
313,448514,7484.86,3000,100.0,0.3642,0.0376,0.3905,0.6284,0.9945,1.9736,0.2107,0.4929,-0.6882,C,0.918,0.738,0.329,0.14
314,449368,-612.28,854,1.1,1.0674,0.0046,0.4002,0.5386,0.9355,0.0,0.0013,0.3493,-0.5342,C,0.919,0.739,0.33,0.14
315,452368,9068.45,3000,91.8,0.3008,0.1666,0.4246,0.7176,0.9896,2.3333,0.6985,0.4634,-0.8794,C,0.924,0.743,0.331,0.14
316,453939,-1096.09,1571,0.8,1.0921,0.006,0.3972,0.5386,0.9261,0.0,0.001,0.3668,-0.5302,C,0.926,0.745,0.332,0.141
317,454080,-116.93,141,0.0,0.0,0.0,0.4817,0.4895,0.8025,0.0,0.0,0.2993,-0.4589,C,0.927,0.745,0.332,0.141
318,457080,10198.82,3000,99.2,0.3335,0.1689,0.3945,0.5853,0.9879,2.36,0.7004,0.4798,-0.6066,C,0.931,0.748,0.333,0.141
319,460080,9229.21,3000,100.0,0.3122,0.1071,0.3921,0.6498,0.9928,2.3414,0.4785,0.4884,-0.7296,C,0.936,0.752,0.334,0.142
320,463080,9532.64,3000,100.0,0.2583,0.0692,0.4584,0.7725,0.9945,2.8491,0.3249,0.4901,-0.9954,C,0.941,0.756,0.335,0.143
321,464505,-727.07,1425,9.9,1.1599,0.0363,0.3989,0.5139,0.9603,0.0004,0.022,0.3888,-0.4932,C,0.943,0.757,0.336,0.143
322,467505,11826.68,3000,97.6,0.1927,0.1513,0.394,0.6674,0.99,3.0768,0.669,0.4872,-0.7545,C,0.948,0.761,0.337,0.144
323,467706,-177.32,201,0.0,0.0,0.0,0.4416,0.5068,0.781,0.0,0.0,0.2621,-0.4851,C,0.948,0.761,0.337,0.144
324,469173,245.21,1467,43.6,0.7351,0.0941,0.4424,0.5793,0.9595,0.3116,0.1958,0.3982,-0.6244,C,0.951,0.763,0.338,0.144
325,472173,9589.04,3000,100.0,0.3626,0.194,0.3671,0.5834,0.9925,2.0001,0.822,0.4849,-0.598,C,0.955,0.767,0.339,0.144
326,474154,-1132.86,1981,9.5,1.1564,0.0364,0.3949,0.5808,0.9708,0.0129,0.0222,0.4444,-0.6051,C,0.959,0.769,0.34,0.145
327,474995,-465.84,841,9.6,1.1505,0.0196,0.4527,0.5017,0.9471,0.0005,0.0154,0.3615,-0.4898,C,0.96,0.77,0.34,0.145
328,477995,8232.2,3000,93.7,0.419,0.2024,0.3813,0.6121,0.9883,1.794,0.719,0.4705,-0.6615,C,0.965,0.774,0.341,0.146
329,480995,11910.67,3000,98.2,0.1963,0.1285,0.3915,0.616,0.9923,3.0922,0.5769,0.4866,-0.6608,C,0.97,0.777,0.342,0.146
330,483995,12767.86,3000,100.0,0.2284,0.2323,0.3515,0.6028,0.9963,2.9322,0.9622,0.4962,-0.6283,C,0.974,0.781,0.344,0.147
331,486995,7937.48,3000,96.1,0.3283,0.0388,0.4111,0.657,0.9916,2.2269,0.208,0.4889,-0.7418,C,0.979,0.784,0.345,0.147
332,487282,-239.87,287,0.0,0.0,0.0,0.4415,0.4863,0.9363,0.0,0.0,0.1895,-0.4585,C,0.98,0.785,0.345,0.147
333,490282,9936.73,3000,96.6,0.3086,0.1017,0.3858,0.6008,0.9887,2.5544,0.4633,0.4769,-0.6318,C,0.984,0.788,0.346,0.148
334,493282,10184.62,3000,100.0,0.3458,0.1535,0.367,0.5964,0.9929,2.3574,0.6867,0.4861,-0.6227,C,0.989,0.792,0.347,0.149
335,496282,13178.41,3000,98.4,0.1891,0.2256,0.3786,0.6326,0.9954,3.2489,0.8687,0.49,-0.6895,C,0.994,0.796,0.349,0.149
336,497282,-700.55,1000,0.0,0.0,0.0,0.3822,0.5885,0.9692,0.0,0.0,0.4264,-0.6116,C,0.996,0.797,0.349,0.149
337,497665,210.36,383,82.8,0.9461,0.1171,0.4436,0.5328,0.9282,0.0191,0.4518,0.3662,-0.5497,C,0.996,0.797,0.349,0.15
