episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,mean_action_jerk,r_stability,r_centering,r_scale,r_vel_damp,r_smooth,phase,target_speed,target_offset,init_pos,init_vel,init_ang
1885,239798,18.93,14,92.9,0.4259,0.2364,0.8206,0.1459,0.4581,1.7887,0.7721,0.4276,-0.0473,B,0.2063,0.118-0.322,0.478,0.283,0.094
1886,240012,-123.33,214,100.0,0.6033,0.1762,0.3981,0.503,0.9465,0.6254,0.8027,0.3199,-0.4737,B,0.1473,0.118-0.322,0.478,0.283,0.094
1887,240027,-6.9,15,93.3,0.6197,0.2154,0.8552,0.2094,0.3874,0.6225,0.793,0.4694,-0.1698,B,0.1493,0.118-0.322,0.478,0.283,0.094
1888,240041,8.64,14,92.9,0.4809,0.2223,0.9136,0.1083,0.3909,1.5048,0.7652,0.4641,-0.0459,B,0.2324,0.118-0.322,0.478,0.283,0.094
1889,240054,-3.62,13,92.3,0.4321,0.2437,0.8605,0.1581,0.421,1.6172,0.8122,0.4367,-0.0732,B,0.1818,0.118-0.322,0.478,0.283,0.094
1890,240071,-4.81,17,82.4,0.4945,0.2448,0.7654,0.2823,0.456,1.0601,0.7113,0.4636,-0.221,B,0.1472,0.118-0.322,0.478,0.283,0.094
1891,240086,-7.8,15,93.3,0.5729,0.2204,0.8254,0.1633,0.3491,1.0975,0.7832,0.4426,-0.0963,B,0.1739,0.118-0.322,0.478,0.283,0.094
1892,240100,-12.0,14,100.0,0.5852,0.2371,0.8038,0.2601,0.4623,0.8918,0.8546,0.4784,-0.2432,B,0.1675,0.118-0.322,0.478,0.283,0.094
1893,240117,-8.9,17,88.2,0.4165,0.2391,0.7323,0.3493,0.487,1.6374,0.7127,0.4269,-0.2956,B,0.1852,0.118-0.322,0.478,0.283,0.094
1894,240236,173.04,119,100.0,0.4252,0.2211,0.4419,0.3985,0.9119,1.628,0.9148,0.4265,-0.3125,B,0.2329,0.118-0.322,0.478,0.284,0.095
1895,240294,23.39,58,89.7,0.4253,0.2398,0.5773,0.447,0.7873,1.4155,0.8462,0.437,-0.4193,B,0.1852,0.118-0.322,0.478,0.284,0.095
1896,240310,-6.23,16,81.2,0.6395,0.1928,0.7158,0.2432,0.486,0.4277,0.6885,0.4671,-0.1714,B,0.1629,0.118-0.322,0.478,0.284,0.095
1897,240324,7.66,14,92.9,0.3678,0.2471,0.879,0.118,0.4451,2.0062,0.8013,0.4095,-0.0278,B,0.223,0.118-0.322,0.478,0.284,0.095
1898,240455,-146.84,131,96.9,0.6034,0.1797,0.501,0.5571,0.8761,0.7334,0.7192,0.3224,-0.6064,B,0.2313,0.118-0.322,0.478,0.284,0.095
1899,240516,92.84,61,96.7,0.3375,0.1883,0.5921,0.3453,0.8017,2.0589,0.6944,0.4022,-0.293,B,0.2266,0.118-0.322,0.478,0.284,0.095
1900,240548,11.16,32,90.6,0.4421,0.2434,0.6678,0.358,0.6805,1.3191,0.7573,0.3826,-0.311,B,0.1739,0.118-0.322,0.478,0.284,0.095
1901,240564,-11.52,16,81.2,0.6873,0.18,0.7961,0.1531,0.4698,0.2856,0.6593,0.4489,-0.0644,B,0.1552,0.118-0.322,0.478,0.284,0.095
1902,240595,-10.17,31,80.6,0.537,0.2431,0.6472,0.422,0.6622,0.8178,0.7015,0.4599,-0.3941,B,0.1776,0.118-0.322,0.478,0.284,0.095
1903,240610,-13.49,15,93.3,0.4919,0.241,0.7585,0.33,0.4878,1.3303,0.8093,0.4624,-0.3013,B,0.2391,0.118-0.322,0.478,0.284,0.095
1904,240649,50.64,39,92.3,0.3906,0.2487,0.6407,0.2911,0.7049,1.8012,0.8274,0.4169,-0.2134,B,0.1849,0.118-0.322,0.478,0.284,0.095
1905,240663,-9.59,14,92.9,0.4161,0.2433,0.7957,0.2701,0.4621,1.7604,0.7895,0.4751,-0.2709,B,0.1585,0.118-0.322,0.479,0.284,0.095
1906,240827,87.89,164,97.6,0.481,0.2179,0.4712,0.4735,0.8932,1.3821,0.8816,0.3112,-0.433,B,0.2353,0.118-0.322,0.479,0.284,0.095
1907,240878,5.84,51,98.0,0.4328,0.2437,0.5111,0.4901,0.7995,1.4663,0.8884,0.4212,-0.486,B,0.194,0.118-0.322,0.479,0.284,0.095
1908,240891,-20.92,13,84.6,0.7426,0.178,0.8893,0.1455,0.4365,0.1596,0.6808,0.4351,-0.1125,B,0.1702,0.118-0.322,0.479,0.284,0.095
1909,240913,-37.07,22,100.0,0.7278,0.209,0.6646,0.4446,0.6482,0.2437,0.8884,0.4407,-0.5053,B,0.1485,0.118-0.322,0.479,0.284,0.095
1910,240931,-17.26,18,83.3,0.7336,0.1721,0.7079,0.2939,0.5873,0.1898,0.6656,0.4563,-0.2438,B,0.2197,0.118-0.322,0.479,0.284,0.095
1911,241025,62.93,94,98.9,0.3917,0.279,0.4176,0.4976,0.8952,1.6617,0.7877,0.4622,-0.4596,B,0.1522,0.118-0.322,0.479,0.284,0.095
1912,241116,17.94,91,96.7,0.3397,0.2709,0.498,0.5721,0.8669,2.0069,0.8055,0.431,-0.6197,B,0.2304,0.118-0.322,0.479,0.284,0.095
1913,241284,212.26,168,99.4,0.3249,0.2232,0.3976,0.5193,0.9352,2.2375,0.918,0.4156,-0.5018,B,0.1973,0.118-0.322,0.479,0.284,0.095
1914,241298,-2.9,14,85.7,0.5374,0.228,0.8413,0.1278,0.3915,0.8563,0.7636,0.4152,-0.0614,B,0.199,0.118-0.322,0.479,0.284,0.095
1915,241312,-8.57,14,100.0,0.5,0.2478,0.8751,0.1616,0.4341,1.3487,0.8913,0.4423,-0.1275,B,0.205,0.118-0.322,0.479,0.284,0.095
1916,241421,36.76,109,93.6,0.2801,0.1708,0.4978,0.5714,0.89,2.4097,0.596,0.3846,-0.6243,B,0.2136,0.118-0.322,0.479,0.285,0.095
1917,241648,116.44,227,92.5,0.3353,0.1875,0.4115,0.5196,0.9339,1.9231,0.5727,0.3681,-0.5156,B,0.2344,0.118-0.322,0.48,0.285,0.095
1918,241664,3.3,16,87.5,0.5489,0.2205,0.7483,0.2243,0.457,0.9316,0.7631,0.4584,-0.1329,B,0.1525,0.118-0.322,0.48,0.285,0.095
1919,241678,-1.11,14,85.7,0.7666,0.1516,0.9242,0.0667,0.2952,0.1705,0.5722,0.4573,-0.0129,B,0.1974,0.118-0.322,0.48,0.285,0.095
1920,241755,59.01,77,93.5,0.2057,0.2309,0.5459,0.5784,0.8262,2.88,0.8758,0.4101,-0.6432,B,0.2306,0.118-0.322,0.48,0.285,0.095
1921,241769,-9.53,14,92.9,0.7238,0.1899,0.8257,0.1866,0.4229,0.2951,0.7733,0.4609,-0.1372,B,0.1916,0.118-0.322,0.48,0.285,0.095
1922,241846,63.59,77,98.7,0.4163,0.2446,0.5109,0.4631,0.8865,1.5577,0.9421,0.454,-0.4215,B,0.1542,0.118-0.322,0.48,0.285,0.095
1923,241860,-10.63,14,85.7,0.7419,0.1761,0.8379,0.1777,0.4086,0.1975,0.6767,0.4329,-0.1167,B,0.1703,0.118-0.322,0.48,0.285,0.095
1924,241892,-2.39,32,96.9,0.4361,0.2565,0.6127,0.4415,0.7309,1.4633,0.8306,0.4122,-0.4805,B,0.1587,0.118-0.322,0.48,0.285,0.095
1925,241906,12.08,14,100.0,0.478,0.2551,0.8586,0.1492,0.4703,1.3936,0.8092,0.4306,-0.0479,B,0.2055,0.118-0.322,0.48,0.285,0.095
1926,242084,114.74,178,98.3,0.5314,0.2295,0.4364,0.4497,0.8939,1.1463,0.8824,0.3501,-0.3924,B,0.1888,0.118-0.322,0.48,0.285,0.095
1927,242188,75.78,104,98.1,0.3421,0.221,0.4733,0.5411,0.9077,2.0898,0.9221,0.4102,-0.5479,B,0.2007,0.118-0.322,0.48,0.285,0.095
1928,242202,-6.88,14,78.6,0.4862,0.2259,0.9221,0.0668,0.2982,1.1801,0.6771,0.4495,-0.0107,B,0.1943,0.118-0.322,0.48,0.285,0.095
1929,242216,0.17,14,92.9,0.6191,0.223,0.9258,0.1044,0.3513,0.7396,0.7919,0.4587,-0.0837,B,0.2033,0.118-0.322,0.48,0.285,0.095
1930,242260,52.44,44,100.0,0.4708,0.2587,0.5676,0.303,0.7963,1.184,0.882,0.4478,-0.2081,B,0.2332,0.118-0.322,0.48,0.285,0.095
1931,242275,-7.83,15,93.3,0.557,0.2383,0.806,0.2014,0.3833,1.0464,0.7866,0.4403,-0.1113,B,0.187,0.118-0.322,0.48,0.285,0.095
1932,242289,4.39,14,92.9,0.5131,0.231,0.8427,0.1691,0.3935,1.2998,0.7661,0.487,-0.1233,B,0.24,0.118-0.322,0.48,0.285,0.095
1933,242545,-68.69,256,99.2,0.5419,0.1682,0.4325,0.4909,0.9386,0.8,0.5947,0.3577,-0.4521,B,0.1882,0.118-0.322,0.481,0.285,0.095
1934,242559,-7.06,14,92.9,0.5482,0.2258,0.7927,0.1965,0.4396,0.8927,0.8187,0.4491,-0.1205,B,0.2005,0.118-0.322,0.481,0.285,0.095
1935,242573,0.21,14,92.9,0.4193,0.2371,0.7977,0.189,0.4141,1.7249,0.7645,0.422,-0.1159,B,0.2228,0.118-0.322,0.481,0.285,0.095
1936,242600,-0.4,27,81.5,0.4813,0.2386,0.6258,0.3594,0.5507,1.1817,0.7062,0.473,-0.3053,B,0.2029,0.118-0.322,0.481,0.285,0.095
1937,242833,204.09,233,99.1,0.2501,0.1602,0.4664,0.5928,0.9429,2.7179,0.6804,0.4027,-0.6326,B,0.2355,0.118-0.322,0.481,0.286,0.095
1938,242848,-13.59,15,80.0,0.7516,0.1604,0.912,0.0872,0.2912,0.1793,0.5708,0.4798,-0.017,B,0.2212,0.118-0.322,0.481,0.286,0.095
1939,242908,48.6,60,93.3,0.3731,0.2336,0.5005,0.4403,0.7903,1.9227,0.8631,0.315,-0.4001,B,0.2203,0.118-0.322,0.481,0.286,0.095
1940,242939,15.86,31,90.3,0.3958,0.2322,0.6328,0.3468,0.6652,1.7788,0.8211,0.4112,-0.2964,B,0.19,0.118-0.322,0.481,0.286,0.095
1941,242961,7.74,22,100.0,0.5203,0.2553,0.6804,0.2794,0.6327,1.0235,0.9204,0.4867,-0.1969,B,0.1955,0.118-0.322,0.481,0.286,0.095
1942,242974,-4.96,13,100.0,0.7114,0.1935,0.931,0.1099,0.4179,0.3286,0.8153,0.4132,-0.1012,B,0.1838,0.118-0.322,0.481,0.286,0.095
1943,243038,121.89,64,96.9,0.279,0.2604,0.5126,0.4255,0.8506,2.5266,0.815,0.4311,-0.3574,B,0.2026,0.118-0.322,0.481,0.286,0.095
1944,243064,19.75,26,96.2,0.4927,0.2321,0.6394,0.3158,0.6537,1.323,0.8333,0.4237,-0.2536,B,0.1584,0.118-0.322,0.481,0.286,0.095
1945,243094,44.33,30,96.7,0.3591,0.2555,0.5976,0.3413,0.6988,2.0664,0.7898,0.4193,-0.2617,B,0.175,0.118-0.322,0.481,0.286,0.095
1946,243125,0.59,31,100.0,0.4393,0.2559,0.5545,0.4474,0.7453,1.501,0.8901,0.47,-0.4045,B,0.2165,0.118-0.322,0.481,0.286,0.095
1947,243139,-6.21,14,85.7,0.6114,0.2179,0.8773,0.1002,0.3797,0.46,0.7548,0.4788,-0.0368,B,0.1563,0.118-0.322,0.481,0.286,0.095
1948,243442,429.99,303,99.3,0.3518,0.2239,0.4264,0.4706,0.9396,1.9727,0.8855,0.4369,-0.4231,B,0.2323,0.118-0.322,0.482,0.286,0.095
1949,243456,4.0,14,92.9,0.5551,0.2266,0.8222,0.1496,0.3784,0.9535,0.7935,0.4301,-0.0518,B,0.23,0.118-0.322,0.482,0.286,0.095
1950,243581,81.69,125,96.8,0.4215,0.1699,0.4675,0.4633,0.8692,1.5263,0.7383,0.4073,-0.4165,B,0.1924,0.118-0.322,0.482,0.286,0.095
1951,243709,101.91,128,96.1,0.4188,0.2675,0.4483,0.4769,0.9203,1.4532,0.8235,0.446,-0.4408,B,0.1661,0.118-0.322,0.482,0.286,0.095
1952,243777,84.4,68,97.1,0.344,0.2522,0.4771,0.4414,0.8502,2.0688,0.9235,0.4503,-0.391,B,0.2136,0.118-0.322,0.482,0.286,0.095
1953,243791,-14.73,14,85.7,0.6444,0.1991,0.8095,0.187,0.3911,0.4615,0.7142,0.4423,-0.0892,B,0.1497,0.118-0.322,0.482,0.286,0.095
1954,243804,0.77,13,92.3,0.6435,0.1969,0.9092,0.1054,0.4107,0.4999,0.7731,0.4306,-0.0659,B,0.1696,0.118-0.322,0.482,0.286,0.096
1955,243819,-0.75,15,86.7,0.5244,0.2369,0.8068,0.1469,0.3879,1.1098,0.7384,0.4005,-0.058,B,0.2364,0.118-0.322,0.482,0.287,0.096
1956,243834,-10.09,15,93.3,0.7123,0.1846,0.8152,0.1947,0.4428,0.3071,0.7208,0.4209,-0.1192,B,0.2346,0.118-0.322,0.482,0.287,0.096
1957,243847,3.49,13,100.0,0.6562,0.2023,0.8725,0.1398,0.4168,0.8119,0.8204,0.4263,-0.1121,B,0.2187,0.118-0.322,0.482,0.287,0.096
1958,243860,10.9,13,92.3,0.4326,0.2254,0.8297,0.1639,0.4162,1.7933,0.7555,0.4239,-0.0877,B,0.2111,0.118-0.322,0.482,0.287,0.096
1959,243874,-6.92,14,92.9,0.673,0.1717,0.8031,0.1831,0.4777,0.3719,0.735,0.4529,-0.1095,B,0.154,0.118-0.322,0.482,0.287,0.096
1960,244305,203.55,431,99.5,0.4186,0.1424,0.3845,0.5178,0.9639,1.5547,0.641,0.4236,-0.4883,B,0.1496,0.118-0.322,0.483,0.287,0.096
1961,244322,-5.54,17,82.4,0.6393,0.1834,0.7797,0.2285,0.4746,0.4406,0.6686,0.4224,-0.1854,B,0.1871,0.118-0.322,0.483,0.287,0.096
1962,244336,-0.69,14,100.0,0.4891,0.2313,0.8325,0.1579,0.3991,1.382,0.8285,0.4461,-0.1075,B,0.1517,0.118-0.322,0.483,0.287,0.096
1963,244443,217.61,107,97.2,0.289,0.2588,0.4887,0.4396,0.8987,2.4938,0.8522,0.4473,-0.3779,B,0.1947,0.118-0.322,0.483,0.287,0.096
1964,244698,55.31,255,99.2,0.344,0.1775,0.4601,0.583,0.9415,2.0395,0.6286,0.4043,-0.6261,B,0.1557,0.118-0.322,0.483,0.287,0.096
1965,244735,2.21,37,94.6,0.3997,0.2608,0.6065,0.4387,0.7458,1.6241,0.8523,0.4765,-0.472,B,0.1713,0.118-0.322,0.483,0.287,0.096
1966,244752,11.54,17,94.1,0.4044,0.2397,0.7167,0.293,0.4987,1.8408,0.7949,0.468,-0.2277,B,0.2233,0.118-0.322,0.483,0.287,0.096
1967,244787,42.71,35,94.3,0.2663,0.2575,0.5596,0.4508,0.7423,2.6228,0.8654,0.4607,-0.4446,B,0.2137,0.118-0.322,0.483,0.287,0.096
1968,244866,-12.03,79,96.2,0.3405,0.2528,0.5097,0.6226,0.8772,2.0523,0.9188,0.4476,-0.7302,B,0.2274,0.118-0.322,0.483,0.287,0.096
1969,244905,52.71,39,100.0,0.2968,0.2637,0.605,0.4046,0.7816,2.5392,0.7773,0.4524,-0.3721,B,0.1508,0.118-0.322,0.483,0.287,0.096
1970,245162,338.01,257,98.8,0.3602,0.2024,0.4664,0.4379,0.9043,1.9542,0.7795,0.3929,-0.3903,B,0.2013,0.118-0.322,0.484,0.288,0.096
1971,245175,-5.21,13,100.0,0.5201,0.2314,0.8401,0.1844,0.4348,1.3635,0.8232,0.4432,-0.1013,B,0.208,0.118-0.322,0.484,0.288,0.096
1972,245192,-18.73,17,94.1,0.6306,0.2296,0.7216,0.3183,0.4688,0.6477,0.8125,0.4601,-0.2519,B,0.149,0.118-0.322,0.484,0.288,0.096
1973,245206,0.67,14,92.9,0.661,0.206,0.8734,0.1381,0.3535,0.4564,0.7736,0.4518,-0.0585,B,0.1945,0.118-0.322,0.484,0.288,0.096
1974,245264,79.83,58,93.1,0.3075,0.2478,0.5584,0.431,0.7827,2.2986,0.871,0.4504,-0.4003,B,0.2234,0.118-0.322,0.484,0.288,0.096
1975,245290,23.05,26,96.2,0.336,0.2453,0.6808,0.3892,0.6402,2.1732,0.8693,0.4633,-0.361,B,0.2375,0.118-0.322,0.484,0.288,0.096
1976,245304,-9.3,14,92.9,0.6717,0.2022,0.8897,0.173,0.4224,0.3455,0.8254,0.3933,-0.1192,B,0.2336,0.118-0.322,0.484,0.288,0.096
1977,245440,87.53,136,98.5,0.4821,0.184,0.4844,0.4745,0.8799,1.6941,0.8116,0.326,-0.4537,B,0.1846,0.118-0.322,0.484,0.288,0.096
1978,245469,16.45,29,82.8,0.3248,0.2447,0.6823,0.3682,0.6387,1.9563,0.7199,0.3905,-0.3371,B,0.1889,0.118-0.322,0.484,0.288,0.096
1979,245690,194.29,221,99.1,0.3571,0.215,0.4433,0.5258,0.9305,2.1022,0.9,0.3316,-0.5323,B,0.1576,0.118-0.322,0.484,0.288,0.096
1980,245705,-5.88,15,80.0,0.4937,0.2226,0.8597,0.1322,0.3258,1.1816,0.6752,0.4268,-0.0621,B,0.1786,0.118-0.322,0.484,0.288,0.096
1981,245719,7.0,14,85.7,0.5197,0.2171,0.8545,0.1414,0.3427,1.3226,0.6863,0.4327,-0.0742,B,0.1582,0.118-0.322,0.484,0.288,0.096
1982,245941,199.0,222,98.6,0.4113,0.1951,0.3506,0.4784,0.9529,1.5131,0.8006,0.3737,-0.4217,B,0.2035,0.118-0.322,0.484,0.288,0.096
1983,245958,-0.44,17,100.0,0.5936,0.2442,0.7711,0.2205,0.491,0.7248,0.8613,0.4609,-0.1408,B,0.1609,0.118-0.322,0.484,0.288,0.096
1984,246005,-52.71,47,97.9,0.3964,0.2277,0.5916,0.6138,0.7897,1.7271,0.7798,0.3583,-0.7393,B,0.2006,0.118-0.322,0.484,0.288,0.096
1985,246018,-1.65,13,100.0,0.5286,0.2543,0.9102,0.0876,0.4467,1.0548,0.8677,0.4178,-0.0243,B,0.2206,0.118-0.322,0.484,0.288,0.096
1986,246054,26.22,36,91.7,0.4059,0.2463,0.6068,0.3586,0.6715,1.6717,0.8227,0.4381,-0.3106,B,0.1902,0.118-0.322,0.485,0.288,0.096
1987,246068,-3.5,14,85.7,0.6475,0.184,0.8602,0.1492,0.4114,0.4507,0.7046,0.4488,-0.0809,B,0.1699,0.118-0.322,0.485,0.288,0.096
1988,246113,81.07,45,97.8,0.203,0.2627,0.565,0.4811,0.8113,3.0925,0.8484,0.4549,-0.4503,B,0.1674,0.118-0.322,0.485,0.288,0.096
1989,246127,8.21,14,100.0,0.4643,0.2376,0.7941,0.1945,0.4403,1.6275,0.8182,0.4558,-0.1228,B,0.1904,0.118-0.322,0.485,0.288,0.096
1990,246346,92.52,219,95.9,0.3827,0.1536,0.4691,0.5179,0.9138,1.9249,0.5274,0.3292,-0.5138,B,0.2205,0.118-0.322,0.485,0.289,0.096
1991,246360,-1.52,14,85.7,0.7492,0.1645,0.9248,0.0828,0.3355,0.1828,0.6305,0.421,-0.0368,B,0.1485,0.118-0.322,0.485,0.289,0.096
1992,246725,58.91,365,99.5,0.3988,0.1134,0.4087,0.541,0.9645,1.5834,0.518,0.4252,-0.5265,B,0.2056,0.118-0.322,0.485,0.289,0.096
1993,246761,7.64,36,97.2,0.4355,0.2454,0.5789,0.4342,0.7624,1.5266,0.8963,0.4518,-0.434,B,0.184,0.118-0.322,0.485,0.289,0.096
1994,246816,86.5,55,90.9,0.2033,0.2173,0.5941,0.3853,0.7613,2.7846,0.6779,0.3685,-0.3239,B,0.1853,0.118-0.322,0.485,0.289,0.096
1995,246830,-19.95,14,71.4,0.7365,0.1521,0.8405,0.1912,0.3852,0.2383,0.4881,0.474,-0.1336,B,0.16,0.118-0.322,0.485,0.289,0.096
1996,246868,16.21,38,97.4,0.3949,0.2539,0.5666,0.445,0.7621,1.7733,0.8155,0.4191,-0.4393,B,0.2189,0.118-0.322,0.485,0.289,0.096
1997,246881,-11.21,13,100.0,0.4967,0.2477,0.8908,0.164,0.4411,1.2728,0.9523,0.4429,-0.1357,B,0.2296,0.118-0.322,0.485,0.289,0.096
1998,246895,7.99,14,92.9,0.577,0.2258,0.8503,0.1416,0.4775,1.0399,0.7712,0.4104,-0.101,B,0.2232,0.118-0.322,0.485,0.289,0.096
1999,246974,35.36,79,98.7,0.4331,0.2067,0.5281,0.4681,0.8297,1.7558,0.841,0.3424,-0.4608,B,0.1741,0.118-0.322,0.486,0.289,0.096
2000,246989,-5.67,15,100.0,0.4592,0.2449,0.7487,0.29,0.4891,1.5054,0.8391,0.446,-0.2013,B,0.2426,0.118-0.322,0.486,0.289,0.096
2001,247107,116.25,118,96.6,0.4895,0.1936,0.5301,0.3489,0.854,1.1063,0.7595,0.3794,-0.2729,B,0.1555,0.118-0.322,0.486,0.289,0.096
2002,247198,84.88,91,98.9,0.3266,0.1933,0.5013,0.4792,0.8884,2.1507,0.7404,0.4078,-0.4623,B,0.2207,0.118-0.322,0.486,0.289,0.096
2003,247213,-8.98,15,100.0,0.4743,0.2542,0.8052,0.2453,0.4736,1.3954,0.8597,0.4216,-0.222,B,0.1488,0.118-0.322,0.486,0.289,0.096
2004,247228,-5.55,15,80.0,0.6061,0.2074,0.8654,0.1216,0.3625,0.5687,0.6669,0.4816,-0.0625,B,0.1473,0.118-0.322,0.486,0.289,0.096
2005,247268,34.64,40,95.0,0.4893,0.237,0.6166,0.3135,0.7604,1.0519,0.8637,0.4501,-0.2498,B,0.1887,0.118-0.322,0.486,0.289,0.096
2006,247287,-8.11,19,84.2,0.5077,0.245,0.7486,0.2965,0.4352,1.1296,0.7039,0.4105,-0.244,B,0.2377,0.118-0.322,0.486,0.289,0.096
2007,247456,21.5,169,99.4,0.5187,0.2029,0.5076,0.4489,0.9131,0.8818,0.7644,0.3508,-0.4092,B,0.1491,0.118-0.322,0.486,0.29,0.097
2008,247475,-12.72,19,78.9,0.6828,0.1723,0.7036,0.3105,0.5143,0.387,0.6151,0.4387,-0.2452,B,0.1608,0.118-0.322,0.486,0.29,0.097
2009,247502,8.51,27,92.6,0.4328,0.2437,0.6308,0.3378,0.623,1.5436,0.8722,0.4265,-0.3018,B,0.211,0.118-0.322,0.486,0.29,0.097
2010,247570,12.21,68,95.6,0.5485,0.1345,0.6278,0.3466,0.8065,0.9659,0.6006,0.3098,-0.304,B,0.2175,0.118-0.322,0.486,0.29,0.097
2011,247592,-16.21,22,86.4,0.6004,0.2058,0.6383,0.3587,0.6423,0.5604,0.7802,0.4151,-0.3303,B,0.161,0.118-0.322,0.486,0.29,0.097
2012,247646,55.25,54,96.3,0.2728,0.2543,0.5233,0.508,0.8095,2.6295,0.8718,0.4343,-0.5304,B,0.1486,0.118-0.322,0.486,0.29,0.097
2013,248196,391.24,550,99.3,0.2379,0.22,0.4055,0.6401,0.9716,2.8378,0.8119,0.4055,-0.74,B,0.1914,0.118-0.322,0.487,0.29,0.097
2014,248292,-70.75,96,97.9,0.4406,0.195,0.5127,0.5889,0.891,1.43,0.846,0.3407,-0.6682,B,0.1578,0.118-0.322,0.487,0.29,0.097
2015,248305,-3.96,13,100.0,0.736,0.1486,0.8425,0.1404,0.4392,0.2353,0.7004,0.4214,-0.0734,B,0.1708,0.118-0.322,0.487,0.29,0.097
2016,248510,317.41,205,99.0,0.3292,0.1819,0.4314,0.4575,0.9409,2.1349,0.805,0.4317,-0.3993,B,0.2324,0.118-0.322,0.487,0.29,0.097
2017,248526,-3.27,16,81.2,0.4862,0.2181,0.7919,0.2244,0.3991,1.1678,0.7004,0.3987,-0.1876,B,0.1679,0.118-0.322,0.487,0.29,0.097
2018,248540,-0.69,14,78.6,0.7114,0.1744,0.9364,0.0618,0.3112,0.2329,0.5777,0.4679,-0.0117,B,0.1627,0.118-0.322,0.487,0.29,0.097
2019,248749,358.66,209,98.6,0.3098,0.2098,0.4386,0.4677,0.9382,2.2429,0.892,0.4384,-0.4153,B,0.1645,0.118-0.322,0.487,0.291,0.097
2020,248764,5.18,15,73.3,0.5101,0.2325,0.8903,0.1098,0.3214,0.9555,0.6138,0.4779,-0.0399,B,0.1655,0.118-0.322,0.488,0.291,0.097
2021,248794,-7.08,30,83.3,0.5033,0.2351,0.6702,0.3717,0.6525,1.0191,0.6094,0.3643,-0.349,B,0.2067,0.118-0.322,0.488,0.291,0.097
2022,248809,6.29,15,80.0,0.5839,0.2149,0.8759,0.1103,0.3371,0.875,0.6454,0.4761,-0.0406,B,0.2285,0.118-0.322,0.488,0.291,0.097
2023,248833,16.09,24,95.8,0.4132,0.2614,0.6587,0.2877,0.6276,1.5773,0.8152,0.3785,-0.2101,B,0.1859,0.118-0.322,0.488,0.291,0.097
2024,248868,25.32,35,94.3,0.3859,0.2491,0.5958,0.41,0.6536,1.8985,0.7766,0.3547,-0.3466,B,0.1567,0.118-0.322,0.488,0.291,0.097
2025,248881,-3.76,13,100.0,0.6492,0.2097,0.8995,0.0915,0.4423,0.5593,0.865,0.4062,-0.0316,B,0.1664,0.118-0.322,0.488,0.291,0.097
2026,248927,-9.26,46,95.7,0.4427,0.2284,0.5585,0.517,0.8184,1.422,0.8809,0.3804,-0.5589,B,0.2339,0.118-0.322,0.488,0.291,0.097
2027,248971,50.27,44,93.2,0.2722,0.2464,0.5937,0.4415,0.7256,2.59,0.8556,0.4494,-0.4222,B,0.2006,0.118-0.322,0.488,0.291,0.097
2028,248987,-2.92,16,81.2,0.6084,0.2077,0.7945,0.2128,0.3539,0.5365,0.6347,0.4387,-0.1177,B,0.2042,0.118-0.322,0.488,0.291,0.097
2029,249062,73.68,75,96.0,0.2985,0.2432,0.4838,0.5436,0.8676,2.3957,0.9055,0.4379,-0.5681,B,0.1549,0.118-0.322,0.488,0.291,0.097
2030,249076,-2.13,14,92.9,0.5393,0.2345,0.8903,0.1032,0.3772,1.107,0.7715,0.4667,-0.0429,B,0.2218,0.118-0.322,0.488,0.291,0.097
2031,249089,-16.54,13,100.0,0.6297,0.2173,0.8456,0.1733,0.4352,0.5716,0.9134,0.4254,-0.0897,B,0.2063,0.118-0.322,0.488,0.291,0.097
2032,249104,-27.62,15,66.7,0.8413,0.1555,0.8327,0.244,0.3874,0.114,0.4616,0.4321,-0.2407,B,0.2271,0.118-0.322,0.488,0.291,0.097
2033,249119,3.11,15,73.3,0.5662,0.2196,0.8875,0.0935,0.3022,0.7416,0.6248,0.4292,-0.0213,B,0.1501,0.118-0.322,0.488,0.291,0.097
2034,249133,3.05,14,92.9,0.5561,0.2211,0.8718,0.1366,0.3614,1.1408,0.7638,0.4507,-0.0538,B,0.1948,0.118-0.322,0.488,0.291,0.097
2035,249148,-0.0,15,73.3,0.7058,0.2048,0.8848,0.0986,0.308,0.342,0.536,0.4259,-0.0231,B,0.2437,0.118-0.322,0.488,0.291,0.097
2036,249162,-16.92,14,100.0,0.4896,0.2464,0.8288,0.2706,0.4461,1.2905,0.9363,0.4414,-0.2403,B,0.2404,0.118-0.322,0.488,0.291,0.097
2037,249175,1.36,13,84.6,0.6458,0.1891,0.9195,0.1036,0.385,0.8257,0.6449,0.4237,-0.067,B,0.2413,0.118-0.322,0.488,0.291,0.097
2038,249188,-7.34,13,92.3,0.5168,0.2272,0.8459,0.2034,0.4281,1.1464,0.7468,0.4418,-0.1729,B,0.1648,0.118-0.322,0.488,0.291,0.097
2039,249203,-3.27,15,93.3,0.605,0.2225,0.8318,0.1847,0.3615,0.8365,0.8078,0.4515,-0.0955,B,0.2279,0.118-0.322,0.488,0.291,0.097
2040,249219,-10.65,16,93.8,0.6969,0.2118,0.7573,0.198,0.477,0.366,0.7792,0.4678,-0.108,B,0.2324,0.118-0.322,0.488,0.291,0.097
2041,249241,7.58,22,95.5,0.6093,0.2144,0.7668,0.2386,0.5852,0.824,0.7705,0.3771,-0.1822,B,0.2245,0.118-0.322,0.488,0.291,0.097
