episode,timestep,reward,steps,visibility_pct,mean_centering_dist,mean_fraction,mean_action_mag,mean_action_jerk,r_stability,r_centering,r_scale,r_vel_damp,r_smooth,phase,target_speed,target_offset,init_pos,init_vel,init_ang
66,6332,-669.27,146,32.2,0.5424,0.201,0.5277,0.6971,0.445,0.3634,0.2172,0.1418,-0.8695,A,0.0928,0.000-0.118,0.208,0.104,0.032
67,6424,-327.44,92,46.7,0.6019,0.2122,0.5056,0.6681,0.4988,0.3962,0.3958,0.2398,-0.8066,A,0.0675,0.000-0.118,0.208,0.104,0.032
68,6566,-395.03,142,78.9,0.7258,0.1691,0.5031,0.6797,0.6343,0.6417,0.51,0.2753,-0.8113,A,0.079,0.000-0.118,0.208,0.104,0.032
69,6665,-240.99,99,67.7,0.6399,0.1872,0.4994,0.6324,0.634,0.5085,0.5025,0.3783,-0.7234,A,0.086,0.000-0.118,0.208,0.104,0.032
70,6732,-178.55,67,68.7,0.5265,0.2404,0.4947,0.6824,0.5495,0.9332,0.5692,0.31,-0.8073,A,0.0908,0.000-0.118,0.208,0.104,0.032
71,6797,-207.46,65,40.0,0.5085,0.2198,0.4978,0.6366,0.3628,0.6556,0.3198,0.2303,-0.7188,A,0.0642,0.000-0.118,0.208,0.104,0.032
72,6889,-308.98,92,43.5,0.6266,0.1669,0.4748,0.6471,0.5229,0.3757,0.2878,0.2251,-0.7418,A,0.098,0.000-0.118,0.209,0.104,0.032
73,6978,-298.88,89,39.3,0.5884,0.1616,0.4768,0.6319,0.4752,0.4103,0.2531,0.2147,-0.727,A,0.0667,0.000-0.118,0.209,0.104,0.032
74,7060,-185.06,82,61.0,0.393,0.2336,0.4951,0.6564,0.5663,1.243,0.432,0.3148,-0.768,A,0.0804,0.000-0.118,0.209,0.104,0.032
75,7222,-535.97,162,58.0,0.539,0.2069,0.4914,0.6877,0.6492,0.7517,0.4419,0.1703,-0.8248,A,0.068,0.000-0.118,0.209,0.105,0.032
76,7391,-855.88,169,23.1,0.6422,0.174,0.5146,0.6737,0.2621,0.2761,0.1365,0.0975,-0.8102,A,0.0804,0.000-0.118,0.209,0.105,0.032
77,7502,-226.27,111,73.0,0.4801,0.2003,0.4904,0.669,0.6851,1.2132,0.5517,0.2842,-0.7874,A,0.0795,0.000-0.118,0.209,0.105,0.032
78,7587,-356.12,85,41.2,0.7123,0.2072,0.5059,0.7017,0.4604,0.2257,0.3027,0.2268,-0.8683,A,0.0939,0.000-0.118,0.209,0.105,0.032
79,7648,-137.38,61,54.1,0.5123,0.2183,0.478,0.5868,0.4834,0.8257,0.4371,0.3018,-0.6497,A,0.0742,0.000-0.118,0.21,0.105,0.032
80,7714,-235.17,66,50.0,0.5257,0.2138,0.5223,0.7015,0.4773,0.8105,0.368,0.2681,-0.8768,A,0.0815,0.000-0.118,0.21,0.105,0.032
81,7780,-174.4,66,43.9,0.4517,0.2038,0.4741,0.6313,0.507,0.7603,0.3288,0.2848,-0.6884,A,0.0691,0.000-0.118,0.21,0.105,0.032
82,7828,-138.04,48,54.2,0.4601,0.2055,0.4879,0.6526,0.4274,1.0057,0.3826,0.2833,-0.7446,A,0.0791,0.000-0.118,0.21,0.105,0.032
83,7935,-276.4,107,57.9,0.4214,0.2316,0.4965,0.6707,0.5417,1.0562,0.4969,0.2651,-0.7937,A,0.0961,0.000-0.118,0.21,0.105,0.032
84,8051,-135.13,116,90.5,0.4054,0.2416,0.4849,0.6697,0.7363,1.7049,0.8512,0.3224,-0.78,A,0.0799,0.000-0.118,0.21,0.105,0.032
85,8134,-260.75,83,63.9,0.5338,0.1669,0.5414,0.6984,0.5765,0.9132,0.3923,0.2541,-0.8621,A,0.0664,0.000-0.118,0.21,0.105,0.032
86,8188,-206.18,54,50.0,0.6694,0.2011,0.4951,0.6999,0.4087,0.3355,0.406,0.2838,-0.8256,A,0.0581,0.000-0.118,0.21,0.105,0.032
87,8278,-259.78,90,78.9,0.657,0.204,0.508,0.6683,0.4721,0.6786,0.6493,0.1892,-0.7957,A,0.0822,0.000-0.118,0.21,0.105,0.032
88,8362,-169.18,84,70.2,0.3634,0.2146,0.489,0.6673,0.6416,1.4732,0.5291,0.3045,-0.7847,A,0.0776,0.000-0.118,0.21,0.105,0.032
89,8512,-503.33,150,66.7,0.5986,0.1199,0.4909,0.6603,0.5329,0.5254,0.327,0.1966,-0.7866,A,0.064,0.000-0.118,0.211,0.105,0.032
90,8594,-321.96,82,42.7,0.643,0.1394,0.5006,0.6488,0.3972,0.303,0.2463,0.1714,-0.7663,A,0.0621,0.000-0.118,0.211,0.105,0.032
91,8762,-649.3,168,67.3,0.7472,0.1525,0.4995,0.6919,0.5078,0.3956,0.423,0.1283,-0.8525,A,0.0584,0.000-0.118,0.211,0.105,0.032
92,8902,-553.48,140,47.9,0.5256,0.198,0.5089,0.6848,0.5419,0.5348,0.37,0.2355,-0.845,A,0.0999,0.000-0.118,0.211,0.106,0.032
93,8951,-178.41,49,44.9,0.5242,0.2063,0.5129,0.714,0.4011,0.7206,0.342,0.2931,-0.8566,A,0.1044,0.000-0.118,0.211,0.106,0.032
94,9029,-245.92,78,30.8,0.4945,0.2084,0.4741,0.5959,0.3666,0.4681,0.2422,0.2069,-0.6499,A,0.1034,0.000-0.118,0.211,0.106,0.032
95,9104,-297.35,75,42.7,0.5844,0.2072,0.5076,0.7045,0.45,0.4595,0.3347,0.2413,-0.8759,A,0.0813,0.000-0.118,0.211,0.106,0.032
96,9180,-215.54,76,53.9,0.5165,0.2062,0.4886,0.6564,0.4685,0.9476,0.4018,0.2837,-0.778,A,0.094,0.000-0.118,0.211,0.106,0.032
97,9289,-423.82,109,40.4,0.7806,0.1688,0.5072,0.6541,0.3995,0.1973,0.2688,0.175,-0.7639,A,0.1048,0.000-0.118,0.212,0.106,0.032
98,9355,-192.29,66,33.3,0.5383,0.1896,0.4868,0.5806,0.4055,0.3915,0.246,0.2363,-0.6095,A,0.0881,0.000-0.118,0.212,0.106,0.032
99,9439,-342.65,84,36.9,0.7018,0.1919,0.5064,0.6979,0.3973,0.3026,0.2396,0.2233,-0.827,A,0.0625,0.000-0.118,0.212,0.106,0.032
100,9496,-203.34,57,54.4,0.6007,0.2009,0.5258,0.7004,0.4044,0.6685,0.4034,0.2653,-0.853,A,0.0683,0.000-0.118,0.212,0.106,0.032
101,9572,-249.28,76,32.9,0.464,0.1868,0.497,0.6301,0.4239,0.543,0.232,0.2052,-0.7101,A,0.1039,0.000-0.118,0.212,0.106,0.032
102,9697,-396.44,125,96.0,0.5639,0.1986,0.5246,0.7043,0.4863,0.7623,0.7813,0.1996,-0.8761,A,0.0607,0.000-0.118,0.212,0.106,0.032
103,9776,-183.77,79,50.6,0.4327,0.2253,0.4973,0.6262,0.4562,0.9729,0.4296,0.2933,-0.691,A,0.0955,0.000-0.118,0.212,0.106,0.032
104,9878,-369.21,102,62.7,0.7345,0.1619,0.4958,0.6813,0.4609,0.2968,0.4138,0.1817,-0.8061,A,0.0754,0.000-0.118,0.212,0.106,0.032
105,10001,-473.1,123,65.0,0.859,0.1242,0.5132,0.6749,0.5363,0.1717,0.331,0.1618,-0.8374,A,0.0792,0.000-0.118,0.213,0.106,0.033
106,10301,-72.5,300,98.0,0.4253,0.1176,0.4229,0.6144,0.9317,1.9319,0.4945,0.4271,-0.6733,A,0.0727,0.000-0.118,0.213,0.106,0.033
107,10433,-19.4,132,99.2,0.4425,0.1639,0.4726,0.5145,0.8743,1.4898,0.5915,0.3166,-0.5254,A,0.0681,0.000-0.118,0.213,0.107,0.033
108,10525,-29.48,92,88.0,0.7602,0.1528,0.7086,0.2884,0.5776,0.4456,0.553,0.2162,-0.2568,A,0.0619,0.000-0.118,0.213,0.107,0.033
109,10645,34.81,120,85.8,0.4787,0.1198,0.5622,0.3976,0.786,1.3091,0.4146,0.357,-0.3366,A,0.0997,0.000-0.118,0.213,0.107,0.033
110,10954,-362.61,309,99.4,0.5269,0.1129,0.444,0.639,0.9372,1.4683,0.463,0.361,-0.7403,A,0.0613,0.000-0.118,0.214,0.107,0.033
111,11178,-243.38,224,97.8,0.6701,0.1403,0.479,0.5296,0.8802,0.5328,0.6161,0.3241,-0.5468,A,0.0806,0.000-0.118,0.214,0.107,0.033
112,11351,-217.07,173,61.3,0.6488,0.1404,0.563,0.4233,0.8061,0.4004,0.356,0.4081,-0.3997,A,0.0632,0.000-0.118,0.214,0.107,0.033
113,11448,30.66,97,83.5,0.5018,0.2284,0.4863,0.3727,0.7675,0.8984,0.7665,0.2464,-0.2808,A,0.0806,0.000-0.118,0.214,0.107,0.033
114,11755,-660.5,307,54.1,0.6096,0.152,0.4362,0.4945,0.852,0.4414,0.3509,0.2283,-0.47,A,0.1018,0.000-0.118,0.215,0.107,0.033
115,12145,-82.42,390,89.7,0.6081,0.1498,0.4144,0.5106,0.935,1.0316,0.5808,0.4466,-0.4937,A,0.0887,0.000-0.118,0.215,0.108,0.033
116,12261,-74.22,116,89.7,0.7442,0.1655,0.522,0.4154,0.6863,0.3698,0.6324,0.2453,-0.3582,A,0.0788,0.000-0.118,0.215,0.108,0.033
117,13089,-1869.98,828,37.8,0.481,0.1439,0.4372,0.5853,0.9472,0.5888,0.2465,0.3662,-0.6258,A,0.0983,0.000-0.118,0.216,0.108,0.033
118,13152,-39.02,63,98.4,0.6432,0.1986,0.6171,0.4014,0.6708,0.7948,0.7642,0.3342,-0.385,A,0.0856,0.000-0.118,0.216,0.108,0.033
119,13791,-1157.01,639,81.8,0.8062,0.11,0.3753,0.5611,0.9649,0.2828,0.4125,0.3919,-0.5647,A,0.0918,0.000-0.118,0.217,0.109,0.033
120,14452,-1173.35,661,55.1,0.6714,0.1315,0.39,0.5412,0.9631,0.4513,0.3257,0.3905,-0.5359,A,0.1035,0.000-0.118,0.218,0.109,0.034
121,14517,-0.02,65,100.0,0.4352,0.1675,0.5298,0.4415,0.7668,1.643,0.7301,0.2846,-0.4344,A,0.1042,0.000-0.118,0.218,0.109,0.034
122,14592,29.91,75,98.7,0.5659,0.2296,0.5974,0.3675,0.7475,1.0484,0.8767,0.2591,-0.3247,A,0.0957,0.000-0.118,0.218,0.109,0.034
123,15003,-416.49,411,85.2,0.7586,0.1388,0.3774,0.4886,0.9397,0.2908,0.5314,0.3125,-0.446,A,0.0828,0.000-0.118,0.219,0.109,0.034
124,15080,-31.23,77,94.8,0.6929,0.2198,0.5413,0.434,0.7937,0.3999,0.8246,0.3214,-0.3856,A,0.0917,0.000-0.118,0.219,0.109,0.034
125,15150,-44.02,70,92.9,0.5655,0.2184,0.4992,0.5162,0.769,1.0097,0.6778,0.3586,-0.5231,A,0.0728,0.000-0.118,0.219,0.109,0.034
126,15471,-324.2,321,94.4,0.623,0.1579,0.4378,0.601,0.9445,0.9029,0.649,0.448,-0.6615,A,0.0986,0.000-0.118,0.219,0.11,0.034
127,15534,-27.13,63,98.4,0.5653,0.2441,0.5939,0.4852,0.7453,1.0292,0.8511,0.3297,-0.5021,A,0.0631,0.000-0.118,0.219,0.11,0.034
128,15879,-497.92,345,66.4,0.6226,0.1416,0.458,0.5064,0.8926,0.5521,0.3902,0.3157,-0.4939,A,0.0946,0.000-0.118,0.22,0.11,0.034
129,16466,-1670.39,587,12.1,0.412,0.112,0.4027,0.5355,0.9043,0.1931,0.0624,0.3429,-0.5238,A,0.0638,0.000-0.118,0.221,0.11,0.034
130,16580,38.71,114,96.5,0.5749,0.1876,0.4647,0.4447,0.8491,1.1508,0.6775,0.3597,-0.395,A,0.0807,0.000-0.118,0.221,0.11,0.034
131,17044,-530.63,464,61.6,0.4984,0.1201,0.4446,0.5114,0.93,0.8015,0.3514,0.3477,-0.5078,A,0.0739,0.000-0.118,0.221,0.111,0.034
132,17529,-558.61,485,98.6,0.8012,0.1112,0.4507,0.523,0.9343,0.3271,0.5128,0.3751,-0.5282,A,0.0954,0.000-0.118,0.222,0.111,0.034
133,17684,-1.04,155,94.8,0.721,0.1334,0.4751,0.3857,0.8103,0.7025,0.5399,0.3013,-0.3059,A,0.0762,0.000-0.118,0.222,0.111,0.034
134,17840,-91.05,156,91.0,0.8505,0.1407,0.4441,0.4291,0.8638,0.4171,0.5347,0.2066,-0.3512,A,0.0785,0.000-0.118,0.222,0.111,0.034
135,17913,-76.38,73,68.5,0.4912,0.1163,0.5448,0.471,0.7665,0.9379,0.3292,0.2893,-0.4522,A,0.0637,0.000-0.118,0.222,0.111,0.034
136,18084,-212.84,171,70.8,0.737,0.1613,0.4977,0.4701,0.8652,0.4002,0.474,0.3388,-0.4609,A,0.1034,0.000-0.118,0.223,0.111,0.035
137,18482,-17.89,398,100.0,0.4639,0.1607,0.4217,0.5617,0.9452,1.5404,0.6655,0.3861,-0.5798,A,0.0768,0.000-0.118,0.223,0.112,0.035
138,18820,-492.03,338,54.1,0.7056,0.1759,0.4007,0.4936,0.9453,0.2971,0.3948,0.3376,-0.4631,A,0.0972,0.000-0.118,0.224,0.112,0.035
139,19375,-84.9,555,99.8,0.5697,0.1682,0.4085,0.5257,0.9467,0.9652,0.7444,0.4061,-0.5179,A,0.0632,0.000-0.118,0.224,0.112,0.035
140,19609,168.68,234,96.6,0.3559,0.2586,0.4542,0.5468,0.9081,2.0006,0.8536,0.411,-0.5576,A,0.0714,0.000-0.118,0.225,0.112,0.035
141,19695,-30.22,86,100.0,0.382,0.1279,0.4942,0.5395,0.8133,1.8326,0.5197,0.2452,-0.5665,A,0.1118,0.000-0.118,0.225,0.112,0.035
142,19788,-11.41,93,96.8,0.4645,0.1969,0.4708,0.5051,0.8343,1.479,0.7788,0.3141,-0.5017,A,0.1046,0.000-0.118,0.225,0.112,0.035
143,20112,-468.23,324,46.3,0.6144,0.1723,0.432,0.4911,0.9463,0.4772,0.3177,0.3317,-0.4688,A,0.0651,0.000-0.118,0.225,0.113,0.035
144,20259,-5.06,147,98.0,0.6175,0.1791,0.4579,0.478,0.8637,1.14,0.715,0.2878,-0.4348,A,0.0655,0.000-0.118,0.225,0.113,0.035
145,20562,-523.6,303,46.2,0.6924,0.1721,0.4453,0.5083,0.9314,0.2838,0.325,0.3394,-0.4951,A,0.0664,0.000-0.118,0.226,0.113,0.035
146,20959,26.06,397,99.7,0.5418,0.2091,0.4461,0.5195,0.932,1.1529,0.8067,0.3794,-0.5103,A,0.1077,0.000-0.118,0.226,0.113,0.035
147,21081,-79.71,122,97.5,0.4606,0.2534,0.4767,0.6073,0.887,1.3977,0.8892,0.2971,-0.667,A,0.1042,0.000-0.118,0.226,0.113,0.035
148,21239,10.7,158,93.0,0.4896,0.1927,0.4633,0.439,0.766,1.1315,0.7696,0.3564,-0.3775,A,0.1012,0.000-0.118,0.227,0.113,0.035
149,21548,-433.28,309,81.9,0.6004,0.1368,0.458,0.5238,0.8546,0.5634,0.5176,0.3255,-0.5192,A,0.1069,0.000-0.118,0.227,0.113,0.035
150,21899,-294.35,351,69.2,0.6434,0.1751,0.4554,0.4915,0.9198,0.5507,0.5195,0.3599,-0.4629,A,0.1134,0.000-0.118,0.227,0.114,0.035
151,22125,-73.68,226,98.7,0.5509,0.1892,0.4467,0.5242,0.9079,0.9981,0.8402,0.3634,-0.5224,A,0.0804,0.000-0.118,0.228,0.114,0.036
152,22276,-23.73,151,90.7,0.7305,0.1676,0.4945,0.4328,0.8762,0.7491,0.6112,0.3269,-0.3793,A,0.064,0.000-0.118,0.228,0.114,0.036
153,22352,19.73,76,98.7,0.3849,0.2701,0.4883,0.5498,0.8399,1.8942,0.8246,0.3963,-0.5748,A,0.1076,0.000-0.118,0.228,0.114,0.036
154,22813,-1067.85,461,35.8,0.7813,0.1507,0.3944,0.5697,0.9649,0.2815,0.2205,0.4316,-0.5789,A,0.0898,0.000-0.118,0.229,0.114,0.036
155,23514,-1928.62,701,35.9,0.7525,0.1233,0.4507,0.5617,0.9235,0.2623,0.1982,0.2904,-0.5905,A,0.102,0.000-0.118,0.229,0.115,0.036
156,23758,54.08,244,95.1,0.4227,0.1924,0.4264,0.5239,0.8967,1.5108,0.8012,0.3663,-0.5088,A,0.1128,0.000-0.118,0.23,0.115,0.036
