episode,timestep,reward,steps,visibility_pct,survived,mean_action_mag,mean_action_jerk,r_alive_sum,r_track_sum,r_invis_sum,r_jerk_sum,phase,alpha,target_speed,jitter_xy,term_reason
11,904,-38.32,74,62.2,0,0.5075,0.7169,37.0,13.933,-1.4,-87.856,A,0.209,0.0,0.053,
12,957,-17.36,53,47.2,0,0.5107,0.6439,26.5,10.298,-1.4,-52.761,A,0.21,0.0,0.053,
13,1020,-25.6,63,49.2,0,0.4855,0.6611,31.5,8.998,-1.6,-64.497,A,0.21,0.0,0.054,
14,1072,-25.68,52,61.5,0,0.5121,0.7274,26.0,11.438,-1.0,-62.117,A,0.211,0.0,0.054,
15,1124,-28.07,52,53.8,0,0.5175,0.7127,26.0,8.717,-1.2,-61.588,A,0.211,0.0,0.054,
16,1181,-30.78,57,56.1,0,0.5534,0.7221,28.5,10.452,-1.25,-68.482,A,0.212,0.0,0.054,
17,1225,-9.24,44,59.1,0,0.5132,0.6403,22.0,11.625,-0.9,-41.963,A,0.212,0.0,0.054,
18,1298,-28.08,73,47.9,0,0.5042,0.6659,36.5,15.186,-1.9,-77.87,A,0.213,0.0,0.055,
19,1447,-98.02,149,32.9,0,0.5281,0.6644,74.5,13.195,-5.0,-160.716,A,0.214,0.0,0.055,lost_target
20,1494,-11.6,47,53.2,0,0.4981,0.6286,23.5,10.582,-1.1,-44.579,A,0.215,0.0,0.055,
21,1545,-12.4,51,62.7,0,0.5013,0.6326,25.5,13.16,-0.95,-50.109,A,0.215,0.0,0.056,
22,1598,-19.9,53,49.1,0,0.5017,0.6422,26.5,7.295,-1.35,-52.346,A,0.216,0.0,0.056,
23,1733,-76.1,135,61.5,0,0.5294,0.6882,67.5,10.275,-2.6,-151.278,A,0.217,0.0,0.056,
24,1818,-47.46,85,81.2,0,0.5276,0.6778,42.5,4.783,-0.8,-93.943,A,0.218,0.0,0.056,
25,1897,-45.03,79,57.0,0,0.5312,0.6974,39.5,9.703,-1.7,-92.537,A,0.219,0.0,0.057,
26,2015,-51.27,118,44.1,0,0.5202,0.6387,59.0,13.856,-3.3,-120.824,A,0.22,0.0,0.057,
27,2131,-45.3,116,87.1,0,0.5079,0.6622,58.0,20.959,-0.75,-123.513,A,0.221,0.0,0.058,
28,2193,-31.74,62,51.6,0,0.549,0.7238,31.0,16.639,-1.5,-77.881,A,0.222,0.0,0.058,
29,2251,-25.97,58,62.1,0,0.5082,0.677,29.0,8.802,-1.1,-62.667,A,0.223,0.0,0.058,
30,2394,-62.93,143,53.8,0,0.5351,0.6314,71.5,12.994,-3.3,-144.123,A,0.224,0.0,0.059,
31,2523,-50.23,129,51.2,0,0.5078,0.6603,64.5,25.896,-3.15,-137.471,A,0.225,0.0,0.059,
32,2602,-38.7,79,53.2,0,0.5053,0.6987,39.5,13.556,-1.85,-89.902,A,0.226,0.0,0.059,
33,2678,-31.91,76,55.3,0,0.5258,0.6466,38.0,8.923,-1.7,-77.131,A,0.227,0.0,0.06,
34,2765,-31.39,87,67.8,0,0.5177,0.6853,43.5,22.558,-1.4,-96.051,A,0.228,0.0,0.06,
35,2963,-112.9,198,34.8,0,0.5179,0.6544,99.0,18.319,-6.45,-203.774,A,0.23,0.0,0.061,lost_target
36,3125,-77.73,162,48.8,0,0.5055,0.6427,81.0,8.705,-4.15,-163.28,A,0.231,0.0,0.061,
37,3233,-46.98,108,63.0,0,0.501,0.6489,54.0,11.794,-2.0,-110.777,A,0.232,0.0,0.062,
38,3301,-25.54,68,73.5,0,0.5175,0.669,34.0,13.531,-0.9,-72.17,A,0.233,0.0,0.062,
39,3470,-55.32,169,100.0,0,0.4937,0.6112,84.5,16.77,0.0,-156.594,A,0.235,0.0,0.062,
40,3599,-79.97,129,22.5,0,0.5079,0.6512,64.5,12.614,-5.0,-132.087,A,0.236,0.0,0.063,lost_target
41,3736,-63.33,137,43.8,0,0.5012,0.6466,68.5,8.238,-3.85,-136.221,A,0.237,0.0,0.063,
42,3886,-64.93,150,38.0,0,0.5067,0.6283,75.0,13.203,-4.65,-148.485,A,0.239,0.0,0.064,
43,3944,-21.07,58,55.2,0,0.487,0.6473,29.0,8.455,-1.3,-57.222,A,0.239,0.0,0.064,
44,4138,-86.15,194,58.2,0,0.4963,0.6491,97.0,18.24,-4.05,-197.344,A,0.241,0.0,0.065,
45,4420,-103.71,282,54.3,0,0.5041,0.6369,141.0,44.782,-6.45,-283.04,A,0.244,0.0,0.066,
46,4672,-108.59,252,60.3,0,0.5028,0.6613,126.0,47.474,-5.0,-257.063,A,0.247,0.0,0.067,lost_target
47,4934,-98.36,262,56.9,0,0.5027,0.6566,131.0,63.336,-5.65,-267.044,A,0.249,0.0,0.068,lost_target
48,5118,-79.44,184,52.2,0,0.5109,0.6521,92.0,22.909,-4.4,-189.945,A,0.251,0.0,0.068,
49,5301,-76.55,183,33.3,0,0.5156,0.6299,91.5,13.04,-6.1,-174.995,A,0.253,0.0,0.069,
50,5513,-82.1,212,52.8,0,0.5027,0.6428,106.0,49.485,-5.0,-212.583,A,0.255,0.0,0.07,lost_target
51,5804,-111.2,291,65.6,0,0.5108,0.6374,145.5,57.867,-5.0,-289.569,A,0.258,0.0,0.071,lost_target
52,6033,-75.03,229,70.3,0,0.508,0.6402,114.5,41.594,-3.4,-227.728,A,0.26,0.0,0.072,
53,6287,-42.61,254,60.6,0,0.4873,0.6141,127.0,90.679,-5.0,-235.292,A,0.263,0.0,0.072,lost_target
54,6550,-65.52,263,62.0,0,0.4995,0.627,131.5,75.817,-5.0,-247.841,A,0.265,0.0,0.073,lost_target
55,6856,-88.43,306,67.3,0,0.5046,0.6216,153.0,77.76,-5.0,-294.193,A,0.269,0.0,0.074,lost_target
56,7080,-64.12,224,55.4,0,0.5062,0.6284,112.0,67.08,-5.0,-218.196,A,0.271,0.0,0.075,lost_target
57,7386,-112.55,306,69.6,0,0.5102,0.6612,153.0,62.942,-4.65,-318.841,A,0.274,0.0,0.076,altitude_drift
58,7670,-26.21,284,70.1,0,0.5111,0.6045,142.0,96.471,-4.25,-255.43,A,0.277,0.0,0.077,altitude_drift
59,7931,-43.38,261,61.7,0,0.4937,0.5933,130.5,78.651,-5.0,-227.536,A,0.279,0.0,0.078,lost_target
60,8209,-17.61,278,64.0,0,0.4959,0.6214,139.0,124.668,-5.0,-256.273,A,0.282,0.0,0.079,lost_target
61,8465,86.41,256,100.0,0,0.506,0.6099,128.0,192.275,0.0,-228.861,A,0.285,0.0,0.08,altitude_drift
62,8775,8.67,310,99.7,0,0.4841,0.5857,155.0,122.165,-0.05,-263.442,A,0.288,0.0,0.081,altitude_drift
63,9069,23.47,294,82.0,0,0.4917,0.6158,147.0,149.306,-2.65,-265.186,A,0.291,0.0,0.082,altitude_drift
64,9253,-16.69,184,62.5,0,0.4856,0.5872,92.0,49.63,-3.45,-154.869,A,0.293,0.0,0.083,
65,9525,98.34,272,93.0,0,0.4806,0.5561,136.0,178.213,-0.95,-214.919,A,0.295,0.0,0.084,
66,9786,30.33,261,92.3,0,0.4772,0.6051,130.5,131.214,-1.0,-230.383,A,0.298,0.0,0.085,
67,9979,37.31,193,100.0,0,0.461,0.5636,96.5,92.936,0.0,-152.127,A,0.3,0.0,0.086,
68,10191,47.89,212,93.9,0,0.4889,0.5669,106.0,114.55,-0.65,-172.013,A,0.302,0.0,0.086,
69,10407,72.4,216,95.4,0,0.4802,0.5856,108.0,143.905,-0.5,-179.001,A,0.304,0.0,0.087,
70,10629,60.26,222,91.9,0,0.4925,0.5597,111.0,121.562,-0.9,-171.404,A,0.306,0.0,0.088,
71,10870,-28.64,241,60.2,0,0.4793,0.6033,120.5,72.63,-4.8,-211.974,A,0.309,0.0,0.089,altitude_drift
72,11112,0.79,242,77.3,0,0.4934,0.5993,121.0,96.635,-2.75,-214.099,A,0.311,0.0,0.09,
73,11331,117.71,219,100.0,0,0.4622,0.5551,109.5,174.097,0.0,-165.886,A,0.313,0.0,0.09,
74,11540,99.31,209,87.1,0,0.4712,0.5605,104.5,156.61,-1.35,-160.448,A,0.315,0.0,0.091,
75,11723,-20.37,183,77.6,0,0.5157,0.592,91.5,47.481,-2.05,-157.306,A,0.317,0.0,0.092,
76,11925,25.52,202,100.0,0,0.4498,0.5287,101.0,63.631,0.0,-139.109,A,0.319,0.0,0.093,
77,12122,51.24,197,82.7,0,0.4518,0.5016,98.5,81.899,-1.7,-127.459,A,0.321,0.0,0.093,
78,12328,98.03,206,100.0,0,0.4717,0.5329,103.0,140.883,0.0,-145.854,A,0.323,0.0,0.094,
79,12511,110.04,183,95.6,0,0.4833,0.517,91.5,141.816,-0.4,-122.88,A,0.325,0.0,0.095,
80,12727,119.46,216,100.0,0,0.4708,0.5388,108.0,171.459,0.0,-159.995,A,0.327,0.0,0.095,
81,12948,158.52,221,100.0,0,0.4613,0.5336,110.5,208.011,0.0,-159.99,A,0.329,0.0,0.096,
82,13121,34.02,173,96.0,0,0.5015,0.5322,86.5,75.7,-0.35,-127.825,A,0.331,0.0,0.097,
83,13347,92.21,226,98.7,0,0.4609,0.5283,113.0,138.588,-0.15,-159.231,A,0.333,0.0,0.098,
84,13570,82.89,223,87.0,0,0.4685,0.5534,111.5,141.418,-1.45,-168.577,A,0.336,0.0,0.098,
85,13766,60.03,196,100.0,0,0.4622,0.545,98.0,108.485,0.0,-146.459,A,0.338,0.0,0.099,
86,13961,86.66,195,94.9,0,0.4467,0.5085,97.5,117.627,-0.5,-127.963,A,0.34,0.0,0.1,
87,14142,89.85,181,93.9,0,0.4375,0.5294,90.5,126.116,-0.55,-126.215,A,0.341,0.0,0.101,
88,14348,85.8,206,100.0,0,0.4981,0.5424,103.0,139.171,0.0,-151.368,A,0.343,0.0,0.101,altitude_drift
89,14506,67.74,158,79.1,0,0.526,0.474,79.0,83.197,-1.65,-92.805,A,0.345,0.0,0.102,
90,14665,57.4,159,100.0,0,0.5071,0.4704,79.5,71.924,0.0,-94.025,A,0.347,0.0,0.102,
91,14858,161.42,193,100.0,0,0.4374,0.4923,96.5,184.101,0.0,-119.183,A,0.349,0.0,0.103,
92,15035,97.26,177,98.3,0,0.474,0.5191,88.5,131.428,-0.15,-122.519,A,0.35,0.0,0.104,
93,15281,166.02,246,93.1,0,0.419,0.4931,123.0,190.398,-0.85,-146.525,A,0.353,0.0,0.105,
94,15470,111.6,189,98.9,0,0.4267,0.5252,94.5,146.592,-0.1,-129.393,A,0.355,0.0,0.105,
95,15737,235.07,267,100.0,0,0.4144,0.5018,133.5,267.849,0.0,-166.276,A,0.357,0.0,0.106,
96,15944,151.18,207,100.0,0,0.4557,0.5055,103.5,184.232,0.0,-136.557,A,0.359,0.0,0.107,
97,16089,77.88,145,100.0,0,0.5298,0.4786,72.5,91.462,0.0,-86.078,A,0.361,0.0,0.107,
98,16237,103.43,148,100.0,0,0.5361,0.4127,74.0,98.274,0.0,-68.842,A,0.362,0.0,0.108,
99,16415,162.21,178,100.0,0,0.4712,0.4536,89.0,171.617,0.0,-98.409,A,0.364,0.0,0.109,
100,16619,209.38,204,100.0,0,0.4189,0.4612,102.0,219.741,0.0,-112.357,A,0.366,0.0,0.109,
101,16795,130.54,176,100.0,0,0.4524,0.4568,88.0,136.273,0.0,-93.73,A,0.368,0.0,0.11,
102,16975,143.15,180,88.3,0,0.4568,0.4816,90.0,161.386,-1.05,-107.183,A,0.37,0.0,0.111,
103,17173,166.63,198,99.0,0,0.4198,0.4529,99.0,171.508,-0.1,-103.778,A,0.372,0.0,0.111,
104,17367,152.82,194,85.1,0,0.4661,0.4631,97.0,165.239,-1.45,-107.967,A,0.374,0.0,0.112,
105,17511,120.15,144,100.0,0,0.4839,0.3774,72.0,100.805,0.0,-52.651,A,0.375,0.0,0.113,
106,17679,185.27,168,100.0,0,0.4578,0.4397,84.0,186.259,0.0,-84.989,A,0.377,0.0,0.113,
107,17839,165.21,160,100.0,0,0.4611,0.4183,80.0,160.284,0.0,-75.073,A,0.378,0.0,0.114,
108,18029,190.52,190,100.0,0,0.4175,0.4509,95.0,196.085,0.0,-100.567,A,0.38,0.0,0.114,
109,18256,290.45,227,100.0,0,0.3674,0.4121,113.5,273.689,0.0,-96.739,A,0.383,0.0,0.115,
110,18408,183.21,152,100.0,0,0.4757,0.3852,76.0,166.522,0.0,-59.317,A,0.384,0.0,0.116,
111,18633,295.2,225,100.0,0,0.4096,0.4512,112.5,298.477,0.0,-115.773,A,0.386,0.0,0.117,
112,18863,268.13,230,100.0,0,0.4126,0.4375,115.0,269.437,0.0,-116.309,A,0.389,0.0,0.117,
113,19045,246.94,182,100.0,0,0.4145,0.4282,91.0,242.31,0.0,-86.371,A,0.39,0.0,0.118,
114,19213,170.38,168,100.0,0,0.4426,0.4142,84.0,160.749,0.0,-74.366,A,0.392,0.0,0.119,
115,19403,247.35,190,100.0,0,0.4404,0.3881,95.0,230.953,0.0,-78.605,A,0.394,0.0,0.119,
116,19570,239.16,167,100.0,0,0.4434,0.4002,83.5,225.641,0.0,-69.985,A,0.396,0.0,0.12,
117,19726,183.34,156,100.0,0,0.4475,0.4009,78.0,169.944,0.0,-64.602,A,0.397,0.0,0.12,
118,19889,169.08,163,99.4,0,0.4434,0.3982,81.5,156.007,-0.05,-68.375,A,0.399,0.0,0.121,
119,20165,348.89,276,100.0,0,0.4398,0.3587,138.0,307.093,0.0,-96.201,A,0.402,0.0,0.122,
120,20333,179.67,168,100.0,0,0.4083,0.4129,84.0,170.897,0.0,-75.225,A,0.403,0.0,0.123,
121,20492,192.59,159,100.0,0,0.4633,0.365,79.5,168.427,0.0,-55.341,A,0.405,0.0,0.123,
122,20646,159.0,154,100.0,0,0.4975,0.3942,77.0,146.825,0.0,-64.824,A,0.406,0.0,0.124,
123,20803,199.35,157,100.0,0,0.4691,0.38,78.5,182.085,0.0,-61.238,A,0.408,0.0,0.124,
124,20948,177.37,145,100.0,0,0.5062,0.3335,72.5,151.47,0.0,-46.597,A,0.409,0.0,0.125,
125,21115,250.67,167,100.0,0,0.4254,0.3658,83.5,225.374,0.0,-58.2,A,0.411,0.0,0.125,
126,21273,160.56,158,100.0,0,0.4597,0.3981,79.0,147.698,0.0,-66.141,A,0.413,0.0,0.126,
127,21418,193.9,145,100.0,0,0.4676,0.3727,72.5,176.038,0.0,-54.634,A,0.414,0.0,0.126,
128,21603,225.64,185,100.0,0,0.4325,0.4299,92.5,219.773,0.0,-86.628,A,0.416,0.0,0.127,
129,21741,174.66,138,100.0,0,0.5001,0.3984,69.0,162.862,0.0,-57.199,A,0.417,0.0,0.128,
130,21925,196.94,184,100.0,0,0.4204,0.4003,92.0,185.55,0.0,-80.614,A,0.419,0.0,0.128,
131,22097,217.84,172,100.0,0,0.4328,0.379,86.0,196.495,0.0,-64.654,A,0.421,0.0,0.129,
132,22249,253.79,152,100.0,0,0.5028,0.2979,76.0,218.661,0.0,-40.875,A,0.422,0.0,0.129,
133,22416,230.83,167,100.0,0,0.4438,0.3543,83.5,205.776,0.0,-58.445,A,0.424,0.0,0.13,
134,22563,214.76,147,100.0,0,0.4572,0.346,73.5,188.17,0.0,-46.912,A,0.426,0.0,0.131,
135,22737,223.91,174,98.3,0,0.4521,0.3759,87.0,203.231,-0.15,-66.169,A,0.427,0.0,0.131,
136,22878,226.35,141,100.0,0,0.4752,0.3197,70.5,195.476,0.0,-39.624,A,0.429,0.0,0.132,
137,23027,247.57,149,100.0,0,0.5153,0.3344,74.5,220.779,0.0,-47.707,A,0.43,0.0,0.132,
138,23159,229.78,132,100.0,0,0.4984,0.3155,66.0,199.71,0.0,-35.926,A,0.432,0.0,0.133,
139,23297,216.6,138,100.0,0,0.5516,0.363,69.0,198.349,0.0,-50.747,A,0.433,0.0,0.133,
140,23456,272.34,159,100.0,0,0.4731,0.3351,79.5,241.276,0.0,-48.437,A,0.435,0.0,0.134,
141,23584,221.31,128,100.0,0,0.5754,0.2781,64.0,186.727,0.0,-29.421,A,0.436,0.0,0.134,
142,23729,258.93,145,100.0,0,0.4643,0.3096,72.5,224.822,0.0,-38.395,A,0.437,0.0,0.135,
143,23858,238.65,129,100.0,0,0.5138,0.3337,64.5,213.702,0.0,-39.549,A,0.439,0.0,0.135,
144,23990,239.77,132,100.0,0,0.5266,0.2822,66.0,201.814,0.0,-28.047,A,0.44,0.0,0.136,
145,24148,247.18,158,100.0,0,0.4704,0.2786,79.0,201.581,0.0,-33.398,A,0.441,0.0,0.136,
146,24277,249.34,129,100.0,0,0.5369,0.2515,64.5,207.857,0.0,-23.016,A,0.443,0.0,0.137,
147,24407,194.82,130,100.0,0,0.5672,0.3534,65.0,178.19,0.0,-48.37,A,0.444,0.0,0.137,
148,24540,234.4,133,100.0,0,0.5469,0.3268,66.5,209.541,0.0,-41.638,A,0.445,0.0,0.138,
149,24677,248.47,137,100.0,0,0.5379,0.2843,68.5,213.241,0.0,-33.27,A,0.447,0.0,0.138,
150,24817,260.5,140,100.0,0,0.5187,0.2504,70.0,215.476,0.0,-24.979,A,0.448,0.0,0.139,
151,24944,244.24,127,100.0,0,0.5756,0.2198,63.5,197.914,0.0,-17.177,A,0.449,0.0,0.139,
152,25077,240.94,133,100.0,0,0.5672,0.2453,66.5,197.46,0.0,-23.02,A,0.451,0.0,0.14,
153,25196,241.87,119,100.0,0,0.6012,0.2539,59.5,203.812,0.0,-21.446,A,0.452,0.0,0.14,
154,25318,238.36,122,100.0,0,0.602,0.2344,61.0,196.715,0.0,-19.356,A,0.453,0.0,0.14,
155,25451,247.18,133,100.0,0,0.5798,0.2224,66.5,200.099,0.0,-19.424,A,0.455,0.0,0.141,
156,25579,246.91,128,100.0,0,0.5866,0.2483,64.0,207.432,0.0,-24.526,A,0.456,0.0,0.141,
157,25699,231.24,120,100.0,0,0.6209,0.2207,60.0,188.539,0.0,-17.297,A,0.457,0.0,0.142,
158,25817,203.78,118,100.0,0,0.6673,0.2795,59.0,175.421,0.0,-30.641,A,0.458,0.0,0.142,
159,25947,248.82,130,100.0,0,0.5799,0.2581,65.0,209.999,0.0,-26.182,A,0.459,0.0,0.143,
160,26073,250.5,126,100.0,0,0.6228,0.2357,63.0,210.569,0.0,-23.069,A,0.461,0.0,0.143,
161,26189,234.24,116,100.0,0,0.6497,0.2429,58.0,196.922,0.0,-20.683,A,0.462,0.0,0.144,
162,26318,245.03,129,100.0,0,0.573,0.2333,64.5,203.026,0.0,-22.491,A,0.463,0.0,0.144,
163,26450,259.33,132,100.0,0,0.5721,0.2729,66.0,223.341,0.0,-30.007,A,0.464,0.0,0.144,
164,26571,261.43,121,100.0,0,0.6186,0.2003,60.5,216.072,0.0,-15.14,A,0.466,0.0,0.145,
165,26680,211.82,109,100.0,0,0.6844,0.2636,54.5,180.474,0.0,-23.152,A,0.467,0.0,0.145,
166,26799,249.39,119,100.0,0,0.6532,0.2115,59.5,206.36,0.0,-16.466,A,0.468,0.0,0.146,
167,26920,253.22,121,100.0,0,0.6448,0.2148,60.5,208.879,0.0,-16.155,A,0.469,0.0,0.146,
168,27035,223.94,115,100.0,0,0.6609,0.2236,57.5,184.027,0.0,-17.585,A,0.47,0.0,0.147,
169,27169,276.78,134,100.0,0,0.5466,0.2402,67.0,233.29,0.0,-23.508,A,0.472,0.0,0.147,
170,27291,275.63,122,100.0,0,0.6503,0.1645,61.0,224.768,0.0,-10.14,A,0.473,0.0,0.147,
171,27408,245.54,117,100.0,0,0.6546,0.2146,58.5,205.403,0.0,-18.361,A,0.474,0.0,0.148,
172,27522,227.24,114,100.0,0,0.6741,0.2465,57.0,192.059,0.0,-21.819,A,0.475,0.0,0.148,
173,27632,219.54,110,100.0,0,0.698,0.2177,55.0,182.934,0.0,-18.393,A,0.476,0.0,0.149,
174,27755,267.77,123,100.0,0,0.6314,0.2056,61.5,221.51,0.0,-15.245,A,0.478,0.0,0.149,
175,27883,264.58,128,100.0,0,0.5823,0.2393,64.0,223.126,0.0,-22.543,A,0.479,0.0,0.15,
176,28025,299.28,142,100.0,0,0.5373,0.2525,71.0,254.155,0.0,-25.877,A,0.48,0.0,0.15,
177,28131,210.9,106,100.0,0,0.7046,0.2323,53.0,175.555,0.0,-17.659,A,0.481,0.0,0.15,
178,28241,238.85,110,100.0,0,0.7177,0.1714,55.0,194.184,0.0,-10.335,A,0.482,0.0,0.151,
179,28346,214.95,105,100.0,0,0.7508,0.1816,52.5,173.352,0.0,-10.901,A,0.483,0.0,0.151,
180,28462,251.24,116,100.0,0,0.6938,0.1607,58.0,202.467,0.0,-9.224,A,0.485,0.0,0.152,
181,28580,254.74,118,100.0,0,0.6949,0.1885,59.0,208.776,0.0,-13.039,A,0.486,0.0,0.152,
182,28699,269.81,119,100.0,0,0.6917,0.1745,59.5,222.15,0.0,-11.843,A,0.487,0.0,0.152,
183,28813,241.41,114,100.0,0,0.6879,0.1957,57.0,198.414,0.0,-14.006,A,0.488,0.0,0.153,
184,28930,267.48,117,100.0,0,0.6757,0.1749,58.5,219.491,0.0,-10.514,A,0.489,0.0,0.153,
185,29051,259.28,121,100.0,0,0.6119,0.261,60.5,224.282,0.0,-25.502,A,0.49,0.0,0.154,
186,29184,270.3,133,100.0,0,0.5528,0.2388,66.5,225.871,0.0,-22.072,A,0.492,0.0,0.154,
187,29302,266.0,118,100.0,0,0.6892,0.1822,59.0,219.511,0.0,-12.511,A,0.493,0.0,0.155,
188,29423,264.78,121,100.0,0,0.6444,0.1827,60.5,216.644,0.0,-12.365,A,0.494,0.0,0.155,
189,29549,279.83,126,100.0,0,0.6134,0.1973,63.0,230.893,0.0,-14.059,A,0.495,0.0,0.156,
190,29685,278.82,136,100.0,0,0.5329,0.2413,68.0,233.016,0.0,-22.201,A,0.497,0.0,0.156,
191,29823,310.01,138,100.0,0,0.536,0.2337,69.0,263.361,0.0,-22.351,A,0.498,0.0,0.157,
192,29944,276.27,121,100.0,0,0.6657,0.1653,60.5,225.901,0.0,-10.134,A,0.499,0.0,0.157,
193,30118,413.86,174,100.0,0,0.6103,0.1737,87.0,341.45,0.0,-14.588,A,0.501,0.0,0.158,
194,30228,249.77,110,100.0,0,0.7215,0.2025,55.0,209.159,0.0,-14.386,A,0.502,0.0,0.158,
195,30335,225.59,107,100.0,0,0.7615,0.1653,53.5,182.06,0.0,-9.973,A,0.503,0.0,0.158,
196,30452,248.79,117,100.0,0,0.6928,0.161,58.5,199.937,0.0,-9.645,A,0.505,0.0,0.159,
197,30587,303.01,135,100.0,0,0.5597,0.2193,67.5,255.072,0.0,-19.566,A,0.506,0.0,0.159,
