episode,timestep,reward,steps,visibility_pct,survived,mean_action_mag,mean_action_jerk,r_track_sum,r_alive_sum,r_jerk_sum,term_reason
64,13422,37.85,218,92.2,0,0.466,0.4593,16.051,21.8,0.0,
65,13584,18.99,162,68.5,0,0.5141,0.449,2.787,16.2,0.0,
66,13760,-15.7,176,62.5,0,0.5126,0.4878,-33.299,17.6,0.0,
67,13874,55.14,114,82.5,0,0.5053,0.4101,45.74,11.4,0.0,altitude_high
68,14090,22.68,216,72.2,0,0.5094,0.4605,3.084,21.6,0.0,altitude_high
69,14246,50.71,156,100.0,0,0.4613,0.4589,35.111,15.6,0.0,
70,14435,23.28,189,68.8,0,0.5074,0.4473,4.383,18.9,0.0,
71,14764,13.13,329,66.9,0,0.406,0.5039,-19.769,32.9,0.0,lost_target
72,14945,2.58,181,68.0,0,0.5336,0.4497,-15.518,18.1,0.0,
73,15162,62.63,217,74.2,0,0.5363,0.4288,40.935,21.7,0.0,
74,15379,12.39,217,53.9,0,0.6031,0.376,-9.309,21.7,0.0,lost_target
75,15554,52.45,175,88.0,0,0.508,0.4236,36.948,17.5,0.0,altitude_high
76,15743,91.51,189,99.5,0,0.493,0.4184,72.608,18.9,0.0,
77,15968,145.14,225,98.2,0,0.4707,0.5461,124.643,22.5,0.0,altitude_low
78,16128,94.93,160,100.0,0,0.4638,0.5495,80.933,16.0,0.0,altitude_low
79,16321,123.55,193,100.0,0,0.4566,0.5418,104.25,19.3,0.0,
80,16544,162.0,223,100.0,0,0.4122,0.4703,139.696,22.3,0.0,
81,16803,14.03,259,67.6,0,0.4887,0.4853,-11.868,25.9,0.0,
82,16943,104.14,140,100.0,0,0.4378,0.4525,92.135,14.0,0.0,altitude_high
83,17150,185.83,207,100.0,0,0.4341,0.5273,165.127,20.7,0.0,
84,17385,109.51,235,100.0,0,0.5134,0.4941,86.01,23.5,0.0,
85,17613,33.7,228,79.4,0,0.5026,0.4901,10.901,22.8,0.0,
86,17790,31.12,177,92.1,0,0.4567,0.4833,13.416,17.7,0.0,
87,17986,98.48,196,100.0,0,0.4717,0.5192,78.885,19.6,0.0,
88,18210,79.82,224,94.6,0,0.4822,0.4807,57.422,22.4,0.0,
89,18633,216.73,423,93.4,0,0.4162,0.5071,176.433,42.3,0.0,altitude_high
90,18805,91.12,172,87.2,0,0.4927,0.4249,75.921,17.2,0.0,altitude_high
91,19071,72.21,266,85.3,0,0.4379,0.4511,47.608,26.6,0.0,altitude_high
92,19425,-89.24,354,55.4,0,0.4352,0.4936,-124.637,35.4,0.0,lost_target
93,19638,79.88,213,89.7,0,0.4896,0.4964,60.585,21.3,0.0,altitude_high
94,19869,108.43,231,93.9,0,0.4394,0.558,87.327,23.1,0.0,altitude_high
95,20218,216.46,349,92.0,0,0.4707,0.5005,181.561,34.9,0.0,
96,20385,118.21,167,100.0,0,0.4051,0.4541,103.508,16.7,0.0,altitude_high
97,20558,87.19,173,90.8,0,0.3905,0.4504,71.886,17.3,0.0,altitude_high
98,20839,131.43,281,96.8,0,0.4282,0.4565,105.335,28.1,0.0,altitude_high
99,21077,127.89,238,95.4,0,0.4222,0.4638,104.086,23.8,0.0,
100,21288,119.57,211,97.2,0,0.4021,0.4595,100.468,21.1,0.0,altitude_high
101,21605,24.95,317,62.8,0,0.4158,0.5366,-6.746,31.7,0.0,lost_target
102,21823,122.47,218,100.0,0,0.3669,0.4801,102.669,21.8,0.0,altitude_high
103,22091,93.17,268,92.2,0,0.4447,0.5333,66.367,26.8,0.0,
104,22417,30.14,326,72.4,0,0.4594,0.5048,-2.463,32.6,0.0,
105,22718,-10.2,301,66.8,0,0.4396,0.5287,-40.298,30.1,0.0,lost_target
106,22903,110.43,185,100.0,0,0.3678,0.5197,93.932,18.5,0.0,altitude_high
107,23164,101.18,261,90.4,0,0.4003,0.4528,77.078,26.1,0.0,altitude_high
108,23481,63.53,317,78.5,0,0.4623,0.4923,31.827,31.7,0.0,
109,23708,49.16,227,73.1,0,0.4222,0.5381,26.456,22.7,0.0,
110,24190,139.39,482,79.3,0,0.402,0.5659,91.191,48.2,0.0,lost_target
111,24537,29.3,347,66.6,0,0.4061,0.4941,-5.404,34.7,0.0,lost_target
112,24943,112.91,406,75.4,0,0.4276,0.5481,72.307,40.6,0.0,lost_target
113,25285,28.35,342,70.8,0,0.4365,0.5416,-5.853,34.2,0.0,lost_target
114,25654,10.91,369,72.9,0,0.4153,0.4887,-25.989,36.9,0.0,lost_target
115,25949,80.94,295,93.6,0,0.4124,0.4645,51.441,29.5,0.0,
116,26323,26.23,374,71.9,0,0.3743,0.54,-11.166,37.4,0.0,lost_target
117,26505,112.1,182,100.0,0,0.3596,0.5017,95.901,18.2,0.0,altitude_high
118,26804,-16.44,299,66.6,0,0.415,0.5807,-46.339,29.9,0.0,lost_target
119,27131,26.54,327,67.6,0,0.3727,0.5328,-6.161,32.7,0.0,lost_target
120,27458,3.01,327,69.4,0,0.4139,0.5403,-29.689,32.7,0.0,lost_target
121,27802,31.65,344,70.9,0,0.3986,0.5415,-2.75,34.4,0.0,lost_target
122,28142,138.2,340,98.8,0,0.36,0.5145,106.202,34.0,0.0,altitude_high
123,28484,-18.32,342,70.8,0,0.4027,0.5253,-52.519,34.2,0.0,lost_target
124,28778,0.95,294,65.0,0,0.3696,0.4787,-28.451,29.4,0.0,lost_target
125,29293,149.09,515,80.6,0,0.446,0.5935,97.593,51.5,0.0,lost_target
126,29562,125.49,269,93.3,0,0.4088,0.5193,98.592,26.9,0.0,
127,29897,-6.22,335,70.1,0,0.4101,0.5509,-39.715,33.5,0.0,lost_target
128,30327,36.57,430,76.7,0,0.4138,0.5371,-6.431,43.0,0.0,lost_target
129,30695,-8.03,368,72.8,0,0.3928,0.4958,-44.831,36.8,0.0,lost_target
130,31103,78.41,408,75.5,0,0.4278,0.58,37.611,40.8,0.0,lost_target
131,31381,-2.33,278,62.9,0,0.3683,0.4622,-30.126,27.8,0.0,lost_target
132,31794,67.77,413,74.8,0,0.4128,0.5753,26.47,41.3,0.0,lost_target
133,32157,65.67,363,76.9,0,0.4444,0.6024,31.372,36.3,0.0,altitude_low
134,32491,152.61,334,100.0,0,0.4248,0.57,121.21,33.4,0.0,altitude_low
135,32849,24.69,358,72.1,0,0.3741,0.5098,-11.11,35.8,0.0,lost_target
136,33383,135.05,534,81.3,0,0.4196,0.5815,81.651,53.4,0.0,lost_target
137,33798,146.16,415,95.4,0,0.4252,0.5725,104.657,41.5,0.0,
138,34145,-5.81,347,71.2,0,0.389,0.5349,-40.511,34.7,0.0,lost_target
139,34547,24.66,402,75.1,0,0.4308,0.5494,-15.54,40.2,0.0,lost_target
140,34831,-29.63,284,64.8,0,0.4491,0.542,-58.026,28.4,0.0,lost_target
141,35332,70.37,501,80.0,0,0.4133,0.5759,20.27,50.1,0.0,lost_target
142,35563,123.57,231,95.7,0,0.4231,0.5108,100.473,23.1,0.0,
143,35963,42.89,400,75.0,0,0.3877,0.54,2.892,40.0,0.0,lost_target
144,36235,-25.19,272,63.2,0,0.406,0.5125,-52.387,27.2,0.0,lost_target
145,36600,34.18,365,72.6,0,0.4163,0.5938,-2.325,36.5,0.0,lost_target
146,36975,1.31,375,73.3,0,0.4123,0.5789,-36.191,37.5,0.0,lost_target
147,37452,138.76,477,79.0,0,0.44,0.603,91.064,47.7,0.0,lost_target
148,37815,76.92,363,72.5,0,0.4152,0.5478,40.619,36.3,0.0,lost_target
149,38167,-5.98,352,71.6,0,0.3876,0.517,-41.177,35.2,0.0,lost_target
150,38649,107.46,482,79.3,0,0.433,0.6125,59.257,48.2,0.0,lost_target
151,38948,2.0,299,66.6,0,0.4292,0.6012,-27.905,29.9,0.0,lost_target
152,39408,78.51,460,77.8,0,0.3934,0.5412,32.506,46.0,0.0,lost_target
153,39883,170.77,475,97.1,0,0.4156,0.5636,123.273,47.5,0.0,
