episode,timestep,reward,steps,mean_distance,visibility_pct,mean_fraction,mean_fraction_error,target_speed
1,61,-505.0,61,5.799,0.0,0,0,0.05
2,117,-480.0,56,3.91,0.0,0,0,0.05
3,179,-11455.0,62,4.617,17.7,0.0116,0.2384,0.05
4,238,-495.0,59,5.865,0.0,0,0,0.05
5,320,-610.0,82,3.47,0.0,0,0,0.05
6,381,-505.0,61,4.648,0.0,0,0,0.05
7,444,-515.0,63,3.58,0.0,0,0,0.05
8,490,-430.0,46,5.167,0.0,0,0,0.05
9,559,-545.0,69,2.753,0.0,0,0,0.05
10,644,-625.0,85,3.684,0.0,0,0,0.05
11,694,-450.0,50,4.201,0.0,0,0,0.05
12,728,-370.0,34,3.546,0.0,0,0,0.05
13,791,-10284.0,63,4.23,17.5,0.0554,0.1946,0.05
14,852,-505.0,61,4.381,0.0,0,0,0.05
15,909,-19814.35,57,2.915,75.4,0.1131,0.1369,0.05
16,943,-370.0,34,3.211,0.0,0,0,0.05
17,1041,-690.0,98,4.295,0.0,0,0,0.05
18,1155,-6740.0,114,4.164,5.3,0.0205,0.2295,0.05
19,1263,-740.0,108,7.932,0.0,0,0,0.05
20,1384,-805.0,121,5.159,0.0,0,0,0.05
21,1434,-450.0,50,6.636,0.0,0,0,0.05
22,1498,-520.0,64,5.13,0.0,0,0,0.05
23,1601,-19620.0,103,4.782,18.4,0.0125,0.2375,0.05
24,1659,-490.0,58,4.999,0.0,0,0,0.05
25,1737,-590.0,78,4.58,0.0,0,0,0.05
26,1829,-660.0,92,3.024,0.0,0,0,0.05
27,1945,-780.0,116,4.813,0.0,0,0,0.05
28,2034,-645.0,89,4.105,0.0,0,0,0.05
29,2094,-500.0,60,4.757,0.0,0,0,0.051
30,2147,-465.0,53,7.381,0.0,0,0,0.051
31,2243,-680.0,96,2.966,0.0,0,0,0.051
32,2318,-575.0,75,6.5,0.0,0,0,0.051
33,2403,-625.0,85,2.999,0.0,0,0,0.051
34,2473,-550.0,70,7.42,0.0,0,0,0.051
35,2526,-465.0,53,6.822,0.0,0,0,0.051
36,2595,-545.0,69,3.011,0.0,0,0,0.051
37,2651,-480.0,56,4.199,0.0,0,0,0.051
38,2720,-545.0,69,3.249,0.0,0,0,0.051
39,2775,-475.0,55,3.828,0.0,0,0,0.051
40,2864,-645.0,89,3.539,0.0,0,0,0.051
41,2948,-620.0,84,4.648,0.0,0,0,0.051
42,3027,-595.0,79,5.833,0.0,0,0,0.051
43,3083,-480.0,56,6.366,0.0,0,0,0.051
44,3202,-795.0,119,6.002,0.0,0,0,0.051
45,3340,-14113.67,138,3.527,47.8,0.178,0.099,0.051
46,3412,-560.0,72,3.598,0.0,0,0,0.051
47,3490,-590.0,78,4.626,0.0,0,0,0.051
48,3547,-485.0,57,5.026,0.0,0,0,0.051
49,3581,-370.0,34,5.121,0.0,0,0,0.051
50,3671,-650.0,90,3.228,0.0,0,0,0.051
51,3787,-780.0,116,7.344,0.0,0,0,0.051
52,3861,-570.0,74,5.094,0.0,0,0,0.051
53,3922,-505.0,61,6.632,0.0,0,0,0.051
54,3992,-550.0,70,5.522,0.0,0,0,0.051
55,4047,-475.0,55,5.927,0.0,0,0,0.051
56,4196,-945.0,149,3.532,0.0,0,0,0.051
57,4288,-3645.0,92,5.073,3.3,0.0277,0.2223,0.051
58,4359,-555.0,71,5.021,0.0,0,0,0.051
59,4419,-500.0,60,3.379,0.0,0,0,0.051
60,4454,-375.0,35,6.598,0.0,0,0,0.051
61,4534,-600.0,80,7.001,0.0,0,0,0.051
62,4610,-580.0,76,2.405,0.0,0,0,0.051
63,4658,-440.0,48,5.279,0.0,0,0,0.051
64,4712,-470.0,54,7.013,0.0,0,0,0.051
65,4746,-370.0,34,4.821,0.0,0,0,0.051
66,4808,-510.0,62,3.943,0.0,0,0,0.051
67,4867,-495.0,59,4.981,0.0,0,0,0.051
68,4912,-425.0,45,5.608,0.0,0,0,0.051
69,4963,-455.0,51,4.305,0.0,0,0,0.051
70,5053,-650.0,90,4.04,0.0,0,0,0.051
71,5105,-460.0,52,3.824,0.0,0,0,0.051
72,5154,-445.0,49,5.133,0.0,0,0,0.051
73,5193,-395.0,39,6.288,0.0,0,0,0.051
74,5241,-440.0,48,4.443,0.0,0,0,0.051
75,5303,-510.0,62,4.66,0.0,0,0,0.051
76,5337,-370.0,34,5.645,0.0,0,0,0.051
77,5468,-15780.0,131,4.023,11.5,0.0251,0.2249,0.051
78,5513,-425.0,45,5.38,0.0,0,0,0.051
79,5564,-455.0,51,4.089,0.0,0,0,0.051
80,5615,-455.0,51,3.903,0.0,0,0,0.051
81,5657,-410.0,42,5.241,0.0,0,0,0.051
82,5724,-535.0,67,5.709,0.0,0,0,0.051
83,5763,-395.0,39,5.546,0.0,0,0,0.051
84,5820,-485.0,57,3.758,0.0,0,0,0.051
85,5864,-420.0,44,4.741,0.0,0,0,0.051
86,5947,-24689.57,83,2.647,53.0,0.1067,0.1433,0.051
87,6011,-520.0,64,6.133,0.0,0,0,0.051
88,6059,-440.0,48,4.175,0.0,0,0,0.051
89,6150,-655.0,91,4.344,0.0,0,0,0.052
90,6216,-530.0,66,5.373,0.0,0,0,0.052
91,6265,-445.0,49,3.67,0.0,0,0,0.052
92,6348,-615.0,83,4.803,0.0,0,0,0.052
93,6402,-470.0,54,5.887,0.0,0,0,0.052
94,6453,-455.0,51,4.105,0.0,0,0,0.052
95,6541,-640.0,88,7.418,0.0,0,0,0.052
96,6580,-395.0,39,4.281,0.0,0,0,0.052
97,6621,-405.0,41,5.648,0.0,0,0,0.052
98,6740,-795.0,119,4.818,0.0,0,0,0.052
99,6838,-690.0,98,5.418,0.0,0,0,0.052
100,6890,-460.0,52,5.285,0.0,0,0,0.052
101,6971,-605.0,81,5.513,0.0,0,0,0.052
102,7027,-480.0,56,5.751,0.0,0,0,0.052
103,7089,-510.0,62,5.909,0.0,0,0,0.052
104,7179,-650.0,90,5.637,0.0,0,0,0.052
105,7283,-720.0,104,3.669,0.0,0,0,0.052
106,7324,-405.0,41,3.683,0.0,0,0,0.052
107,7430,-730.0,106,4.391,0.0,0,0,0.052
108,7519,-645.0,89,5.973,0.0,0,0,0.052
109,7569,-450.0,50,5.141,0.0,0,0,0.052
110,7602,-365.0,33,4.126,0.0,0,0,0.052
111,7636,-370.0,34,3.512,0.0,0,0,0.052
112,7696,-500.0,60,3.274,0.0,0,0,0.052
113,7747,-455.0,51,3.795,0.0,0,0,0.052
114,7869,-810.0,122,4.636,0.0,0,0,0.052
115,7924,-475.0,55,6.205,0.0,0,0,0.052
116,7998,-570.0,74,6.038,0.0,0,0,0.052
117,8083,-625.0,85,4.659,0.0,0,0,0.052
118,8166,-615.0,83,5.97,0.0,0,0,0.052
119,8228,-510.0,62,4.633,0.0,0,0,0.052
120,8329,-1700.0,101,5.864,1.0,0.0293,0.2207,0.052
121,8363,-370.0,34,3.763,0.0,0,0,0.052
122,8454,-655.0,91,4.0,0.0,0,0,0.052
123,8494,-400.0,40,4.01,0.0,0,0,0.052
124,8558,-520.0,64,4.484,0.0,0,0,0.052
125,8640,-610.0,82,4.599,0.0,0,0,0.052
126,8681,-405.0,41,3.589,0.0,0,0,0.052
127,8816,-20775.0,135,3.753,14.8,0.0364,0.2136,0.052
128,8906,-650.0,90,7.289,0.0,0,0,0.052
129,8965,-495.0,59,3.961,0.0,0,0,0.052
130,8999,-370.0,34,4.324,0.0,0,0,0.052
131,9048,-445.0,49,5.945,0.0,0,0,0.052
132,9175,-835.0,127,4.894,0.0,0,0,0.052
133,9272,-685.0,97,6.293,0.0,0,0,0.052
134,9308,-380.0,36,3.423,0.0,0,0,0.052
135,9436,-840.0,128,4.261,0.0,0,0,0.052
136,9476,-400.0,40,5.57,0.0,0,0,0.052
137,9538,-510.0,62,6.032,0.0,0,0,0.052
138,9584,-430.0,46,3.85,0.0,0,0,0.052
139,9649,-525.0,65,3.981,0.0,0,0,0.052
140,9767,-790.0,118,3.984,0.0,0,0,0.052
141,9856,-645.0,89,3.224,0.0,0,0,0.052
142,9957,-705.0,101,8.395,0.0,0,0,0.052
143,10008,-455.0,51,3.259,0.0,0,0,0.052
144,10097,-645.0,89,4.945,0.0,0,0,0.052
145,10148,-455.0,51,3.602,0.0,0,0,0.052
146,10303,-975.0,155,4.044,0.0,0,0,0.053
147,10351,-440.0,48,3.905,0.0,0,0,0.053
148,10414,-515.0,63,4.296,0.0,0,0,0.053
149,10488,-26440.0,74,4.975,35.1,0.0199,0.2301,0.053
150,10531,-415.0,43,3.443,0.0,0,0,0.053
151,10593,-510.0,62,4.272,0.0,0,0,0.053
152,10660,-535.0,67,6.996,0.0,0,0,0.053
153,10814,-970.0,154,3.805,0.0,0,0,0.053
154,10950,-880.0,136,7.105,0.0,0,0,0.053
155,10986,-380.0,36,7.217,0.0,0,0,0.053
156,11110,-820.0,124,3.642,0.0,0,0,0.053
157,11149,-395.0,39,5.586,0.0,0,0,0.053
158,11221,-560.0,72,3.718,0.0,0,0,0.053
159,11263,-410.0,42,4.628,0.0,0,0,0.053
160,11321,-490.0,58,3.825,0.0,0,0,0.053
161,11366,-425.0,45,5.344,0.0,0,0,0.053
162,11410,-420.0,44,4.86,0.0,0,0,0.053
163,11511,-705.0,101,8.195,0.0,0,0,0.053
164,11574,-515.0,63,4.979,0.0,0,0,0.053
165,11708,-870.0,134,4.916,0.0,0,0,0.053
166,11806,-690.0,98,3.611,0.0,0,0,0.053
167,11858,-460.0,52,4.07,0.0,0,0,0.053
168,11926,-540.0,68,6.948,0.0,0,0,0.053
169,11972,-430.0,46,3.695,0.0,0,0,0.053
170,12032,-23434.71,60,3.5,45.0,0.0573,0.1927,0.053
171,12157,-825.0,125,3.808,0.0,0,0,0.053
172,12198,-405.0,41,6.425,0.0,0,0,0.053
173,12303,-725.0,105,7.234,0.0,0,0,0.053
174,12387,-620.0,84,3.063,0.0,0,0,0.053
175,12442,-475.0,55,4.113,0.0,0,0,0.053
176,12507,-525.0,65,3.083,0.0,0,0,0.053
177,12559,-460.0,52,3.619,0.0,0,0,0.053
178,12612,-465.0,53,3.483,0.0,0,0,0.053
179,12649,-385.0,37,4.081,0.0,0,0,0.053
180,12692,-415.0,43,3.772,0.0,0,0,0.053
181,12789,-685.0,97,4.14,0.0,0,0,0.053
182,12878,-645.0,89,3.437,0.0,0,0,0.053
183,12959,-605.0,81,4.096,0.0,0,0,0.053
184,13012,-465.0,53,6.063,0.0,0,0,0.053
185,13085,-49847.28,73,4.19,87.7,0.0782,0.1718,0.053
186,13134,-445.0,49,4.892,0.0,0,0,0.053
187,13186,-460.0,52,6.817,0.0,0,0,0.053
188,13318,-860.0,132,5.637,0.0,0,0,0.053
189,13364,-430.0,46,5.361,0.0,0,0,0.053
190,13435,-555.0,71,4.441,0.0,0,0,0.053
191,13513,-590.0,78,6.2,0.0,0,0,0.053
192,13570,-485.0,57,5.376,0.0,0,0,0.053
193,13638,-540.0,68,3.692,0.0,0,0,0.053
194,13748,-750.0,110,4.414,0.0,0,0,0.053
195,13804,-480.0,56,5.646,0.0,0,0,0.053
196,13910,-730.0,106,4.115,0.0,0,0,0.053
197,14081,-1055.0,171,7.026,0.0,0,0,0.053
198,14172,-655.0,91,7.38,0.0,0,0,0.053
199,14237,-525.0,65,3.856,0.0,0,0,0.053
200,14337,-700.0,100,3.165,0.0,0,0,0.054
201,14377,-400.0,40,5.405,0.0,0,0,0.054
202,14457,-600.0,80,3.473,0.0,0,0,0.054
203,14562,-18026.52,105,4.1,34.3,0.1141,0.1359,0.054
204,14699,-885.0,137,7.167,0.0,0,0,0.054
205,14747,-440.0,48,6.568,0.0,0,0,0.054
206,14804,-485.0,57,3.892,0.0,0,0,0.054
207,14961,-985.0,157,5.168,0.0,0,0,0.054
208,15027,-530.0,66,4.406,0.0,0,0,0.054
209,15150,-815.0,123,4.741,0.0,0,0,0.054
210,15253,-715.0,103,6.467,0.0,0,0,0.054
211,15344,-655.0,91,4.029,0.0,0,0,0.054
212,15459,-775.0,115,4.119,0.0,0,0,0.054
213,15553,-670.0,94,6.313,0.0,0,0,0.054
214,15681,-840.0,128,7.467,0.0,0,0,0.054
215,15728,-435.0,47,6.294,0.0,0,0,0.054
216,15823,-675.0,95,3.061,0.0,0,0,0.054
217,15891,-540.0,68,7.275,0.0,0,0,0.054
218,15929,-390.0,38,3.693,0.0,0,0,0.054
219,15994,-34334.31,65,3.714,52.3,0.0472,0.2028,0.054
220,16078,-620.0,84,3.836,0.0,0,0,0.054
221,16192,-770.0,114,5.445,0.0,0,0,0.054
222,16273,-605.0,81,4.596,0.0,0,0,0.054
223,16307,-370.0,34,5.297,0.0,0,0,0.054
224,16425,-790.0,118,7.597,0.0,0,0,0.054
225,16524,-695.0,99,7.251,0.0,0,0,0.054
226,16584,-500.0,60,3.988,0.0,0,0,0.054
227,16642,-490.0,58,3.793,0.0,0,0,0.054
228,16751,-745.0,109,3.506,0.0,0,0,0.054
229,16840,-17560.0,89,4.927,19.1,0.02,0.23,0.054
230,16929,-645.0,89,6.556,0.0,0,0,0.054
231,16997,-540.0,68,3.471,0.0,0,0,0.054
232,17122,-2499.61,125,3.769,24.8,0.174,0.076,0.054
233,17271,-945.0,149,7.306,0.0,0,0,0.054
234,17359,-7605.0,88,4.41,8.0,0.0039,0.2461,0.054
235,17419,-500.0,60,4.499,0.0,0,0,0.054
236,17475,-480.0,56,3.715,0.0,0,0,0.054
237,17531,-480.0,56,5.175,0.0,0,0,0.054
238,17613,-610.0,82,3.74,0.0,0,0,0.054
239,17667,-470.0,54,4.202,0.0,0,0,0.054
240,17791,-820.0,124,2.98,0.0,0,0,0.054
241,17825,-370.0,34,7.651,0.0,0,0,0.054
242,17886,-505.0,61,3.32,0.0,0,0,0.054
243,17957,-555.0,71,4.809,0.0,0,0,0.054
244,18011,-470.0,54,3.953,0.0,0,0,0.054
245,18111,-700.0,100,6.731,0.0,0,0,0.054
246,18169,-490.0,58,6.01,0.0,0,0,0.054
247,18206,-385.0,37,5.226,0.0,0,0,0.054
248,18246,-400.0,40,7.506,0.0,0,0,0.054
249,18347,-15189.46,101,3.757,14.9,0.049,0.201,0.054
250,18441,-670.0,94,5.658,0.0,0,0,0.055
251,18482,-405.0,41,7.256,0.0,0,0,0.055
252,18521,-395.0,39,3.837,0.0,0,0,0.055
253,18627,-730.0,106,3.086,0.0,0,0,0.055
254,18697,-550.0,70,6.696,0.0,0,0,0.055
255,18802,-725.0,105,3.612,0.0,0,0,0.055
256,18838,-380.0,36,6.69,0.0,0,0,0.055
257,18907,-545.0,69,4.624,0.0,0,0,0.055
258,18948,-405.0,41,6.063,0.0,0,0,0.055
259,19114,-1030.0,166,5.958,0.0,0,0,0.055
260,19146,-360.0,32,4.439,0.0,0,0,0.055
261,19177,-355.0,31,3.402,0.0,0,0,0.055
262,19229,-460.0,52,7.109,0.0,0,0,0.055
263,19317,-640.0,88,5.489,0.0,0,0,0.055
264,19384,-535.0,67,5.113,0.0,0,0,0.055
265,19432,-440.0,48,4.656,0.0,0,0,0.055
266,19483,-455.0,51,3.861,0.0,0,0,0.055
267,19548,-525.0,65,4.041,0.0,0,0,0.055
268,19690,-910.0,142,6.065,0.0,0,0,0.055
269,19744,-470.0,54,4.046,0.0,0,0,0.055
270,19820,-580.0,76,4.31,0.0,0,0,0.055
271,19967,-935.0,147,5.627,0.0,0,0,0.055
272,20021,-470.0,54,6.139,0.0,0,0,0.055
273,20093,-560.0,72,4.669,0.0,0,0,0.055
274,20148,-475.0,55,4.145,0.0,0,0,0.055
275,20201,-465.0,53,4.701,0.0,0,0,0.055
276,20284,-615.0,83,4.086,0.0,0,0,0.055
277,20391,-735.0,107,7.385,0.0,0,0,0.055
278,20441,-450.0,50,4.194,0.0,0,0,0.055
279,20536,-675.0,95,3.453,0.0,0,0,0.055
280,20642,-730.0,106,6.447,0.0,0,0,0.055
281,20713,-12716.95,71,3.036,38.0,0.1121,0.1379,0.055
282,20900,-1135.0,187,6.868,0.0,0,0,0.055
283,21108,-1240.0,208,3.639,0.0,0,0,0.055
284,21215,-735.0,107,3.829,0.0,0,0,0.055
285,21271,-480.0,56,6.647,0.0,0,0,0.055
286,21344,-565.0,73,4.153,0.0,0,0,0.055
287,21430,-630.0,86,3.197,0.0,0,0,0.055
288,21478,-440.0,48,3.742,0.0,0,0,0.055
289,21537,-495.0,59,6.413,0.0,0,0,0.055
290,21641,-720.0,104,6.506,0.0,0,0,0.055
291,21676,-375.0,35,6.733,0.0,0,0,0.055
292,21734,-490.0,58,7.376,0.0,0,0,0.055
293,21888,-970.0,154,6.492,0.0,0,0,0.055
294,21968,-600.0,80,3.605,0.0,0,0,0.055
295,22006,-390.0,38,4.358,0.0,0,0,0.055
296,22046,-400.0,40,3.858,0.0,0,0,0.055
297,22144,-690.0,98,6.267,0.0,0,0,0.055
298,22245,-705.0,101,4.51,0.0,0,0,0.055
299,22387,-910.0,142,5.547,0.0,0,0,0.055
300,22493,-730.0,106,6.838,0.0,0,0,0.055
301,22551,-490.0,58,4.732,0.0,0,0,0.056
302,22618,-535.0,67,6.727,0.0,0,0,0.056
303,22665,-435.0,47,3.115,0.0,0,0,0.056
304,22759,-670.0,94,3.781,0.0,0,0,0.056
305,22894,-875.0,135,4.201,0.0,0,0,0.056
306,23017,-815.0,123,6.517,0.0,0,0,0.056
307,23096,-595.0,79,4.356,0.0,0,0,0.056
308,23171,-19480.0,75,5.306,25.3,0.0462,0.2038,0.056
309,23223,-460.0,52,4.942,0.0,0,0,0.056
310,23330,-735.0,107,3.549,0.0,0,0,0.056
311,23416,-630.0,86,6.353,0.0,0,0,0.056
312,23472,-480.0,56,4.342,0.0,0,0,0.056
313,23597,-825.0,125,7.976,0.0,0,0,0.056
314,23732,-1168.96,135,3.073,8.9,0.2016,0.0714,0.056
315,23804,-560.0,72,7.508,0.0,0,0,0.056
316,23878,-570.0,74,6.03,0.0,0,0,0.056
317,23944,-530.0,66,7.079,0.0,0,0,0.056
318,24054,-6720.0,110,2.157,5.5,0.0109,0.2391,0.056
319,24136,-610.0,82,5.324,0.0,0,0,0.056
320,24191,-475.0,55,3.316,0.0,0,0,0.056
321,24343,-960.0,152,3.874,0.0,0,0,0.056
322,24390,-435.0,47,4.523,0.0,0,0,0.056
323,24494,-720.0,104,4.794,0.0,0,0,0.056
324,24549,-475.0,55,5.383,0.0,0,0,0.056
325,24627,-590.0,78,7.103,0.0,0,0,0.056
326,24764,-885.0,137,2.974,0.0,0,0,0.056
327,24944,-1100.0,180,4.365,0.0,0,0,0.056
328,25002,-490.0,58,7.514,0.0,0,0,0.056
329,25069,-535.0,67,4.654,0.0,0,0,0.056
330,25154,-17888.16,85,3.966,54.1,0.1257,0.1243,0.056
331,25213,-495.0,59,6.389,0.0,0,0,0.056
332,25308,-675.0,95,5.153,0.0,0,0,0.056
333,25402,-670.0,94,7.124,0.0,0,0,0.056
334,25443,-405.0,41,4.412,0.0,0,0,0.056
335,25542,-695.0,99,4.612,0.0,0,0,0.056
336,25590,-440.0,48,4.087,0.0,0,0,0.056
337,25678,-640.0,88,3.25,0.0,0,0,0.056
338,25761,-15540.0,83,3.755,18.1,0.0124,0.2376,0.056
339,25810,-445.0,49,6.875,0.0,0,0,0.056
340,25893,-615.0,83,6.689,0.0,0,0,0.056
341,26000,-735.0,107,2.885,0.0,0,0,0.056
342,26073,-565.0,73,3.745,0.0,0,0,0.056
343,26110,-385.0,37,6.549,0.0,0,0,0.056
344,26236,-830.0,126,5.111,0.0,0,0,0.056
345,26298,-510.0,62,7.743,0.0,0,0,0.056
346,26448,-950.0,150,3.919,0.0,0,0,0.056
347,26587,-895.0,139,4.893,0.0,0,0,0.056
348,26632,-425.0,45,4.515,0.0,0,0,0.057
349,26725,-665.0,93,4.172,0.0,0,0,0.057
350,26816,-655.0,91,6.895,0.0,0,0,0.057
351,26872,-480.0,56,4.843,0.0,0,0,0.057
352,26937,-525.0,65,3.871,0.0,0,0,0.057
353,27012,-575.0,75,3.591,0.0,0,0,0.057
354,27133,-805.0,121,4.014,0.0,0,0,0.057
355,27359,-1330.0,226,6.679,0.0,0,0,0.057
356,27477,-790.0,118,4.388,0.0,0,0,0.057
357,27534,-485.0,57,4.292,0.0,0,0,0.057
358,27595,-505.0,61,3.384,0.0,0,0,0.057
359,27739,-920.0,144,3.624,0.0,0,0,0.057
360,27840,-705.0,101,3.14,0.0,0,0,0.057
361,27918,-590.0,78,5.494,0.0,0,0,0.057
362,28061,-915.0,143,6.545,0.0,0,0,0.057
363,28197,-880.0,136,7.377,0.0,0,0,0.057
364,28272,-575.0,75,4.791,0.0,0,0,0.057
365,28437,-1025.0,165,5.263,0.0,0,0,0.057
366,28520,-615.0,83,3.906,0.0,0,0,0.057
367,28619,-695.0,99,5.816,0.0,0,0,0.057
368,28700,-20361.63,81,3.224,24.7,0.0456,0.2044,0.057
369,28809,-745.0,109,5.786,0.0,0,0,0.057
370,28893,-620.0,84,4.068,0.0,0,0,0.057
371,28944,-455.0,51,3.938,0.0,0,0,0.057
372,28991,-435.0,47,6.262,0.0,0,0,0.057
373,29078,-635.0,87,4.267,0.0,0,0,0.057
374,29157,-595.0,79,2.986,0.0,0,0,0.057
375,29298,-905.0,141,4.503,0.0,0,0,0.057
376,29357,-495.0,59,4.365,0.0,0,0,0.057
377,29521,-1020.0,164,6.409,0.0,0,0,0.057
378,29571,-6420.0,50,4.577,12.0,0.0052,0.2448,0.057
379,29625,-470.0,54,4.836,0.0,0,0,0.057
380,29722,-685.0,97,3.744,0.0,0,0,0.057
381,29775,-465.0,53,5.155,0.0,0,0,0.057
382,29894,-795.0,119,4.947,0.0,0,0,0.057
383,29971,-585.0,77,3.351,0.0,0,0,0.057
384,30043,-560.0,72,3.854,0.0,0,0,0.057
385,30148,-725.0,105,6.446,0.0,0,0,0.057
386,30218,-550.0,70,5.641,0.0,0,0,0.057
387,30352,-870.0,134,5.05,0.0,0,0,0.057
388,30416,-520.0,64,3.533,0.0,0,0,0.057
389,30471,-475.0,55,4.517,0.0,0,0,0.057
390,30550,-595.0,79,5.658,0.0,0,0,0.057
391,30600,-450.0,50,5.091,0.0,0,0,0.057
392,30680,-600.0,80,3.695,0.0,0,0,0.057
393,30741,-14435.0,61,4.725,23.0,0.0379,0.2121,0.058
394,30900,-995.0,159,4.815,0.0,0,0,0.058
395,31021,-805.0,121,5.189,0.0,0,0,0.058
396,31144,-15864.1,123,3.969,32.5,0.1297,0.1203,0.058
397,31230,-630.0,86,3.302,0.0,0,0,0.058
398,31381,-955.0,151,2.978,0.0,0,0,0.058
399,31456,-575.0,75,2.631,0.0,0,0,0.058
400,31622,-1030.0,166,4.599,0.0,0,0,0.058
401,31762,-900.0,140,5.668,0.0,0,0,0.058
402,31885,-815.0,123,6.53,0.0,0,0,0.058
403,31924,-395.0,39,4.272,0.0,0,0,0.058
404,32049,-825.0,125,3.508,0.0,0,0,0.058
405,32121,-560.0,72,4.893,0.0,0,0,0.058
406,32275,-970.0,154,3.823,0.0,0,0,0.058
407,32347,-560.0,72,6.022,0.0,0,0,0.058
408,32462,-775.0,115,5.185,0.0,0,0,0.058
409,32523,-505.0,61,4.182,0.0,0,0,0.058
410,32677,-970.0,154,8.164,0.0,0,0,0.058
411,32804,-835.0,127,4.632,0.0,0,0,0.058
412,32932,-840.0,128,6.444,0.0,0,0,0.058
413,32988,-10780.02,56,3.882,35.7,0.1045,0.1455,0.058
414,33128,-900.0,140,6.311,0.0,0,0,0.058
415,33295,-1035.0,167,4.743,0.0,0,0,0.058
416,33422,-39640.0,127,7.326,30.7,0.025,0.225,0.058
417,33652,-7320.0,230,4.369,2.6,0.0054,0.2446,0.058
418,33699,-435.0,47,6.705,0.0,0,0,0.058
419,33754,-475.0,55,4.199,0.0,0,0,0.058
420,33867,-765.0,113,4.196,0.0,0,0,0.058
421,34018,-955.0,151,5.677,0.0,0,0,0.058
422,34113,-12840.86,95,4.303,15.8,0.068,0.182,0.058
423,34156,-415.0,43,4.586,0.0,0,0,0.058
424,34266,-21645.0,110,5.058,19.1,0.0099,0.2401,0.058
425,34352,-630.0,86,3.96,0.0,0,0,0.058
426,34473,-805.0,121,5.082,0.0,0,0,0.058
427,34542,-545.0,69,4.014,0.0,0,0,0.058
428,34613,-555.0,71,4.977,0.0,0,0,0.058
429,34679,-530.0,66,3.928,0.0,0,0,0.058
430,34812,-865.0,133,5.28,0.0,0,0,0.058
431,34906,-670.0,94,3.988,0.0,0,0,0.059
432,35125,-1295.0,219,3.472,0.0,0,0,0.059
433,35277,-960.0,152,4.603,0.0,0,0,0.059
434,35315,-390.0,38,5.831,0.0,0,0,0.059
435,35461,-930.0,146,2.502,0.0,0,0,0.059
436,35620,-995.0,159,2.79,0.0,0,0,0.059
437,35793,-18119.43,173,4.301,11.0,0.061,0.189,0.059
438,35902,-745.0,109,4.388,0.0,0,0,0.059
439,35970,-540.0,68,3.38,0.0,0,0,0.059
440,36079,-745.0,109,3.442,0.0,0,0,0.059
441,36251,-1060.0,172,5.213,0.0,0,0,0.059
442,36328,-585.0,77,4.975,0.0,0,0,0.059
443,36369,-405.0,41,4.082,0.0,0,0,0.059
444,36433,-520.0,64,4.673,0.0,0,0,0.059
445,36526,-665.0,93,3.878,0.0,0,0,0.059
446,36624,-690.0,98,6.564,0.0,0,0,0.059
447,36675,-455.0,51,4.543,0.0,0,0,0.059
448,36792,-785.0,117,4.943,0.0,0,0,0.059
449,36903,-755.0,111,6.868,0.0,0,0,0.059
450,37009,-730.0,106,3.648,0.0,0,0,0.059
451,37168,-995.0,159,4.061,0.0,0,0,0.059
452,37312,-920.0,144,6.096,0.0,0,0,0.059
453,37486,-1070.0,174,6.739,0.0,0,0,0.059
454,37666,-6916.29,180,4.127,25.0,0.2162,0.0854,0.059
455,37785,-795.0,119,5.469,0.0,0,0,0.059
456,37923,-890.0,138,4.424,0.0,0,0,0.059
457,37987,-520.0,64,3.082,0.0,0,0,0.059
458,38128,-905.0,141,4.748,0.0,0,0,0.059
459,38195,-535.0,67,3.509,0.0,0,0,0.059
460,38312,-785.0,117,3.705,0.0,0,0,0.059
461,38447,-35008.65,135,5.805,25.9,0.0738,0.1762,0.059
462,38605,-990.0,158,3.416,0.0,0,0,0.059
463,38686,-605.0,81,6.517,0.0,0,0,0.059
464,38743,-485.0,57,5.327,0.0,0,0,0.059
465,38863,-800.0,120,4.581,0.0,0,0,0.059
466,38961,-690.0,98,3.781,0.0,0,0,0.06
467,39032,-555.0,71,3.631,0.0,0,0,0.06
468,39140,-740.0,108,4.142,0.0,0,0,0.06
469,39282,-910.0,142,6.194,0.0,0,0,0.06
470,39352,-550.0,70,5.556,0.0,0,0,0.06
471,39397,-425.0,45,4.646,0.0,0,0,0.06
472,39526,-845.0,129,6.627,0.0,0,0,0.06
473,39569,-10926.09,43,3.881,46.5,0.1055,0.1445,0.06
474,39727,-990.0,158,4.114,0.0,0,0,0.06
475,39880,-965.0,153,5.275,0.0,0,0,0.06
476,39956,-580.0,76,4.286,0.0,0,0,0.06
477,40021,-525.0,65,3.375,0.0,0,0,0.06
478,40076,-475.0,55,3.585,0.0,0,0,0.06
479,40174,-690.0,98,5.382,0.0,0,0,0.06
480,40294,-800.0,120,4.862,0.0,0,0,0.06
481,40420,-830.0,126,7.762,0.0,0,0,0.06
482,40547,-835.0,127,3.672,0.0,0,0,0.06
483,40681,-870.0,134,5.743,0.0,0,0,0.06
484,40739,-490.0,58,4.738,0.0,0,0,0.06
485,40923,-1120.0,184,5.229,0.0,0,0,0.06
486,40996,-565.0,73,4.189,0.0,0,0,0.06
487,41106,-1038.1,110,2.902,9.1,0.1625,0.09,0.06
488,41329,-7806.38,223,4.32,14.3,0.1734,0.0981,0.06
