episode,timestep,reward,steps,mean_distance,visibility_pct,mean_fraction,mean_fraction_error,target_speed
6069,173917,-275.0,15,6.351,0.0,0,0,0.093
6070,173933,-280.0,16,4.489,0.0,0,0,0.093
6071,173948,-275.0,15,3.706,0.0,0,0,0.093
6072,173967,-295.0,19,7.945,0.0,0,0,0.093
6073,173983,-280.0,16,5.301,0.0,0,0,0.093
6074,173999,-280.0,16,4.33,0.0,0,0,0.093
6075,174014,-275.0,15,4.159,0.0,0,0,0.093
6076,174031,-285.0,17,5.061,0.0,0,0,0.093
6077,174047,-280.0,16,5.212,0.0,0,0,0.093
6078,174063,-280.0,16,5.181,0.0,0,0,0.093
6079,174077,-270.0,14,6.101,0.0,0,0,0.093
6080,174091,-270.0,14,5.401,0.0,0,0,0.094
6081,174104,-265.0,13,3.922,0.0,0,0,0.094
6082,174120,-280.0,16,6.735,0.0,0,0,0.094
6083,174133,-265.0,13,6.224,0.0,0,0,0.094
6084,174147,-270.0,14,5.685,0.0,0,0,0.094
6085,174161,-270.0,14,4.169,0.0,0,0,0.094
6086,174178,-285.0,17,4.268,0.0,0,0,0.094
6087,174195,-285.0,17,5.376,0.0,0,0,0.094
6088,174213,-290.0,18,3.073,0.0,0,0,0.094
6089,174228,-275.0,15,5.171,0.0,0,0,0.094
6090,174242,-270.0,14,5.659,0.0,0,0,0.094
6091,174259,-285.0,17,4.279,0.0,0,0,0.094
6092,174274,-275.0,15,7.511,0.0,0,0,0.094
6093,174288,-270.0,14,4.648,0.0,0,0,0.094
6094,174303,-275.0,15,5.53,0.0,0,0,0.094
6095,174318,-275.0,15,5.857,0.0,0,0,0.094
6096,174333,-275.0,15,3.346,0.0,0,0,0.094
6097,174348,-275.0,15,3.577,0.0,0,0,0.094
6098,174363,-275.0,15,4.377,0.0,0,0,0.094
6099,174379,-280.0,16,4.392,0.0,0,0,0.094
6100,174393,-270.0,14,3.802,0.0,0,0,0.094
6101,174406,-265.0,13,6.417,0.0,0,0,0.094
6102,174420,-270.0,14,5.106,0.0,0,0,0.094
6103,174435,-275.0,15,3.259,0.0,0,0,0.094
6104,174450,-275.0,15,4.7,0.0,0,0,0.094
6105,174463,-265.0,13,6.277,0.0,0,0,0.094
6106,174478,-275.0,15,4.757,0.0,0,0,0.094
6107,174492,-270.0,14,4.139,0.0,0,0,0.094
6108,174506,-270.0,14,3.783,0.0,0,0,0.094
6109,174519,-265.0,13,4.361,0.0,0,0,0.094
6110,174533,-270.0,14,5.135,0.0,0,0,0.094
6111,174548,-275.0,15,4.465,0.0,0,0,0.094
6112,174562,-270.0,14,6.388,0.0,0,0,0.094
6113,174577,-275.0,15,3.425,0.0,0,0,0.094
6114,174593,-280.0,16,4.797,0.0,0,0,0.094
6115,174606,-265.0,13,4.211,0.0,0,0,0.094
6116,174623,-285.0,17,6.605,0.0,0,0,0.094
6117,174637,-270.0,14,3.727,0.0,0,0,0.094
6118,174652,-275.0,15,4.881,0.0,0,0,0.094
6119,174666,-270.0,14,4.584,0.0,0,0,0.094
6120,174680,-270.0,14,4.342,0.0,0,0,0.094
6121,174695,-275.0,15,7.003,0.0,0,0,0.094
6122,174711,-280.0,16,5.695,0.0,0,0,0.094
6123,174727,-280.0,16,6.303,0.0,0,0,0.094
6124,174741,-270.0,14,4.724,0.0,0,0,0.094
6125,174757,-280.0,16,3.59,0.0,0,0,0.094
6126,174771,-270.0,14,3.834,0.0,0,0,0.094
6127,174787,-280.0,16,3.642,0.0,0,0,0.094
6128,174801,-270.0,14,3.953,0.0,0,0,0.094
6129,174815,-270.0,14,5.945,0.0,0,0,0.094
6130,174830,-275.0,15,4.634,0.0,0,0,0.094
6131,174848,-290.0,18,4.039,0.0,0,0,0.094
6132,174863,-275.0,15,4.898,0.0,0,0,0.094
6133,174878,-275.0,15,3.216,0.0,0,0,0.094
6134,174892,-1838.92,14,3.685,28.6,0.1243,0.1257,0.094
6135,174906,-270.0,14,4.69,0.0,0,0,0.094
6136,174920,-270.0,14,4.066,0.0,0,0,0.094
6137,174935,-275.0,15,4.161,0.0,0,0,0.094
6138,174950,-275.0,15,4.04,0.0,0,0,0.094
6139,174964,-270.0,14,6.044,0.0,0,0,0.094
6140,174979,-275.0,15,6.151,0.0,0,0,0.094
6141,174992,-265.0,13,7.196,0.0,0,0,0.094
6142,175007,-275.0,15,3.536,0.0,0,0,0.094
6143,175022,-275.0,15,4.56,0.0,0,0,0.094
6144,175035,-265.0,13,5.215,0.0,0,0,0.094
6145,175048,-265.0,13,4.472,0.0,0,0,0.094
6146,175064,-280.0,16,6.278,0.0,0,0,0.094
6147,175079,-275.0,15,6.14,0.0,0,0,0.094
6148,175094,-275.0,15,3.343,0.0,0,0,0.094
6149,175108,-270.0,14,5.191,0.0,0,0,0.094
6150,175122,-270.0,14,4.262,0.0,0,0,0.094
6151,175139,-285.0,17,6.937,0.0,0,0,0.094
6152,175155,-280.0,16,4.581,0.0,0,0,0.094
6153,175170,-275.0,15,4.242,0.0,0,0,0.094
6154,175184,-270.0,14,3.636,0.0,0,0,0.094
6155,175199,-275.0,15,6.225,0.0,0,0,0.094
6156,175213,-270.0,14,5.278,0.0,0,0,0.094
6157,175228,-275.0,15,4.263,0.0,0,0,0.094
6158,175242,-270.0,14,5.833,0.0,0,0,0.094
6159,175257,-275.0,15,3.667,0.0,0,0,0.094
6160,175271,-270.0,14,5.741,0.0,0,0,0.094
6161,175285,-270.0,14,3.151,0.0,0,0,0.094
6162,175300,-275.0,15,5.133,0.0,0,0,0.094
6163,175314,-270.0,14,5.79,0.0,0,0,0.094
6164,175328,-270.0,14,3.595,0.0,0,0,0.094
6165,175345,-285.0,17,7.33,0.0,0,0,0.094
6166,175360,-275.0,15,4.897,0.0,0,0,0.094
6167,175375,-275.0,15,5.7,0.0,0,0,0.094
6168,175392,-285.0,17,4.091,0.0,0,0,0.094
6169,175407,-275.0,15,3.377,0.0,0,0,0.094
6170,175421,-270.0,14,7.062,0.0,0,0,0.094
6171,175435,-270.0,14,3.328,0.0,0,0,0.094
6172,175449,-270.0,14,5.863,0.0,0,0,0.094
6173,175463,-270.0,14,6.87,0.0,0,0,0.094
6174,175477,-270.0,14,4.058,0.0,0,0,0.094
6175,175491,-270.0,14,3.531,0.0,0,0,0.094
6176,175508,-285.0,17,6.58,0.0,0,0,0.094
6177,175523,-275.0,15,4.068,0.0,0,0,0.094
6178,175538,-275.0,15,4.247,0.0,0,0,0.094
6179,175552,-270.0,14,6.896,0.0,0,0,0.094
6180,175567,-275.0,15,7.184,0.0,0,0,0.094
6181,175583,-280.0,16,3.858,0.0,0,0,0.094
6182,175598,-275.0,15,5.815,0.0,0,0,0.094
6183,175612,-270.0,14,5.884,0.0,0,0,0.094
6184,175629,-285.0,17,3.657,0.0,0,0,0.094
6185,175644,-275.0,15,4.277,0.0,0,0,0.094
6186,175658,-270.0,14,6.113,0.0,0,0,0.094
6187,175673,-275.0,15,3.445,0.0,0,0,0.094
6188,175687,-270.0,14,3.602,0.0,0,0,0.094
6189,175704,-285.0,17,7.3,0.0,0,0,0.094
6190,175721,-285.0,17,3.345,0.0,0,0,0.094
6191,175736,-275.0,15,5.801,0.0,0,0,0.094
6192,175749,-265.0,13,4.613,0.0,0,0,0.094
6193,175764,-275.0,15,6.864,0.0,0,0,0.094
6194,175779,-275.0,15,3.617,0.0,0,0,0.094
6195,175794,-275.0,15,4.505,0.0,0,0,0.094
6196,175808,-270.0,14,3.229,0.0,0,0,0.094
6197,175822,-270.0,14,3.535,0.0,0,0,0.094
6198,175836,-270.0,14,6.021,0.0,0,0,0.094
6199,175851,-275.0,15,5.761,0.0,0,0,0.094
6200,175866,-275.0,15,5.199,0.0,0,0,0.094
6201,175880,-270.0,14,6.054,0.0,0,0,0.094
6202,175894,-270.0,14,4.681,0.0,0,0,0.094
6203,175909,-275.0,15,5.563,0.0,0,0,0.094
6204,175925,-280.0,16,7.141,0.0,0,0,0.094
6205,175939,-270.0,14,4.443,0.0,0,0,0.094
6206,175953,-270.0,14,6.034,0.0,0,0,0.094
6207,175968,-275.0,15,5.834,0.0,0,0,0.094
6208,175982,-270.0,14,5.988,0.0,0,0,0.094
6209,175996,-270.0,14,3.522,0.0,0,0,0.094
6210,176010,-270.0,14,3.882,0.0,0,0,0.094
6211,176024,-270.0,14,4.95,0.0,0,0,0.094
6212,176038,-270.0,14,7.311,0.0,0,0,0.094
6213,176053,-275.0,15,5.004,0.0,0,0,0.094
6214,176068,-275.0,15,5.43,0.0,0,0,0.094
6215,176081,-265.0,13,4.749,0.0,0,0,0.094
6216,176096,-275.0,15,6.721,0.0,0,0,0.094
6217,176111,-275.0,15,5.096,0.0,0,0,0.094
6218,176127,-280.0,16,4.414,0.0,0,0,0.094
6219,176142,-275.0,15,7.439,0.0,0,0,0.094
6220,176157,-275.0,15,5.545,0.0,0,0,0.094
6221,176171,-270.0,14,4.291,0.0,0,0,0.094
6222,176184,-265.0,13,4.943,0.0,0,0,0.094
6223,176200,-280.0,16,4.285,0.0,0,0,0.094
6224,176215,-275.0,15,5.02,0.0,0,0,0.094
6225,176229,-270.0,14,4.835,0.0,0,0,0.094
6226,176243,-270.0,14,4.418,0.0,0,0,0.094
6227,176256,-265.0,13,3.743,0.0,0,0,0.094
6228,176273,-285.0,17,4.941,0.0,0,0,0.094
6229,176287,-270.0,14,4.692,0.0,0,0,0.094
6230,176303,-280.0,16,4.146,0.0,0,0,0.094
6231,176319,-280.0,16,6.232,0.0,0,0,0.094
6232,176333,-270.0,14,6.867,0.0,0,0,0.094
6233,176347,-270.0,14,5.759,0.0,0,0,0.094
6234,176360,-265.0,13,4.334,0.0,0,0,0.094
6235,176373,-265.0,13,6.185,0.0,0,0,0.094
6236,176390,-285.0,17,6.027,0.0,0,0,0.094
6237,176405,-275.0,15,3.898,0.0,0,0,0.094
6238,176419,-270.0,14,3.127,0.0,0,0,0.094
6239,176433,-270.0,14,3.298,0.0,0,0,0.094
6240,176447,-270.0,14,6.149,0.0,0,0,0.094
6241,176460,-265.0,13,3.634,0.0,0,0,0.094
6242,176474,-270.0,14,4.197,0.0,0,0,0.094
6243,176489,-275.0,15,6.686,0.0,0,0,0.094
6244,176504,-275.0,15,5.507,0.0,0,0,0.094
6245,176519,-275.0,15,4.623,0.0,0,0,0.094
6246,176533,-270.0,14,7.191,0.0,0,0,0.094
6247,176547,-270.0,14,3.005,0.0,0,0,0.094
6248,176562,-275.0,15,4.441,0.0,0,0,0.094
6249,176575,-265.0,13,4.267,0.0,0,0,0.094
6250,176589,-270.0,14,6.67,0.0,0,0,0.094
6251,176602,-265.0,13,4.371,0.0,0,0,0.094
6252,176615,-265.0,13,6.404,0.0,0,0,0.094
6253,176629,-270.0,14,3.907,0.0,0,0,0.094
6254,176643,-270.0,14,3.953,0.0,0,0,0.094
6255,176656,-265.0,13,4.204,0.0,0,0,0.094
6256,176669,-265.0,13,5.4,0.0,0,0,0.094
6257,176682,-265.0,13,5.162,0.0,0,0,0.094
6258,176695,-265.0,13,4.746,0.0,0,0,0.094
6259,176711,-280.0,16,6.587,0.0,0,0,0.094
6260,176725,-270.0,14,6.214,0.0,0,0,0.094
6261,176738,-265.0,13,4.821,0.0,0,0,0.094
6262,176752,-270.0,14,6.148,0.0,0,0,0.094
6263,176767,-275.0,15,4.003,0.0,0,0,0.094
6264,176781,-270.0,14,7.54,0.0,0,0,0.094
6265,176798,-8656.92,17,3.529,88.2,0.099,0.151,0.094
6266,176811,-265.0,13,6.159,0.0,0,0,0.094
6267,176825,-270.0,14,4.958,0.0,0,0,0.094
6268,176840,-275.0,15,5.036,0.0,0,0,0.094
6269,176853,-265.0,13,4.108,0.0,0,0,0.094
6270,176866,-265.0,13,5.368,0.0,0,0,0.094
6271,176881,-275.0,15,4.197,0.0,0,0,0.094
6272,176895,-270.0,14,6.122,0.0,0,0,0.094
6273,176909,-270.0,14,5.868,0.0,0,0,0.094
6274,176924,-275.0,15,7.023,0.0,0,0,0.094
6275,176938,-270.0,14,5.997,0.0,0,0,0.094
6276,176952,-270.0,14,5.05,0.0,0,0,0.094
6277,176967,-275.0,15,5.694,0.0,0,0,0.094
6278,176982,-275.0,15,7.03,0.0,0,0,0.094
6279,176997,-275.0,15,6.819,0.0,0,0,0.094
6280,177014,-285.0,17,6.161,0.0,0,0,0.094
6281,177029,-275.0,15,6.796,0.0,0,0,0.094
6282,177044,-275.0,15,5.083,0.0,0,0,0.094
6283,177057,-265.0,13,3.699,0.0,0,0,0.094
6284,177072,-275.0,15,5.732,0.0,0,0,0.094
6285,177087,-275.0,15,7.058,0.0,0,0,0.094
6286,177103,-280.0,16,4.144,0.0,0,0,0.094
6287,177117,-270.0,14,3.832,0.0,0,0,0.094
6288,177131,-270.0,14,5.067,0.0,0,0,0.094
6289,177147,-280.0,16,3.133,0.0,0,0,0.094
6290,177163,-280.0,16,5.038,0.0,0,0,0.094
6291,177177,-270.0,14,5.87,0.0,0,0,0.094
6292,177190,-265.0,13,7.143,0.0,0,0,0.094
6293,177204,-270.0,14,5.482,0.0,0,0,0.094
6294,177217,-265.0,13,4.808,0.0,0,0,0.094
6295,177232,-275.0,15,4.246,0.0,0,0,0.094
6296,177247,-275.0,15,3.538,0.0,0,0,0.094
6297,177263,-280.0,16,3.184,0.0,0,0,0.094
6298,177277,-270.0,14,3.264,0.0,0,0,0.094
6299,177291,-270.0,14,4.574,0.0,0,0,0.094
6300,177305,-270.0,14,4.276,0.0,0,0,0.094
6301,177320,4436.53,15,3.122,86.7,0.2003,0.0497,0.094
6302,177334,-270.0,14,4.665,0.0,0,0,0.094
6303,177348,-270.0,14,4.273,0.0,0,0,0.094
6304,177362,-270.0,14,5.489,0.0,0,0,0.094
6305,177377,-275.0,15,6.098,0.0,0,0,0.094
6306,177390,-265.0,13,7.289,0.0,0,0,0.094
6307,177405,-275.0,15,4.981,0.0,0,0,0.094
6308,177418,-265.0,13,5.807,0.0,0,0,0.094
6309,177431,-265.0,13,4.051,0.0,0,0,0.094
6310,177444,-265.0,13,4.148,0.0,0,0,0.094
6311,177459,-275.0,15,3.707,0.0,0,0,0.094
6312,177473,-270.0,14,3.997,0.0,0,0,0.094
6313,177490,-285.0,17,3.117,0.0,0,0,0.094
6314,177503,-265.0,13,4.846,0.0,0,0,0.094
6315,177517,-270.0,14,4.258,0.0,0,0,0.094
6316,177532,-275.0,15,4.495,0.0,0,0,0.094
6317,177548,-280.0,16,3.744,0.0,0,0,0.094
6318,177563,-275.0,15,4.57,0.0,0,0,0.094
6319,177576,-265.0,13,3.499,0.0,0,0,0.094
6320,177592,-5013.13,16,4.021,62.5,0.1089,0.1411,0.094
6321,177606,-270.0,14,5.529,0.0,0,0,0.094
6322,177628,-310.0,22,5.031,0.0,0,0,0.094
6323,177643,-275.0,15,3.926,0.0,0,0,0.094
6324,177659,-280.0,16,5.971,0.0,0,0,0.094
6325,177673,-270.0,14,4.923,0.0,0,0,0.094
6326,177687,-270.0,14,3.718,0.0,0,0,0.094
6327,177701,-270.0,14,4.456,0.0,0,0,0.094
6328,177716,-275.0,15,3.831,0.0,0,0,0.094
6329,177730,-270.0,14,5.983,0.0,0,0,0.094
6330,177743,-265.0,13,5.497,0.0,0,0,0.094
6331,177756,-265.0,13,4.305,0.0,0,0,0.094
6332,177770,-270.0,14,3.314,0.0,0,0,0.094
6333,177786,-280.0,16,5.16,0.0,0,0,0.094
6334,177799,-265.0,13,4.101,0.0,0,0,0.094
6335,177814,-275.0,15,7.423,0.0,0,0,0.094
6336,177829,-275.0,15,4.12,0.0,0,0,0.094
6337,177843,-270.0,14,5.204,0.0,0,0,0.094
6338,177856,-265.0,13,4.035,0.0,0,0,0.094
6339,177869,-265.0,13,3.835,0.0,0,0,0.094
6340,177883,-270.0,14,4.542,0.0,0,0,0.094
6341,177897,-270.0,14,4.924,0.0,0,0,0.094
6342,177912,-275.0,15,5.792,0.0,0,0,0.094
6343,177926,-270.0,14,4.679,0.0,0,0,0.094
6344,177940,-270.0,14,3.384,0.0,0,0,0.094
6345,177955,-275.0,15,5.596,0.0,0,0,0.094
6346,177969,-270.0,14,6.004,0.0,0,0,0.094
6347,177982,-265.0,13,3.263,0.0,0,0,0.094
6348,177995,-265.0,13,3.97,0.0,0,0,0.094
6349,178008,-265.0,13,3.999,0.0,0,0,0.094
6350,178022,-270.0,14,6.618,0.0,0,0,0.094
6351,178037,-275.0,15,3.472,0.0,0,0,0.094
6352,178053,-280.0,16,3.737,0.0,0,0,0.094
6353,178067,-270.0,14,5.138,0.0,0,0,0.094
6354,178081,-270.0,14,5.407,0.0,0,0,0.094
6355,178095,-270.0,14,3.166,0.0,0,0,0.094
6356,178109,-270.0,14,5.829,0.0,0,0,0.094
6357,178124,-275.0,15,4.402,0.0,0,0,0.094
6358,178138,-270.0,14,4.041,0.0,0,0,0.094
6359,178152,-270.0,14,6.706,0.0,0,0,0.094
6360,178168,-280.0,16,4.621,0.0,0,0,0.094
6361,178182,-270.0,14,4.075,0.0,0,0,0.095
6362,178198,-4743.07,16,4.055,56.2,0.1082,0.1418,0.095
6363,178213,-275.0,15,3.777,0.0,0,0,0.095
6364,178229,-280.0,16,3.843,0.0,0,0,0.095
6365,178242,-265.0,13,4.183,0.0,0,0,0.095
6366,178256,-270.0,14,5.433,0.0,0,0,0.095
6367,178270,-270.0,14,3.972,0.0,0,0,0.095
6368,178285,-275.0,15,3.873,0.0,0,0,0.095
6369,178299,-270.0,14,5.698,0.0,0,0,0.095
6370,178312,-265.0,13,4.919,0.0,0,0,0.095
6371,178328,-280.0,16,3.839,0.0,0,0,0.095
6372,178343,-275.0,15,6.789,0.0,0,0,0.095
6373,178357,-270.0,14,4.421,0.0,0,0,0.095
6374,178370,-265.0,13,4.945,0.0,0,0,0.095
6375,178386,-280.0,16,4.331,0.0,0,0,0.095
6376,178404,-290.0,18,4.358,0.0,0,0,0.095
6377,178417,-265.0,13,4.418,0.0,0,0,0.095
6378,178431,-270.0,14,3.373,0.0,0,0,0.095
6379,178444,-265.0,13,6.188,0.0,0,0,0.095
6380,178460,-280.0,16,7.48,0.0,0,0,0.095
6381,178475,-275.0,15,5.418,0.0,0,0,0.095
6382,178489,-270.0,14,4.838,0.0,0,0,0.095
6383,178503,-270.0,14,6.297,0.0,0,0,0.095
6384,178519,-280.0,16,5.716,0.0,0,0,0.095
6385,178533,-270.0,14,4.919,0.0,0,0,0.095
6386,178547,-270.0,14,4.336,0.0,0,0,0.095
6387,178561,-270.0,14,6.098,0.0,0,0,0.095
6388,178578,-4135.16,17,3.794,82.4,0.1385,0.1115,0.095
6389,178592,-270.0,14,4.469,0.0,0,0,0.095
6390,178606,-270.0,14,4.17,0.0,0,0,0.095
6391,178621,-275.0,15,3.68,0.0,0,0,0.095
6392,178635,-270.0,14,5.043,0.0,0,0,0.095
6393,178650,-275.0,15,5.224,0.0,0,0,0.095
6394,178665,-275.0,15,3.562,0.0,0,0,0.095
6395,178678,-265.0,13,3.56,0.0,0,0,0.095
6396,178692,-270.0,14,4.063,0.0,0,0,0.095
6397,178705,-265.0,13,5.61,0.0,0,0,0.095
6398,178720,-275.0,15,6.121,0.0,0,0,0.095
6399,178735,-275.0,15,5.343,0.0,0,0,0.095
6400,178748,-265.0,13,4.914,0.0,0,0,0.095
6401,178763,-275.0,15,3.443,0.0,0,0,0.095
6402,178776,-4245.0,13,3.293,30.8,0.0261,0.2239,0.095
6403,178791,-275.0,15,4.512,0.0,0,0,0.095
6404,178805,-270.0,14,3.614,0.0,0,0,0.095
6405,178819,-270.0,14,4.239,0.0,0,0,0.095
6406,178833,-270.0,14,4.534,0.0,0,0,0.095
6407,178847,-270.0,14,3.256,0.0,0,0,0.095
6408,178860,-265.0,13,3.709,0.0,0,0,0.095
6409,178874,-270.0,14,4.387,0.0,0,0,0.095
6410,178889,-275.0,15,4.338,0.0,0,0,0.095
6411,178904,-275.0,15,6.069,0.0,0,0,0.095
6412,178917,-265.0,13,3.901,0.0,0,0,0.095
6413,178934,-285.0,17,5.354,0.0,0,0,0.095
6414,178948,-270.0,14,3.745,0.0,0,0,0.095
6415,178961,-265.0,13,3.903,0.0,0,0,0.095
6416,178976,-275.0,15,5.362,0.0,0,0,0.095
6417,178991,-275.0,15,4.273,0.0,0,0,0.095
6418,179005,-270.0,14,4.493,0.0,0,0,0.095
6419,179018,-265.0,13,6.107,0.0,0,0,0.095
6420,179031,-265.0,13,4.984,0.0,0,0,0.095
6421,179045,-270.0,14,4.604,0.0,0,0,0.095
6422,179060,-275.0,15,5.703,0.0,0,0,0.095
6423,179073,-265.0,13,4.772,0.0,0,0,0.095
6424,179087,-270.0,14,3.644,0.0,0,0,0.095
6425,179101,-270.0,14,6.09,0.0,0,0,0.095
6426,179114,-265.0,13,5.884,0.0,0,0,0.095
6427,179129,-275.0,15,3.613,0.0,0,0,0.095
6428,179143,-270.0,14,4.221,0.0,0,0,0.095
6429,179157,-270.0,14,3.853,0.0,0,0,0.095
6430,179172,-275.0,15,3.071,0.0,0,0,0.095
6431,179186,-270.0,14,5.169,0.0,0,0,0.095
6432,179201,-275.0,15,4.786,0.0,0,0,0.095
6433,179215,-270.0,14,3.929,0.0,0,0,0.095
6434,179231,-280.0,16,6.1,0.0,0,0,0.095
6435,179244,-265.0,13,3.853,0.0,0,0,0.095
6436,179257,-265.0,13,4.626,0.0,0,0,0.095
6437,179277,-300.0,20,4.712,0.0,0,0,0.095
6438,179291,-270.0,14,3.903,0.0,0,0,0.095
6439,179307,-280.0,16,5.558,0.0,0,0,0.095
6440,179320,-265.0,13,3.727,0.0,0,0,0.095
6441,179337,-285.0,17,3.41,0.0,0,0,0.095
6442,179353,-280.0,16,7.771,0.0,0,0,0.095
6443,179366,-265.0,13,3.68,0.0,0,0,0.095
6444,179381,-275.0,15,4.61,0.0,0,0,0.095
6445,179395,-270.0,14,6.114,0.0,0,0,0.095
6446,179409,-270.0,14,5.541,0.0,0,0,0.095
6447,179421,-260.0,12,4.158,0.0,0,0,0.095
6448,179436,-275.0,15,4.04,0.0,0,0,0.095
6449,179449,-265.0,13,4.624,0.0,0,0,0.095
6450,179463,-270.0,14,5.1,0.0,0,0,0.095
6451,179477,-270.0,14,5.653,0.0,0,0,0.095
6452,179491,-270.0,14,5.216,0.0,0,0,0.095
6453,179505,-270.0,14,4.104,0.0,0,0,0.095
6454,179518,-3250.0,13,3.635,23.1,0.0081,0.2419,0.095
6455,179532,-270.0,14,3.859,0.0,0,0,0.095
6456,179546,-270.0,14,3.25,0.0,0,0,0.095
6457,179561,-275.0,15,3.148,0.0,0,0,0.095
6458,179577,-280.0,16,4.704,0.0,0,0,0.095
6459,179592,-275.0,15,7.038,0.0,0,0,0.095
6460,179605,-265.0,13,3.951,0.0,0,0,0.095
6461,179620,-275.0,15,4.28,0.0,0,0,0.095
6462,179634,-270.0,14,3.924,0.0,0,0,0.095
6463,179649,-275.0,15,5.046,0.0,0,0,0.095
6464,179664,-275.0,15,5.89,0.0,0,0,0.095
6465,179679,-275.0,15,4.759,0.0,0,0,0.095
6466,179692,-265.0,13,3.269,0.0,0,0,0.095
6467,179709,-285.0,17,6.531,0.0,0,0,0.095
6468,179723,-270.0,14,7.249,0.0,0,0,0.095
6469,179737,-270.0,14,4.185,0.0,0,0,0.095
6470,179753,-8157.27,16,3.718,50.0,0.0605,0.1895,0.095
6471,179767,-270.0,14,3.665,0.0,0,0,0.095
6472,179780,-11210.0,13,4.285,84.6,0.0164,0.2336,0.095
6473,179795,-275.0,15,5.456,0.0,0,0,0.095
6474,179809,-270.0,14,6.604,0.0,0,0,0.095
6475,179824,-10225.0,15,4.189,66.7,0.0508,0.1992,0.095
6476,179838,-270.0,14,5.913,0.0,0,0,0.095
6477,179852,-270.0,14,4.643,0.0,0,0,0.095
6478,179866,-4390.8,14,3.735,71.4,0.1174,0.1326,0.095
6479,179881,-275.0,15,4.141,0.0,0,0,0.095
6480,179895,-270.0,14,6.897,0.0,0,0,0.095
6481,179912,-3270.0,17,5.627,17.6,0.0531,0.1969,0.095
6482,179927,-275.0,15,6.069,0.0,0,0,0.095
6483,179941,-270.0,14,4.872,0.0,0,0,0.095
6484,179954,-265.0,13,3.557,0.0,0,0,0.095
6485,179968,-270.0,14,4.903,0.0,0,0,0.095
6486,179982,-5979.59,14,3.892,42.9,0.0521,0.1979,0.095
6487,179997,-275.0,15,5.112,0.0,0,0,0.095
6488,180010,-265.0,13,5.797,0.0,0,0,0.095
6489,180023,-265.0,13,5.886,0.0,0,0,0.095
6490,180037,-270.0,14,4.864,0.0,0,0,0.095
6491,180051,-270.0,14,3.569,0.0,0,0,0.095
6492,180067,-280.0,16,3.791,0.0,0,0,0.095
6493,180082,-275.0,15,4.581,0.0,0,0,0.095
6494,180096,-270.0,14,5.056,0.0,0,0,0.095
6495,180111,-275.0,15,5.405,0.0,0,0,0.095
6496,180128,-285.0,17,4.073,0.0,0,0,0.095
6497,180143,-275.0,15,3.38,0.0,0,0,0.095
6498,180157,-270.0,14,5.352,0.0,0,0,0.095
6499,180171,-270.0,14,3.748,0.0,0,0,0.095
6500,180186,-275.0,15,5.107,0.0,0,0,0.095
6501,180202,-280.0,16,6.116,0.0,0,0,0.095
6502,180216,-270.0,14,5.246,0.0,0,0,0.095
6503,180230,-270.0,14,6.037,0.0,0,0,0.095
6504,180244,-270.0,14,3.725,0.0,0,0,0.095
6505,180257,-265.0,13,5.086,0.0,0,0,0.095
6506,180271,-270.0,14,5.188,0.0,0,0,0.095
6507,180286,-275.0,15,3.753,0.0,0,0,0.095
6508,180302,-280.0,16,3.557,0.0,0,0,0.095
6509,180317,-275.0,15,3.924,0.0,0,0,0.095
6510,180332,-275.0,15,4.109,0.0,0,0,0.095
6511,180347,-275.0,15,3.377,0.0,0,0,0.095
6512,180362,-275.0,15,6.524,0.0,0,0,0.095
6513,180376,-270.0,14,5.102,0.0,0,0,0.095
6514,180391,-275.0,15,4.314,0.0,0,0,0.095
6515,180407,-280.0,16,4.117,0.0,0,0,0.095
6516,180423,-280.0,16,3.744,0.0,0,0,0.095
6517,180436,-265.0,13,3.256,0.0,0,0,0.095
6518,180450,-270.0,14,3.671,0.0,0,0,0.095
6519,180464,-2260.0,14,3.861,14.3,0.0034,0.2466,0.095
6520,180484,-300.0,20,6.8,0.0,0,0,0.095
6521,180499,-275.0,15,3.937,0.0,0,0,0.095
6522,180513,-270.0,14,3.979,0.0,0,0,0.095
6523,180530,-285.0,17,3.411,0.0,0,0,0.095
6524,180544,-270.0,14,3.867,0.0,0,0,0.095
6525,180558,-270.0,14,5.571,0.0,0,0,0.095
6526,180573,-275.0,15,5.226,0.0,0,0,0.095
6527,180587,-270.0,14,4.825,0.0,0,0,0.095
6528,180600,-265.0,13,3.231,0.0,0,0,0.095
6529,180616,-280.0,16,4.123,0.0,0,0,0.095
6530,180631,-275.0,15,4.026,0.0,0,0,0.095
6531,180648,-285.0,17,5.442,0.0,0,0,0.095
6532,180662,-270.0,14,7.498,0.0,0,0,0.095
6533,180676,-270.0,14,5.807,0.0,0,0,0.095
6534,180690,-270.0,14,5.901,0.0,0,0,0.095
6535,180705,-275.0,15,3.924,0.0,0,0,0.095
6536,180718,-265.0,13,4.02,0.0,0,0,0.095
6537,180733,-275.0,15,4.575,0.0,0,0,0.095
6538,180747,-270.0,14,4.794,0.0,0,0,0.095
6539,180765,-290.0,18,7.073,0.0,0,0,0.095
6540,180780,-275.0,15,3.609,0.0,0,0,0.095
6541,180795,-275.0,15,6.181,0.0,0,0,0.095
6542,180809,-270.0,14,5.695,0.0,0,0,0.095
6543,180823,-270.0,14,3.425,0.0,0,0,0.095
6544,180837,-270.0,14,4.447,0.0,0,0,0.095
6545,180850,-265.0,13,3.583,0.0,0,0,0.095
